	chr8:37742196-37742345	chr8:37742346-37742405	chr8:37742406-37742495	chr8:37742496-37742595	chr8:37742596-37742645	chr8:37742646-37742745	chr8:37742746-37742795	chr8:37742796-37742945	chr8:37742946-37743095	chr8:37743096-37743245	chr8:37743246-37743395	chr8:37743396-37743475	chr8:37743476-37743545	chr8:37743546-37743555	chr8:37743556-37743695	chr8:37743696-37743845	chr8:37743846-37743995	chr8:37743996-37744145	chr8:37744146-37744205	chr8:37744206-37744225	chr8:37744226-37744295	chr8:37744296-37744445	chr8:37744446-37744595	chr8:37744596-37744745	chr8:37744746-37744815	chr8:37744816-37744895	chr8:37744896-37745005	chr8:37745006-37745045	chr8:37745046-37745195	chr8:37745196-37745345	chr8:37745346-37745495	chr8:37745496-37745645	chr8:37745646-37745795	chr8:37745796-37745945	chr8:37745946-37746095	chr8:37746096-37746245	chr8:37746246-37746395	chr8:37746396-37746475	chr8:37746476-37746545	chr8:37746546-37746615	chr8:37746616-37746695	chr8:37746696-37746735	chr8:37746736-37746845	chr8:37746846-37746995	chr8:37746996-37747095	chr8:37747096-37747145	chr8:37747146-37747205	chr8:37747206-37747295	chr8:37747296-37747445	chr8:37747446-37747595	chr8:37747596-37747645	chr8:37747646-37747655	chr8:37747656-37747745	chr8:37747746-37747895	chr8:37747896-37748045	chr8:37748046-37748069	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.794488aa-2650-453d-b408-62a2d6724c53.fc.signal	0.14837	0.0469838	0.00659422	0.225466	0.59322	0.51317	0.290699	0	0.0267066	0.252142	0.269947	0.113132	0.182253	0.29661	0.248427	0.0321943	0	0	0	0	0	0	0	0	0.0200574	0.265935	0.270774	0.057943	0	0	0.181441	0.652255	0.101397	0	0.0822893	0.236185	0.0691002	0.254737	0.371928	0.358499	0.35569	0.328433	0.278152	0.397077	0.390865	0.280204	0.028362	0	0	0.1365	0.14837	0.14837	0.00329711	0.260039	0.577357	0.815715	0.911392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001460.1.80d51fbb-f86a-4d3d-818a-fa8c5d9a7c8b.fc.signal	1.28251	1.22617	0.4971	0.512013	0.4971	0.253521	0	0	0	0	0.21099	0.393893	0.209763	0	0	0	0	0	0	0	0	0	0.0014842	0.45198	0.509667	0.203179	0	0	0.185901	0.358648	0	0.291668	0.256459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.eca9fb65-4b68-4689-9dc2-ca87771c92ab.fc.signal	0.985874	0.320592	0.0491104	0	0	0.0824673	0.206495	0.494137	0.579521	0.306384	0.822069	0.904942	0.632664	0.584424	0.135052	0	0	0	0	0	0.204393	0.535184	0.463893	0.351317	0.448442	0.497134	0.374363	0.685848	1.00699	0.800091	0.0439713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098913	0.300021	0.745622	1.31149	0.529091	0.126172	0.117271	0.322192	0.641029	0.79884	0.575607	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.5612a6ca-93fa-4c47-bbcb-27fe37b96dbb.fc.signal	0	0	0	0	0	0	0	0	0.556958	0.169051	0.662423	0.117568	0	0	0.110271	0.21919	0.313238	0.428985	0.412578	0.775413	0.67666	0.596559	0.369164	0.414319	0.953357	0.213114	0.411605	1.16662	0.554415	0.36701	0.168435	0.90281	0.335995	0	0	0.258375	0.436042	0.953739	1.02817	0.055503	0.30819	0.248077	0.441054	0.931085	0.0134547	0	0	0	0.199515	1.28786	0.050156	0.50156	0.866235	0.162508	0	0	0.264706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.320bbee6-9fb9-4b6e-9202-0bae2e741228.fc.signal	0.448044	0.633324	0.35006	0.308341	0.583336	0.538411	0.211963	0.174877	0.27261	0.143346	0.124779	0.187576	0.359815	0.662101	0.561256	0.0973392	0	0	0	0	0.0316	0.227494	0.10821	0	0	0	0	0	0	0	0	0	0	0	0	0.0891509	0.160116	0.154267	0.153393	0.0285536	0.171217	0.438583	0.634525	0.384865	0.141257	0.044901	0	0	0.0177527	0.117533	0.0624668	0	0	0.0817397	0.105242	0	0.413265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.ab4892aa-1edb-472f-99f8-9d7de35e1786.fc.signal	0.466454	0.987925	1.10829	0.86257	0.0342012	0.496736	0.429729	0.110205	0	0	0.33135	0.4229	0	0	0	0	0.244747	0.109283	0	0	0	0	0	0.297977	0.414428	0.225341	0.595814	0.807916	0.170124	0.234911	0.331156	0	0	0	0	0	0	0	0	0.255084	0.300454	0.307361	0.0703258	0	0	0	0	0	0.142971	0.509454	0	0	0	0	0	0	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.e51e6c81-760c-43e7-86ae-cbe3dc54eb4c.fc.signal	0.590189	0.778318	0.743759	0.152329	1.11887	0.601375	0	0.227959	2.73923	1.07447	0.620369	0.639551	0	0	0.394698	0.0293935	0	0.0177841	0.44056	0.48502	0.0866107	0.449687	1.51248	0.814667	0.547698	0.615839	0.370724	0.263874	0.411049	0.103028	0.614733	1.04163	0.142069	0	0	0.428962	0	0	0	0.176668	0.67871	0.162643	0.455468	0.453457	0	0	0.443438	0.861511	0.416961	0.530097	0	0	0.85664	1.54349	2.80576	2.38883	0.220779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.c5ae491c-ef59-4b85-83e8-7c458c9d3645.fc.signal	0.684437	1.2293	0.796567	0	0	0.0560066	0.269767	0.2101	0.138213	0.152432	0.39541	0.285282	0.089884	0.256563	0.245288	0.244718	0.315854	0.206152	0.3533	0.418001	0.835751	0.463262	0.363515	0.262851	0.101263	0.211203	0.104925	0.0290633	0.198482	0.109202	0.440542	0.471882	0.430587	0.257555	0.322696	0.997523	0.345728	0.159411	0.246106	0.533476	0.558937	0.45225	0.14543	0.146642	0.371001	0.140377	0	0	0.109151	0.488747	0.217627	0.1507	0.474095	0.515008	0.359611	0.478025	0.0583333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0.0970674	0	0	0	0	0.104944	1.41406	1.3765	2.04746	1.61169	3.08503	1.50447	0.0296449	0	0	0	0.0899227	0.760885	1.03757	1.03757	0.42985	1.28658	0.29052	0	0.533607	1.0246	1.03354	2.33937	0.953284	1.95754	1.88789	0.332022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245007	0.240783	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.295db198-fe3f-4319-97a2-6e37da59d182.fc.signal	0.755835	0.130015	0.188226	0.713751	1.32593	0.967947	0.47127	0.256309	0.896403	0.549986	0.655125	1.19917	0.935563	0.729894	0.446165	0.387256	0.535871	1.42789	1.13429	1.02992	1.02051	0.653268	0.864564	0.604362	0.282504	0.764727	0.338007	0.533926	0.307332	0.305856	0.39766	0.794385	0.13297	0.442186	0.406768	0.383209	0.473427	0.77493	0.816929	0.822321	0.97438	0.593252	0.170411	0.278691	0.303743	0.40629	0.42336	0.181745	0	0.384237	0.511732	0.23597	0.440643	0.511886	0.795705	0.138725	0.146893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.7a6d8040-3df1-443f-8bf8-8f3e00d9a3bc.fc.signal	0.475041	0.600796	0.412215	0.226006	0.480083	0.527623	0.279093	0.0201323	0.300154	0.37119	0.516871	0.833029	0.649333	0.542628	0.560332	0.133678	0.406979	0.799936	0.58457	0.570002	0.406723	0.169477	0.464729	0.704466	0.530887	0.20586	0.187764	0.237703	0.303301	0.166986	0.293352	0.516255	0.919527	0.709545	1.10486	0.659363	0.296001	0.167428	0.0178593	0.159539	0.222388	0.228719	0.119389	0.191403	0.1679	0.0858698	0.0603257	0.0401984	0.143753	0.208096	0.134093	0.12673	0.174291	0.286064	0.02551	0.136097	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000332.2.2d8d5533-830a-43b4-b551-587064ddf941.fc.signal	0.437369	0.625493	0.445646	0.409676	0.28649	0.0601629	0	0.244471	0.173501	0.328377	0.102884	0	0	0	0.249849	0.254138	0	0	0.252955	0.261234	0.262861	0.062398	0	0.123581	0.198936	0.0153296	0	0	0	0	0	0	0	0	0	0	0.029664	0.195623	0.210547	0.0203066	0	0	0	0.106332	0.286077	0.136106	0	0	0.0334452	0.274397	0.0651888	0.027162	0.269976	0.157842	0	0	0.566038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.f3dac2fd-4a27-4e6d-ac7b-9d439b1e4f70.fc.signal	0.449434	0.57597	0.32829	0.185404	0	0.682611	0.970709	1.22461	0.387586	1.00135	0.724187	0.246847	0.652873	0.643286	0.563874	0.664815	0.932373	0.31255	0.328546	0.9969	1.00212	1.17885	0.453024	0.271652	0.398627	0.200436	0.0636685	0.434604	0.647298	0.314358	0.737567	0.71906	0.492933	0.513213	0.559038	0.571749	0.0069536	0	0.088853	0.128618	0.126855	0.058308	0.144885	0.368543	0.128835	0	0	0	0	0.0583833	0.245323	0.206506	0.18221	0.0413009	0	0	0.319231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.b83cadfd-ffa7-4094-aa63-9e7954d5ffb2.fc.signal	0	0	0	0	0	0	0	0.0236111	0.325338	0.105826	0.44638	0.777954	0.730299	0.29194	0.400182	0.157033	0.12999	0.31418	0	0	0	0.0082692	0.41346	0.654744	0.808666	0.213587	0	0	0.171121	0.453545	0.0176211	0	0	0	0.305808	0.534701	0.234294	0	0	0	0	0.310095	0.41346	0.151602	0	0	0	0.009188	0.733084	0.823789	0.363402	0.40324	0.399284	0.296398	0.313351	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.764ff188-5975-4398-93ca-ac1cbb246bef.fc.signal	0.122974	0	0.306943	0.174532	0.220903	0.0647639	0	0.0808161	0.188594	0.363536	0.696496	0.420146	0.216222	0	0	0	0	0.0482055	0.252374	0.24569	0.148178	0.533291	1.10893	2.07571	0.876373	0.55059	0.373807	0.336586	0.0447977	0.236562	0	0	0	0	0.267905	0.463133	0.549937	0.239947	0.745623	1.0734	1.6241	1.18881	0.208707	0.343065	0.0428649	0	0.404629	0.561328	0.348907	0.802069	0.428884	0.451698	0.05813	0.334884	0.739419	0.506057	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000309.2.1ecfdd78-dca4-401e-9671-fb9ba4da2a16.fc.signal	1.21453	1.54572	1.04681	1.0485	0.714241	0.195729	0	0	0.238679	0.491132	0.765783	0.191484	0	0	0.281758	0.4758	0.546701	0.211841	0	0	0.0473181	0.929868	0.559782	1.18601	1.05041	0.617089	0.533995	0.54003	0.360622	0.317767	0	0.329325	0.221624	0.219968	0.494398	0.651169	0.275806	0	0.466607	0.634629	0.440465	0.125685	0.479545	0.421698	0.0341572	0.298098	0.322134	0.327884	0.375804	0.191271	0	0	0	0.549104	0.680538	0.507242	0.320755
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.1c3471cc-b698-44b7-a81f-e538004368cc.fc.signal	0	0	0	0	0	0	0	0.282886	0.106197	0.933511	1.5503	0.847865	0.191594	0.633606	0.730975	0.398027	0.0254055	0.256516	0.629242	0.62118	0.399591	0.124261	0.551177	0.74491	0.292203	0.0411761	0	0	0.107232	0.395568	0.0379272	0.162802	0.724651	0.418201	0.539706	0.283175	0.206877	0.33962	0.115343	0	0	0.231296	0.340347	0.130701	0	0.136128	0.225677	0.198736	0.672822	0.233535	0.221311	0.21603	0.314478	0.285407	0.0969721	0.19381	0.30303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001013.4.770958ed-9bbe-4b12-bd7b-8137c6cce8cb.fc.signal	0.576508	0.239635	0.227304	0.0349008	0.660627	0.537235	0.190616	0.343137	0.646452	0.413415	0.228787	0.396418	0.653015	0.268684	0.039489	0	0	0.377406	0.652275	0.693314	0.520043	0.444594	0.394974	0.669747	0.643168	0.838572	0.778688	0.243424	0.446779	0.0505105	0.0364643	0.313417	0.261471	0.573941	0.321758	0.615307	0.819939	0.30537	0.358997	0.546869	0.571119	0.217723	0.10832	0.14508	0.311965	0.259309	0.170111	0	0.0880469	0.430627	0.129171	0	0	0	0.0521821	0.290833	0.176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000321.2.5ba9011d-0b2f-4dce-adf6-b6fc909772d8.fc.signal	0	0	0.445599	0.495639	0	0.34302	0.598284	0.495569	0.598227	0	0	0	0	0	0.0392243	0.608938	0.105322	0.186476	0.860281	2.04663	1.80868	1.35713	0.386707	0	0	0	0.227943	0.475358	0.489734	0.872032	0.309454	0	0.420414	0.735006	0.870736	1.15856	1.71834	0.134296	0	0	0	0	0	0	0	0	0	0.375543	0.409122	0	0	0	0	0	0.0798057	0.364068	0.921875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.6809abea-4899-4dd9-b04a-d68ef6203ffb.fc.signal	1.39798	1.23212	0.51911	0.517434	0.529144	0.558183	0.535261	0.706307	0.282673	0.489714	0.581842	0.679712	0.701274	1.05498	0.546284	0.353115	0.213477	0.950573	0.643617	0	0	0.0261156	0.839637	1.25608	0.70967	0.315297	0.886503	1.49825	0.935829	0.477231	0.881159	1.0008	1.34233	1.18368	0.640772	0.337914	0.243676	0.291185	0.0238663	0.42414	0.505823	0.605186	0.37492	0.646815	0.796811	0.513845	0.755147	1.20019	0.605202	0	0	0	0	0	0.749664	0.951537	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000051.3.22470f4a-1e3a-4b92-9331-861c5b4f182d.fc.signal	0	0	0	0	0.0563252	0.357669	0.364039	0.222045	0.0484185	0.216174	0.643183	0.824467	0.405405	0.262815	0.0907642	0.462241	0.401431	0.375121	0.791748	0.77579	0.421186	0.401412	1.34836	1.66673	1.41049	0.658476	0.405514	0.0102097	0.364673	0.526537	0.945619	0.916488	0.711363	0	1.50968	1.10324	0.79101	0.921911	1.00936	0.930971	0.812339	0.62845	0.375123	0.225456	0.246541	0.325874	0.164889	0.28172	0.440289	0.512037	0	0	0	0.315433	0.456523	0.0484967	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.52efbfdb-5e8a-4fc8-aa16-3be398d8b82d.fc.signal	0.725866	1.07434	0.492682	0	0.106112	0.205987	0.222379	0.224572	0.211093	0.220374	0.0693007	0	0	0	0	0.192958	0.311988	0.457579	0	0	0.152911	0.223499	0	0	0	0.0106946	0.145436	0.103133	0.0556343	0.0526423	0.514947	0.0709072	0.539273	0.212763	0.298662	0.0379029	0.13948	0.12717	0.719742	0.508394	0.318434	0.338141	0.120788	0.112877	0.0828851	0.199732	0.0592918	0	0	0.0752277	0.274993	0.248178	0.186931	0.114837	0.686427	0.647065	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.81d2cec4-6d09-4c4d-9e5a-688e4151854e.fc.signal	0.487936	1.13402	0.454417	0.120729	0.389819	0.152389	0	0.305374	0.414636	0.444669	0.332603	0.458686	0.129863	0.177496	0.263581	0.0242979	0.208954	0.102636	0.145552	0.0488105	0.276884	0.247017	0.368289	0.600257	0.609114	0.303415	0.247285	0.395349	0.415148	0.0750597	0.00240107	0.528494	0.326561	0	0.364863	0.490209	0.454028	0.338563	0.525805	0.541417	0.517312	0.28058	0.0629647	0	0.354001	0.204824	0	0.31879	0.232063	0.483261	0.356307	0.35559	0.185846	0	0	0	0.211356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.7a2d3f54-2b3a-4474-b0f6-8d1ef1d55280.fc.signal	0.123712	0	0.437658	0.491144	0.50274	0.549078	0.540428	0.0869192	0.0484868	0.987632	2.21855	2.3511	1.04683	0	0.470458	0.450935	0	0.295309	0.66114	0.66114	0.547802	0	0.258607	1.24461	0.283346	0.27272	0.667151	1.3224	1.23944	0.220477	0.146781	0.265988	0.0057042	0.398579	0.915333	0.385706	0.546542	0.0495855	1.39796	1.98354	2.11773	1.45854	0.882945	0.0399299	0	0	0	0.209029	0.399566	0.00285213	0	0	0	0	0.141913	0.41739	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.aa15ac7e-15a0-48e8-acc8-ec3bdca62dd4.fc.signal	0.668574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.86c5f202-7b84-42f8-b6ed-71aa22b2e0fd.fc.signal	0.880334	1.10258	0.977833	0.538553	0.17084	0.0845039	0	0	0	0	0	0	0	0	0	0	0	0	0.040894	0.101778	0.189053	0.178398	0.000757867	0	0	0	0.0754869	0.128894	0.191207	0.0840966	0	0.123949	0.652773	0.0938539	0	0	0	0	0	0	0	0	0.0942865	0.275288	0.128709	0	0	0	0	0	0	0	0.0882362	0.237492	0.0602597	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.8b041313-9130-46c7-a7b6-9eca4440f0be.fc.signal	1.43005	0.669224	0.162875	0.206662	0.671226	0.203387	0	0.267167	0	0.0958858	1.63995	0.815565	0.106516	0	0.333215	0.683862	0.124507	0.283366	0.181973	0.185192	0.337666	0.55348	1.51137	1.05708	0.663795	0.51371	0.616038	0.253625	0.196285	0.503518	0	0.162633	0.103278	0.154677	0.102988	0	0.234979	0.429452	0.0730099	0	0	0	0	0	0.531818	0.847818	0.26419	0.010807	0.396767	0.436462	0.386903	0.876238	1.37047	0.739667	0	0.245785	0.155738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.5f5eb12c-0369-497c-bc47-61446f48fe2b.fc.signal	0.350202	0.15389	0	0	0.0240768	0.40855	0.431661	0.578158	0.170351	0.419941	0.0653499	0.416271	0.875621	1.07805	1.33391	1.85551	0.820006	0	0	0	0	0	0	0	0	0.0855337	0.314153	0.31059	0.143842	0.353233	0.650148	0.136966	0.48709	0.476238	0.428951	0.346482	0	0.464181	0.367903	0.371601	0.004853	0	0.115024	0.528959	0.191531	0	0	0	0	0	0	0	0	0.284371	0.430817	0.196431	0.176923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004606.2.9b49aaf7-72bf-4817-8334-370db5ccd844.fc.signal	0.175865	0	0	0.0813898	0.256203	0.145414	0.313819	0.207949	0.152483	0.425032	0.77235	0.0733555	0.243322	0.25134	0.0884983	0.666138	0.340607	0.025931	0.260619	0.255449	0.0728029	0.209466	0.24255	0.070757	0.131354	0.356256	0.848949	0.787458	0.787635	0.0342136	0	1.14705	0.78258	0.26271	0.346985	0.523061	0.294938	0	0.016072	0.387478	0.964728	0.495173	0	0.337907	0.533829	0.0423704	0.421341	0.474108	0.156812	0.444942	0.748467	1.00557	1.18247	0.495401	0.429123	0.85889	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.f15be373-5bad-4963-a06f-42b469a3cf40.fc.signal	0.354631	0.572983	0	0	0	0	0	0	1.79173	0.629003	0.968603	0.697324	0	0	0	0	0	0.182974	0.443444	0.32085	0.888186	1.79715	1.14757	1.42001	1.014	0.512125	0.850012	0.103126	0.18052	0.065985	0	0	0	0	0	0	0	0	0	0.288096	3.34823	3.10527	0.068758	0	0	0	0	0	1.32553	0.748646	0.504188	1.2941	1.13435	0.735239	0.9913	1.03129	0.19797
