	chr19:54506535-54506684	chr19:54506685-54506744	chr19:54506745-54506834	chr19:54506835-54506984	chr19:54506985-54507134	chr19:54507135-54507174	chr19:54507175-54507284	chr19:54507285-54507434	chr19:54507435-54507584	chr19:54507585-54507654	chr19:54507655-54507734	chr19:54507735-54507804	chr19:54507805-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508884	chr19:54508885-54508934	chr19:54508935-54509004	chr19:54509005-54509084	chr19:54509085-54509234	chr19:54509235-54509384	chr19:54509385-54509454	chr19:54509455-54509534	chr19:54509535-54509574	chr19:54509575-54509604	chr19:54509605-54509684	chr19:54509685-54509834	chr19:54509835-54509914	chr19:54509915-54509944	chr19:54509945-54509984	chr19:54509985-54510084	chr19:54510085-54510134	chr19:54510135-54510194	chr19:54510195-54510254	chr19:54510255-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510454	chr19:54510455-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54510974	chr19:54510975-54511034	chr19:54511035-54511184	chr19:54511185-54511264	chr19:54511265-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.00528f90-1767-43ef-bb37-a22f6e9f4039.fc.signal	1.44603	1.10229	0.179655	0	0.0732216	0.30509	0.149771	0.172855	1.7611	1.44089	0.659726	0.907788	1.90086	0.971952	0.191912	1.10034	1.11804	1.63246	1.64065	0.198309	0	0	0	0	0	0	0	0	0	1.05236	1.51626	0.295283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128937	0.821125	1.03798	0.474252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.4dfd78e7-f48b-44fa-ae63-a8e81a422336.fc.signal	0.417173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393142	0.235071	0.444861	0.340955	0.0310005	0.684932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	0.226755	0.580729	0.550518	0.0276412	0	0	0	0	0	0	0.509242	0.90532	1.43499	0.618941	0.664695	1.86507	1.36407	1.51498	1.58137	0.90532	0.796682	0	0	0	0	0	0	0	0.392305	0.90532	0.796682	0	0	0	0	0	0	0	0	0	0	0.543192	0.90532	0.500944	0	0	0	0.422483	0.963453	2.20156	2.33123	1.07251	0.785714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.182c98c8-4ca5-4dcd-abb2-f3a65447c98c.fc.signal	0.737782	0.774527	0.194533	0.381857	0.172918	0	0.064845	0.368889	0.323166	0.397549	0.404767	0.467861	0.320548	0.2257	0.430583	0.196895	0	0	0.037466	0.21615	0.21615	0.0741086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183301	0.496481	0.7
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.49bddf41-a3a3-4490-9cec-7df7d8d45988.fc.signal	0.635232	0.00582767	0	0	0	0	0	0	0.0885819	0.34967	0.513574	0.4221	0.314702	0.0897461	0.545484	0.339177	0	0.0944353	0.309866	0.0576939	0	0	0	0	0	0	0	0.034966	0.303046	0.34967	0.209801	0	0	0	0	0	0	0	0	0	0	0.218541	1.16332	1.57687	0.510613	0.00606778	0	0.103775	0.591285	0.691847	0.179497	0.0432748	0.171271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	0.048434	0.250864	0.0589242	0	0	0	0.0665458	0.371633	0.405418	0.044242	0.28154	0.076418	0.204117	0.0976005	0	0.103024	0.223391	0.346856	0.0639771	0	0	0	0	0	0	0	0	0	0	0	0.127631	0.260425	0.28154	0.28154	0.0225232	0	0	0	0	0.158366	0.26143	0	0.103953	0.111367	0	0.028154	0.374522	0.632371	0.90455	1.03779	0.5535	0.369091	0.579742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.5612a6ca-93fa-4c47-bbcb-27fe37b96dbb.fc.signal	1.64416	0.582522	1.02798	1.24735	0	0	0	0.243289	1.38437	1.14548	0.636063	0.815041	1.19503	0.400912	1.09309	0.424898	0.573121	0.378795	0.901196	0.344373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085665	0.51399	0.183568	0	0.205596	0.198743	0	0	0	0.582522	0.552539	1.03532	1.36039	1.20613	0.522255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.7a6a3fc8-9cb2-4f15-b9eb-2dd3707b3b59.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138905	2.15682	2.51187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734128	1.68711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.61648a42-ff5d-4f08-bf4b-2339fa550206.fc.signal	0.940535	0.427238	0.356895	0.133926	0.0669629	0.363691	0.437758	0	0	0	0	0	0.190498	0.3764	0.0069272	0	0.332518	0.309415	0.327939	0	0	0	0	0	0	0	0	0.216475	0.34636	0.34203	0.175489	0	0	0	0	0	0	0	0	0	0	0	0.0612791	0.533535	0.545089	0.431089	0.51967	0.829229	1.27327	1.40076	1.18954	1.06344	0.711297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.bf2d6a22-ba05-47b2-a70c-a64ea707030d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394762	1.15839	0.472664	0.89776	0.131671	0	0	0	0	0	0	0	0	0	0	0	0.646387	0.89776	0.89776	0.157108	0	0	0	0	0	0	0	0	0	0.610477	0.736163	0	0	0	0	0	0.0853529	0.515675	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.e51e6c81-760c-43e7-86ae-cbe3dc54eb4c.fc.signal	1.87065	1.19717	0.127704	0	0	0	0	0	0.427808	0.588351	0	0	0.885098	2.26924	0.338416	2.53472	2.15162	0	0.153245	0.823691	0	0	0	0	0	0	0	0	0	0	0.132082	1.81957	0.95778	0.0718335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130338	0.362568	0.0630485	0	0.395062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.33f29835-e25b-4253-aaf6-b5aa600df80f.fc.signal	0.103678	0.0444343	0.0948428	0.14539	0.0482627	0.10342	0.10342	0.257852	0.184082	0	0	0.209786	0.31025	0.421246	0.341217	0.255093	0.169205	0.168224	0.0282681	0	0	0	0	0	0	0	0	0.0180985	0.10342	0.186148	0.150988	0	0	0	0	0	0	0	0	0	0.0147743	0.10342	0.10342	0.0275787	0.0903201	0.0792887	0	0	0.077565	0.224559	0.474334	0.803777	0.523379
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.6bb5df92-9ff3-4e16-95ee-8879c7d772cd.fc.signal	0.296617	0.0237293	0.341343	0.0735609	0	0	0	0	0	0	0	0	0	0	0.450857	0.142376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192208	0.195767	0	0	0	0	0	0	0	0	0	0	0.15059	0.35946	0.0772389	0.0672331	0.35594	0.113901	0	0	0	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.c302d52d-2f68-44d1-89a6-40282d63fa3e.fc.signal	0.0118901	0	0	0	0.0153617	0.105174	0.198044	0.290353	0.206302	0.299333	0.435555	0.50169	0.610488	0.503324	0.473788	0.533151	0.425093	0.413653	0.223246	0.138834	0	0	0	0.0157458	0.191199	0.206759	0.127277	0	0	0	0.037809	0.215858	0.403544	0.425676	0.387829	0.243135	0.249559	0.13604	0.222913	0.394038	0.508211	0.525737	0.425166	0.119188	0	0	0	0.192271	0.40168	0.489242	0.415764	0.553058	0.46281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.c6c23af5-0935-493c-8ba8-43c28ffbfb6f.fc.signal	2.66463	1.52786	0.901522	1.28201	0.800821	0.5268	0.550757	0.992238	1.01332	0.5268	0.372052	0.191906	0.731047	1.47696	1.41723	0.215988	1.26038	0.856182	0.458316	0.055314	0	0	0	0	0	0	0	0	0	0	0.788536	0.875894	0.38632	0.2634	0.002634	0	0	0	0	0	0	0	0	0.381052	0.321348	0	0	0.231808	1.16239	2.0435	1.53322	0.851251	0.549072
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.fd9984cb-f6a7-49ae-8101-53f7e662fb47.fc.signal	1.1371	1.86658	0.609513	0.756704	0	0	0.66386	0.31528	0.408624	0	0.132391	0.697273	0.392508	0.428791	0.491836	0.29007	0.839961	0.704693	0.529635	0.344281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803989	1.84322	0.612908	0.648075	0.506579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.5c0d3bc3-2483-4334-82c2-b98db24b9499.fc.signal	2.34305	1.59524	0.973828	0.347563	0.124907	0.216422	0.37277	0.203368	0.637895	0.68256	0.575901	0.757809	0.713351	0.517838	0.712818	1.40383	0.98372	0.77978	0.680942	0.221715	0	0	0	0	0	0	0	0.0416785	0.151793	0.220863	1.21952	0.872871	0.367587	0.0916485	0	0	0	0	0	0	0.131874	0.148372	0.299105	0.148034	0	0	0	0.112291	0.432684	0.905589	0.912064	1.33415	0.569132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.f859dcbd-afbe-4ae5-8435-ea7adf39970c.fc.signal	0.806709	0	0	0	0	0	0.0671138	0.587924	1.32905	2.05096	1.27163	0.632858	1.28699	1.54227	0.74656	0.514727	0	0.232448	0.82041	0.0205083	0	0	0	0	0	0	0	0	0	0	0.645384	0.774255	0.041014	0	0	0	0	0	0	0	0	0	0.457506	0.661772	0.0082028	0	0	0	0	0	0.933726	1.33207	0.602679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.76121c8c-54e2-4ced-950e-71658e8660f3.fc.signal	0.347092	0.723506	0.131969	0	0	0	0.366575	0.282805	0.299538	0.426684	0.182009	0.290244	0.262969	0.674771	0.122977	0.524847	0.189791	0.373847	0.109736	0.0706848	0.19104	0.0900617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218331	0.19104	0.352769	0.52618	0.202561	0.1592	0.22925	0.118445	0.188652	0.313858	0.287448	0.461628	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.52efbfdb-5e8a-4fc8-aa16-3be398d8b82d.fc.signal	0.788702	0.236638	0.0902473	0.185471	0.179645	0.024497	0.754605	0.553434	1.35031	0.594659	0.177578	0.265946	0.705166	0.860473	0.683996	0.277579	0.590983	0.77864	0.0571597	0.186177	0.127384	0.24497	0.0428697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214735	0.173045	0	0.152426	0.220473	0.377077	0.339354	0.571106	1.08487	0.613991	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.8c653551-6305-4aad-9cb7-dd859adbbf5d.fc.signal	1.38966	0.056593	0.56593	0.0905488	0	0	0.468178	0.116959	0.445198	0.355727	0.587161	0.604574	1.14495	2.96602	1.08995	0	0.495439	0.406465	0	0	0	0	0	0	0	0	0.558856	0.56593	0.0188643	0.127334	0.625073	0.94961	0.56593	0.0282965	0	0	0.367855	0.84901	0.962242	0.424448	0	0	1.17126	2.45667	0.144712	0	0	0	0	0	0.0754573	1.11527	0.745098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.8e285ede-ec5b-4f68-8356-b0089710b615.fc.signal	1.50063	0.529304	0.0242863	0	0.129554	0.28164	0.0409658	0	0.572522	0.281577	0.07041	0.345967	0.703887	1.32865	0.953549	0.214046	0.712237	0.39046	0.0206536	0	0	0	0	0	0	0	0	0	0	0	0.30782	0.302666	0	0	0	0	0	0	0	0	0	0	0.335751	0.21396	1.14929	0.209606	0.233577	0.138425	0.0804102	0.442101	0.884624	1.34643	0.521127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.c17770a0-5e1a-467c-8c25-b0784609b22f.fc.signal	0.223492	0.4661	0.292258	0.00479	0	0	0	0	0.357804	0.95842	0.792214	0.195109	0.408878	0.37696	0.154567	0.390138	0.309864	0.195793	0.359445	0.122194	0	0	0	0.0814403	0.20687	0.0667179	0	0	0	0	0	0	0	0	0	0	0.115758	0.215662	0.23964	0.197678	0.07185	0	0	0	0	0	0.0059875	0.302687	0.466814	0.523183	0.471407	0.629308	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.ce0a579a-a1e5-4f0e-8271-08287ddb5868.fc.signal	2.29814	1.14253	0.99787	0.350731	0.255077	0.53141	0.690833	0.53141	0.485354	1.06282	0.903397	0.409945	1.04953	1.27001	0.556754	0.981337	1.6084	0.545581	0	0	0	0	0	0	0	0	0	0	0.0708547	0.53141	0.428671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185993	0.797115	2.35325	1.65739	0.160377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.a75a4a4a-c05e-4322-b8d9-984f9e05930a.fc.signal	0.171083	0	0.31817	1.26918	0.399112	0	0	0.0148768	0.60483	0.249718	0.697166	0.541845	0.725044	0.111576	0	0.0061842	0.529881	0.816148	0.347072	0.728762	0.0892608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334714	1.23942	1.32464	0.324042	0	0	0.128129	0.505076	0.266117	0.862644	0.702802	1.15737	0.600319	0.0123973	0.37554	0.162162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.49524629-753a-4400-aea1-9377ee92f3c1.fc.signal	2.05554	1.68257	0.93159	1.06997	0	0	0	0	0.411919	1.15298	0.260924	0.0912583	0.414865	0.305664	0.439843	0.127505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136882	0.497363	0	0	0	0	0	0	0	0	0	0	0	0	0.13688	0.365443	0	0.420868	1.11493	1.25764	1.39817	1.87308	0.728435	0.642202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.cc67c934-5a57-4f54-afa4-746ae120e758.fc.signal	0.918463	1.86175	0.824689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80447	0.608172	0	0	1.67558	1.50181	0	0.7447	1.82452	0	0.369048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.6ff00d21-c2de-48d7-8406-d314ad572f14.fc.signal	1.15435	1.05576	0.336097	0	0.173355	0.66335	0.981759	0.836705	0.944592	0.174366	0.26534	0.0833926	0.315091	0.493532	0.11675	0	0.194583	0.143284	0.378552	0.092869	0	0	0	0	0	0	0	0	0	0	0.00884467	0.26534	0.221117	0	0	0	0.19016	0.26534	0.0619127	0	0	0	0	0	0	0	0	0.143284	0.66335	0.788439	0.811513	0.246609	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.daf2ffe6-6c5e-4ab8-9f88-8a9b4df4d380.fc.signal	0.185831	0.404323	0.399695	0.149426	0	0	0.190065	0.150102	0.103642	0	0	0	0	0	0	0.00893467	0.250171	0.450307	0.0768381	0	0	0	0	0	0	0	0	0.127319	0.26804	0.204381	0.123298	0.428864	0.205497	0.140721	0.238556	0	0	0.352919	0.53608	0.271391	0	0	0	0	0	0	0	0	0	0.137849	0.491227	0.829302	0.739347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.74108963-2000-4ef3-be2d-d0a461ec7951.fc.signal	0.03486	0	0.0389093	0.314442	0.183987	0	0	0	0.0130507	0.19576	0.19576	0.117456	0.19576	0.153998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330111	0.658949	0.0913547	0	0	0.039152	0.287986	0.344439	0.0329497	0.575163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.53bb9a01-f358-4483-9142-27b2e32f31f6.fc.signal	0.267931	0.0359682	0.0376538	0.367931	0	0	0.424176	0.43412	0.215351	0.36258	0.528763	0.878388	1.12469	0.340736	0.341806	0.683656	0.737413	0.694903	0.674048	0.0897295	0	0	0	0	0	0	0	0	0	0	0.324735	0.192278	0	0	0	0	0.0384555	0.508467	0.546923	0.455057	0.15016	0	0.252426	0.416933	0	0.166415	0.850225	0.802962	0.0535506	0.908156	0.854105	1.26037	0.551121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.792a7453-f3de-4e03-b55b-6ed6dc280947.fc.signal	0.248086	0	0	0	0	0.066966	0.521528	0.508946	0.38543	0.22322	0.248332	0.497464	0.679167	0.65602	0.281257	0.0416677	0.297627	0.403284	0.0133932	0	0	0	0	0	0	0	0	0	0.163695	0.22322	0.565495	0.329251	0.0148813	0.22322	0.174112	0	0	0	0	0	0	0	0	0.428417	0.280785	0.0545057	0.299678	0.520949	0.365523	0.704747	0.811043	0.864297	0.556166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.6a23ee53-5bb1-4c15-8111-d4f37cf2dcf6.fc.signal	0.40291	0.015614	0	0	0	0	0.168639	0.542755	0.418545	0.320621	0.341256	0.308251	0.361903	0.397553	0.261179	0.19481	0.288682	0.38089	0.217619	0	0	0	0	0	0	0	0	0	0	0.109947	0.232993	0.348748	0.240898	0.193822	0.155065	0.058292	0.100449	0.194007	0.193834	0.194573	0.120324	0.098497	0.00227862	0	0	0	0	0	0.102771	0.283261	0.296575	0.513605	0.475836
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000142.3.93558f10-e8da-42fe-865f-b8daa766a1ed.fc.signal	0.458502	0.0244402	0	0.260126	0.278066	0	0	0	0	0	0	0	0.189208	0.562458	0.310545	0.33637	0.134548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125578	0.33637	0.33637	0.33637	0.114366	0	0	0	0	0	0	0	0	0.174912	0.621256	0.381234	0.128942	0.228732	0.33637	0.562292	0.33637	0.103242	0.387097
