	chr1:150712115-150712264	chr1:150712265-150712414	chr1:150712415-150712564	chr1:150712565-150712714	chr1:150712715-150712864	chr1:150712865-150713014	chr1:150713015-150713164	chr1:150713165-150713194	chr1:150713195-150713274	chr1:150713275-150713314	chr1:150713315-150713464	chr1:150713465-150713614	chr1:150713615-150713764	chr1:150713765-150713814	chr1:150713815-150713914	chr1:150713915-150713964	chr1:150713965-150714044	chr1:150714045-150714064	chr1:150714065-150714084	chr1:150714085-150714164	chr1:150714165-150714194	chr1:150714195-150714214	chr1:150714215-150714334	chr1:150714335-150714364	chr1:150714365-150714514	chr1:150714515-150714664	chr1:150714665-150714814	chr1:150714815-150714964	chr1:150714965-150714994	chr1:150714995-150715094	chr1:150715095-150715114	chr1:150715115-150715264	chr1:150715265-150715414	chr1:150715415-150715544	chr1:150715545-150715564	chr1:150715565-150715714	chr1:150715715-150715864	chr1:150715865-150715954	chr1:150715955-150716014	chr1:150716015-150716164	chr1:150716165-150716274	chr1:150716275-150716314	chr1:150716315-150716374	chr1:150716375-150716464	chr1:150716465-150716564	chr1:150716565-150716614	chr1:150716615-150716764	chr1:150716765-150716914	chr1:150716915-150717064	chr1:150717065-150717084	chr1:150717085-150717164	chr1:150717165-150717178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000317.2.c81d47a7-65a6-4ce3-b453-52a119e5ceec.fc.signal	0	0	0.109213	0.201671	0	0.0572821	0.153374	0	0	0	0.250806	0.126655	0	0	0	0	0	0	0	0.0022585	0.194734	0.210795	0.155282	0.16502	0	0	0	0	0	0.044174	0.44174	0.563773	0.782293	0.621727	1.02984	0.353329	0.207176	0.607203	0.537453	0.53598	0.429693	0	0	0	0	0	0.0382841	0.44174	0.786302	1.32523	1.00879	0.72269	0.481481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.2cf78cce-4147-4b4e-9fec-f7eecb7960a2.fc.signal	0	0.166449	0.25429	0.225848	0	0.06741	0.18608	0.164165	0.0232875	0.341477	0.459937	0.452569	0.264113	0.191254	0.54644	0.081966	0	0	0	0	0	0	0	0.209469	0.457187	0.391538	0	0	0	0	0	0	0.300542	0.178644	0	0.471823	0.282541	0.470698	0.18819	0.25997	0	0	0	0	0.176615	0.954639	0.872415	0.648437	0.229502	0	0.112703	0.995185	0.236686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.aa15ac7e-15a0-48e8-acc8-ec3bdca62dd4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000301.2.54bef39c-00f9-4673-9ac6-2ee229fb98cf.fc.signal	0	0	0	0	0.333708	1.03151	0.220209	0.707631	0.761278	0.554156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462012	0.82142	0.865524	0.715616	0.542068	0.182803	0.0696784	0.77002	0.760079	0.0424709	0	0	0	0	0	0	0	0.519574	0.92781	0.525759	0.92781	0.237568	0	0.257818	0.63401	0.737037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.859b49cb-ac61-48c4-a1ad-a49ca139de17.fc.signal	0.495229	0.300821	0.726334	1.2568	1.26234	0.349934	1.02684	2.00333	1.53096	1.09471	0.547068	1.21413	0.876062	0	0	0	0	0	0	0	0	0	0.030695	0.225606	0.162535	0	0.523764	1.26601	0	0	0.172242	0.402422	0.455843	0.349832	0.35554	0.220435	0	0	0.255241	0.402676	0	0	0.296639	0.462967	0.26859	0	0	0	0	0	0	0	0.562874
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.1311705e-28de-47d0-83a5-4d4ef302cdd6.fc.signal	0.2368	0.35228	0.269941	0.532208	0.883468	0.639445	0.510805	0.556838	0.312366	0.635902	0.816786	0.730902	0.168051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050924	0.649289	0	0.164234	0.19097	0.00509253	0.263533	0.599344	0.40103	0.198605	0.0852987	0	0	0	0.164928	0.41535	0.601545	0.379811	0.34183	0.95484	0.443042	0.5729	0.258442	0	0.279288	0.654744	0.316547
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000265.2.49ad535a-ae59-4a9d-903e-0b4b436d2583.fc.signal	0.465319	0.779713	0.144897	0	0	0	0.251743	0.333302	0.279439	0	0.442048	0.66756	0.216018	0	0	0	0	0	0	0	0.298368	0.37296	0.435882	0.332276	0	0	0	0	0	0	0	0	0.442204	0.150643	0	0	0	0	0	0	0	0	0	0	0	0	0.232122	0.628575	0	0	0	0	0.58
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.7281ed79-ca1f-4f34-ad6b-6aeb18d6b751.fc.signal	0	0	0.190418	1.37819	2.01054	1.16028	0.151633	0	0.009804	0.583317	1.42257	1.2619	0.0611113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308002	0.348752	0.282898	0.289644	0.276	0.135959	0	0	0.039216	0.939338	0.832796	0	0.162684	0.448277	0.584083	0.50031	0.253302	0.204783	0.329362	0.491329	0.636536	0.737154	1.09642	0.87963	0.36815	0.16795	0.128713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.ce0a579a-a1e5-4f0e-8271-08287ddb5868.fc.signal	0.273764	0.323627	0	0	0	0.0559969	1.0439	1.21756	0.418163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354273	0.467424	0.44375	0.366833	0.344646	0	0	0	0	0	0	0	0	0	0	0	0.292914	0.53141	0.527027	0.44375	0.335135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.5f5eb12c-0369-497c-bc47-61446f48fe2b.fc.signal	0.24279	0.258476	0.255756	0.51586	1.73286	1.87754	0.374421	0.51765	0.598188	1.14436	0.360578	0.266526	0.346149	0.377454	0.356031	0.255717	0.00277312	0.249577	0.240335	0.279126	0.263997	0.25882	0.088739	0	0.247334	0.30936	0	0	0	0	0	0	0	0.0812312	0.337768	0.667305	1.12677	0.823685	0.58194	0.466866	0	0	0	0.006466	0.575044	0.58194	0.248294	0	0.111812	0.31059	0.295706	0.31059	0.418803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.8d945f17-d936-49bb-87b9-64236028f157.fc.signal	0.133206	0	0	0	0	0	0	0	0.0642206	0.28086	0.489754	0.532004	0.540413	0.37462	0.009134	0	0	0	0	0	0	0	0.122858	0.17126	0.0818787	0	0	0	0.361534	0.573184	0.57661	0.373776	0.784481	0.267211	0	0	0	0	0	0.394905	0.475622	0	0	0	0	0	0	0	0.898548	1.28364	0.87448	0.0458443	0.603306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000828.1.aa54d00c-3307-444e-b6a2-8d8127554fe8.fc.signal	0.316551	0.0626289	0.144278	0.370265	0.0462613	0.593403	0.426812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476844	0.7657	0.876979	0.193833	0	0	0.435406	0.484685	0.121936	0	0	0	0	0	0	0	0	0	0.0257653	0.535826	0.231888	0	0	0.481481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000004.3.d4ddb155-135f-4f63-b728-20a003fec429.fc.signal	0.698173	0.312806	0.577784	0	0.398745	1.95656	0.880474	0	0	0	0	0.204042	0.387314	0.0302388	0.0919753	0.380332	0.32569	0.27718	0.27718	0.0381122	0	0	0	0	0	0	0	0	0	0	0	0.0395058	1.35444	0.462011	0	0	0.223866	0.619126	0.711511	0.546714	0.0179572	0	0	0	0	0.206965	0.995473	0.579439	0	0	0.282843	0.65843	0.726368
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000256.2.79549a9e-789a-46a9-a458-4a2c1259c94e.fc.signal	0	0	0	0	0.199761	0.840021	0.124359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477046	0.378846	0.389964	0.0903078	0.425947	0.287388	0	0	0	0	0.275219	0.317239	0	0.049256	1.04768	0.492549	0	0	0	0	0	0	0	0.426535	0.56123	0.276873	0	0.190818	0.56123	0.398383	0.30786	0.530612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.9e6f4d67-87ca-49b7-b858-47c6e7245820.fc.signal	0.127089	0.657986	0.196853	0.183589	0.0529987	0.712222	0.150724	0.169192	0.00389575	0	0.718285	0.646659	0.154515	0.21641	0.290348	0.246764	0.21106	0.212372	0.146984	0.0328696	0.20384	0.2078	0.36026	0.467079	0.230243	0.256117	0.480602	0.144307	0	0	0	0.344927	0.376679	0.576459	0.265399	0.341493	0.625381	0.238074	0.183983	1.02615	0.0177063	0	0.129869	0.647055	0.151554	0	0	0.0634803	0.663912	0.86587	0.8226	0.86587	0.782313
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.53bb9a01-f358-4483-9142-27b2e32f31f6.fc.signal	0.144903	0.105755	0.0369614	0	0.196789	0.230804	0.114385	0	0	0	0	0	0.259885	0.251057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456225	0.354835	0	0	0.118921	0.291636	0.243953	0.024304	0.0857812	0.399099	0.481249	0.477527	0.254199	0	0	0	0	0.421384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.792a7453-f3de-4e03-b55b-6ed6dc280947.fc.signal	0	0	0	0.500212	0.169707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234968	0.112201	0.107518	0.105261	0.0385311	0.409833	0.157879	0.136361	0.31522	0.113035	0	0	0	0	0	0	0	0.125003	0.180605	0.267864	0.33855	0.352192	0.198666	0.44644	0.211315	0.260423	0	0	0	0	0.551331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.6094043f-929d-401f-90d7-3ed5b4b7258f.fc.signal	0.201665	0.299947	0.494	0.188703	0.32217	0.309739	0.946447	0.897205	0.328122	0.52407	0.393192	0.0846853	0.456232	0	0.200372	0.5066	0.718853	0.23818	0.23818	0.121274	0	0	0	0	0	0.150534	0.0922381	0.335335	0.31757	0.143701	0.31757	0.276576	0.459793	0.0595065	0	0	0	0.175546	0.367863	0.781208	0.81066	0.262035	0	0	0	0	0	0.364934	0.218736	0	0	0	0.675159
