	chr8:12426133-12426172	chr8:12426173-12426282	chr8:12426283-12426342	chr8:12426343-12426432	chr8:12426433-12426452	chr8:12426453-12426582	chr8:12426583-12426732	chr8:12426733-12426882	chr8:12426883-12427032	chr8:12427033-12427182	chr8:12427183-12427332	chr8:12427333-12427482	chr8:12427483-12427612	chr8:12427613-12427632	chr8:12427633-12427752	chr8:12427753-12427782	chr8:12427783-12427932	chr8:12427933-12428082	chr8:12428083-12428232	chr8:12428233-12428242	chr8:12428243-12428302	chr8:12428303-12428352	chr8:12428353-12428382	chr8:12428383-12428532	chr8:12428533-12428602	chr8:12428603-12428632	chr8:12428633-12428672	chr8:12428673-12428682	chr8:12428683-12428832	chr8:12428833-12428982	chr8:12428983-12429132	chr8:12429133-12429282	chr8:12429283-12429432	chr8:12429433-12429472	chr8:12429473-12429582	chr8:12429583-12429732	chr8:12429733-12429762	chr8:12429763-12429882	chr8:12429883-12429902	chr8:12429903-12430032	chr8:12430033-12430182	chr8:12430183-12430332	chr8:12430333-12430482	chr8:12430483-12430632	chr8:12430633-12430782	chr8:12430783-12430932	chr8:12430933-12431082	chr8:12431083-12431232	chr8:12431233-12431362	chr8:12431363-12431382	chr8:12431383-12431398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.30f2e2fa-2f52-48ca-a898-c1b357672427.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.4f07d906-46cb-4b49-9eca-84ffb88233a3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.a6734a5b-3b03-45c9-8bf9-b4b30b035291.fc.signal	0	0	0.0526483	0.63178	0.31589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.5c0d3bc3-2483-4334-82c2-b98db24b9499.fc.signal	0	0	0	0	0	0	0	0	0	0	0.0529643	0.0975024	0.0527791	0.234728	0.443877	0.0962987	0	0	0	0	0	0	0	0.160097	0.301793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.6809abea-4899-4dd9-b04a-d68ef6203ffb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.dc1d2dc3-279f-44dc-a6f1-0d5154726fd5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.6671b082-a817-48d2-abb0-2b33e6b6a3bd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.e00c0d9c-ba65-4ccf-bfd6-bf0790f0d972.fc.signal	0.138367	0.1942	0.1942	0.130546	0.03884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.337d4e8a-e984-41f8-aa57-60f7eb5f2a93.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.e68f52c1-41a1-4e05-8c93-7ca09c5fb4fe.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163493	0.25646	0.249621	0.012823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.08f241da-4ea3-4efd-8a07-63057f4f6ca8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258856
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.dfa9d4a9-0f86-41c6-822f-1f52d8db067a.fc.signal	0	0	0	1.02797	1.03952	0.00799631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288591
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.a7c0537c-0a7d-415e-ae83-a8d9e779153a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72818
