	chr4:186283915-186283994	chr4:186283995-186284064	chr4:186284065-186284214	chr4:186284215-186284294	chr4:186284295-186284364	chr4:186284365-186284394	chr4:186284395-186284514	chr4:186284515-186284534	chr4:186284535-186284664	chr4:186284665-186284814	chr4:186284815-186284964	chr4:186284965-186285114	chr4:186285115-186285154	chr4:186285155-186285264	chr4:186285265-186285324	chr4:186285325-186285414	chr4:186285415-186285434	chr4:186285435-186285564	chr4:186285565-186285714	chr4:186285715-186285804	chr4:186285805-186285864	chr4:186285865-186285944	chr4:186285945-186286014	chr4:186286015-186286164	chr4:186286165-186286314	chr4:186286315-186286374	chr4:186286375-186286464	chr4:186286465-186286514	chr4:186286515-186286614	chr4:186286615-186286764	chr4:186286765-186286914	chr4:186286915-186286974	chr4:186286975-186287014	chr4:186287015-186287064	chr4:186287065-186287144	chr4:186287145-186287214	chr4:186287215-186287364	chr4:186287365-186287514	chr4:186287515-186287634	chr4:186287635-186287664	chr4:186287665-186287704	chr4:186287705-186287814	chr4:186287815-186287964	chr4:186287965-186287974	chr4:186287975-186288014	chr4:186288015-186288114	chr4:186288115-186288134	chr4:186288135-186288264	chr4:186288265-186288414	chr4:186288415-186288564	chr4:186288565-186288714	chr4:186288715-186288764	chr4:186288765-186288814	chr4:186288815-186288864	chr4:186288865-186288944	chr4:186288945-186289010	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.dae7eca5-76e6-4bd8-b7ed-ed119799b038.fc.signal	0.651218	0.741643	0.655621	0.322939	0.376634	0.488073	0.255054	0.119716	0.215732	0.420367	0.148464	0.233459	0.152383	0.164082	0.0762405	0.271368	0.341044	0.396775	0.466351	0.192516	0.323329	0.422115	0.358652	0.23658	0.499393	0.699526	0.311038	0.443339	0.880445	0.337485	0.253235	0.154189	0	0.099008	0.1768	0.0454629	0.248029	0.162656	0.384545	0.3536	0.03094	0.102326	0.0421925	0	0.15028	0.316472	0.15028	0	0.444363	0.378008	0.241236	0.209842	0.256872	0.663315	0.523287	0.250375	0.630111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.8283360d-85c5-47d8-8e88-2dbecb596c14.fc.signal	0.0236824	0	0	0	0	0	0.0258245	0.114694	0.145615	0.176775	0	0.245637	0.322515	0.0462442	0	0.0114201	0.14683	0.115823	0	0.150073	0.261119	0.110672	0.224343	0.283527	0.433335	0.561778	0.142846	0.221302	0.156257	0.229838	0.195826	0.233402	0.0506708	0.058732	0.14683	0.0629271	0	0	0.0550613	0.190819	0.359534	0.377554	0.39233	0.14683	0.161493	0.274438	0.44029	0.150152	0.141359	0.247232	0.152113	0.13868	0.468757	0.602243	0.403426	0.388411	0.650972
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.fe6c656d-0fea-4a9a-b4bd-a49f16ef7992.fc.signal	0.251091	0.363594	0.681278	0.567581	0.473108	0.445021	0.490725	0.945831	0.567695	0.283947	0.431577	0.939139	0.593912	0.437848	0.323598	0.171531	0.086568	0.17359	0.0882306	0.0409976	0.250652	0.325481	0.364604	0.236559	0.604454	0.759821	0.847606	0.821506	0.650283	0.376617	0.361653	0.324623	0	0	0	0	0	0	0	0.0336653	0.183954	0.59681	0.84265	0.548254	0.32823	0.408303	0.569896	0.444737	0.191854	0.648923	0.368769	0.396355	0.193315	0.0142526	0.338161	0.502669	0.595815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003804.1.6ec1eb56-dc70-4c75-a01e-fb5bc58e0bff.fc.signal	0.51582	0.372705	0.435665	0.553253	0.421831	0.358537	0.341149	0.277392	0.20338	0.324667	0.354462	0.344497	0.249136	0.264453	0.362007	0.498524	0.528891	0.564537	0.40658	0.452901	0.424354	0.492538	0.919696	0.908477	0.690785	0.573645	0.445922	0.627046	0.702339	0.832434	0.538622	0.240252	0.31511	0.278839	0.196923	0.244167	0.28648	0.0313367	0.0228725	0.15755	0.15755	0.420839	0.307928	0.15755	0.15755	0.363814	0.322981	0.503885	0.636592	0.578252	0.81316	0.631753	0.406434	0.326104	0.269169	0.23626	0.534275
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.b354eb4d-cb73-4537-9821-0c6583037536.fc.signal	0	0	0.269724	1.12385	0.753186	2.05636	1.39882	1.13313	1.38586	0.414986	0.621902	0.827626	2.86539	2.94153	3.47895	0.353029	0.508655	0.636462	0.668334	0.176516	1.57922	3.87605	1.75053	0.867049	0.95192	1.20272	1.15969	2.05356	1.82569	0.261987	0.258238	2.51509	3.60372	1.39548	0.362382	0	0.876612	0.0969536	0	0.789643	0.940592	0.600451	0	0.670277	0.92909	1.46321	0.905858	0.100056	0	0.500461	4.57915	0.562788	2.44694	4.44811	2.61964	0.38217	0.772611
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.a821fd7c-44ed-4d61-9142-fdff92927929.fc.signal	1.20214	0.771773	0.398519	0.508366	0.572057	0.63715	0.191251	0	0	0	0	0	0	0	0	0	0	0	0.00761467	0.699126	0.782304	0.35539	0.150917	0.266649	1.64073	0.879894	1.03594	1.39954	1.81048	1.98873	2.34333	0.081824	0	0.646566	0.81844	0.298145	0	0.384643	0.508086	0	0.05114	0.380794	0.220362	0	0	0	0	0.0499206	0.778869	0.717472	1.18124	1.17847	0.139113	0	0	0.632419	0.663987
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.f15be373-5bad-4963-a06f-42b469a3cf40.fc.signal	0.137502	0.586027	1.0665	0	0	0.058768	1.55969	1.28346	0.485561	1.90302	0.202562	0.99137	0.614301	0.822494	2.30498	1.89833	0.896826	0	0	0	0.967692	1.19741	1.75218	0.311463	1.04493	0.145148	0	0.137516	0.724829	0.763192	0.0242493	0	0.199872	2.58035	2.34734	0	0	0	0	0	0.0223805	0.904448	0.784515	0	0	0	0.275024	2.91264	1.32	2.29076	1.07305	0.523468	0	0	0	0	0.441501
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.0397ac10-5d52-43ec-8084-1b153343aa3a.fc.signal	0	0	0	0	0	0	1.22906	1.28811	0.0198171	0.440883	2.01849	0.434019	0.0966085	1.25673	0.105804	0	0	0	0	0	0	0	0	0.767226	0.304839	0	0	0.0154564	1.0504	0.190936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788666	1.10513	0	0	1.96265	1.96845	0	0.492188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.fde459e9-ceb5-4bb4-b1e4-eaafd7232945.fc.signal	0.191023	0.212613	0.163373	0.456379	0.383619	0.368229	0.377125	0.199098	0.0416871	0.0140497	0.191446	0.275416	0	0.0701369	0.379463	0.63983	0.772708	1.00257	0.330378	0.371893	0.372902	0.235708	0.513792	0.244204	0.320345	0	0	0.0369994	0.391376	0.498615	0.391957	0.472215	0.139393	0.260448	0.55538	0.104463	0.1369	0.156998	0	0.154315	0.183188	0.147594	0.373032	0	0.166056	0.626087	0.60383	0.524919	0.565509	0.733196	0.477195	0.498126	0.527861	0.431265	0.3832	0.384339	0.594243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.9a7e77a9-9d89-49f5-a3a3-c6dd62d450f6.fc.signal	0.53946	0.61071	0.0515711	0	0	0	0	0	0	0.581202	0.300145	0.0439301	0	0	0	0	0	0.160555	0.30072	0.103324	0	0.613809	0.477361	0.529224	0.779557	0.425262	0.304766	0	0	0.0545137	0.378319	0	0	0	0	0	0	0	0	0	0.174397	0.706957	0.643006	0	0	0	0	0.175383	0.784418	0.617534	0.788462	0.359194	0.157694	0.24392	0.185058	0	0.599595
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.7414bb41-cf54-40da-9950-d1fdfeffed2f.fc.signal	0.716428	0.659253	0.562622	0.552006	0.728244	0.863627	0.594099	0.31608	0.179922	0.340313	0.728038	0.796286	0.825788	0.68249	0.405636	0.417928	0.505728	0.81577	1.21809	1.05088	0.794079	1.08265	1.17854	0.621919	0.552146	1.01274	1.08183	1.00525	0.674536	0.864889	0.95518	0.850849	0.944416	0.796527	0.966132	0.900919	0.453048	0.217042	0.518624	0.662983	1.50212	1.92166	1.07317	0.47412	0.47412	0.524693	0.47412	0.716076	0.529976	0.513108	0.447125	0.385618	0.404582	0.780772	1.29211	1.38178	0.574913
