	chr7:76510584-76510733	chr7:76510734-76510823	chr7:76510824-76510883	chr7:76510884-76510903	chr7:76510904-76511033	chr7:76511034-76511073	chr7:76511074-76511183	chr7:76511184-76511223	chr7:76511224-76511333	chr7:76511334-76511483	chr7:76511484-76511553	chr7:76511554-76511633	chr7:76511634-76511723	chr7:76511724-76511783	chr7:76511784-76511853	chr7:76511854-76511903	chr7:76511904-76511933	chr7:76511934-76512023	chr7:76512024-76512083	chr7:76512084-76512163	chr7:76512164-76512233	chr7:76512234-76512313	chr7:76512314-76512383	chr7:76512384-76512403	chr7:76512404-76512473	chr7:76512474-76512533	chr7:76512534-76512583	chr7:76512584-76512683	chr7:76512684-76512733	chr7:76512734-76512833	chr7:76512834-76512853	chr7:76512854-76512983	chr7:76512984-76513133	chr7:76513134-76513283	chr7:76513284-76513383	chr7:76513384-76513433	chr7:76513434-76513503	chr7:76513504-76513583	chr7:76513584-76513733	chr7:76513734-76513883	chr7:76513884-76514033	chr7:76514034-76514183	chr7:76514184-76514303	chr7:76514304-76514333	chr7:76514334-76514483	chr7:76514484-76514633	chr7:76514634-76514783	chr7:76514784-76514893	chr7:76514894-76514903	chr7:76514904-76514933	chr7:76514934-76515083	chr7:76515084-76515183	chr7:76515184-76515233	chr7:76515234-76515313	chr7:76515314-76515383	chr7:76515384-76515533	chr7:76515534-76515583	chr7:76515584-76515663	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.3b07c369-960c-43eb-b4e5-3e3773e044bc.fc.signal	0.311907	0.158405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302639	0.588738	0.58871	0.46483	0.245971	0	0	0	0	0.0593872	0.30984	0.303231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.d51ed427-007f-40d3-b98a-eaa67c358ae9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489288	0.0903793	0.143154	0.268102	0.365125	0.307826	0.158908	0.09657	0.09657	0.0412032	0	0	0	0	0	0	0	0.161339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.23ce8c02-fb50-4a0a-991c-771c3456cdf5.fc.signal	0.749645	0.668959	0.645842	0.596229	0.456595	0.345607	0.216332	0.39721	0.464813	0.391588	0.154664	0.0736344	0	0	0	0	0	0	0	0	0	0	0.0494303	0.108415	0.135129	0.256361	0.329687	0.35144	0.319129	0.168222	0.11444	0.0659409	0.382147	0.581438	0.51055	0.455507	0.334331	0.278594	0.426148	0.649217	1.24811	1.18834	0.87097	0.886741	1.09063	0.629367	0.418766	0.45436	0.484564	0.481225	0.932845	1.24159	1.16639	0.78915	0.531321	0.271336	0.415871	0.424329	0.565217
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.69e2f510-56a8-481d-8e3a-d02fd1396e2d.fc.signal	0.121249	0.047826	0.0259062	0	0	0	0.0313135	0.130263	0.130238	0.0944669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054792	0.169351	0.2746	0.398963	0.521525	0.379674	0.240857	0.212545	0.211677	0.276758	0.546637	0.513694	0.320801	0.316052	0.35204	0.309279	0.292136	0.156011	0.211375	0.340278	0.35985	0.343049	0.351778	0.47737	0.505642	0.446336	0.242374	0.070133	0.160156	0.201275	0.645669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	2.1362	2.74582	2.36478	1.12327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792201	1.18239	0.845864	0	0	1.62663	1.87941	1.09903	0.564998	0.254238	2.15772	1.72244	0	0	0	0	1.14298	0.275891	0	0	0.0744593	1.13043	2.19012	5.88845	5.18789	2.38082	0.293885	1.18239	1.18239	0.365806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.fb9aae7d-4076-4e4e-92a7-34572e1b705b.fc.signal	0.0481403	0.0846359	0.180651	0.212478	0.124226	0.11222	0.0502038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148091	0.276036	0.590186	0.599527	0.397782	0.362787	0.335772	0.234968	0.0581229	0.150876	0.395851	0.577155	0.449074	0.409142	0.173324	0.302816	0.484848	0.375556	0.416465	0.349129	0.377666	0.604005	0.63992	0.420898	0.0950761	0	0	0.115385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.794488aa-2650-453d-b408-62a2d6724c53.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353246	0.439992	0.117676	0.139539	0.148798	0.0536795	0.143394	0.269657	0.14837	0.14837	0.014837	0	0.0089022	0.261403	0.29661	0.110861	0	0	0.674157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.4dfd78e7-f48b-44fa-ae63-a8e81a422336.fc.signal	0.220903	0.37384	0.199741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.f2f63871-d4ff-46d8-b566-9462262914af.fc.signal	0.692721	0.245714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29932	1.81592	0.962693	0.821782	0.754272	0.515843	1.05616	1.42087	2.64775	2.24539	0.600881	0.759463	1.49513	0.987471	0.960057	0.0342795	1.14255	1.60071	0.824721	0.77223	1.42315	0.78264	0.026088	0.448714	0.923551	0.78264	0.254358	0	0	0	0	0.833068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.320bbee6-9fb9-4b6e-9202-0bae2e741228.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18822	0.270837	0	0.176551	0.223113	0	0.169799	0.0800635	0	0	0	0	0	0.247767	0.34764	0.284605	0.0645357	0	0	0	0.161512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.bf2d6a22-ba05-47b2-a70c-a64ea707030d.fc.signal	2.29239	2.4839	1.37662	0.89776	0.89776	0.583544	0	0	0	0	0	0	0	0.778059	0.89776	0.89776	0.89776	0.229428	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800571	1.23915	0.540302	0.68583	0.755885	0	0	0	0.598529	2.50187	1.55723	0.596298	0.764217	0.680245	0.068583	0.647577	0.458159	0	0	0	0	0	0	0	0.233699	0.45725	0.625525	0.760684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.1d49e429-7d54-40c1-a965-968c057abf12.fc.signal	0.620947	0.802412	0.60683	0.60683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171394	0.670325	0.610042	0.338091	0	0	0.756587	1.82353	1.62111	0.497137	0.966846	2.25754	1.74703	0	0	0	0	0.0161821	0.60683	0.703947	0.645772	0.812607	0.853179	0	0	0.159664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.395d30b6-7fa1-48b7-8904-e4b31b4f88b7.fc.signal	0.35604	0.810597	0.591349	0.356655	0.0906467	0	0.0100636	0.185902	0.157578	1.00356	0.306198	0.0220016	0.119169	0.1993	0.00285543	0	0	0	0	0	0	0.0680911	0.420689	0.420567	0.0721566	0	0	0	0	0	0	0.035355	0.50979	0.671189	0.671989	1.11042	1.14802	0.770226	0.490045	0.764141	0.430959	0.495029	0.410128	0.63284	0.321274	0.485142	0.467836	0.91897	0.292241	0.053041	0.471005	0.986211	2.58698	2.85665	2.09184	0.503875	0.163051	0.248934	0.512397
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.79f94066-2988-40f9-a746-bdd6578c3873.fc.signal	1.0149	0.66132	0	0	0	0	0	0	0.170703	0.240917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136265	0.413637	0.193679	0.0460577	0.545612	0.793823	1.35943	0.791426	0.827442	0.797087	0.855061	0.502426	1.06271	0.74631	1.27056	0.765222	0.966167	1.09814	1.417	0.79759	0.348543	0.347207	0.894503	0.971627	0.101563	0	0	0.92389
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.0a4412db-98d2-49c5-9fe7-7e089d81032b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032017	0.843114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495494	0.0128068	1.36407	0.307363	0	0.936497	0.0128068	0.398999	0.108858	0.668196	0.0500252	0.448238	1.88976	1.17469	0.28816	0	0	0	0.919707	1.3873	0.288153	0	0.096051	0.467448	0	0	0.189189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.b83cadfd-ffa7-4094-aa63-9e7954d5ffb2.fc.signal	0.100578	0.390404	0.41346	0.41346	0.0127218	0	0	0.041346	1.21393	0.711069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197184	0.790959	0.355576	0.691794	0.34164	0.398496	0.184145	0.266109	0.453727	0.5797	0.116897	1.20916	1.59845	1.55953	0.620905	0	0.274387	0.41346	0.454792	0.639408	0.811575	0.910769	1.00074	0.41346	0.0468588	0	0	0.137255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000247.3.280f9e5b-6f40-4e18-ad83-87fd978493f6.fc.signal	0.228557	0.186622	0.269802	0.339785	0.331367	0.180132	0.0373299	0	0	0	0.015125	0.230357	0.23409	0.23448	0.109012	0	0	0	0	0	0	0	0	0	0	0.00507	0.0611532	0.064511	0.219249	0.441325	0.43087	0.393485	0.179139	0.383759	0.53583	0.344516	0.351326	0.211474	0.22756	0.605607	0.808226	0.57697	0.414838	0.281895	0.239275	0.462061	0.503884	0.288448	0.158408	0.207224	0.296849	0.283465	0.326655	0.289291	0.272626	0.0865243	0.0716782	0.219669	0.528958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004703.3.1bba97b5-19f8-44b2-9010-957803792d0a.fc.signal	0.283104	0.26708	0.00890267	0	0	0	0	0	0.468598	0.644545	0	0.143556	0.26708	0.231469	0	0	0	0	0	0	0	0	0	0	0	0	0.331175	0.53415	0.507443	0.499434	0.80123	0.780685	0.649116	1.19116	0.531482	0.657007	0.80123	1.07045	0.934608	0.827936	1.09544	0.68777	0.993385	0.923742	0.991932	0.399253	0.401819	0.321021	0.26708	0.26708	0.402806	0.588029	0.662348	0.954795	0.915689	0.55674	0.275762	0.776597	0.544413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.5f49d325-f36a-4eaa-918a-81abf7f7d1e2.fc.signal	0.107878	0	0	0	0	0	0	0	0	0.436009	0.67424	0.025284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36877	0.125428	0	0	0	0	0.175302	1.16407	0.188787	0	0.33712	0.67424	0.678734	0.444998	0	0	0	0	0.166313	1.3281	1.11913	0.193844	0.356384	0.597826	0	0.261246	0.444444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.ffd8a608-2156-4a94-9cef-9114e8021510.fc.signal	0.509173	1.56652	1.20355	0.376601	0	0	0	0	0	0	0	0	0	0.347064	0.430401	0	0.177224	0.44306	0.0959963	0	0	0	0	0	0.0126589	0.44306	0.44306	0.0132918	0.602562	1.0279	1.32919	1.47885	2.18917	1.38202	0.824203	0.270959	0.763635	1.1142	0.973569	0.388939	0.413565	0.917546	1.4778	1.29965	0.171317	1.08681	1.50934	0.338337	0.44306	0.310142	0.679036	1.83478	1.65601	2.59683	1.77841	0.485714	0.494208	0.948374	0.403226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.0955c465-0a29-4812-9c6e-d756f9a18b54.fc.signal	0.329185	0.37694	0.326681	0.18847	0.18847	0.0471175	0	0	0	0	0.0646183	0.18847	0.374846	0.207317	0.137314	0	0	0.00209411	0.18847	0.18847	0.253088	0.18847	0.18847	0.141353	0	0	0	0	0	0	0	0	0.172981	0.262851	0	0	0	0	0	0	0.207333	0.636325	0.0870168	0	0.112752	0.256922	0.0027128	0	0	0	0.272533	0.522223	0.32539	0.173917	0.18847	0.0175905	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.2df51237-5ee8-4df1-9b35-852de3df9810.fc.signal	0.189986	0.44205	0.469936	0	0	0	0	0.014967	0.29934	0.215525	0	0.310561	0.59867	0.59867	0.243745	0	0	0	0	0	0	0	0	0	0	0.174615	0.29934	0.29934	0.209538	0	0	0	0	0.0336107	0.391443	0.608367	0.865746	0.49452	0.50188	0.71827	0.645957	0.842443	0.924099	0.736602	0.70668	0.138694	0.0978357	0.244508	0.244421	0.234306	0	0	0.0696128	0.22946	0.295902	0.111754	0.478938	0.59867	0.26175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.8c653551-6305-4aad-9cb7-dd859adbbf5d.fc.signal	1.83394	1.15089	0.43388	0	0.496277	0.0848895	0	0	0	0	0	0	0	0	0	0	0	0.30814	1.86794	1.63441	0.0161694	0	0	0	0	0	0	0	0	0.0056593	0.56593	1.09725	0.328239	0.24147	1.61319	2.84145	1.81934	0.10612	0	0.660339	0.490476	0.573522	1.10845	0.528201	0.441499	0.464141	0.686735	1.11149	0.56593	0.56593	0.305602	0.798056	0.56593	0.0707413	0	0	0	0.169779	0.781513
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.88e56c75-286f-4a1a-b576-b35887e484d4.fc.signal	0.392961	0.0783142	0.0798717	0.183274	0.28203	0.197382	0.0307527	0	0.394827	0.462518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0911815	0.63641	0.619016	0.290487	0.257845	0.151531	0.265079	0.1729	0.114692	0.261348	0.0164442	0.14095	0.500085	0.471898	0.114651	0	0	0	0	0	0	0	0	0	0	0	0.144796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.1311705e-28de-47d0-83a5-4d4ef302cdd6.fc.signal	1.34157	0.269832	0.351892	0.505715	0.134828	0	0.0884941	0.360212	0.194408	0.377958	0.0927326	0.38184	0.630047	1.25714	0.883737	0.328382	0.152736	0	0.235468	0.348429	0	0	0	0	0	0	0	0	0	0	0	0.10574	0.469877	0.982237	1.08596	1.10572	1.08802	0.297444	0.161261	0.34282	0.312646	0.361148	0.435273	0.755568	0.723329	0.551801	0.372613	0.0664848	0	0.0299427	0.285484	0.422244	0.267342	0.20072	0.34101	0.0267358	0	0	0.253807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.18fe17d2-55ea-4c69-b11d-e29a99b3a271.fc.signal	0.390338	0.197019	0.196863	0.177246	0.0979862	0	0.0276065	0.158392	0.196145	0.315159	0.21805	0.146572	0.0226529	0.0414707	0.070312	0.0846772	0.084938	0.0701866	0.0381128	0	0	0	0	0	0	0	0	0	0	0	0	0.0526489	0.111727	0.130138	0.120635	0.110089	0.166041	0.202023	0.194248	0.156808	0.159506	0.163297	0.144347	0.100161	0.153214	0.237064	0.193247	0.19018	0.20515	0.22018	0.235955	0.251442	0.271498	0.252055	0.215444	0.0504947	0	0	0.170588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.82ddd4cf-3b63-4f67-947e-b3f54aa3c13f.fc.signal	0.152444	0.49183	0.397538	0.24585	0.0189115	0	0	0	0	0	0	0	0.158455	0.49183	0.49183	0.36884	0.057365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126707	0.217987	0.088506	0.336137	0.629506	0.49183	0.378064	0.029502	0	0	0.008195	0.406571	0.577203	0.375299	0.130711	0.145482	0	0	0	0	0	0	0	0	0	0	0	0.525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000953.7.bf11ac1b-8dad-44dd-9341-8c4e3e027748.fc.signal	1.47888	0.872734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76938	2.84647	0.0236237	0	0	0	0	0	0	0	0	0	0	0	0	0.841211	1.30377	1.87112	1.20472	2.09939	2.88057	0.969663	0.950941	0.112967	0.360126	0.0702563	0.151292	0.787942	0.372202	0.405151	0.566756	0	0	0	1.27733	1.10317	0.736192	0.452769	1.07024	0.901904	0.912349	0	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.08f241da-4ea3-4efd-8a07-63057f4f6ca8.fc.signal	0.163127	0.21654	0.21654	0.21654	0.0383109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007218	0.10827	0.147247	0.301601	0.389708	0.316139	0.296648	0.21654	0.0187668	0	0	0	0	0	0	0	0	0	0	0	0	0.0773357	0.10827	0.10827	0.075789	0.339056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.f15be373-5bad-4963-a06f-42b469a3cf40.fc.signal	1.96999	0.741417	0	0	0	0	0	0	0	0	0	0.487758	0.831343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786944	0.520798	1.13645	1.32246	3.51037	2.30108	0.885557	1.30626	0.715023	0.848095	0.818511	0.707168	1.09999	0.783454	1.2597	0.461758	0	0	0	0.21082	0.868565	0.496571	0.300788	1.30161	0.744555	0	0	0.27371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.8e80fc9c-0a28-49e7-b117-74c22a7209b5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383952	0.316898	0.0714708	0	0	0	0	0	0	0	0	0	0	0	0.138798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.e6e5588b-fe96-4b91-9008-3b9e9024c855.fc.signal	0.322242	0.557795	0.563634	0.557822	0.326236	0.23235	0.156351	0.063932	0	0	0.0796629	0.23235	0.23235	0.023235	0	0	0	0	0	0	0.0631017	0.143816	0.23235	0.185906	0.11624	0.040684	0.0046496	0.214934	0.23235	0.181262	0.11624	0.131424	0.329217	0.364089	0.628675	0.506676	0.189259	0.031966	0.0604309	0.415215	0.670091	0.331541	0.372807	0.445457	0.345995	0.370376	0.323792	0.460603	0.476454	0.457081	0.458631	0.247496	0.165006	0.23235	0.23235	0.0526773	0	0	0.142857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.7414bb41-cf54-40da-9950-d1fdfeffed2f.fc.signal	0.14329	0.187892	0.160674	0.15804	0.131295	0	0	0	0	0	0	0	0	0.126432	0.15804	0.15804	0.15804	0.012292	0	0	0	0	0	0	0	0	0	0	0	0.129593	0.15804	0.125216	0	0.0547872	0.31608	0.372974	0.288987	0.410904	0.336098	0.0326616	0.190702	0.335045	0.111945	0	0.0221256	0.268668	0.64375	0.198268	0	0.1317	0.484656	0.461586	0.407425	0.311824	0.563408	0.637437	0.382457	0.007902	0.0262662
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.74108963-2000-4ef3-be2d-d0a461ec7951.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0331286	0.390086	0.103076	0	0	0	0	0	0	0	0	0.010796	0.19576	0.322275	0.414744	0.297481	0.19576	0.19576	0.19576	0.0182709	0.0724078	0.418796	0.58715	0.48371	0.0561179	0	0	0.505618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.6a23ee53-5bb1-4c15-8111-d4f37cf2dcf6.fc.signal	0.113572	0.0994754	0.23424	0.271805	0.220677	0.116956	0.02149	0	0	0	0.117229	0.154856	0.157334	0.110509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0498387	0.130802	0.112786	0.0930577	0.103558	0.103129	0.120442	0.105802	0.0659283	0.119185	0.13679	0.182818	0.215966	0.230109	0.237361	0.034409	0.0692293	0.233925	0.300878	0.377646	0.224208	0.00976	0	0	0	0	0	0.117647
