	chr1:154544979-154545068	chr1:154545069-154545128	chr1:154545129-154545278	chr1:154545279-154545358	chr1:154545359-154545428	chr1:154545429-154545468	chr1:154545469-154545578	chr1:154545579-154545638	chr1:154545639-154545728	chr1:154545729-154545758	chr1:154545759-154545808	chr1:154545809-154545838	chr1:154545839-154545878	chr1:154545879-154546028	chr1:154546029-154546108	chr1:154546109-154546178	chr1:154546179-154546198	chr1:154546199-154546248	chr1:154546249-154546268	chr1:154546269-154546328	chr1:154546329-154546368	chr1:154546369-154546378	chr1:154546379-154546478	chr1:154546479-154546508	chr1:154546509-154546628	chr1:154546629-154546778	chr1:154546779-154546848	chr1:154546849-154546898	chr1:154546899-154546928	chr1:154546929-154547078	chr1:154547079-154547228	chr1:154547229-154547308	chr1:154547309-154547378	chr1:154547379-154547528	chr1:154547529-154547678	chr1:154547679-154547828	chr1:154547829-154547978	chr1:154547979-154548028	chr1:154548029-154548118	chr1:154548119-154548128	chr1:154548129-154548278	chr1:154548279-154548318	chr1:154548319-154548338	chr1:154548339-154548428	chr1:154548429-154548438	chr1:154548439-154548578	chr1:154548579-154548658	chr1:154548659-154548668	chr1:154548669-154548728	chr1:154548729-154548808	chr1:154548809-154548878	chr1:154548879-154549028	chr1:154549029-154549178	chr1:154549179-154549328	chr1:154549329-154549478	chr1:154549479-154549628	chr1:154549629-154549778	chr1:154549779-154549828	chr1:154549829-154549928	chr1:154549929-154550078	chr1:154550079-154550118	chr1:154550119-154550178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	1.39445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543899	1.18239	1.18239	1.18239	1.18239	0.319245	0	0	0	0	0	0	0	0	0	0	0.636814	0.460616	0	0	0	0	0	0	1.09791	1.90941	1.25827	1.11697	0.295198	0	0	0	0	0.720686	0.534228	0	0	0	0	0.655115	1.11697	0.726849	0	0	0.766338	0.504425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.fb9aae7d-4076-4e4e-92a7-34572e1b705b.fc.signal	0.101881	0.1332	0.104702	0	0	0	0.00697182	0.195797	0.425046	0.547637	0.686541	0.813022	0.8044	0.419791	0.12429	0.00210771	0	0	0	0	0	0	0.009769	0.156571	0.196363	0.156343	0.0701473	0.139601	0.133426	0.151393	0.0282617	0.165476	0.520137	0.892529	0.666737	0.696688	0.670537	0.220527	0.277061	0.436125	0.617101	0.560858	0.511747	0.282477	0.10756	0.00614629	0	0	0	0	0.012784	0.245231	0.738967	0.780422	0.41409	0.30001	0.747192	1.11778	0.914016	0.419614	0	0	0.444444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.f304faea-b0f0-4641-894c-c818af6118ec.fc.signal	0.586673	0.311131	0.138706	0.546158	0.674623	1.13029	1.61377	1.39921	0.48194	0.250403	0.249717	0.24844	0.166775	0.0270587	0.474966	0.497001	0.69798	0.505124	0.46783	0.438366	0.444712	0.2298	0.416561	0.469321	0.737386	0.608445	0.246137	0.124756	0.164091	0.167822	0.17051	0.381587	0.312682	0.126722	0.435644	0.55908	0.493375	0.490764	0.450725	0.315386	0.283513	0.684518	0.822478	0.921953	1.02688	0.953823	0.540728	0.61615	0.645564	0.615371	0.556617	0.47417	0.671289	0.195055	0.120142	0.917917	0.665639	0.453752	0.839806	1.7652	2.1444	1.66556	0.19
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.0bc39444-c5d6-4c2e-a719-a28af7034202.fc.signal	1.04958	1.21996	1.12637	1.01322	0.575148	0.469436	0.28972	0.0143733	0.16294	0.24644	0.240475	0.197854	0.195266	0.0878546	0	0	0	0	0	0	0.014454	0.09702	0.139342	0.2823	0.353743	0.297386	0.327514	0.437835	0.468178	0.515026	0.457333	0.546917	0.842306	0.974598	0.894438	0.864933	0.526816	0.339744	0.433766	0.498861	0.685972	0.497183	0.475617	0.337561	0.24644	0.0440154	0.0720246	0.367884	0.447871	0.666868	0.97192	0.768728	0.314581	0.210447	0.289356	0.452094	0.262754	0.269389	0.532877	0.781878	0.828115	0.799344	0.780142
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	1.11592	1.26951	0.980223	0.429039	0.758213	0.743786	0.474597	0.64679	0.730357	0.740253	0.74303	0.0495353	0	0	0	0	0	0	0	0	0	0	0.0283504	0.681752	1.50286	1.28329	0.411923	0.308981	0.128332	0.538732	0.768693	0.698933	0.333446	0	0	0	0.296906	0.76148	0.723791	0.69103	0.758253	0.74908	0.744845	0.132094	0	0	0.722307	0.69103	0.627685	0.507473	0.386488	1.45252	0.626334	0	0.48018	1.44437	0.921691	1.63091	2.23285	1.84615	0.734105	0.434533	0.546099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.84110ecf-3acc-4ab9-918a-d46b0401ed1e.fc.signal	0.25662	0.227172	0.0751328	0.568044	0	0.655232	0	0	0	0	0	1.83252	0	0	0.341929	0	1.38113	0	1.38113	0	0	1.90154	0	0	0.236686	0.145185	0.0590183	0	0.853788	0	0.0478429	0.120406	0.304359	0.216319	0.185974	0.358651	0.363946	0	0	2.55087	0.155913	0	1.38793	0	1.74539	0.0554816	0	2.35774	0	0	0.363296	0.306081	0.304805	0	0.114163	0.0954999	0.151663	0.530319	0	0.295301	0.700871	0	0.70068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.993b7ab3-77ff-48d8-8505-9adcdd467461.fc.signal	0.399765	0.641953	0.61765	0.076761	0	0	0	0	0.0479722	0.392083	0.38851	0.387191	0.389213	0.115269	0	0	0	0	0	0	0	0	0	0	0.173523	0.355373	0.00324714	0	0	0	0.0488874	0.27874	0.597408	0.567095	0.116078	0.229801	0.140964	0.523974	0.826526	0.85883	0.864458	0.296189	0.298737	0.323889	0.238812	0.0301699	0.351859	0.25977	0.245159	0.163009	0	0.306771	0.132973	0.181907	0.283994	0.0860093	0.410874	0.758453	0.82319	1.00052	0.941149	0.475886	0.723404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.e51e6c81-760c-43e7-86ae-cbe3dc54eb4c.fc.signal	1.11816	0.278855	1.33699	0.145506	0.751702	0.885062	0.150308	0	3.04891	3.0561	0.396442	0.284456	0.720288	0.504575	1.43146	0.188959	0	0	0	0	0	0	0	0	1.3172	0.460539	0.0185254	0.646707	0.63904	0.639666	1.6415	1.30685	0	0.52736	0.564808	1.64057	0.438712	0.24251	0.128815	0.16167	0.112093	0	0	0.0353541	0.329495	0.461978	0	0	0.0323347	0.290992	0.555677	0.288679	1.48294	0.293738	0.655277	1.10167	0.831837	2.29528	1.06119	0.128348	0	0	0.665689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.b3e823f8-bdfb-415e-8681-ed2acdcbeb38.fc.signal	1.53835	0.594175	0.54434	0.31141	0.502996	0.988526	0.495591	0.464821	0.549608	0.185531	0.0409154	0	0	0.0025284	0.450508	1.27776	1.04816	0.529465	0	0	0	0	0	0	0	0.144321	0.442246	0.276573	0.429673	0.507076	0.233896	0.399455	0.62525	1.32801	1.01009	0.593534	0.398536	0.505873	0.450105	0.539549	0.411803	0	0	0.103183	0.35711	0.201324	0	0	0.184276	0.45253	0.393921	0.607331	0.743588	1.54447	0.4084	0.886216	0.705981	1.8689	1.18556	0.194769	0.389336	0.483243	0.61708
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.3aca4661-f677-47cf-b2b4-9335fbd4c1a8.fc.signal	0.0159747	0.0358468	0.49871	0.977114	0.913922	0.515887	0.440908	0.397348	0.0683022	0	0	0	0	0	0.06102	0.1808	0.1808	0.104864	0.1808	0.1808	0.1808	0.07232	0	0	0.736003	0.826299	0.520683	0.259812	0.0266563	0.125341	0.0797844	0.0121106	0.11392	0.127482	0	0.130325	0.364372	0.994258	0.446786	0.117639	0.278764	0.3614	0.358794	0.0877582	0.32528	1.03366	0.209132	0.318496	0.205704	0.326549	0.705382	0.453827	0.563236	0.385321	0.0870279	0.120135	0.111406	0.18356	0.115212	0	0	0	0.557692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.7a6d8040-3df1-443f-8bf8-8f3e00d9a3bc.fc.signal	0	0	0.187051	0.717397	0.664503	0.266363	0.008174	0	0.449802	0.706362	0.705682	0.708663	0.457599	0.111702	0.335281	0.317382	0.17882	0.14322	0	0	0.08091	0.179513	0.254152	0.361336	0.710842	1.35579	0.825344	0.42206	0.19225	0.0048536	0	0	0	0.0887472	0.275056	0.101666	0	0	0.0661903	0.307596	0.631733	0.620252	0.565267	0.292296	0.35765	0.260548	0.116161	0.133331	0.105035	0.119169	0.104864	0.253914	0.37612	0.285038	0.0255275	0	0.147276	0.192502	0.0394605	0.176388	0.22771	0.154812	0.614458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.138484bb-d1db-4537-b285-bd13fe5a9644.fc.signal	0.991356	0.168834	0	0.198731	0.698877	0.667217	0.023023	0	0	0	0	0	0	0	0	0	0	0.101301	0.38962	0.38962	0.340918	0.077924	0	0	0.443188	0.410396	0.383105	0.185783	0	0	0	0.198087	0.483742	0.198904	0.722496	0.305148	0.319319	0.19481	0.181823	0.382019	1.18647	0.298221	0	0.26571	0.554258	0.993556	0.9189	0.915863	0.721617	0.145104	0.212443	0.200538	0.478275	0.682185	0.237548	0.251943	0.311566	0.458919	0.0833887	0.246225	0.097812	0	0.633588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.c8287f3a-ec01-4e9b-9790-466f356c7045.fc.signal	0.208047	0.37451	0.315401	0.148876	0.237847	0.449334	0.441406	0.241309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973882	0.287094	0.464956	0.513064	0.393183	0.222185	0.12488	0.0283061	0	0	0	0	0.0528161	0.305417	0.323373	0.222797	0.140626	0.14412	0.243876	0.301887	0.27309	0.117733	0	0	0	0	0	0.0669025	0.293038	0.52981	0.253916	0.164369	0.130661	0.158995	0.153402	0.183945	0.180781	0.0534234	0	0.0387532	0.490909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.c8e36202-3364-4044-b761-9decdba45b1b.fc.signal	0	0	0.621693	0.603114	0.493586	0	0.267641	0.796233	0.20371	0	0	0	0.509738	0.519872	0	0	0	0	0	0	0	0	0	0	0.284968	1.7146	0.198025	1.16731	3.00025	1.52717	0.518662	0.239209	0.453345	0.922158	1.06357	1.58799	0.72919	1.41653	0.879223	0.740168	0.731321	0	0	0	0	0.468714	0.852243	0.56075	0.589917	0.555141	0.35683	0	0	0	0.262243	1.07061	0.747026	0.44164	0.464591	0.181555	0.670815	0.532028	0.735955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.4f07d906-46cb-4b49-9eca-84ffb88233a3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224025	0.3605	0.3605	0.3605	0.336467	0.18025	0.018025	0	0	0	0	0	0	0	0	0.23793	0.3605	0.15965	0	0.0720341	0.293349	0.108983	0.280183	0.261213	0.194182	0.191441	0.208884	0.321584	0.299432	0.311547	0.234801	0	0	0	0	0.162542	0.256487	0.0424536	0	0	0	0	0	0	0.010815	0.18025	0.192267	0.467742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.f3b6006d-3e3a-44fa-b4a9-49a87f36ab7f.fc.signal	1.03848	0.321886	0.271055	0.39351	0.801455	0.960885	0.312807	0.588471	1.12261	0.552489	0.302392	0.63747	0.72857	0.150591	0.156338	0.6381	0.53978	0.272206	0	0	0	0	0	0.190585	0.831028	0.249866	0.323152	0.993734	1.14206	0.648823	0.39939	0.338045	0.723393	0.27012	0.291209	0.367062	1.23569	1.55631	0.841187	0.603153	1.08571	0.812389	0.467403	0.168188	0	0.236986	0	0	0.113152	0.376037	1.24867	0.771267	1.13963	1.08459	0.447984	0.0950741	0.0748181	0.246578	0.278827	0.152157	0.118822	0.513575	0.682692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.dc1d2dc3-279f-44dc-a6f1-0d5154726fd5.fc.signal	0.193748	0.0780367	0.0254013	0.0702591	0.0952823	0.138172	0.190375	0.328404	0.373434	0.332084	0.378375	0.50315	0.467919	0.400479	0.529546	0.50315	0.50315	0.491071	0.50315	0.425979	0.399975	0.342142	0.30191	0.472955	0.470435	0.549428	0.484456	0.629931	0.694333	0.459531	0.389775	0.30191	0.228565	0.124136	0.196381	0.254123	0.215291	0.211619	0.279875	0.32774	0.293067	0.30463	0.243244	0.224102	0.227728	0.155204	0.19817	0.27877	0.272133	0.364822	0.658105	0.661688	0.259624	0.287814	0.394444	0.101329	0.179785	0.20124	0.185149	0.0154361	0	0.010067	0.534799
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.6671b082-a817-48d2-abb0-2b33e6b6a3bd.fc.signal	0.0965298	0.0770533	0.11418	0.119827	0.0994121	0.114574	0.000956	0	0	0	0	0	0	0	0.0201435	0.221444	0.24803	0.24803	0.24803	0.24803	0.198402	0.12396	0.0979284	0.12396	0.301737	0.347215	0.344109	0.493481	0.479431	0.445547	0.103321	0	0	0	0	0	0	0	0	0	0.157077	0.433975	0.49596	0.49596	0.37199	0.371108	0.373755	0.42073	0.469088	0.302081	0.104368	0.0180638	0	0	0	0	0.0239656	0.228133	0.389346	0.413305	0.12396	0.204606	0.408318
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.e00c0d9c-ba65-4ccf-bfd6-bf0790f0d972.fc.signal	0.198506	0.113283	0.373433	0.58251	0.528411	0.36889	0.171236	0.1942	0.1942	0.1942	0.1942	0.100337	0.0558325	0	0.01942	0.183103	0.1942	0.1942	0.223303	0.29121	0.29121	0.281509	0.19905	0.1942	0.18449	0.247657	0.394084	0.387127	0.371647	0.394567	0.278923	0.370104	0.29121	0.198057	0.161426	0.241891	0.274811	0.273238	0.388613	0.242705	0.168954	0.223303	0.252406	0.362417	0.38831	0.410504	0.249983	0.0971	0.101955	0.266957	0.263961	0.544896	0.549705	0.339693	0.189867	0.330992	0.384846	0.228839	0.129135	0.0653647	0.0315575	0.0953637	0.582524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.337d4e8a-e984-41f8-aa57-60f7eb5f2a93.fc.signal	0.47811	0.453995	0.299234	0.13244	0.130561	0.0544437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881545	0.193784	0.194702	0.106684	0.0772615	0	0	0	0.06044	0.211186	0.303961	0.222575	0.0831126	0.0467391	0	0	0	0	0	0	0	0.1792	0.253844	0.255018	0.250039	0.0732719	0	0	0.083521	0.309835	0.261407	0	0	0.0431558	0.241846	0.358721	0.317716	0.510417
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.e68f52c1-41a1-4e05-8c93-7ca09c5fb4fe.fc.signal	0.0159533	0	0	0	0	0	0.115325	0.279973	0.3847	0.363327	0.271849	0.3847	0.378288	0.142763	0.0913639	0	0	0	0	0	0	0	0	0	0.408639	0.465342	0.475225	0.350021	0.229745	0.415956	0.459368	0.357395	0.28975	0.109334	0.0740537	0.44455	0.553718	0.317163	0.217382	0.18944	0.0818633	0.090007	0.094378	0.0958153	0.10104	0.088556	0	0	0	0	0	0	0.000659867	0.209063	0.241072	0.0307752	0.140198	0.25646	0.230814	0.208459	0.235629	0.225022	0.394495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.08f241da-4ea3-4efd-8a07-63057f4f6ca8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086616	0.10827	0.111879	0.213351	0.10827	0.10827	0.10827	0.0014436	0	0	0	0	0.139983	0.184538	0.0540015	0	0	0	0	0	0.0519435	0.0888274	0.09336	0.147965	0.170813	0.10827	0.0954052	0.0924446	0	0	0.0801198	0.240357	0.515265	0.413508	0.173953	0.21654	0.21654	0.127037	0	0	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.f15be373-5bad-4963-a06f-42b469a3cf40.fc.signal	1.13337	3.14718	2.22839	3.03332	0.505801	0	0	0	0	0	0	0	0	0	0.306508	0.652437	0.388416	0	0	0	0	0	0	0	0.0379762	1.47274	0.0187091	0	0	0	0.106269	1.14263	3.91971	3.18659	1.03047	2.04047	0.0763897	0	0.216683	0.60371	0.312545	0	0	0	0	0	0	0	0	0.240029	0.479052	0.5154	1.43705	2.24399	0.80542	0.726006	1.83856	1.217	1.03999	0.862593	0	0.388975	0.798206
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.986df781-84f6-4a4b-bb53-6b69b505dda3.fc.signal	0.610726	0.29971	0.0673759	0.285233	0	0	0	0	0	0	0	0	0	0	0.19443	0.356441	0.106899	0	0	0	0	0	0	0.303464	0.267862	0	0.100209	0.365615	0.418472	0.0464401	0.232862	0.637981	0.119224	0	0	0.227794	0.346619	1.20636	1.04638	0.325946	0.240558	0.433735	1.00348	0.878828	0.342225	0.296764	0	0	0	0.324399	0.407505	0.679963	0.0155678	0	0	0.288157	0.280613	0.326481	0.479747	0.464196	0	0	0.527174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.803d7f5d-192e-4b5b-9ea2-f9b8994e9342.fc.signal	0.0148691	0.091073	0.10419	0.0600716	0.0807971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234168	0.207347	0	0	0	0	0	0	0.0534219	0.168207	0.0840941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0494907	0.176247	0.419658	0.212949	0	0.111957	0.265741	0.0152932	0	0.102154	0.238839	0.129679	0.106366	0.432692
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.a7c0537c-0a7d-415e-ae83-a8d9e779153a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060285	0.146614	0.186107	0.186079	0.18647	0.186242	0.185241	0.138735	0.0707422	0	0.0721531	0.0815731	0.0735824	0.0028372	0	0.0371791	0.0838917	0.0791179	0.0313299	0	0	0.0219731	0.112849	0.174202	0.159809	0.09308	0.0598169	0	0	0	0	0	0	0	0	0	0	0	0.0595757	0.13665	0.394571	0.370274	0.0930267	0	0	0	0	0.0320167	0.555556
