	chr12:6692557-6692706	chr12:6692707-6692856	chr12:6692857-6693006	chr12:6693007-6693086	chr12:6693087-6693156	chr12:6693157-6693306	chr12:6693307-6693456	chr12:6693457-6693606	chr12:6693607-6693756	chr12:6693757-6693806	chr12:6693807-6693896	chr12:6693897-6693906	chr12:6693907-6694056	chr12:6694057-6694206	chr12:6694207-6694356	chr12:6694357-6694506	chr12:6694507-6694656	chr12:6694657-6694806	chr12:6694807-6694956	chr12:6694957-6695106	chr12:6695107-6695256	chr12:6695257-6695406	chr12:6695407-6695556	chr12:6695557-6695706	chr12:6695707-6695856	chr12:6695857-6696006	chr12:6696007-6696056	chr12:6696057-6696156	chr12:6696157-6696186	chr12:6696187-6696286	chr12:6696287-6696306	chr12:6696307-6696316	chr12:6696317-6696456	chr12:6696457-6696546	chr12:6696547-6696606	chr12:6696607-6696716	chr12:6696717-6696756	chr12:6696757-6696906	chr12:6696907-6697056	chr12:6697057-6697206	chr12:6697207-6697356	chr12:6697357-6697506	chr12:6697507-6697656	chr12:6697657-6697806	chr12:6697807-6697930	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.8871bb3d-7ee4-4151-b7f6-e200809c7bd1.fc.signal	0.537513	0.655459	0.482061	0.425334	0.295602	0.586984	0.873386	1.02564	0.484861	0.2785	0.166657	0.135589	0.510039	0.219762	0	0.11226	0.605058	0.398618	0.09989	0.288264	0.253062	0.145555	0	0	0.158877	0.904717	0.732228	0.385569	0.419362	0.296702	0.21696	0.229691	0.194907	0.158187	0.0951333	0.1391	0.1427	0.037102	0	0	0	0.100843	0.469017	0.268283	0.243978	0.769231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0	0.482737	0.372553	0	0	0	0.39063	0.473991	0.721129	0.509892	0	0	0.371848	0.75099	0.604379	0.506371	1.94015	0.0825737	1.06398	1.71	1.21521	1.72215	2.02521	0.742031	0.982454	1.22651	2.23047	1.1761	0	0	0	0	0	0	0	0	0	0	0	0.478673	1.58826	2.026	4.16992	3.60369	0.836329	0.879795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.527135	0.142324	0.157336	0	0	0.114256	0.177227	0.0082944	0	0	0	0	0	0.0184619	0.126835	0.0769963	0.0378565	0.125669	0.259136	0.38109	0.0592184	0	0.128936	0.1202	0.186206	0.396833	0.0497816	0	0.045256	0.11314	0.11314	0.11314	0.0468723	0.0992824	0.322024	0.253423	0.0996888	0.120182	0.29073	0.093781	0	0.101823	0.197674	0.211716	0.0936694	0.452366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0.592359	0.687554	0.458059	0.307696	0.343456	0.193508	0.103147	0.160836	0.228734	0.080863	0	0	0.0993172	0.285933	0.0830866	0.222626	0.275944	0.183973	0.138914	0.194905	0.138786	0.0835118	0.0348305	0.0413951	0.0977957	0.0684402	0.118333	0.160077	0.22119	0.187486	0.192444	0.1917	0.23111	0.184147	0.0889837	0.0617282	0.118539	0.243257	0.193698	0.220099	0.0873282	0.0803307	0.0504735	0.0848452	0.19965	0.722792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0	0.456256	0.457204	0.280655	0.00744314	0	0	0	0	0	0	0	0.271375	0.728514	0.379449	0.124155	0	0	0.180014	0.253611	0	0.293094	0.52353	0	0.36051	0.445331	0.38704	0.178038	0	0	0	0	0	0	0	0	0	0.1481	0.339652	0.0663032	0.0565505	0.35717	0.544436	0.299311	0.274674	0.272293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0.692528	0.447065	0	0	0	0.0591533	0.415309	0.366183	0.219924	0.33495	0.282835	0.16741	0.361704	0.668911	0.358423	0.430537	0.753164	0.346824	0.265701	0.180847	0.240045	0.20655	0	0.00558033	0.175022	0.24707	0.337738	0.315708	0.165931	0.0098454	0	0	0	0	0	0	0.0473665	0.215527	0.0875015	0	0	0	0	0	0	0.746545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.116749	0.150012	0.118639	0	0	0	0	0	0.189595	0.239486	0.0554367	0	0	0	0	0	0	0	0	0	0	0.320966	0.0497196	0	0	0	0	0.293401	0.39923	0.531372	0.020159	0	0	0	0	0	0	0.326437	0.14484	0.38938	0.111095	0.142631	0	0.252141	0.230555	0.29
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.84110ecf-3acc-4ab9-918a-d46b0401ed1e.fc.signal	0.275145	0	0.510953	0.813127	0	0.104827	0.203063	0.30789	0.203063	0.825435	0.0131122	2.43676	0.976191	0.445463	0.406126	0.187833	0	0.313987	0.170318	0	0	0	0	0	0.320923	0.157218	0	0	1.01531	0	3.04594	6.09189	0	1.36474	0	0	1.52297	0.546358	0.340635	0.203063	0.203063	0.203063	0.203063	0.104827	0.245641	0.851675
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.5612a6ca-93fa-4c47-bbcb-27fe37b96dbb.fc.signal	0.273163	0.926955	0.415545	0.331601	0.965675	1.65974	1.1079	1.18656	0.328025	0	0	0	0.263848	0.490004	0.846091	0.413767	0	0	0	0	0.0925182	0.962875	0.452311	0.863503	0.337996	0.466507	1.02798	0.275273	0	0.637348	1.02798	1.33637	0.89214	0.5711	1.19074	0.529256	0.807464	0.584852	0.777521	0.861343	0.863274	0.630494	0.592802	0	0	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.b3e823f8-bdfb-415e-8681-ed2acdcbeb38.fc.signal	1.51942	1.31663	0.452898	0.761572	1.13788	0.774166	0.169513	0.68844	1.6121	0.659166	0.140068	0.564611	1.26467	0.794265	0.730368	0.644382	0.884604	0.933726	1.28776	0.549537	0.723629	0.809803	0.859538	0.733707	0.422734	0.375108	0.28232	0.22162	0.362384	0.199124	0.297534	0.38446	1.22179	1.26126	0.482376	0.369898	0.531551	0.62695	0.760942	0.754691	0.810525	0.318943	0.376895	0.862506	0.337792	0.649254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f19b01fb-285f-4aa3-a654-49a7198b9c00.fc.signal	0.207447	0.527832	0.641374	0.513783	0.493113	0.182914	0.133729	0.385908	0.614693	0.343255	0.313251	0.304953	0.428054	0.788091	0.732946	0.212281	0.00252147	0	0.301658	0.495822	0.44851	0.39003	0.480578	0.996875	0.786241	0.213907	0	0.174	0.2239	0.326385	0.388387	0.3329	0.37818	0.423481	0.335224	0.168477	0.114362	0.191222	0.0704028	0.08507	0.58302	0.365945	0.419317	0.702167	0.537021	0.489913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0.542869	0.256445	0.0596453	0.0446962	0.237388	0.316829	0.101399	0.14824	0	0	0.131833	0.29149	0.366279	0.234553	0.262447	0.203078	0.117189	0.356466	0.503505	0.351013	0.228782	0.279679	0.168614	0.200584	0.178196	0.0985941	0	0.224248	0.27157	0.256936	0.349027	0.428406	0.509006	0.27595	0.20217	0.265206	0.146791	0.206839	0.511726	0.443834	0.345118	0.401958	0.338702	0.18365	0.00681734	0.683274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.0a4412db-98d2-49c5-9fe7-7e089d81032b.fc.signal	0.518492	1.96034	1.15063	0.924819	0	0	0	0	0.308709	1.4032	0.53028	0.402188	0.226428	0.327113	0.484636	0	0.834363	2.2084	0.84672	0	0.505869	0.0064034	0	0	0.655354	0.590614	0.384218	2.79549	0.474479	1.0123	0.719178	0.091335	1.021	1.00643	0.649334	0.633914	0.0842828	0.0832442	1.08089	0.109301	1.70438	0.429044	0	0.36877	2.05481	0.550562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.3aca4661-f677-47cf-b2b4-9335fbd4c1a8.fc.signal	0.126989	0.00843733	0.316852	0	0	0.065076	0.32528	0.267521	0.504828	0.719384	0.449365	0.226507	0.427788	0.707173	0.253381	0.112053	0.212104	0.239597	0.23882	0.117123	0.361023	0.152323	0.0559018	0.246532	0.0315319	0	0.070208	0.325345	0.270602	0.135188	0.195926	0.510435	0.676298	0.0573658	0.142283	0.0828813	0.0182998	0.117288	0.301227	0.32192	0.189694	0.278505	0.149331	0.312064	0.206969	0.624365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.c19bd00a-5c6a-4173-86bf-6f467b56a6c8.fc.signal	0.450302	0.519025	0.482813	0.408755	0.10879	0.0686872	0.22398	0.0059728	0.190538	0.22398	0.0497733	0	0.0477824	0.474885	0.373311	0.100044	0.327019	0.870657	0.390666	0.162383	0.347924	0.84378	0.36885	0.389718	0.0776464	0.0686872	0.22398	0.22398	0.029864	0	0	0	0	0	0	0	0	0.176198	0.20084	0.423836	0.0776464	0.0104524	0.273253	0.288185	0.0307069	0.483087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e8717b6c-436c-4750-b776-17ab8ac934dd.fc.signal	0.21661	0.0544752	0.635449	0.015266	0.302246	1.0002	0.258091	0	0.515596	0.716102	0.0558748	0	0	0	0.152805	0.498414	0.309111	0.967424	2.7483	0.343004	0	0	0	0	0.224119	0.227365	0.35264	0.873549	1.22338	0.591006	0.500442	0.83407	1.66234	0.259899	0.444837	1.67067	1.81621	1.38961	0.556258	0.567433	1.52693	2.11286	0.661725	2.12976	2.85213	0.868217
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.c8287f3a-ec01-4e9b-9790-466f356c7045.fc.signal	0.218027	0.0607749	0	0.129519	0.24963	0.147294	0	0	0	0	0.13125	0.330395	0.475875	0.0690699	0.131484	0.253802	0.321211	0.372828	0.222062	0.0116555	0.285253	0.530077	0.389022	0.62474	0.420661	0.226463	0.198426	0.167871	0.330868	0.382793	0.298779	0.199438	0.061669	0.0393576	0.118153	0.387369	0.299482	0.204872	0.34513	0.463823	0.708226	0.400273	0.152302	0.042454	0.423797	0.699605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.c6c23af5-0935-493c-8ba8-43c28ffbfb6f.fc.signal	1.0563	0.0306143	0	0	0.336164	0.650487	0.722719	0.702316	0.257511	0.319196	0.485763	0.547999	0.439697	0.292695	0.20205	0.160337	0.288087	0.636558	1.18958	0.967731	0.55044	0.107188	0.218966	0.880269	1.26799	0.345661	0.645221	0.604174	0.361373	0.111073	0	0	0.108807	0.485091	0.572011	0.365681	0.47572	0.670378	0.263073	0.0053088	0.231276	0.828113	2.02341	1.03795	0.764323	0.652778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.ffd8a608-2156-4a94-9cef-9114e8021510.fc.signal	0.88928	0.35799	0.513548	0.978379	0.800678	0.831044	0.264014	0.654525	1.29978	1.57716	1.34386	0.961167	0.773876	0.759194	2.1838	1.53869	2.09344	0.970489	1.23548	1.7315	0.899567	0.724822	0.740622	0.409241	0.242148	0.571223	0.291999	0.96813	1.81551	1.6473	1.06271	1.17253	0.701171	0.298097	0.0185765	0.348008	0.016189	0	0.0612583	0.438632	0.116812	0.537674	1.36309	1.55175	1.00936	0.55
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.9cc24acd-6188-40e5-bad4-b78f8ccb0b3a.fc.signal	0.446925	1.79504	1.10456	0.935151	0.767648	1.03908	1.25212	0.688988	1.43594	0.578174	0.0304283	0	0.478453	0.992739	0.164651	0.923857	1.54302	0.666095	0.246014	0	1.38946	0.510813	0.0677976	0.415853	0.331151	0.699046	0.418593	0.477562	0.337726	0.746729	0.59997	0.59997	0.876014	0.274718	0	0	0	0.45204	0.295829	0.424566	0.479086	0.565245	1.70337	1.13735	2.62819	0.576998
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.f3b6006d-3e3a-44fa-b4a9-49a87f36ab7f.fc.signal	0.564306	0.795762	0.635525	0.62406	0.652469	0.653763	0.511538	0.359592	0.800959	0.598415	0.79988	1.46988	1.05953	0.250802	0.338188	0.239002	0.182619	0.419056	0.648259	0.72132	0.583314	0.764711	0.265215	0.508388	0.498016	0.31079	0.0914818	0.325336	0.543211	0.614787	0.61925	0.72857	0.446585	0.295536	0.862191	0.695445	0.446241	0.639972	0.800277	0.524378	0.294199	0.245692	0.276648	0.286085	0.501577	0.772152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.bb047498-09b9-4c13-b396-ee9ca79dcf59.fc.signal	1.07043	0.586918	0.258335	0.240286	0.233545	0.226706	0	0	0.3546	0.237138	0	0	0	0.618788	0.618788	0.54769	0.0071864	0	0	0	0	0	0.285439	0.0958153	0	0.261091	0.361434	0.275709	0.3593	0.359303	0.35933	0.503038	0.601338	0.343771	0.4181	0.114621	0	0	0.25086	0.508029	0.517745	0.255355	0.0653304	0	0.136675	0.243531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.1c43239d-dfc1-4ee8-9404-c3dda7976cff.fc.signal	0.503352	0.509229	0.0784502	0.330329	0.042832	0.373162	0	0.31134	0.888446	0.772174	0.166048	0	0.394293	0.124536	0.062268	0.456632	0	0	0.217883	0.179878	0	0	0	0.249072	0.724705	0.0083024	0	0	0	0	0	0	0	0	0	0	0	0.103267	0.338858	0	0.498144	0.020756	0	0	0.120887	0.678284
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.8e285ede-ec5b-4f68-8356-b0089710b615.fc.signal	0.936042	0.577988	0.262436	0.30828	0.0198659	0.304173	0.303198	0.206938	0.430343	0.134368	0	0	0	0.339875	0.779487	0.898839	0	0	0	0.392942	0.364566	0.936623	0.396056	0.396083	0.785273	0.548318	0.550358	0.195058	0.09979	0.052609	0.236838	0.239886	0.128831	0.334784	0.646393	0.241287	0.210707	0.395276	0.702597	0.146086	0.284758	0.262864	0.10139	0.0131432	0.287381	0.766355
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.bd79aee4-cb3e-4358-b4aa-2b3125cb6682.fc.signal	0.371393	0.381994	0.230398	0.109239	0.119055	0.202944	0.119819	0.0341429	0.0567174	0.07119	0.194195	0.288935	0.173155	0.0331161	0.0116743	0.0948955	0.0341711	0.134612	0.104044	0.0303445	0.0475819	0.0352585	0.0330368	0.0508135	0.165943	0.20319	0.103917	0.0853204	0	0.0020626	0.10313	0.102932	0.115899	0.096914	0.0783547	0.0719253	0	0	0.0855266	0.0773813	0.323877	0.00407773	0	0	0.0514888	0.469992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.e09563f2-ad32-412b-91d3-8f5c1229dde6.fc.signal	0.951353	1.25445	0.935996	0.648252	0.753514	0.296959	0.620657	0.707083	0.630599	0.322989	0.582683	0.621942	0.294053	0.123355	0.311865	0.119202	0.454062	1.26276	0.736479	1.06977	1.17449	0.827489	0.440769	0.368694	0.252264	0.453142	0.237469	0.224366	0.412478	0.567149	0.41582	0.41582	0.206425	0.267973	0.41582	0.230351	0.145398	0.327112	0.587704	0.462538	0.198208	0.952234	0.903723	0.806697	0.443889	0.780069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.7e686e4a-008d-44af-95b1-78718b51ae70.fc.signal	0.312721	0.799877	0.813213	0.377729	0	0	0.320264	1.02275	1.57538	1.41088	0.159545	0.41735	0.874508	0.300674	0.605347	0.416908	0.301065	0	0.0430467	0.43794	0.732638	0.981452	0.0964245	0.669797	0.68132	1.04609	1.24264	0.728307	0.371632	0.57279	0.25828	0.490723	0.345832	0.243931	0.25828	0.25039	0.605512	0.620657	0.659055	1.62794	0.225561	0.339202	0.726618	0.556156	0.445186	0.885714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.424bbc61-947c-4459-9db6-6a124654e2c1.fc.signal	0	0.0900591	0.224215	0.210328	0.432589	0.617738	0.195209	0.230608	0.624317	0.187778	0.129455	0.140286	0.126238	0.00889653	0.207083	0.060174	0	0.0102135	0.430784	1.07836	0.463013	0.0389161	0	0.0970195	0.223383	0.195918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.0397ac10-5d52-43ec-8084-1b153343aa3a.fc.signal	0.372372	0	0	0.35582	0.979126	0.110678	0.373162	1.02004	0	0	0	0	0	0.597409	0.479839	0	1.04219	1.1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222717	1.05274	0.364511	0	0	0	0	0.380396	0.65654	0	0.575472
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.191523	0.106453	0.308528	0	0.19836	0.342983	0.010275	0.215221	0.236048	0	0	0	0.199021	0.252248	0.272816	0.244907	0.331605	0.0249319	0.168937	0.281268	0	0	0	0.084313	0.296878	0.340579	0.28264	0.0079044	0	0	0	0	0.228748	0.312742	0.224585	0.101559	0	0	0	0	0.188954	0.243036	0	0.224477	0.274345	0.245833
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.803d7f5d-192e-4b5b-9ea2-f9b8994e9342.fc.signal	0.00662713	0.0824972	0.0325514	0	0	0	0	0	0	0	0.041616	0.13872	0.13872	0.124848	0.105427	0	0	0	0	0	0.168343	0.682612	0.325567	0.0332928	0.155361	0.414401	0.27743	0.18172	0.1156	0.0873936	0.13872	0.13872	0.318095	0.356106	0.276089	0.133108	0	0.0675104	0.200406	0.146687	0.157113	0.0539985	0.0850999	0.265273	0.0571287	0.720721
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.c608e076-b4cb-49e5-bf4c-ab19d04cc659.fc.signal	1.03656	1.1893	1.3649	0.692633	0.507989	0.849367	0.655009	0.717795	0.801546	0.444277	0.236833	0.71957	1.04605	1.68337	0.566368	0.664185	1.59094	1.49293	0.910157	1.10266	1.1348	0.764447	0.85946	0.943322	0.651791	1.26972	0.76636	0.941326	1.33671	1.04264	0.896457	1.14241	1.45072	1.17428	1.02065	0.586459	0.813882	1.06644	0.629563	1.08895	1.00003	0.988166	1.02408	0.537588	1.07106	0.86414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.5efb4e46-177f-4d3d-96a6-19f7c95acfd8.fc.signal	0.509183	0.620493	0.943021	0.939483	0.654792	0.172552	0.0975031	0.258281	0.672345	0.493617	0.103004	0.276548	0.730769	0.398439	0.181603	0.946663	1.10816	0.865638	0.651251	0.563462	0.913074	0.827351	0.381163	0.71229	0.522024	0.556227	0.729802	0.693502	0.925801	0.727516	0.711083	0.897886	0.830786	1.75998	1.0564	0.694765	0.306266	0.700079	0.834354	1.05609	0.848529	0.412525	0.638292	0.473471	0.38445	0.775034
