	chr1:69713642-69713791	chr1:69713792-69713871	chr1:69713872-69713941	chr1:69713942-69714001	chr1:69714002-69714091	chr1:69714092-69714131	chr1:69714132-69714241	chr1:69714242-69714341	chr1:69714342-69714391	chr1:69714392-69714541	chr1:69714542-69714691	chr1:69714692-69714841	chr1:69714842-69714921	chr1:69714922-69714991	chr1:69714992-69715141	chr1:69715142-69715291	chr1:69715292-69715441	chr1:69715442-69715591	chr1:69715592-69715741	chr1:69715742-69715801	chr1:69715802-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716291	chr1:69716292-69716341	chr1:69716342-69716491	chr1:69716492-69716591	chr1:69716592-69716641	chr1:69716642-69716791	chr1:69716792-69716871	chr1:69716872-69716941	chr1:69716942-69717041	chr1:69717042-69717091	chr1:69717092-69717151	chr1:69717152-69717241	chr1:69717242-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717841	chr1:69717842-69717991	chr1:69717992-69718141	chr1:69718142-69718291	chr1:69718292-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0	0	0	0	0.39883	0.53977	0.897928	0.666589	0.485792	0.0791648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233898	0.518179	0.11155	0	0.607784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.289577	1.00874	0.962947	0.490113	0.236707	0.34452	0.267974	0.0687345	0.373869	1.00065	0.706157	0.516269	0.189718	0.288325	0.807415	0.457859	0.290129	0.717051	0.812936	0.213638	0.323216	0.22798	0.188656	0.202415	0	0.458727	0.361074	0	0.233172	1.05846	0.68582	0.278171	0.35412	0.35436	0.420062	0.622807	0.0408441	0.64491	0.316415	0.160666	0.35441	0.78166	2.98531	1.02331	0.250212	0.794689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.184902	0.379756	0.515831	0.498079	0.766098	0.834383	0.731566	0.248463	0.365684	0.631761	1.59154	0.847501	0.859433	0.538019	0.123489	0	0.212528	0.605839	0.192603	0.311404	0.478137	0.490381	0.105101	0	0	0.268509	0.579613	0.43259	0.158311	0.033016	0.173334	0.244593	0	0	0	0	0.275537	0.599086	0.185568	0	0.188004	0.392458	1.09048	0.744057	0.0370455	0.759386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0.881052	1.51136	1.12662	1.11689	1.0052	1.13377	0.792897	0	0.979256	1.03811	0	0	0	0	0	0	0	0	0.569591	1.11689	0.546782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906499	0.426976	0.724785	0.683259	0.908791	1.43999	0	0	0	0.597015
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.339421	0.136787	0.221611	0.454563	0.751371	0.772398	0.505122	0.279526	0.45268	0.798983	0.704657	0.194596	0.367807	0.451064	0.390821	0.174984	0.287449	0.315357	0.27461	0.0867407	0.251486	0.670096	0.417192	0.161786	0.192331	0.337986	0.640488	0.654061	0.42929	0.254588	0.219817	0.169705	0.167442	0.11314	0.0502844	0	0.210488	0.55903	0.13578	0	0.240661	0.577131	0.430999	0.976861	0.742762	0.297468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	0	0.0973475	0.1693	0.397855	0.722213	0.84636	0.518628	0.037246	0	0.0586907	0.872343	0.423208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.fb9aae7d-4076-4e4e-92a7-34572e1b705b.fc.signal	0.245817	0.475397	0.62344	0.62344	0.405271	0.179268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0	0	0.270055	1.24751	1.34793	0.769705	0.441782	0.297239	0	0.009639	0.23616	0.243376	0.378778	0.161731	0.289252	0.132621	0	0	0.019278	0.318087	0.934733	0.514619	0.359083	0.107805	0.14374	0.282507	0.109888	0.212851	0.198965	0.298659	0.31263	0.0343893	0	0	0.0792568	0.592422	0.437647	0	0	0.290802	0.330308	0.0250614	0.859845	0.927028	0.14117	0.788785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.065651	0.267699	0.610414	0.370756	0.097643	0.589338	0.59884	0.0953143	0	0.40578	1.05292	0.354629	0.195735	0.309372	0.364081	0.396267	0.603925	0.319203	0	0	0.257805	0.289955	0	0.0120954	0.40318	0.189601	0	0.143693	0.883721	1.03332	0.447975	0.136729	0	0	0	0	0.417167	0.303595	0	0.384008	0.8288	0.684513	0.781477	0.206694	0.873793	0.80226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.eca9fb65-4b68-4689-9dc2-ca87771c92ab.fc.signal	0.0719233	0	0	0.135821	0.711416	1.30386	1.32291	0.640279	0.0279444	0.200227	0.788473	0.50134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.f304faea-b0f0-4641-894c-c818af6118ec.fc.signal	1.09525	0.572514	0.460829	0.762644	1.71451	1.65578	1.14425	0.731108	0.951913	0.978664	1.07075	0.510048	0.746003	1.48183	1.39596	0.358189	1.33382	1.66295	1.67633	0.496986	0.544727	1.33992	1.74515	0.914634	0.877356	1.12777	1.13828	1.82353	1.61136	0.71677	0.966661	0.825739	0.95762	1.27589	1.3794	2.05861	2.16894	1.48293	1.65874	1.75226	0.904633	0.57402	0.451881	1.137	1.19902	0.503916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.0bc39444-c5d6-4c2e-a719-a28af7034202.fc.signal	0	0	0	0	0.280937	0.30463	0.570567	0.447848	0.30463	0.168562	0.465116	0.469179	0.194202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0	0	0.0741121	1.03757	3.15881	2.6458	0.433893	0.913062	1.92987	1.63936	0.103757	0	0	0	0.79547	0.532619	0.262851	0	0	0	0.576428	1.22433	0.0207514	0.560288	1.80536	1.41109	0.238641	1.03757	0.29052	0	0	0	0	0	0	0	0	0	0.79547	0.415028	0.380442	0.79547	0.740133	0.0553371	0	0.279279
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.bb047498-09b9-4c13-b396-ee9ca79dcf59.fc.signal	0.0891947	0.401195	0.436293	0.3593	0.331286	0.262945	0.3593	0.112559	0.493358	1.31574	0.769361	0.701354	0.258044	0	0	0.101807	0.451898	0.510082	0.091982	0	0.297316	0.685684	0.379944	0.15855	0.4181	0.328783	0.169479	0.0802476	0.446788	0.53002	0.112923	0	0	0	0.0656746	0.627241	0.517297	0.459579	0.381535	0	0	0.677389	0.71919	0.660598	0.888892	0.788041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.bd79aee4-cb3e-4358-b4aa-2b3125cb6682.fc.signal	0.870892	0.385919	0.748624	0.40623	0.564208	0.903862	0.908478	0.26405	0.227489	0.528099	0.61747	0.555181	0.40623	0.255345	0	0	0.0189574	0.492892	0.192282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343039	0.400814	0.102912	0.34665	0.276236	0.0758296	0	0.880165	1.05078	0.368315	0.259092	0.209581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.dc1d2dc3-279f-44dc-a6f1-0d5154726fd5.fc.signal	0.0135561	0.0328573	0.0579691	0.113183	0.177124	0.275789	0.329596	0.35777	0.325515	0.295697	0.312146	0.315261	0.254431	0.410211	0.5926	0.503986	0.7815	1.46903	0.601069	0.040268	0	0	0	0	0	0	0.148926	0.485036	0.684326	0.641462	0.470295	0.206815	0	0	0.0167783	0.181802	0.568201	0.78083	0.452825	0.20124	0.133523	0.368312	0.545889	0.21901	0.202535	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.6671b082-a817-48d2-abb0-2b33e6b6a3bd.fc.signal	0.197746	0.0966155	0.105496	0.175431	0.159861	0.099599	0.111864	0.301857	0.4093	0.600349	0.560467	0.112849	0	0	0.286026	0.462902	0.100866	0	0	0.057848	0.190745	0.693281	0.663824	0.250483	0.0818136	0	0.018594	0.153737	0.419925	0.437074	0.198378	0.106606	0.12396	0.175656	0.24803	0.257119	0.218253	0.0834664	0	0.0462945	0.67211	0.873107	0.630826	0.621433	0.423839	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.337d4e8a-e984-41f8-aa57-60f7eb5f2a93.fc.signal	0.0934126	0.654804	1.2514	1.50724	1.56254	0.966285	0.918226	0.513054	0.243013	0.301537	1.26925	0.900175	0.316461	0.325143	0.59053	1.2985	1.10383	1.29737	0.974442	0.379753	0.555116	0.547963	0.131634	0.33757	0.398325	0.667255	0.560368	0.0843914	0.27455	0.33757	0.110902	0.0438698	0.16873	0.334756	0.446307	0.622252	0.715622	1.28162	1.01607	0.333043	0.101238	0.131579	0.816348	1.1027	0.192393	0.419162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.e68f52c1-41a1-4e05-8c93-7ca09c5fb4fe.fc.signal	0.347325	0.499116	0.944291	1.03609	1.07152	0.998047	0.547406	0.457431	0.37921	0.76587	0.924979	0.571916	0.137848	0.0714424	0	0	0	0.26159	0.524043	0.472324	0.649709	0.640305	0.392391	0.382135	0.25646	0.165844	0.159007	0.443686	0.795036	0.751758	0.650319	0.501389	0.3847	0.339816	0.227965	0.239363	0.172683	0.141053	0.269284	0.47788	0.536866	0.662343	0.960858	0.692188	0.318726	0.334821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.08f241da-4ea3-4efd-8a07-63057f4f6ca8.fc.signal	0.359382	0.330625	0.388706	0.238621	0.277659	0.262358	0.158392	0.101774	0	0	0	0	0.0947362	0.21654	0.30449	0.522666	0.717429	0.615644	0.255371	0.0126315	0	0.0931122	0.174676	0.137503	0.322635	0.369514	0.43298	0.244678	0.294467	0.470874	0.670722	0.817332	0.487115	0.429374	0.233377	0	0.0678492	0.183337	0.153022	0.0375336	0	0.0616993	0.314738	0.353248	0.249204	0.341693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.770257	0.28021	0.19817	0.508523	0.646643	0.45726	0.312935	0.198394	0.514845	1.10263	0.562187	0	0	0.0594509	0.197674	0.33098	0.221604	0.313625	0.324011	0	0.023142	0.549816	0.273852	0	0	0.242284	0.24886	0	0.0677041	0.295924	0.308741	0.209231	0.30555	0.30077	0.0961092	0.390187	1.03576	0.536592	0.262058	0.1738	0.188308	0.402123	1.05787	1.85118	2.1168	0.785102
