	chr22:30522850-30522999	chr22:30523000-30523109	chr22:30523110-30523149	chr22:30523150-30523219	chr22:30523220-30523299	chr22:30523300-30523449	chr22:30523450-30523599	chr22:30523600-30523679	chr22:30523680-30523749	chr22:30523750-30523899	chr22:30523900-30523979	chr22:30523980-30524049	chr22:30524050-30524129	chr22:30524130-30524199	chr22:30524200-30524349	chr22:30524350-30524499	chr22:30524500-30524649	chr22:30524650-30524729	chr22:30524730-30524799	chr22:30524800-30524949	chr22:30524950-30524999	chr22:30525000-30525099	chr22:30525100-30525149	chr22:30525150-30525249	chr22:30525250-30525399	chr22:30525400-30525459	chr22:30525460-30525549	chr22:30525550-30525619	chr22:30525620-30525699	chr22:30525700-30525849	chr22:30525850-30525949	chr22:30525950-30525999	chr22:30526000-30526149	chr22:30526150-30526299	chr22:30526300-30526359	chr22:30526360-30526449	chr22:30526450-30526599	chr22:30526600-30526749	chr22:30526750-30526899	chr22:30526900-30526979	chr22:30526980-30527049	chr22:30527050-30527129	chr22:30527130-30527199	chr22:30527200-30527349	chr22:30527350-30527459	chr22:30527460-30527499	chr22:30527500-30527649	chr22:30527650-30527679	chr22:30527680-30527799	chr22:30527800-30527949	chr22:30527950-30528019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.0a4412db-98d2-49c5-9fe7-7e089d81032b.fc.signal	0.990012	0.0698553	2.18547	2.16828	0.756402	0	1.01852	0	0.544147	0.198288	0.0910838	0.718014	0.0155247	0	0.249733	0.576306	0.198505	0	0	1.06624	1.41616	0.420589	0.918123	0.0910855	0	0	0	0	0	0	0	0	1.5374	0.939298	2.15708	0.398833	0.563187	0.220029	0.512272	0	0	0	0	0.512272	0	0	2.01091	0.192102	0	1.18699	1.61931	0.369231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.6bb5df92-9ff3-4e16-95ee-8879c7d772cd.fc.signal	0.0954086	0.0647164	0.35594	0.559334	0.35594	0.360686	0.745031	0.155724	0.564535	0.551879	0.283389	0.398173	0.334039	0.71188	0.479325	0.189835	0.142376	0.363964	0.492937	0.456833	0.306108	0	0.225061	0.350878	0.181777	0	0	0	0	0	0	0	0.0071188	0.39628	0.71188	0.585324	0.139615	0	0.154241	0.266955	0	0	0	0.372551	0.423892	0.35594	0.111528	0	0.118647	0.206445	0.528825	0.401323
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.4f07d906-46cb-4b49-9eca-84ffb88233a3.fc.signal	0	0	0	0	0	0.195442	0.494936	0.462543	0.2882	0.170216	0.144181	0.135769	0.225702	0.848005	0.995989	0.508269	0.437287	0.146453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156217	0.302949	0.0155703	0	0.132183	0.330458	0.0420583	0	0	0.157719	0.347625	0.413376	0.502753	0.594427	0.241143	0.156217	0	0.141797	0.3605	0.450704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004703.3.1bba97b5-19f8-44b2-9010-957803792d0a.fc.signal	0.575105	0.186954	1.11504	1.33538	1.16512	1.40061	0.985517	0.0584435	0.764934	1.53812	0.578717	0.4965	0.670955	1.51842	1.15012	0.893003	0.827408	0.981502	0.812676	0.820814	0.683715	0.786824	1.31317	1.61305	0.674812	0.26708	0.15728	0	0	0.0320496	0.26708	1.07361	1.80631	1.22247	0.997082	0.560858	0.409518	0.870668	1.41293	1.7926	0.778337	0.494093	0.331197	0.298647	0.304872	0.578725	1.44487	1.46267	0.965234	1.17996	0.948059	0.318519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.a6734a5b-3b03-45c9-8bf9-b4b30b035291.fc.signal	2.17778	0.0976387	0	0	0.426452	0.656894	0	0.0315955	1.85797	1.14809	0.975047	0.357914	0.284347	1.26608	0.390467	0.972482	0.623318	0.32369	0	0.147411	1.07365	1.21953	0.0252712	0.0126226	0.433814	0	0	0	0	0	0.157945	0.63178	0.126356	0	0	0	0	0.269473	0.602297	0.615986	0.523475	0.995203	0.505322	0	0	0	0.385848	0.269408	0	0	0	0.456621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.bd79aee4-cb3e-4358-b4aa-2b3125cb6682.fc.signal	0.0712505	0.225423	0.524917	0.562207	0.358732	0.03853	0.0951944	0.534692	0.255102	0.176732	0	0.0230777	0.231001	0.551452	0.418536	0.498037	0.153946	0.0885105	0.195252	0.431935	0.330409	0.156997	0.209307	0.13183	0.00194853	0.0901287	0.0524322	0	0	0	0	0.059973	0.221651	0.22781	0.167741	0.149076	0.08945	0.311696	0.256863	0.326343	0.496651	0.388204	0.110398	0	0.162515	0.220215	0.170147	0.223274	0.120517	0.0746756	0	0.696429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.a821fd7c-44ed-4d61-9142-fdff92927929.fc.signal	0.887648	1.2425	0.941176	0.730709	0.808207	1.0121	0.0900064	0.808207	0.84364	1.81862	1.34971	0.354661	0	0	0.358037	0.176259	0.455911	0.382101	0	0.668999	0.294622	0	0	0.216834	0.542831	0.259109	0	0	0	0	0	0	0	0	0	0	0	0	1.08576	1.00255	1.39129	1.48339	0.222094	0.103644	1.21737	1.86313	0.642892	0	0.326071	0.914038	0	0.543353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.f15be373-5bad-4963-a06f-42b469a3cf40.fc.signal	0	0	0	0.677694	3.28299	1.30792	1.66917	0.30556	0	0.323923	0.655312	3.12944	4.19702	1.9358	1.5903	0.755888	0.0137516	0.375277	0.985289	1.72086	1.12658	0.631961	0.38959	2.20051	3.24739	1.83542	0.757519	0.152283	0	0	0.0539256	0.660747	2.29913	1.02909	1.10257	1.9318	0.721725	1.35749	0.767076	0.653144	2.10401	0.4899	0	0	0	0	1.68218	1.31805	0	0	0	0.650943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.803d7f5d-192e-4b5b-9ea2-f9b8994e9342.fc.signal	0.029858	0	0	0	0	0	0.180904	0.285092	0.206469	0.103364	0.249863	0.342853	0.277437	0.270894	0.453326	0.837541	0.561403	0.295958	0.211451	0.145395	0.221012	0.245614	0.149617	0.0388416	0.0120224	0.13872	0.13872	0.180333	0.13872	0.303349	0.237204	0.108202	0	0	0	0	0.229727	0.441542	0.15697	0.276264	0.457479	0.813532	0.678023	0.320678	0.100465	0	0	0	0	0	0	0.431953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.792a7453-f3de-4e03-b55b-6ed6dc280947.fc.signal	0.0799184	0.457168	0.692031	0.484741	0.220436	0.0863117	0.478142	0.433181	0.396973	0.386336	0	0	0	0	0	0.495995	0.187505	0	0	0	0	0	0	0.0535728	0.36816	0.33483	0.282745	0	0	0	0	0	0	0	0	0	0	0.00399273	0.0721334	0	0.0542516	0.167234	0.240208	0.172361	0	0	0	0	0	0	0	0.675676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.c608e076-b4cb-49e5-bf4c-ab19d04cc659.fc.signal	0.81287	0.326458	0.444616	1.04828	1.2865	0.736547	0.616205	0.399768	0.139576	0.38457	0.724086	0.715927	0.52893	0.597895	0.397275	0.399271	0.286958	0.575662	0.91133	1.64691	1.79212	0.771123	0.635639	1.39094	1.26764	0.869914	0.0715436	0	0.183702	0.197362	0.131654	0.976058	0.835138	0.989995	0.880184	1.23199	0.955199	0.677993	0.811218	1.15162	1.02055	0.460785	0	0	0.152906	1.4768	1.75503	1.08829	0.184619	0	0	0.566667
