	chr9:143602-143751	chr9:143752-143901	chr9:143902-144051	chr9:144052-144201	chr9:144202-144351	chr9:144352-144411	chr9:144412-144481	chr9:144482-144501	chr9:144502-144651	chr9:144652-144721	chr9:144722-144801	chr9:144802-144951	chr9:144952-145041	chr9:145042-145101	chr9:145102-145181	chr9:145182-145251	chr9:145252-145281	chr9:145282-145401	chr9:145402-145431	chr9:145432-145521	chr9:145522-145551	chr9:145552-145701	chr9:145702-145751	chr9:145752-145851	chr9:145852-145971	chr9:145972-146001	chr9:146002-146091	chr9:146092-146151	chr9:146152-146301	chr9:146302-146391	chr9:146392-146451	chr9:146452-146541	chr9:146542-146601	chr9:146602-146641	chr9:146642-146751	chr9:146752-146831	chr9:146832-146901	chr9:146902-147051	chr9:147052-147161	chr9:147162-147201	chr9:147202-147251	chr9:147252-147351	chr9:147352-147471	chr9:147472-147501	chr9:147502-147591	chr9:147592-147651	chr9:147652-147801	chr9:147802-147951	chr9:147952-148031	chr9:148032-148101	chr9:148102-148151	chr9:148152-148251	chr9:148252-148291	chr9:148292-148311	chr9:148312-148401	chr9:148402-148421	chr9:148422-148551	chr9:148552-148658	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.9d84f1f6-2f6a-416c-bcef-ff170f289a63.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200675	0.349	0.231213	0.349	0.597953	0.0856636	0	0	0	0	0	0	0	0	0.283853	0.623838	0.0249286	0	0	0	0	0	0	0	0	0.894828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226588	0.4593	0.27558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284766	0.327634	0	0	0	0	0	0	0	0	0	0	0.0590062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0	0	0	0	0	0.329421	0.36156	0.36156	0.295676	0.12052	0.012052	0	0.00133911	0.449941	0.48208	0.7695	0.582461	0.36156	0.172745	0	0.184797	0.346263	0.583216	0.36397	0.0793423	0	0	0	0.112485	0.107129	0	0	0	0	0.0887465	0.24104	0.24104	0.0474045	0.0613556	0.12052	0.12052	0.0891848	0	0	0	0.0582513	0.12052	0.0329421	0	0	0	0	0	0	0	0	0	0	0.865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270775	0.39488	0.39488	0.39488	0.00877511	0	0	0	0	0	0	0.0965262	0.39488	0.389615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388299	0.39488	0.0552832	0	0	0	0	0	0	0	0	0	0	0.953237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0	0	0	0	0	0	1.37433	0.183243	0.392664	0	0	0	0	0	0	0.916217	0	0	0	1.83243	0.183243	0.54973	0	0	0.916217	0	0.458108	0.366487	0.610811	0	0	0	0	0.249877	0.343581	0	0	0	0	0	0	0	0	0	0	0	0.280988	0.503947	0	0	0	0	1.37433	0	0.733084	0	0	0.651141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287843	0.5118	0.272867	0.0170533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0921187	0.497836	0.01279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.b9dd63b5-faa8-49f6-89a1-d994c468eb04.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.ad6f214b-6bc2-494d-ba70-0c0eed50632c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0745004	0.85962	0.275078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177538	0.24855	0.247515	0.00414467	0.103617	0.223725	0.431744	0.517093	0.340568	0.0704593	0.0455913	0.12434	0.24855	0.828656	1.09104	0.602834	0.135381	0.122268	0.39462	0.723173	0.672759	0.371114	0.580057	0.466689	0.28896	0.161603	0.0758474	0	0	0	0	0.172354	0.61069	0.324747	0.0817091	0	0	0	0	0	0	0	0	0.444517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235284	0.322671	0	0	0.008403	0.25209	0.212876	0.0966345	0.146212	0	0	0	0	0	0	0	0.554614	0.48073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31981	0.766107	0.826334	0.636014	0.917881	0.39269	0	0	0	0	0	0	0	0.50881	0.764793	0.243923	0.065046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237838
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0	0	0	0	0.0218092	0.54523	0.638698	0.54523	0.26171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508881	0.54523	0.109046	0.399835	0	0	0	0	0	0	0	0	0.150363	0.125128	0.059109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.335d5648-b9ca-4211-8bfb-0a3facdceb71.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230941	0.513844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680145	0.37408	0.37408	0.361611	0.37408	0.37408	0.037408	0	0	0	0	0	0.356674	0.74828	0.126261	0	0	0	0	0	0	0	0	0	0.444593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075698	0.32442	0.279001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0	0	0	0	0	0.45033	0.564572	0.817006	0.325976	0	0	0	0.109751	0.23518	0.430159	0.407748	0.219501	0	0.0130656	0.23518	0.755844	0.776237	0.277578	0.656666	1.50544	1.74594	1.04281	0.442222	0.4705	0.246946	0.11759	0.31362	0.582211	0.804032	0.605729	0.665363	1.0695	1.09703	0.670407	0.371666	0.0517396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216077	0.39085	0.414978	0.39085	0.219911	0.0314959	0	0	0	0	0	0.0860185	0.177719	0.09775	0.05474	0	0	0	0.0792833	0.258993	0.330299	0.324444	0.338362	0.120087	0	0	0	0	0	0	0	0	0.678525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01234	0.306024	0	0	0	0	0	0.228285	1.0191	0.205662	0	0	0	0	0	0.00694125	0.708559	1.42873	0.913592	0.129567	0	0	0	0	0	0	0	0.243095	0.694115	0.00793286	0	0	0	0	0	0	0	0	0.499318
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158788	0.20972	0.20972	0.20972	0.0163116	0	0	0	0	0	0	0.21438	0.412449	0.59141	0.202729	0	0	0.0489347	0.20972	0.242131	0.154669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773313	0.556218	1.32848	0.172671	0	0	0	0	0	0.147392	0.758777	0.677799	0.372967	0	0	0	0	0	0	0	0	0	0.821577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.2f01b19c-2e56-45af-86c9-ded8324ddd4a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223197	0.45654	0.322622	0	0	0.0101453	0.45654	0.45654	0.784423	0.91309	0.91309	0.118701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.153650ef-7ef6-43cd-b5dc-cf062deb8afd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035318	0.28246	0.35304	0.534322	0.70609	0.479592	0.249131	0.0765223	0	0	0.165553	0.17659	0.0647497	0	0	0	0	0	0	0	0.155988	0.459001	0.574333	0.456787	0.156378	0	0	0	0	0	0	0	0	0.83557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.bb312763-aab5-42d7-8f1f-61e48149dd10.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544765	0.5816	0.28353	0	0	0	0	0	0	0.463341	0.527713	0.02908	0	0	0	0	0	0	0	0	0	0.426848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051546	0.479737	0	0	0	0	0	0	0	0	0	0	0	0.82824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034918	0.234929	0.180421	0	0	0	0	0.0527193	0.14378	0.14378	0.160091	0.344469	0.199244	0	0	0	0	0	0	0	0	0	0.716094
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.728f2424-573a-4743-bf7a-a87d17545a80.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296417
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.ed370922-25ef-47f2-a418-4e72e927a2c1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504678	0.57495	0.272143	0	0	0	0	0	0	0	0	0	0	0	0.181034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116377	0.359109	0.501831	0.467361	0.108619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bac25e3f-fc09-41ff-86d6-c2a6c3049d47.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238476	0.635941	0.692722	0	0	0	0	0	0	0	0	0	0	0	0.149584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.3b2af9eb-fdf7-488c-8635-f562c6894205.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310166	0.477179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162792	0.2584	0.143412	0.0882867	0.370382	0.46513	0.402683	0.219641	0.2584	0.183033	0.0473733	0.1292	0.22287	0.209069	0.224485	0.306394	0.38158	0.132724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000785.3.66a43673-c091-4ff9-9f8c-cff41c7031b3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796663	1.04325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0	0	0	0	0	0.112669	0.252492	0.30741	0.205935	0	0	0	0	0	0	0.153681	0.30741	0.30741	0.153649	0.0648702	0.169017	0.288958	0.144422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096596	0.591243	0.250096	0	0	0	0	0	0	0.222812	0.586482	0.824795	0.591732	0.195411	0	0	0	0	0	0	0	0	0.242925
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000341.2.60427f84-8516-4b50-8b0c-92e59f98bd58.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942623
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194493	0.632101	0.68906	0.0527909	0	0	0	0	0	0	0	0	0	0	0.31392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0	0	0	0	0.0056258	0.28129	0.28129	0.28129	0.135019	0	0	0	0.0781361	0.84387	0.84387	0.84387	0.187527	0	0	0	0.159398	0.28129	0.28129	0.0225032	0	0	0.0593834	0.28129	0.273789	0	0	0	0	0	0	0	0	0	0.242932	0.28129	0.28129	0.112516	0	0	0.00312544	0.609462	0.84387	0.176275	0	0	0	0	0	0	0	0	0	0	0.768707
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0	0	0	0	0	0	0	0.0855	0.68403	0.317584	0	0	0	0.159572	0.350492	0.942935	0.763818	0.527261	0	0	0	0	0	0	0	0	0.079786	0.34194	0.237078	0	0	0	0	0	0	0.269278	0.34194	0.118539	0	0	0	0	0	0	0	0.307746	0.314585	0.369307	0.461671	0.34194	0.157292	0	0	0	0	0	0	0	0.972332
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.916f86f3-bba4-4f2a-8dee-7255de7413cf.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000270.2.78aaba4a-3f88-4f65-82d6-9d5fa5ceabcb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.b8e4fc89-a1f2-4c5d-ae40-28beee956889.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481917	0.28915	0.224894	0	0.23132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117588	0.304572	0.0759019	0	0	0	0	0	0	0	0	0	0.176471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.66df243c-6c5c-42f5-bb98-73ebf9a3096e.fc.signal	0	0	0	0	0.045655	0.27393	0.172185	0.27393	0.12966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997919	2.33525	2.20092	0.47938	0.27393	0	0	0.136965	0.407851	0.296758	0.0109572	0.142444	0.434864	0.0586993	0	0	0	0	0	0	0	0	0.773532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186467	0.49359	0.348804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237785
