	chr5:179835385-179835474	chr5:179835475-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836054	chr5:179836055-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.8efd4d25-0ff3-467d-8be9-cd2a58761d99.fc.signal	0	0	0	0	0	0	0	0.021434	0.906342	0.297011	0.0813804	0.248775	0.152636	0.482756	0.282426	0.052054	0.412533	0.510026	0.718261	0.286034	0.0791855	0.217154	0	0	0	0	0	0.300076	0.312324	0.118904	0.76818	0.946156	0.557281	0.07655	0.733583	0.327921	0	0	0.036744	0.457795	0.116356	0	0	0.209675	0.70764	0.22407	0	0.148848	0.149685	0	0	0	0.021434	0.744069	1.64135	2.07805	0.553254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.43f1c761-68ab-4b08-9b03-abbbc17d64b6.fc.signal	0	0.0321387	0.148641	0.163907	0.0281213	0	0.12052	0.380446	0.663154	0.510242	0.369128	0.486043	0.359221	0.504189	0.528694	0.239514	0.112574	0.126459	0.0910159	0.187065	0.431502	0.535168	0.700412	0.547441	0.392734	0.222316	0.257109	0.282017	0.425895	0.489594	0.402889	0.116331	0.207389	0.496782	0.339299	0.41464	0.480386	0.483764	0.150609	0.184434	0.272126	0.485353	0.264178	0.234787	0.555087	0.588702	0.266187	0.275084	0.236295	0.169665	0.441856	0.446723	0.616982	0.671578	0.616974	0.897437	0.577011
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.29eb7dda-7f49-49e4-a68a-685ebc852d97.fc.signal	0.39488	0.39488	0.19744	0	0	0	0	0.221133	0.739742	0.256943	0.385129	0.358025	0.38478	0.0428306	0.368555	0.584409	0.4339	0.430437	0.484958	0.411651	0.39488	0.0157952	0	0	0	0	0	0	0	0	0.175781	0.251232	0	0	0	0	0	0	0	0.236857	0.520204	0.291917	0.39488	0.155319	0	0	0	0	0	0.00526507	0.39488	0.705517	1.08189	0.234295	0.297476	0.39488	0.284141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.c3c561b3-1ba8-48ab-9c44-6537af372fb5.fc.signal	0	0.70247	0.366487	0.700277	1.17261	0	0.274865	0.0366487	0.366487	0	0	0	0.177487	0.183243	0.183243	0.183243	0	0	0.0977445	0.166144	0.0407373	0.168835	0.366415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183243	0.183243	0.183243	0	0.154744	0.183243	0	0.366487	0.366415	0.183243	0	0	0	0	0.183243	0.183243	0	0.183243	0	0.991321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.ca485291-98be-4da7-8667-33d3bd0f55ac.fc.signal	0	0.241216	0.714561	0.489304	0	0.00979429	0.28886	0.674479	0.663852	0.149208	0.381933	1.37466	0.456939	0.274009	0.123898	0.644425	0.464318	0.817784	0.663116	0.418508	0.353047	0.670357	0.286156	0.205371	0.223371	0.20368	0.123627	0.0288319	0.634902	0.309998	0.606562	0.602928	0.620199	0.16021	0.57261	0.229137	0.611122	0.732431	0.478319	0.462414	0.714458	0.524937	0.194084	0.31897	0.665952	0.206559	0.125386	0.682391	0.578358	0.714532	0.0175943	0.295583	1.48806	0.617734	0	0	0.57277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.4a1ca7c4-2f79-45be-831a-730c86435275.fc.signal	0.638658	1.31559	1.10569	0.862235	0	0	0	0.349986	1.28035	0.128721	0	0.718496	0.101723	0.40061	1.04898	0.271276	1.33073	1.22294	0.409334	0	0.238989	1.77307	0.589651	0.8227	1.094	0.987028	0	0.591996	1.72151	0.273645	1.03347	1.15813	0.367257	0.265507	0	0.298203	0.549201	1.17925	0.242355	0.327994	0.449775	0.404173	0.385225	0.107822	0.765321	2.02091	1.11957	0.72949	1.18829	1.02694	0	0	0	0.588139	1.28107	0.47127	0.680498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.767f330d-c515-40cb-be8a-255001f91f74.fc.signal	0	0	0	0	0	0	0	0.6699	1.30944	1.92647	1.49896	0.257002	0.311477	0	0.0489935	1.37562	0.805591	0.64389	2.58367	0.647201	2.5581	2.14754	0	0.957082	0.753851	2.03983	0.128389	1.58736	0.754402	0.757474	3.90063	0.205316	0	0	0	0	0	0	1.58275	2.9968	1.23565	0	0.249181	1.083	0.276477	0.894836	1.02034	0.232835	0	0	0	2.39742	0.4144	0	0	0	0.555351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.eee60a22-f599-43f7-a6b7-6bb8cd9c0fb1.fc.signal	0	0.165709	0.393613	0.182326	0.0207233	0	0.208183	0.374702	0.19105	0.212318	0.382763	0.142992	0.433881	0.308458	0.467529	0.26419	0.10884	0.0425689	0.237787	0.185561	0.196185	0.317427	0.328571	0.296841	0.707083	0.39143	0.0497213	0.00331573	0.305315	0.432122	0.626623	0.184642	0.0216283	0	0.0085974	0.160844	0.216028	0.232975	0.0200512	0.0732226	0.20836	0.0780949	0.159854	0.41524	0.20203	0.231218	0.31828	0.174155	0.0307103	0.282242	0.243286	0.301659	0.270142	0.632027	0.986584	0.655678	0.860327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.71944ce4-bd57-4526-b0d0-a368c7bbdce8.fc.signal	0.093661	0.383318	1.01302	0.419741	0.263193	0.432363	0.541723	0.440364	0.274496	0.431166	0.457043	1.04145	0.571631	0.140889	0.318134	0.724054	0.678045	0.687579	0.418609	0.562215	0.564323	0.389601	0.296624	0.691301	0.449586	0.672007	0.444941	0.388521	0.388408	0.522923	0.916227	0.48109	0.124324	0.270178	0.191363	0.141581	0.564146	0.280084	0.484508	0.619208	0.252186	0.229098	0.320045	0.522057	0.627594	1.07054	0.361043	0.252691	0.249099	0.152608	0.187136	0.261917	0.652039	0.492273	0.367137	0.443391	0.265347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.ba7ad3ac-45d8-4d57-96d9-67d86c9899a4.fc.signal	0.0313184	0.21682	0.407622	0.455323	0.187911	0	0.176166	0.718404	0.903427	0.521817	0.119292	0.616833	0.461007	0.368228	0.143309	0.63294	0.799039	0.0548208	0.230489	0.828262	0.627341	0	0.461109	0.683806	0.467821	0.0954008	0	0	0.0991451	0.862627	0.663285	0.153219	0.795016	0.792125	0.64324	0.94232	0.750017	0.67591	0.344025	0	0.005728	0.852537	0.585156	0.432198	1.12603	0.698166	0	0.497247	0.623003	0.0361367	0.245729	0.682267	0.195108	0	0.088046	0.371314	0.680258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.7dbee8a8-9cc7-46ce-85e2-59b2468157be.fc.signal	0	0	0	0	0.0502804	0.146472	0.124485	0.0991391	0.198624	0.106153	0.146475	0.193797	0.276768	0.105623	0.132402	0.0613886	0.0685144	0.0598895	0.0129813	0.0630331	0.171232	0.0818611	0.202831	0.182336	0.182084	0.0176507	0	0	0	0	0	0	0	0.107799	0.0892979	0.0394285	0.137027	0.0130898	0.0341876	0.164397	0.137295	0.0860306	0.0766359	0	0.0510379	0.0735845	0.0806905	0.074956	0	0.0441732	0.167989	0.0732404	0.0811137	0.0687047	0	0	0.528455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.6300cfe8-bf7c-4c50-b350-9885c462045f.fc.signal	0	0	0	0	0	0	0.0216236	0.101303	0.194049	0.42502	0.176841	0.0294147	0.0924198	0.179359	0.0802079	0.228055	0.164721	0.171788	0.336097	0.575576	0.397618	0.106702	0.0158557	0.115737	0.177832	0.10024	0	0.0085228	0.184838	0.312533	0.331413	0.109984	0.228774	0.240715	0.148389	0.0615892	0.148216	0.0989583	0	0	0.0739505	0.182189	0.163494	0.147771	0.104348	0.422519	0.591666	0.485694	0.204843	0.0779571	0.183338	0.101794	0.381861	0.750531	0.248242	0	0.641509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.39496704-1279-499c-ac28-c72497e8030d.fc.signal	0.551423	0.719001	0.565291	0.0800236	0	0.0926237	0.695188	0.744032	0.043256	0	0	0	0.224085	0.336321	0.616165	0.141084	0.183693	0.624291	0.0324104	0	0	0.176447	0.271629	0.33104	0.16269	0.146901	0.601602	0.51467	0.495213	0.435081	0.317439	0	0.042625	0.321451	0.16393	0.19477	0	0	0.163298	0.259299	0.240071	0.192489	0	0	0	0	0	0.268187	0.164373	0.200635	0.482241	0.936365	0.620637	0.279571	0.02387	0	0.327345
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0.24308	0.4705	0.059592	0.156787	0.457053	0.323425	0.209395	0.150316	0.0587496	0.208236	0.0150336	0.0927419	0.214783	0.0323337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00513307	0.3007	0.0905502	0	0	0.235195	0.391682	0	0	0.331988	0.60272	0.218775	0.413715	0.270837	0.387487	0.352095	0.100982	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.bb5f2209-5784-4d8e-bc4f-dc5a3678ac34.fc.signal	0.0173778	0.239449	0.676916	0.461274	0.137498	0.368552	0.528911	0.680662	0.608608	0.590247	0.876934	0.673235	0.876562	0.73813	0.84565	1.23263	0.659224	0.695296	0.638048	0.354456	0.473016	1.07887	0.725139	1.19875	1.16879	0.321201	0.0110783	0.0703746	1.04565	0.835005	0.411836	0.700297	0.807663	0.592305	0.446392	0.44429	0.377394	0.342585	0.491537	0.553773	0.909965	1.54416	1.50593	1.87109	0.999411	0.846988	0.762251	0.999319	1.30037	1.34011	0.440423	0.426081	0.716665	0.258036	0.35513	0.770112	0.960317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.e4c527ec-18d1-4382-887e-2c78b7a5a939.fc.signal	0.205663	0.39487	0.434358	0.611989	0.677389	0.236264	0.687883	0.178213	0	0.200597	0.238674	0.236532	0.0294054	0.161795	0.0242809	0.41097	0.0160393	0.543926	0.0751411	0.262836	0.0783505	0.626382	0.64416	0	0.346735	0.223925	0	0	0	0.359072	0.00182267	0	0.21818	0.222305	0.0805072	0.318928	0.220939	0	0	0	0	0.0876203	0.0988617	0	0	0	0	0.112405	0.150132	0	0	0	0	0.0607912	0.943551	0.0395716	0.702521
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.0349533	0	0.113249	0.188748	0.0335552	0	0	0.308987	0.0866843	0.605531	0.297409	0.697669	0	0.203898	0.145686	0.195382	0	0	0.083888	0.308987	0.243275	0.0349533	0	0.0866843	0.244481	0	0	0	0	0	0	0	0.0824407	0.248933	0	0	0.0912803	0.105635	0	0	0	0	0	0	0.253062	0.324367	0.0936749	0	0	0	0	0.0880824	0.24747	0.191544	0.28932	0.43782	0.820312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.0392697	0.776752	0.798805	0.158157	0.173144	0.0929999	0.683502	0.792397	0.569895	0.71404	0.648707	0.929904	0.518311	0.630776	0.3619	1.03566	1.28037	0.868669	1.1528	0.380572	0.490402	1.5567	1.43696	1.57214	0.64739	1.49647	0.268677	0.132583	0.707449	0.355761	1.07553	1.26673	0.342669	0.16314	0.208293	0.274715	0.366914	0.216642	0.367912	0.888329	0.59736	0.355472	0.442463	0.239475	0.787109	0.298336	0.251165	0.429381	0.217299	0.0544515	0.408476	1.04855	0.839175	0.0956434	0.150061	0.23014	0.286008
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.2f01b19c-2e56-45af-86c9-ded8324ddd4a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.332683	0.215061	0.351541	0.227312	0.028348	0	0.0798028	0.443353	0.312781	0.041342	0	0	0	0	0	0	0	0.687828	2.0878	0.97302	0.279775	0.0559882	0.0307848	0.308822	0.286894	0.244219	0.145251	0.263968	0	0	0.326072	0.915656	0.37567	0.445899	0.436542	0.157272	0.45547	0.809706	0.155417	0.285115	0.328399	0	0	0	0	0.633721
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.09140551-847e-4455-880b-7ea02a3132da.fc.signal	0.137348	0	0.156575	0.336571	0.448393	0.703569	0.546021	0.0548598	0.041195	0.35304	0.076499	0.128322	0.116549	0.17659	0.120081	0.307163	0.31306	0.568418	0.402487	0.66374	0.278937	0.357749	0.242467	0.644917	0.151839	0	0.102422	0.26164	0.0818561	0	0.252729	0.257166	0.484167	0.313678	0.539369	0.139035	0	0	0.151867	0.333048	0.334219	0.582947	0.566928	1.02376	1.33248	0.68768	0.410772	0.021824	0	0	0	0	0.0423816	0.57784	1.08889	0.855051	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.bb312763-aab5-42d7-8f1f-61e48149dd10.fc.signal	0.390544	0.409708	0.246265	0.113801	0.0202151	0	0.00479875	0.142341	0.26288	0.203875	0.106116	0.350155	0.327957	0.0345349	0.22485	0.445201	0.194917	0.103892	0.0948838	0.0917725	0.40067	0.368242	0.222768	0.23594	0.112054	0.195988	0.266537	0.146227	0.320751	0.276746	0.0807983	0.175748	0.207706	0.215797	0.334943	0.284056	0.171873	0.0853459	0.153473	0.400748	0.626315	0.47475	0.178464	0.269463	0.357846	0.251171	0.198224	0.212008	0.101906	0.0851496	0.281247	0.453614	0.156336	0	0	0	0.867703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0	0	0	0	0	0	0.23911	0.700169	0.64564	1.03797	0.394501	0.136315	0.241556	0.13701	0.95264	0.558103	0.595452	0.190467	0.262709	0.216805	0.279192	0.320411	0	0.321606	0.426337	0	0	0.458759	0.139174	1.1804	0.495141	0.422977	0	0	0	0.809241	1.92307	1.41947	1.29987	0.551508	0.499057	0.365977	1.31944	1.68666	0.541207	0.693855	0.533667	0.728587	0.252575	0	0.051546	1.72665	0	0.979131	0.493748	0.23913	0.256098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0	0	0	0	0.125602	0.665646	0.684902	0.157248	0.0795583	0.122692	0.242487	0.439211	0.0423977	0	0.00958533	0.377775	0.498583	0.0958776	0.375859	0.512953	0.0469681	0.1291	0.201386	0.176616	0.136881	0.433223	0.174947	0.0558992	0.123356	0.0825812	0.081722	0.00766827	0.263713	0.112188	0.0264263	0.472077	1.06899	0.385238	0.189858	0	0	0	0	0	0	0	0	0	0	0.0028756	0.232051	0.326996	0.193672	0.0712852	0.290428	0.550124	0.43649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.ed370922-25ef-47f2-a418-4e72e927a2c1.fc.signal	0	0	0	0	0.03833	0.57495	0.57495	0.214384	0.870223	0.689974	0.801222	0.44005	0.00541267	0.318926	0.328678	1.00801	0.208816	0	0.20532	0.85948	0.82502	0.11083	0.507202	0.57534	1.49419	0.68969	0.445149	0	0	0.0170496	0.409022	0.150527	0	0.0572727	0.403957	0.099463	0	0	0.0424822	0.272369	0.0801949	0	0.716492	0.736289	0.100587	0.461886	0.0681984	0.137116	0.354075	0.028418	0	0.980491	0.593903	0	0.058395	0.40944	0.593939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.0983782	0.092924	0.171971	0.195338	0.00325533	0	0	0.233012	0.477227	0.273509	0.210547	0.298235	0.445857	0.712523	0.658377	1.06739	1.34707	0.808098	0.547206	0.782446	0.874098	0.663754	0.797559	0.600009	0.190702	0.170744	0.0950533	0.179539	0.377102	0.541672	0.567765	0.434398	0.451951	0.491003	0.192281	0	0.0261643	0.273222	0.481722	0.256359	0.356676	0.399219	0.487957	0.522373	0.195372	0.465546	0.491651	0.118763	0.249104	0.457707	0.632311	0.464085	0.13722	0.415331	0.61578	0.533286	0.181152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bac25e3f-fc09-41ff-86d6-c2a6c3049d47.fc.signal	0	0.075088	0.170292	0.0625771	0	0	0	0	0	0	0.0524539	0.38272	0.179567	0.148898	0.438575	0.123804	0.484998	0.333188	0.182733	0.0379017	0.358953	0.381499	0.195004	0.189321	0.159741	0.261453	0.301969	0.414176	0.510474	0.398529	0.107869	0.184492	0.155128	0.0124673	0	0	0	0.104857	0.002933	0	0.0253605	0.157255	0.00679413	0	0.120707	0.0965293	0.0336576	0	0.291127	0.0559347	0.0828215	0.148893	0.135471	0.0053382	0.132145	0.285392	0.801261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.3b2af9eb-fdf7-488c-8635-f562c6894205.fc.signal	0	0	0	0	0	0.230068	0.89471	0.73735	0.505755	0	0.0394027	0.401413	0	1.00993	0.075783	0	0.362592	0.30419	0.96309	0.610802	0.583911	0.633079	0.1014	0.801411	0.4204	1.38398	0	0.367752	0.272791	0.460602	0.645711	1.00381	0.189645	0	0.475218	0.64729	0.619294	0.350033	0.0775415	0	0	0	0	0.131224	1.06186	0	0	0.672952	0.246554	0	0.56665	0.0298237	0.32806	0.458873	0.215667	0	0.773585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.126329	0.1292	0.0447893	0	0	0	0.027455	0.11525	0.277029	0.216282	0.0880495	0.143716	0.164286	0.256328	0.456126	0.518331	0.259058	0.0378987	0.253234	0.429554	0.67153	0.343676	0	0.0369972	0.241188	0.0739851	0.209304	0.11628	0.0763086	0.456091	0.474568	0.246072	0.181068	0.155603	0.41272	0.375843	0.0219519	0.174663	0.64102	0.708115	0.404419	0.206124	0	0.187598	0.186501	0.596112	0.385921	0.370952	0.900053	0.381838	0.0111218	0	0	0.148772	0.17782	0.0856766	0.219512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000785.3.66a43673-c091-4ff9-9f8c-cff41c7031b3.fc.signal	1.03139	1.06696	0.376993	0	0	0	0	2.06982	2.21208	1.60037	1.23052	0	0	1.17364	1.42793	1.52925	1.47947	0.0640176	0	0	0	0.448123	0.97449	0	1.12386	1.42968	0.291636	0.988716	1.33011	1.6075	4.63749	2.40412	0.412558	0.583271	1.45813	0.803777	0	0	0	0	0.81089	0.611724	1.25185	1.59326	0.924699	0.766287	0.931527	0.0830472	0.0142261	1.06696	0.341427	0.540593	0.88202	0.384106	1.02407	0	0.699507
