	chr12:21935518-21935617	chr12:21935618-21935667	chr12:21935668-21935767	chr12:21935768-21935817	chr12:21935818-21935887	chr12:21935888-21935967	chr12:21935968-21935977	chr12:21935978-21936117	chr12:21936118-21936137	chr12:21936138-21936267	chr12:21936268-21936417	chr12:21936418-21936507	chr12:21936508-21936567	chr12:21936568-21936717	chr12:21936718-21936867	chr12:21936868-21936917	chr12:21936918-21936937	chr12:21936938-21937017	chr12:21937018-21937167	chr12:21937168-21937317	chr12:21937318-21937467	chr12:21937468-21937617	chr12:21937618-21937767	chr12:21937768-21937917	chr12:21937918-21938007	chr12:21938008-21938067	chr12:21938068-21938157	chr12:21938158-21938187	chr12:21938188-21938217	chr12:21938218-21938367	chr12:21938368-21938457	chr12:21938458-21938517	chr12:21938518-21938547	chr12:21938548-21938627	chr12:21938628-21938637	chr12:21938638-21938667	chr12:21938668-21938817	chr12:21938818-21938967	chr12:21938968-21939117	chr12:21939118-21939267	chr12:21939268-21939417	chr12:21939418-21939567	chr12:21939568-21939717	chr12:21939718-21939867	chr12:21939868-21940017	chr12:21940018-21940167	chr12:21940168-21940317	chr12:21940318-21940467	chr12:21940468-21940577	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.f304faea-b0f0-4641-894c-c818af6118ec.fc.signal	1.5331	1.47955	0.665372	0.757615	1.0492	0.861093	0.6893	0.313255	0.104128	0.26163	0.706665	0.454176	0.554397	0.722155	1.00929	1.02061	0.89713	0.837199	0.64307	1.10668	0.84885	0.316594	0.697891	0.950674	1.14235	0.906423	1.25664	1.27434	1.14344	1.13848	1.03139	0.527085	0.364375	0.359904	0.71682	0.862929	1.49366	1.24259	0.959664	0.487919	0.436218	0.979051	1.66941	1.09401	0.702721	0.729815	1.44122	1.04555	0.80673	0.762097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.84110ecf-3acc-4ab9-918a-d46b0401ed1e.fc.signal	0.121838	1.82757	0.023602	1.38742	0	1.75142	7.31027	1.17213	3.95973	2.39292	1.53286	0.676877	1.44111	0.812252	1.35595	0	4.255	0.51718	0.49422	0.534535	0.402361	0.560446	0.392602	0.283197	0.541501	0.507657	0.338438	3.04594	0	0.406126	0.338438	1.42144	2.23369	0	3.04594	0	0.648526	0.453334	0.0236021	0.48525	0.465988	1.52947	0.519478	0.746075	0.326792	0.57749	0.63891	0.53498	0.134639	0.621622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0	0	0	0	0	0	0	0.844875	3.1127	2.31457	1.50101	2.45557	0.830056	1.43876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712465	0.767802	0.110674	0.79547	0.249017	1.01682	1.82612	0.33894	0.546454	0	0	0	0.198081	0.707317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.138484bb-d1db-4537-b285-bd13fe5a9644.fc.signal	0.171333	0.370418	0.201097	0	0.330721	0.748858	0.47756	0.697959	1.62515	0.86971	1.37662	0.882284	0.632301	0.969397	1.19952	0.628276	0.424519	0.364321	0.225138	0.479377	1.11275	0.162571	0.4665	1.08147	0.517358	0.473744	0.219843	0.217799	0.337003	0.755429	0.130994	0.069696	0.1854	0.441057	0.47041	0.452121	0.548086	0.391518	0.59741	1.20395	0.754557	0.270928	0.388993	0.563242	1.013	0.762349	0.392215	1.20512	1.54189	0.376963
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004604.3.90b22b5d-3f31-4944-a92b-e05b092bb019.fc.signal	0.58405	0.426358	0.478955	0.58405	0.150233	0.200787	0.87617	3.06249	2.83302	0.590869	0.467259	0.272645	0.29212	0.0116848	0	0	0	0	0	0.486569	1.68853	2.43164	0.686632	0.270889	0	0	0	0	0	0	0	0	0	0	0	0	0.22637	0.27654	0.122939	1.07577	1.11072	0.474981	0.751947	0.95991	1.28124	0.543222	0.140218	0.561141	0.905487	0.327354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.6809abea-4899-4dd9-b04a-d68ef6203ffb.fc.signal	0.58369	0.363892	0.213835	0.61392	0.717466	0.509433	0.357369	1.09219	1.54376	1.29536	1.31584	1.43169	1.42133	1.29287	1.72903	1.73778	1.81804	1.77146	1.59475	0.753985	0.490772	0.797595	0.306112	0.433683	1.32513	1.39233	0.844516	0.392379	0.295525	0.793323	0.336532	0	0	0.270497	0.337752	0.34264	0.421555	0.308722	0.540637	1.3451	1.20026	0.267197	0.492103	0.744606	0.610626	0.300891	0.536616	0.780034	0.915575	0.558824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.8283360d-85c5-47d8-8e88-2dbecb596c14.fc.signal	0.269696	0.27514	0.253082	0.35742	0.597643	0.557874	0.391724	0.321925	0.541716	0.340404	0.0233207	0.139019	0.279596	0.103504	0.251002	0.118843	0	0	0.0800369	0.410876	0.491162	0.369399	0.101281	0.270838	0.124206	0.194104	0.563884	0.371063	0.25981	0.585999	1.04669	0.913228	0.827117	0.573731	0.394725	0.373865	0.870499	0.522151	0.217795	0.410644	0.20405	0.0162621	0.0401354	0.0565123	0.153108	0.119488	0.166197	0.275015	0.161077	0.559783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.9cc24acd-6188-40e5-bad4-b78f8ccb0b3a.fc.signal	0.734302	0.86263	0.629056	0	0	0	0	0.0998501	0.63541	0.550257	0.166962	0.540306	0.292059	0.33225	0.585599	0	0	0	0	0.619206	1.31231	0.738694	0.357363	2.91938	1.38984	0.399527	0.647095	0.6154	0.634315	1.12264	1.56252	0.406164	0	0	0	0.190623	1.37814	0.957348	0	0.106255	1.00249	0.244891	0.839028	1.07645	0.388917	0.926005	0.570736	1.19471	0.407473	0.458466
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.f3b6006d-3e3a-44fa-b4a9-49a87f36ab7f.fc.signal	0.592535	0.703167	1.10027	0.433567	0.720765	0.913301	1.54098	1.44743	1.99636	1.75386	1.64768	0.266832	0.28111	0.501903	1.14462	0.404433	0.19131	0.03644	0.830609	1.21983	0.263105	0.342321	0.344885	1.21812	0.647923	0.385607	0.948567	1.41488	1.3116	0.931786	0.416944	0.288483	0.151833	0.1822	0.1822	0.230787	0.653318	0.014576	0.649464	0.53564	0.922843	0.39357	0.423745	0.688276	0.738312	0.686464	0.545011	0.632504	1.14385	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.7281ed79-ca1f-4f34-ad6b-6aeb18d6b751.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00871467	1.64689	1.80372	0.0958595	0	0	0	0	0	0.456647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.d6d75692-32d3-4ddf-b607-bb2c11beb469.fc.signal	0.322152	0.528618	1.26648	1.1028	1.06464	0.594509	0.8397	0.907455	1.25595	1.24314	1.21621	0.989902	1.16737	1.10454	0.516118	0.522025	0.595296	0.783659	1.0783	0.457363	0.300662	0.60489	0.337362	0.190718	0.195959	0.194705	0.106991	0	0.304322	0.428061	0.516698	0.711414	0.774901	0.582713	0.526916	0.378254	0.153896	0.291432	0.53174	0.817354	1.19236	0.685237	0.372569	0.190936	0.299402	0.797748	0.634072	0.310628	0.713553	0.597122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.7e686e4a-008d-44af-95b1-78718b51ae70.fc.signal	0.24567	0.733813	0.684916	0.234553	0.0664149	0	0	0.124718	0.514289	0.357505	1.83899	1.01483	0.270166	0.418793	0.36992	0	0.177167	0.480894	0.569931	1.47844	0.0884153	1.21381	0.716066	0.906785	1.23686	0.396024	0.596909	1.23112	1.6788	0.814432	0.571076	0.456287	0.352979	0.529464	0.51655	0.404633	0.731472	0.510292	0.732953	0.286492	0	0.285881	0.503992	0.728586	0.425887	0.517773	0.10549	0.672425	0.756866	0.348276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.0c5be813-07c9-46d8-a028-5fb001a00a5b.fc.signal	0.542244	0.139836	0	0	0	0.384775	0.778352	1.03227	0.64056	0.633255	0.365122	0.814695	0.117242	0	0	0	0	0	0	0	0	0	0	0.898108	0.209819	0.0053155	0.314525	0.488982	0.20861	0.0374286	0	0	0.244609	0.352828	0.498209	0.240258	0.0801666	0.457583	0.183989	0.323653	0.547462	0.292811	0.449498	0.858032	0.475185	0	0.497678	0	0	0.461969
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.9a7e77a9-9d89-49f5-a3a3-c6dd62d450f6.fc.signal	0.189449	0.333192	0.0066654	0	0	0.433672	0.60598	0.443752	0	0	0.0299345	0.785368	0.964673	0.67246	0.264076	0.195496	0	0	0.134133	0.200824	0	0	0	0	0	0.517979	0.361304	0	0	0.220576	0.569767	0.377227	0	0.048516	0.277298	0.244575	0.459881	0.17056	0	0.0503752	0.744003	0.481738	0.215624	0.020442	0.22643	0.349919	0.388781	0.588481	0.401519	0.619048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.986df781-84f6-4a4b-bb53-6b69b505dda3.fc.signal	0	0	0	0	0.20014	1.22566	1.2734	1.67188	2.68861	1.94784	2.00218	0.215231	0	0	0.573086	0.815055	0.63681	0.167163	0	0.115758	0.481668	1.20007	0.807883	0.209356	0	0	0	0	0	0	0	0	0	0	0	0	0.413714	0.20727	0.520832	0.537127	1.75006	0.802548	0.812937	0.416714	0.235643	0.682313	0	0	0	0.791304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.24f7fa54-2938-4834-8448-492029a59634.fc.signal	0	0	0	0	0.455303	1.44869	1.44869	2.13219	1.27687	0.0445751	2.27223	0	0	0	0	0	0	0	0	0	1.72123	1.55754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245584	0.827978	1.41108	1.48016	0.213272	0.694309	0.295326	0	0	0	0.744493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.408237	0.503495	0.503565	0.258115	0.179378	0.663901	1.38707	2.00428	2.56196	2.12927	2.18579	1.51849	1.42627	0.621437	1.52493	1.62688	0.319066	0.291199	0.751335	1.78023	2.39269	0.71364	1.65748	0.341174	0.588676	1.0967	0.89176	0.513751	0.196258	0.464987	0.798729	0.870308	1.04979	0.677716	0.48642	0.575597	0.956767	0.875616	0.736078	0.56869	1.24262	2.29636	1.16204	1.48401	1.25271	1.75565	1.22505	0.45598	0.766096	0.50495
