	chr10:86704031-86704180	chr10:86704181-86704270	chr10:86704271-86704330	chr10:86704331-86704430	chr10:86704431-86704480	chr10:86704481-86704580	chr10:86704581-86704630	chr10:86704631-86704780	chr10:86704781-86704930	chr10:86704931-86705080	chr10:86705081-86705230	chr10:86705231-86705380	chr10:86705381-86705530	chr10:86705531-86705630	chr10:86705631-86705680	chr10:86705681-86705730	chr10:86705731-86705830	chr10:86705831-86705980	chr10:86705981-86706060	chr10:86706061-86706130	chr10:86706131-86706220	chr10:86706221-86706280	chr10:86706281-86706340	chr10:86706341-86706430	chr10:86706431-86706500	chr10:86706501-86706580	chr10:86706581-86706730	chr10:86706731-86706800	chr10:86706801-86706880	chr10:86706881-86707030	chr10:86707031-86707080	chr10:86707081-86707180	chr10:86707181-86707330	chr10:86707331-86707400	chr10:86707401-86707480	chr10:86707481-86707630	chr10:86707631-86707780	chr10:86707781-86707930	chr10:86707931-86708080	chr10:86708081-86708230	chr10:86708231-86708380	chr10:86708381-86708500	chr10:86708501-86708530	chr10:86708531-86708680	chr10:86708681-86708830	chr10:86708831-86708980	chr10:86708981-86709080	chr10:86709081-86709130	chr10:86709131-86709219	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.313549b4-5e36-4d5c-9816-17b9c7f898e3.fc.signal	0.607235	2.33448	0.0404823	0	1.50594	2.2832	0	0	0	0.430053	0.722331	0.729875	0	0.315762	2.42894	2.40465	0.303618	0	0	0	0	0	0	2.26701	1.42266	0	0	0	0	0	0	0	0.704393	2.29014	0.470607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0.543495	0.587971	0.436007	0.247736	0.233698	0.23258	0.360166	0.318933	0.270652	0.134493	0	0	0.00373067	0.180252	0.229508	0.370516	0.501239	0.389298	0.111162	0	0	0.100302	0.473142	0.599637	0.890976	0.749679	0.579119	0.234022	0.139069	0.21012	0.264784	0.266988	0.341803	0.343042	0.34936	0.320384	0.0828712	0	0.139156	0.33316	0.157136	0.136269	0.142498	0.0974115	0.119247	0.194476	0.461504	0.794281	0.947806	0.966346
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.751209	0.456755	0.230366	0	0	0	0	0	0	0	0.203885	0.146489	0	0	0	0	0	0	0	0	0	0	0.0295342	0.401646	0.70868	0.465119	0.0661565	0	0	0.0803329	0.35441	0.676814	1.01347	0.915865	0.70868	0.163047	0.170023	0.172422	0	0	0	0.299515	0.29456	0.0716685	0.240372	0.222394	0.22427	0	0.270785	0.539906
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0.751861	0	0	0	0	0	0	0	0.686482	1.21252	0.165065	0	0	0	0	0	0	0.024822	0.668945	1.07795	0.837736	0.223398	0	0.302411	1.57495	3.90722	3.54043	2.91849	1.12628	0.142229	0	0	0	0	0	0	0.13983	1.50333	0.540976	0.572417	0.286202	0	0.06895	0.538729	0.0764487	0.578964	0.563447	0	0	0.400966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.313257	0.385785	0.516056	0.395766	0.158684	0.0320704	0.0992594	0.201451	0.38296	0.148931	0.0461163	0.358138	0.179672	0.411163	0.611558	0.44802	0.199831	0	0	0	0.00870256	0.109312	0.230235	0.383699	0.305232	0.323422	0.456503	0.137274	0.0119734	0.263707	0.626826	1.19375	1.22442	0.505777	0.369632	0.316759	0.177789	0.165051	0	0	0.0172182	0.279322	0.579808	0.466372	0.187423	0.307575	0.223591	0.208926	0.219225	0.506476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0	0	0	0.146516	0.267966	0.240455	0	0.100246	0.314656	0.240379	0.138803	0	0.367596	0.919917	0.861736	0.57834	0.101872	0	0	0	0.214714	0.373503	0.380867	0.168792	0.260256	0.173506	0	0	0	0	0.363391	0.503164	0.427197	0.165249	0	0	0	0	0.265474	0.192689	0	0	0	0.43116	0.421168	0	0	0	0.0210717	0.464789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	0	0	0	0	0	0.169895	1.31857	2.49003	1.35092	0.490904	0	0	0.907724	1.6366	1.18552	0.491316	0.404251	0	0	0	0.254134	0.488897	1.10525	1.10501	0.768211	2.78036	3.31521	1.63227	2.57587	1.70134	0.404243	0.279513	0.16861	0.590193	0.645774	1.59054	2.13546	1.36355	1.26029	0.50735	0.668218	0.447436	1.65856	1.50028	1.44887	1.64928	0.74714	0	0.67592	0.48951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.bb047498-09b9-4c13-b396-ee9ca79dcf59.fc.signal	0.075258	0.4181	0.33448	0.07186	0.3593	0.361915	0	0	0	0	0	0	0	0.186654	0.190174	0.214774	0.0307311	0.364458	0.254827	0.0342226	0.0259509	0.111787	0.224789	0.0574666	0.0128329	0.337779	0.444094	0.24614	0.00224575	0	0.0035932	0.199511	0.233378	0.593443	0.677154	0.195834	0	0	0.366804	0.368346	0	0	0	0	0	0	0	0	0	0.546218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.bd79aee4-cb3e-4358-b4aa-2b3125cb6682.fc.signal	0.140821	0.0291098	0.114527	0.180153	0.114906	0.203253	0.148516	0.0927959	0.0425498	0.0433035	0.123441	0.0652891	0.0261448	0.0873104	0.180859	0.245824	0.218571	0.183358	0.0876477	0.0407547	0.0674684	0.0768502	0.129365	0.124641	0.0698886	0.088758	0.0515344	0.0740036	0.0960159	0.107587	0.164194	0.133461	0.0810158	0.0748539	0.0265378	0.108632	0.169822	0.202838	0.0350379	0.0593669	0.0411438	0.0344914	0.0793813	0.103884	0.0674511	0.0161428	0	0	0	0.423375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.dc1d2dc3-279f-44dc-a6f1-0d5154726fd5.fc.signal	1.08408	1.15496	1.37691	1.51242	1.31015	1.01833	0.672188	0.304569	0.627898	1.32961	1.26326	0.834672	0.643835	0.615832	0.770776	0.815043	1.03141	0.928425	0.827634	0.687132	0.741276	0.776479	0.922373	0.986112	0.987541	0.7786	0.50448	0.689984	0.913169	1.4678	2.04471	3.03691	2.82155	1.62295	0.608787	0.244184	0.0348989	0.108696	0.393122	0.513878	0.320676	0.171916	0.10067	0.442761	0.77009	0.552708	0.513881	0.540102	0.662423	0.609023
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.d6d75692-32d3-4ddf-b607-bb2c11beb469.fc.signal	0.7272	0.511226	0.485678	0.413943	0.441184	0.430288	0.27229	0.250509	0.93064	1.04235	1.04175	0.823656	0.485786	0.341835	0.0745434	0	0.110707	0.391174	0.317981	0.391231	0.513213	0.491707	0.260734	0.0492899	0	0	0.160159	0.395815	0.282255	0.245565	0.522435	0.875527	0.59473	0.284211	0.43555	0.79173	0.291492	0.790092	0.415555	0.336791	0.363035	0.333684	0.52107	0.504449	0.349203	0.366312	0.585348	0.427292	0.36925	0.0313742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.e68f52c1-41a1-4e05-8c93-7ca09c5fb4fe.fc.signal	0	0	0.126496	0.249915	0.326578	0.45297	0.338097	0.207005	0	0.0174851	0.165223	0.382776	0.323383	0.100376	0.103017	0.425534	0.62065	0.749055	0.486976	0.463041	0.433571	0.236654	0.213065	0.106484	0.11682	0.186355	0.180948	0.120389	0.0243089	0.230176	0.447187	0.484801	0.229322	0.00352029	0	0	0	0	0	0	0	0	0	0	0	0.0817141	0.340095	0.390816	0.370764	0.09375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.0c5be813-07c9-46d8-a028-5fb001a00a5b.fc.signal	0.056208	0.6689	0.310623	0.0073088	0.599315	0.57008	0	0.036544	0.548079	0	0.568625	0.58957	0	0	0	0	0	0.242612	0.444478	0	0	0	0	0	0	0	0	0	0	0.584207	0	0.342649	0.261985	0	0.278645	0.434118	0	0	0	0	0.808665	0.244037	0	0	0	0.0243627	0.619963	0.437736	0	0.0210689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.986df781-84f6-4a4b-bb53-6b69b505dda3.fc.signal	0	0.498721	0.842874	0.436959	1.26745	0.650318	0	0.198871	0.18499	0.255188	0.120317	0.0949656	0.153301	0	0	0	0	0	0	0.213365	0.133663	0	0	0	0	0	0	0.0153126	0.35103	0.714889	0.06305	0	0.251147	0.0859279	0.300893	0.131665	0.369702	0.006261	0	0.156122	0.110876	0.358654	0	0	0.336724	0.186099	0.186696	0.0094862	0.102283	0.376785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.24f7fa54-2938-4834-8448-492029a59634.fc.signal	0	0	0.476618	0.418694	0.828765	0.817579	0	0	0	0	0	0.185771	0.235615	0	0	0	0.305705	0.392196	0.084008	0.657847	0.514938	0.206758	0.383154	0.123014	0	0.216357	0.952687	0.477382	0.468356	0.200179	0	0	0	0	0	0.144998	0.401249	0.375774	0.0110555	0.338262	0	0.227682	0.524757	0.737386	0.249217	0.235214	0.434812	0.171247	0	0.260995
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.a94a6b89-542c-4e29-9116-4cbe6008554d.fc.signal	0.244545	0.278444	0	0	0	0	0	0	0.129558	0.173652	0.223202	0.521385	0.424236	0	0	0	0	0.0023142	0.311652	0.341916	0.343273	0.601699	0.69427	0.418777	0.00440357	0.182383	0.298549	0	0	0.0787787	0.399712	1.06621	0.833321	0	0	0.300849	0.6017	0.088365	0.422575	0.853947	0.409619	0	0	0.273076	0.178193	0	0	0	0.561656	0.5
