	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999303	chr22:41999304-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0	0.331129	0.00304693	0	0.335163	0.348283	0.643933	0	0.345798	0.324482	0.159964	0.175199	0.13437	0.303613	0.733104	0	0	0.120354	0.21437	0	0.0494903	0.202562	0.376693	0.20423	0.11066	0.233832	0.324321	0	0.122232	0.202707	0	0.461615	0.208715	0.141864	0.545252	0.67371	0.451527	0.350093	0.203973	0.601125	0.798207	1.46285	1.01296	1.36024	0.583429	0.888025	0.747969	0.811177	1.63634	0.64816
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.1a9690ca-63a1-4ea3-8dc4-24421ed40248.fc.signal	0.227481	0.260508	0.612296	0.721959	0.345267	0.109151	0.0253031	0.377567	0.435897	0.430163	0.344819	0.0223599	0	0	0.287334	0.991467	1.22033	1.08166	0.853377	0.616976	1.05043	1.23816	0.701279	0.116282	0	0	0.0171149	0.152362	0.151584	0.382756	0.483832	0.233254	0.316851	0.537526	0.20395	0.0102386	0.020754	0.47727	0.780962	0.216283	0.0306457	0.478645	0.854749	0.528176	0.584499	0.728615	0.682368	0.662549	0.660025	0.808399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.768c3dd3-4d38-474a-b6d5-c316c21bc08d.fc.signal	0.36538	0.273009	0.450423	0.411714	0.207773	0.0498873	0.0704495	0.265314	0.207499	0.560515	0.300415	0	0	0	0.128175	0.267186	0.150519	0.230278	0.540275	0.507323	0.233458	0.432576	0.221356	0	0	0	0	0	0.350913	0.560038	0.420179	0.364845	0.575131	0.482714	0.0181204	0	0.219985	0.832239	0.72024	0.27072	0	0	0	0.0735533	0.217664	0.186708	0.137018	0.0346677	0	0.548077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.00528f90-1767-43ef-bb37-a22f6e9f4039.fc.signal	0.476474	0.606879	0.883219	1.03617	0.703018	1.08902	0.270614	0.0550645	0	0	0	0	0	0.154237	0.599376	1.16536	0.252641	0.349331	0.261902	0.368277	0.361481	0.0474897	0.43698	0.44573	0.592756	0.580309	0.774424	0.227076	0.0961079	0.224292	0.367147	0.583097	0.67338	1.11233	0.656223	0.692754	0.212603	0.288797	0.951337	0.611812	0.728153	1.09604	0.752449	0.556427	0.553053	0.236668	1.44619	1.51478	0.849769	0.60396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	1.19145	1.56043	1.16552	1.39225	1.19184	0.781953	0.678383	0.703117	0.428455	0.563361	0.238959	0	0.0585459	0.809526	0.617739	0.180663	0.682272	0.762835	0.476321	0.742989	0.854481	0.658722	0.39097	0.357438	0.225112	0.0160343	0.259824	0.695648	0.504038	0.217809	0.197317	0.24439	0.764385	1.11742	0.460461	0.0404898	0	0	0	0.0393561	0.636877	0.98369	1.43655	1.30723	0.738203	0.376117	0.374105	0.224216	0.0730457	0.554945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.e5051162-3534-4c21-b37a-9d70a53452b8.fc.signal	0.366219	0.33812	0.0155091	0.143374	0.334481	0.23995	0.248342	0.301945	0.447486	0.190703	0.219583	0.0834569	0	0.224383	0.402532	0.88303	0.962814	0.754986	0.698121	0.382112	0.487246	0.605293	0.30782	0.156264	0.0193761	0.133233	0.330167	0.255436	0.299498	0.286624	0.175976	0.152588	0.456298	0.499498	0.0888236	0.322437	0.554035	0.584897	0.5171	0.217929	0.407093	0.268126	0.342134	0.605259	0.931069	0.621294	0.545632	0.858843	0.719466	0.680796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1164241b-8ba2-45bf-987f-0243c87c0a1c.fc.signal	0.417325	0.249605	0	0	0.273917	0.613494	0.253146	0	0	0.0576415	0.341194	0.130087	0.0927364	0.257263	0.464617	0.508708	0.237521	0	0	0.188338	0.213739	0.282125	0.0522245	0	0.253098	0.455127	0.0898187	0	0.158724	0.489041	0.0667692	0	0	0	0.0482328	0.212536	0.132292	0.0606335	0.220608	0.0519543	0.225071	0.517024	1.04622	0.505565	0.536267	0	0.22915	1.02293	0.726755	0.636314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.48a0264b-6e25-46c0-b33d-21ee41282ecb.fc.signal	0	0.214381	0.118492	0.00477887	0.150185	0.143552	0	0	0.0488074	0.47045	0.253413	0.160517	0.442941	0.0788031	0	0.106131	0.211683	0	0	0.232444	0.333781	0	0.151629	0.25568	0.170164	0.508335	0.19613	0.0444298	0.0983407	0.393024	0.403802	0.259103	0.0737477	0.115699	0.153081	0.495743	0.419659	0.396562	0	0.183475	0.633911	0.36515	0.151365	0.292346	0.258779	0.0855359	0.22413	0.32483	0.167332	0.574366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f6bea37b-7779-4621-9ed2-82fb7b23df8f.fc.signal	0.466255	0	0	0.0396192	0.228856	0.00429213	0	0.198793	0.365453	0.315238	0.0451219	0.313328	0.108692	0	0.316624	0.108692	0	0.186666	0.5504	0.110634	0	0	0.234909	0.580771	0.0109541	0	0.13399	0.160086	0.465616	0.246657	0.358016	0.134459	0.160675	0.264641	0.201435	0.516893	0.602653	0.246012	0.231561	0.461598	0.19052	0.318987	1.19816	1.23781	1.10836	2.98476	2.37032	2.41044	1.35704	0.672868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.8871bb3d-7ee4-4151-b7f6-e200809c7bd1.fc.signal	0.302532	0.27209	0.340587	0.178114	0.19612	0.507427	0.444457	0.0104647	0.394828	1.11606	0.444703	0.373884	0.684518	0.964103	0.965691	0.671653	0.266379	0	0	0	0.148413	0.70447	0.288259	0	0.0306558	0.365392	0.513409	0.412122	0.0808637	0.174208	0.333166	0.175999	0	0	0	0.0304427	0.269694	0.0799132	0.0891769	0.534973	0.376428	0	0.0751553	0.234986	0.323463	0.234986	0.347245	0.57081	1.03507	0.750524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.5433b540-f9ea-4edf-8a0e-cdc2c654fa20.fc.signal	0	0	0	0	0	0	0.445794	0.258509	0	0.567417	1.26589	0.742459	0	0	0.173754	2.22151	1.96134	0.379566	0	0.53571	0.590976	0	0	0	0.664963	0.793425	0	0.225472	0.810266	0	0.646199	0.450096	1.04226	0.348743	1.40665	1.01156	1.36172	1.09823	0.524717	1.25789	0.11731	0.767632	2.94201	3.11316	4.89815	9.55266	29.0285	21.1732	4.78389	0.814815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.e95554aa-fb20-4b17-91ac-139d0399c1c8.fc.signal	0.224772	0.164131	0.0765665	0.162255	0.381271	0.208412	0.118866	0.300385	0.0966661	0	0.124584	0.127956	0	0	0.172262	0.230823	0.10454	0.350666	0.472871	0.368871	0.586193	0.103207	0.0535445	0.0878616	0.251347	0.309421	0.18143	0.150425	0.0618125	0.118368	0.128565	0.229227	0.191351	0.133373	0.14683	0.301021	0.0660983	0.124934	0.0864301	0.116284	0.0801094	0.138819	0.279129	0.43709	0.171696	0.175212	0.122434	0.190699	0.207533	0.477573
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.a034ee31-90a4-46ec-8ae3-50525e7d309a.fc.signal	0.695858	0.0073172	0	0	0	0	0	0	0	0	0	0	0	0	0.212063	0.84827	0.461467	0	0	0	0	0	0	0	0	0	0	0	0.284023	0.85335	0.252528	0.44211	1.85118	1.5453	0.126833	0	0	0	0	0	0	0.243658	0.939898	0.778575	1.02634	0.312659	0.519185	0.552604	0.383522	0.61039
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.affdcac3-6070-43fc-99e1-6c9751bbcbf6.fc.signal	1.15906	0.419822	0.512454	0.917815	1.06006	0.661268	0.446759	0.216564	0.698417	0.676063	0.583463	0.292917	0.315357	0.405691	0.69468	1.11711	0.966518	0.725547	0.486639	1.02376	0.808181	1.10774	0.611712	0.491965	0.192701	0.0827456	0.0834463	0.0776726	0.133518	0.183614	0.246736	0.189953	0.256761	0.490971	0.372392	0.267473	0.340711	0.416781	0.311802	0.361716	0.378228	0.247915	0.119627	0.0392458	0.14219	0.099776	0.163755	0.161833	0.0833322	0.758571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.1726d2d4-326e-4dc2-912a-cee3015ea75f.fc.signal	1.12849	1.36669	0.0533865	0.645529	0.567001	0.744654	0.493875	0.72641	1.00221	0.696626	0.0160999	0.315093	0.137016	0	0.12372	0.574459	0.0562467	0	0.203805	0.190142	0.40713	0.305167	0	0.256137	1.04493	0.624059	0.572102	0.157531	0.370699	0.0056924	0.436943	0.0129636	1.49769	0.374665	0.316255	0.0730008	0.0176357	0.468822	0	0.54974	0.0956037	0	0.227237	0.618194	0.320574	0.570204	0.801056	1.01605	1.01526	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.409fce32-3c80-4968-819f-d774f10df209.fc.signal	0	0.238566	0.355514	0.211044	0.417335	0	0	0	0	0.315987	0.372266	0	0.0369728	0.498483	0	0	0	0	0	0	0	0	0	0.937305	0.489344	0.251152	0.459778	0	0	0.958523	0.531912	0.411385	0.0930195	0.0627842	0.483918	0.0376151	0	0.504609	0.106695	0.633498	1.11341	0.831414	0.281691	0	0	0	0.174699	0.621412	0.621538	0.791878
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.982b1a46-0bf8-457b-a213-1cec9bf76346.fc.signal	0	0	0.125046	0.301038	0.0749285	0.0966508	0	0.318155	0.411277	0.30376	0	0	0.15808	0.388909	0.306787	0.706993	0.214162	0.587009	0.440079	0.617413	0.280123	0.184904	0.419688	0.0795788	0	0	0.00258027	0.38704	0.0877291	0	0	0.20832	0.213986	0.342672	0.258227	0.272387	0.77666	0.539168	0.158088	0	0.126433	1.27465	0.916589	0.431055	0.794515	0.838894	1.58352	2.3967	1.11166	0.640538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.fc38d8a2-8f66-4203-ae35-4bfe2174aadb.fc.signal	0.419011	0.371165	0.469096	0.119486	0.241501	0.383317	0.260282	0.151193	0.133801	0.0900094	0.0854727	0.113026	0	0.0860496	0.23742	0.199873	0.434047	0.132457	0.0223259	0.176211	0.0913365	0.0316403	0.135624	0.0947161	0	0	0.11707	0.514214	0.245459	0.147509	0.187269	0.237439	0.19312	0.0973049	0.129954	0.0801711	0.538814	0.727551	0.272096	0.167404	0.144002	0.449555	0.658068	0.41771	0.347226	0.307825	0.267092	0.215143	0.142064	0.62375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.6e93a1e0-8828-4ce5-83f8-36249902bda2.fc.signal	0.223738	0	0.268151	0.11863	0.0838208	0.199572	0.169744	0.118412	0	0.0139701	0.541738	0.131951	0	0	0	0.00997867	0.300433	0.142136	0.297187	0	0	0.123144	0.210882	0	0	0.247569	0.513556	0.113091	0.499015	0.166987	0	0.102446	0.245243	0.0773416	0.726587	0.107726	0.146397	0.638201	0.871564	0.754776	0.8592	1.14375	1.0829	0.549772	1.5774	1.62439	0.870241	1.06831	0.617961	0.646214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.04b53f1e-ede2-4352-b282-8fd62b69ea23.fc.signal	0.321485	0.652071	0.492186	0.289292	0.44653	0.0400602	0	0	0	0.162431	0.657686	0.828347	1.19571	1.52621	1.99865	0.871778	1.13896	0.830629	0.985201	1.31462	2.69333	2.34617	0.868068	1.11641	1.10819	0.416562	0.318258	0.886349	1.00838	0.48885	1.00579	0.715687	0.271712	0.0574401	0.306091	0.150094	0.265448	0.0750706	0	0	0.579694	1.27589	1.47128	1.46203	1.10126	1.32473	1.54008	1.94101	1.39082	0.628978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.f473421b-0068-43e9-8689-afd1d3e0454e.fc.signal	0.084462	0	0	0	0	0	0.15742	0.255263	0	0	0	0	0	0	0	0.296534	0.369756	0.14077	0.360371	0.0525541	0.283537	0.0737857	0.266354	0.250721	0.318199	0	0	0	0	0.101354	0.302186	0.00938467	0	0.154537	0.205726	0	0	0.135984	0.437129	0.557911	0.358662	0.29836	0.578365	0.0337848	0.619839	1.06893	1.2832	1.68949	1.06373	0.682561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.e1dc7d2c-ad1c-431d-b26b-8d6d2c33cf69.fc.signal	0.375136	0.20402	0.221178	0.190279	0.553537	0.913221	0.573062	0.767883	0.813443	0.692947	0.818074	0.361247	0.0080066	0.0200162	0.276257	0.23969	0.0269599	0.0888695	0.256214	0.249193	0.150485	0.200877	0.227862	0.0444816	0	0	0	0.147424	0.697351	0.582368	0.209065	0.226108	0.583599	0.853184	0.745596	0.609896	0.284529	0.276423	0.535836	0.437023	0.544199	0.820252	1.01786	0.699423	0.561292	0.676449	0.866884	0.651864	0.662312	0.78673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.b3e823f8-bdfb-415e-8681-ed2acdcbeb38.fc.signal	0.441317	0.776856	1.41993	1.49124	0.434997	0.344612	0.444668	0.51271	0.389466	0.008311	0.309923	0.0514953	0.408609	0.162121	0.452052	0.515	0.790218	0.777719	0.79117	0.391748	0.340691	0.662416	0.413439	0.974185	0.747859	0.257595	0.280965	0	0.0971533	0.588407	0.594605	0.269307	0.420092	0.34199	0.660579	0.613403	0.262625	0.499962	0.547052	0.0704913	0.418245	0.459741	0.467962	0.453487	0.574262	0.964766	0.804565	0.531791	0.61451	0.610108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f19b01fb-285f-4aa3-a654-49a7198b9c00.fc.signal	1.02921	0.72665	0.474984	0.322395	0.564725	0.586314	0.765238	1.14336	0.369517	0.2336	0.39286	0.226864	0.0556748	0.615773	0.8525	0.400694	0.447722	0.515159	0.584872	0.495856	0.444262	0.241664	0.0322984	0.250146	0.478317	0.471218	0.0970025	0	0.0691903	0.271094	0.208135	0.125065	0.292664	0.589319	0.767421	1.23884	0.342742	0.996783	1.59674	0.632049	0.509973	0.543665	0.29845	0.0965573	0.20848	0.41184	0.304288	0.18565	0.162075	0.660979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.8f8990bc-bdfc-474d-b52f-20c0591d22d2.fc.signal	0.102785	0.11793	0.153005	0.54751	0.395665	0.210224	0.643709	0.455051	0.17598	0	0	0.0161515	0.18289	0.0402452	0.555102	0.195807	0.503565	0.052071	0	0.145115	0.383825	0.5403	0.396277	0.611987	0.388549	0.208766	0.331659	0.296872	0.353775	0.130147	0.267779	0.345064	0.415415	0.422151	0.144681	0.645312	0.402912	0.26149	0.164676	0.364522	0.562035	0.482605	0.284096	0.0845501	0.142539	1.07419	0.517022	0.500325	1.07531	0.486842
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.91e9ef78-52b0-44be-b463-2c4d06233b83.fc.signal	0.313706	0	0	0.132454	0.247141	0.314289	0.402118	0	0	0.0312451	0.467806	0.585233	0.326708	0.0770859	0.159097	0.0861493	0.286849	0.200705	0.208838	0.304479	0.0959049	0.681912	0.175711	0.403115	0.478315	0.717492	0.528056	0.277929	0.0011644	0	0.445409	0.459012	0.257485	0.0331633	0.166333	0.703299	0.685184	0.548734	0.46927	0.254195	0.372319	0.743023	1.04466	0.498542	0.339915	0.41439	0.685566	0.646534	0.53493	0.435897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.ee2442de-4362-4f9f-9331-9ed79b0e0f3c.fc.signal	0.357629	0.655324	0.453382	0.641639	0.26933	0	0.239104	0.726184	1.5866	0.939889	0.0294411	0	0	0	0.279035	0.67701	0.908407	0.492938	0.179205	0.55432	1.05242	0.112055	0	0	0.00324953	0.372846	0.386759	0.141861	0.818431	0.890641	0.365092	0.240879	0.236873	0.710935	0.513568	0.441673	0.843626	0.552726	1.34837	0.492879	0.354241	0.475073	0.419774	0.742057	1.10575	0.638356	0.001166	0	0	0.549607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.0a4412db-98d2-49c5-9fe7-7e089d81032b.fc.signal	0	0.268504	1.57457	0.949921	0.494895	0.0110407	0.456073	0.473852	0	0	0.318072	0.143526	1.16417	1.23747	1.93145	0.411243	1.8944	1.60499	0.343844	0.0927906	0.578861	2.03335	0.738222	0.0207009	0.537263	0.877421	0.935705	0.961337	0.411843	1.20938	0	0.373159	0.470007	1.92715	0.307368	1.53837	1.58159	0.680963	2.04938	2.47166	3.77929	1.15911	0.126746	2.43705	2.3749	2.13108	0.869198	0	0.614762	0.859375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.3aca4661-f677-47cf-b2b4-9335fbd4c1a8.fc.signal	0.612123	0.118081	0.248179	0.307868	0.257804	0.26024	0.224121	0.233732	0	0.129435	0.252784	0.329185	0.550668	0.078418	0.331222	0.319356	0.446918	0.184372	0.408501	0.522116	0.566718	0.32856	0	0	0.0132642	0.28527	0.566749	0.0412558	0	0.0120533	0.790396	0.501195	0.468675	0.604843	0.225335	0	0.211555	0.911528	0.747651	0.461962	0.778314	0.203664	0.159104	0.115712	0.257829	0.248216	0.484344	0.41112	0.912768	0.791444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.a3994b5d-df9e-4d2b-8d1f-2a68f9eea142.fc.signal	0	0.635925	0.573994	0.339098	0.532776	1.2766	0.481114	0.323374	0	0	0.734548	0.496849	0.499501	0.704368	0.437146	0.0891265	0.974064	0.502534	0.37965	0.597258	0.263592	0.142476	0.539998	1.01155	0.964001	1.62468	0.801354	0.338584	0.660856	1.04382	2.24916	0.998111	0.25674	0.189846	0.961501	1.52546	1.59347	2.67452	1.86569	2.21107	1.95683	0.109834	1.50814	2.05597	2.53709	1.02286	2.73524	3.05019	5.2133	0.814516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.c19bd00a-5c6a-4173-86bf-6f467b56a6c8.fc.signal	1.03612	0.298515	0	0	0	0.17712	0.240517	0.510095	0.686197	0.803486	0.253738	0	0.129517	0.405913	0.01668	0.186003	0.560807	0.622739	0.325837	0.212237	0.0374629	0.0600105	0.0674	0.448052	0.477217	0.42964	0.16208	0.0578278	0.0081612	0.129441	0.284075	0.304821	0.119441	0.470169	0.171376	0.165656	0.305479	0.507371	0.134535	0.23984	0.457264	0.24858	0.290773	0.345609	0.168822	0.380889	0.230485	0.406009	0.687176	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.c8287f3a-ec01-4e9b-9790-466f356c7045.fc.signal	0.542637	0.508698	0.124375	0.270862	0.0416015	0.121195	0.0733647	0.106817	0.146826	0	0	0.124015	0.633312	0.241348	0.248809	0.297917	0.260475	0.317057	0.33384	0.0333013	0.00492867	0.0955541	0.184092	0.229003	0.266311	0.427386	0.19898	0.0807283	0.232298	0.0366315	0.017478	0.302912	0.263799	0.0815883	0.0795053	0.27254	0.463075	0.398322	0.518693	0.292029	0.232779	0.218851	0.71875	0.664248	0.841346	0.927875	0.599991	0.636628	1.03518	0.769767
