	chr2:73077151-73077300	chr2:73077301-73077450	chr2:73077451-73077600	chr2:73077601-73077750	chr2:73077751-73077900	chr2:73077901-73078050	chr2:73078051-73078200	chr2:73078201-73078350	chr2:73078351-73078500	chr2:73078501-73078650	chr2:73078651-73078800	chr2:73078801-73078950	chr2:73078951-73079100	chr2:73079101-73079250	chr2:73079251-73079400	chr2:73079401-73079550	chr2:73079551-73079700	chr2:73079701-73079850	chr2:73079851-73080000	chr2:73080001-73080150	chr2:73080151-73080300	chr2:73080301-73080450	chr2:73080451-73080600	chr2:73080601-73080750	chr2:73080751-73080900	chr2:73080901-73081050	chr2:73081051-73081200	chr2:73081201-73081350	chr2:73081351-73081500	chr2:73081501-73081650	chr2:73081651-73081800	chr2:73081801-73081950	chr2:73081951-73082100	chr2:73082101-73082250	chr2:73082251-73082400	chr2:73082401-73082550	chr2:73082551-73082700	chr2:73082701-73082850	chr2:73082851-73083000	chr2:73083001-73083150	chr2:73083151-73083300	chr2:73083301-73083450	chr2:73083451-73083600	chr2:73083601-73083750	chr2:73083751-73083900	chr2:73083901-73084050	chr2:73084051-73084163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.871bc941-52a9-4d1e-aec3-c4c2ce7bd4c1.fc.signal	0	0.0421543	0.201019	0.0224763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213663	0.582231	0.181099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.a0cc4058-35e9-4651-8cca-631ead3cc726.fc.signal	0.167776	0.114678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210063	0.103746	0	0	0	0.0017122	0.114017	0.354822	0.0353319	0	0	0	0	0	0.160259	0.327426	0.153795	0	0	0	0	0	0	0	0	0.494939	0.489347	0.0223701	0.00279627	0.304372	0.736784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aff67f26-7ea5-4004-b6c7-42e5d6d7c336.fc.signal	0.521495	0.610255	0.544498	0.437197	0.274993	0.276778	0.499342	0.0427611	0.30773	0.260215	0.454157	0.919999	0.420713	0.572739	0.56915	0.143507	0.513184	0.323308	0.670184	0.488691	0.614322	0.834695	0.33932	0.186738	0.110125	0.659837	0.383607	0.866423	0.426172	0.367897	0.47368	0.370829	0.0968393	0.16455	0.129943	0.286659	0.356543	0.553004	0.472091	0.377548	0	0.174668	0.251073	0.712114	0.419477	0.27899	0.659248	0.476534
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.bb312763-aab5-42d7-8f1f-61e48149dd10.fc.signal	0.115138	0.063553	0.192549	0.178367	0.0521994	0.291439	0.492151	0.276034	0.192811	0.219205	0.416681	0.53454	0.199562	0.131828	0.310744	0.140243	0.0888093	0.164725	0.0776233	0.149421	0.275505	0.382714	0.406893	0.328733	0.417126	0.27175	0.229241	0.371516	0.221236	0.202837	0.311344	0.241046	0.329754	0.483558	0.257283	0.38369	0.325998	0.105652	0.142665	0.0663399	0.114478	0.168349	0.0546716	0.117067	0.278036	0.218398	0.320335	0.144928
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.cefd2162-5b9f-4732-99fc-718d82bca068.fc.signal	0.554824	0.47762	0	0.177747	0.222063	0.551482	0.191257	0	0.385086	0.559682	1.0941	1.7854	0.768508	0.0273819	0.117961	0.570676	0.27829	0.137599	0.961476	0.0669564	0	0	0.209087	0.876742	0.513981	0.316487	0.801478	0.688423	0.541502	0.987077	0.26394	0.407777	0.310045	0.180759	0	0.283287	1.75775	0.378965	0.205658	0.258477	0.237323	0.540138	0.58475	0.677878	0.0860868	0.0874115	0.295077	0.409502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.71f94e98-332b-4fcc-9a34-c0ad4b748586.fc.signal	0.697024	0.233939	0.157515	0.383878	0.34616	0.279638	0.214105	0.379164	0.356396	0.40721	0.125967	0.379479	0.625207	0.501528	0.435315	0.191732	0.0268389	0	0	0.417997	0.67113	0.39531	0.181487	0.308452	0.206145	0.0910607	0.30681	0.467899	0.248209	0.10743	0.013763	0.180955	0.192169	0.186237	0.438319	0.220545	0.36897	0.0617555	0.106173	0.0773741	0.0957279	0.545019	0.495673	0.592041	1.08084	0.127463	0.113646	0.318182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.ae41c415-756f-48a0-be26-8a57c412db20.fc.signal	0.357032	0.257098	0.0758511	0	0	0.0366786	0.140571	0.11512	0.0167352	0.0253732	0.348511	0.607191	0.278767	0.158925	0.345259	0.334357	0.361417	0.496869	0.319703	0.106621	0.316678	0.226754	0.0264307	0.161125	0.580767	0.804127	0.830276	0.485888	0.203765	0.339914	0.535033	0.287534	0.0846676	0.185334	0.220153	0.372461	0.482932	0.195816	0.105728	0.142119	0.0625336	0.0574851	0.108173	0.104072	0.110359	0.272768	0.369826	0.28125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bac25e3f-fc09-41ff-86d6-c2a6c3049d47.fc.signal	0.400142	0.261402	0.246017	0.00501193	0.0951937	0.163614	0.154424	0.189184	0.421304	0.26645	0.104617	0.244099	0	0	0	0	0.117089	0.0516125	0	0.16003	0.0203839	0.205624	0.184852	0.105224	0.0554937	0.0336005	0.108282	0.0960787	0.17975	0.116304	0.335669	0.238305	0.140844	0.197507	0	0	0.173694	0.266168	0.113923	0.0434907	0.0714864	0.0347593	0.195303	0.52768	0.196913	0.117707	0.0851573	0.146965
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.9365f108-a198-478a-b79f-ca1f34b9eba5.fc.signal	0.342902	0.273572	0.020965	0.00448853	0.176258	0.258837	0.0508552	0	0	0.0173455	0.122544	0.0934618	0.210579	0.0664713	0	0	0	0	0	0	0	0	0.209244	0.113381	0.183442	0.450254	0.337337	0.269411	0.315052	0.184379	0.249048	0.213395	0.149911	0.558747	0.500903	0.0142075	0.0302373	0.212037	0.176243	0.0992314	0.286217	0.207272	0.244531	0.140976	0.320367	0.0890122	0.0607268	0.250639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.58e5cc13-3837-4676-9815-86ae7a4468bc.fc.signal	0.0962173	0	0.00118573	0.0948721	0.0298342	0.00319093	0.282538	0.108612	0	0	0.170081	0.413957	0.235678	0	0	0	0.0881103	0.594296	0.525661	0.0215157	0.259233	0.150615	0	0.285854	0.478516	0.0553156	0	0	0	0	0	0	0	0	0	0.0641483	0.435576	0.283818	0.276662	0.148581	0	0	0	0	0	0	0	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.a389932f-ae32-47d4-b6e3-f5cd02b280f6.fc.signal	0.256458	0	0.0244684	0.632548	0.234898	0.0880848	0.885125	0.582312	0.0305631	0	0.152242	0.35968	0.21532	0.285732	0.317213	0	0	0	0	0	0	0.266908	0.240031	0.343943	0.208934	0	0	0	0	0.0079788	0.332807	0.423307	0.425743	0.3595	0.611263	0.894665	0.350424	0.460021	0.86461	0.512339	0.690862	0.0440424	0	0	0	0	0	0.730924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.85fb694c-24ac-4a67-afb4-86273572ea8c.fc.signal	0	0.45569	0.440688	0.278275	0.290388	0.348369	0.28129	0.00937633	0.209783	0.406996	0.256041	0.243816	0.0274461	0.455621	0.293127	0	0.0983281	0.231756	0.0225032	0	0.246859	0.541158	0.242316	0.214551	0	0	0	0	0.0318795	0.28129	0.108765	0	0	0.0147345	0.183889	0.32995	0.104006	0.0581333	0.555688	0.536631	0.366117	0.185651	0.264061	0.121971	0.28129	1.26581	1.56079	0.354237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d8e6c755-45ac-4108-b1ba-23233bd0ab31.fc.signal	0	0	0	0	0	0	0	0	0	0	0.0626753	0.193165	0.144968	0.122365	0	0	0	0	0	0	0.221121	0.182448	0	0	0	0	0	0	0.155765	0.137824	0	0.0547104	0.34194	0.0817288	0.283512	0	0	0	0.232803	0.072321	0.0519575	0.186433	0.135503	0.374665	0.416703	0.297157	0.514094	0.252602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.69848b5e-1d71-4ca5-a68d-b2c1db7d8201.fc.signal	1.32749	1.25788	0.327116	1.03411	0.834493	1.86972	0.969228	0.430925	2.59554	2.50994	0.075576	0	0.687391	1.76061	1.59647	1.01901	0.759456	1.55321	2.22688	0.55879	1.11411	1.51428	1.27472	1.3066	1.66177	0.343989	1.60289	0.934888	0.208879	1.27225	1.27772	1.01914	0	0	0.38029	0.400453	0.386739	0.711605	0.435765	1.08573	0.637409	0.145378	0.695399	2.19648	1.34602	0	0.161057	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.66df243c-6c5c-42f5-bb98-73ebf9a3096e.fc.signal	0.444345	0.141313	0.127973	0.305694	0.515692	0.72992	0.909543	0.408592	0.521739	0.381826	0.43377	0.821012	0.343503	0.25914	0.469945	0.159089	0.591011	0.577537	0.409965	0.697881	0.505924	0.50082	0.284475	0.141542	0.108364	0.158025	0.206749	0.369408	0.650561	0.393549	0.169438	0.206904	0.347423	0.393725	0.0575544	0.42961	0.755549	0.258122	0.810893	0.132295	0.198257	0.745884	0.358294	0.454263	1.08956	1.55769	1.09801	0.425287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.4878d059-ae9d-4e75-b9f6-57c37838f3e3.fc.signal	0.766922	1.14002	0.761332	0.309138	0.804172	1.29308	0.717898	0.694042	0.365246	1.24459	0.379976	0	0	0	0	0	0	0.437645	0.970727	0.49359	0.602212	1.91525	0.82265	0.977298	0.312387	0	0.375878	0.242387	0.241455	0.529837	0.322377	0.186288	0.452987	0.232849	0	0.398163	0.259957	0.947255	1.00697	0.388291	0.248743	0.289573	0.522361	0.26698	0.005506	0.0533126	0.374727	0.67402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.4c655c7c-8a8a-4e2d-a610-f4e47cf57813.fc.signal	0.416945	0.21574	0	0.18499	0.214544	0.0880241	0.380976	0.199572	0.601164	0.282168	0.346776	0.463293	0.232682	0.460254	0.411048	0.0414568	0.151365	0.0975492	1.16504	0.884612	0.272322	0.486902	0.223654	0.334679	0.2839	0.569511	0.420311	0.114494	0.354235	0.268744	0.653272	0.812491	0.221426	0.22136	0.326068	0.674723	0.535221	1.09344	0.0201066	0.212927	0.541844	0.408545	0.198871	0.108528	0.165022	0.433503	0.511162	0.524496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.cf40a4a9-4cda-4678-bd80-f40b9fb23433.fc.signal	0.274088	0.339461	0.312309	0.315045	0.63556	0.898463	0.312826	0.417814	0.720968	0.312303	0.211287	0.441739	0.148211	0.14069	0.0250065	0	0.0328471	0.55487	0.478715	0.3035	0.0365527	0.171777	0.262497	0.339332	0.435098	0.37226	0.401312	0.341117	0.0629869	0.0167627	0.352846	0.360373	0.286238	0.188564	0	0.223022	0.629308	0.297926	0.283669	0.498055	0.291851	0.102375	0.015949	0.239566	0.387184	0.102271	0.30371	0.434426
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.3e57f4b2-3eea-42bc-9983-8ecec55d5977.fc.signal	0.31939	0.219956	0	0	0	0.388305	0.177695	0.274867	0.303105	0	0	0.0328389	0.387218	0	0	0.0930263	0.513786	0	0.0837016	0.183912	0	0	0	0.0391324	0.240179	0	0.312476	0.407104	0.151121	0.502183	0.259596	0.145791	0	0	0.190169	0.309639	0.107608	0	0	0	0	0	0	0	0	0.0346807	0.638032	0.399061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.47ac92c8-3161-452d-8dd3-b7ed71169f80.fc.signal	0.144785	0.148842	0.179332	0.15715	0.0102456	0.0698444	0.138304	0.0164254	0.267685	0.14134	0.283758	0.284387	0.0748647	0.0746427	0.17619	0.316667	0.667428	0.301508	0.178737	0.0848049	0.0990554	0.244896	0.297106	0.504816	0.184048	0.143423	0.204199	0.260171	0.13046	0.363223	0.273656	0.0644031	0	0.00227842	0.106551	0.0255553	0.0287235	0.118213	0	0.119767	0.587843	0.808882	0.101423	0.157989	0.329758	0.172558	0.234029	0.470588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.e7144f2b-c79b-4aad-950f-07ae1b5e1dad.fc.signal	0.0615799	0.203572	0.0157711	0.0121877	0.246802	0.393054	0.0182816	0	0	0	0	0	0	0	0	0	0	0.0441805	0.290543	0.0637663	0.211762	0.0588669	0	0	0	0	0	0.0517979	0.226997	0.0563683	0	0	0.0761733	0.246951	0	0	0	0	0.229213	0	0	0	0.135589	0.199574	0	0	0	0.69906
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.1a9690ca-63a1-4ea3-8dc4-24421ed40248.fc.signal	0.326989	0.184364	0.0071162	0	0.0103901	0.153721	0.209287	0.230359	0.275284	0.202254	0.287882	0.332144	0.113005	0.074045	0.15547	0.135448	0.162812	0.164074	0.0724479	0.0229671	0	0.0577716	0.136651	0.140587	0.163398	0.13128	0.0780623	0.118122	0.265525	0.442266	0.378881	0.0866374	0.0765552	0.0850819	0.0775344	0.21834	0.191747	0.0593233	0.0474091	0.0740559	0.190411	0.1162	0.0191767	0.0676837	0.0990422	0.163267	0.208358	0.446295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.768c3dd3-4d38-474a-b6d5-c316c21bc08d.fc.signal	0.870686	0.768179	0.266615	0	0.0398506	0.215221	0.0866885	0	0.359778	0.493085	0.194485	0.154395	0.396493	0.364731	0.053194	0	0.0824071	0.178187	0.0343936	0.101305	0.380508	0.455692	0.154645	0.0608712	0.114856	0.234957	0.222906	0.371116	0.280832	0.0306805	0	0	0	0.0759695	0.208548	0.0629424	0	0	0.0508781	0.199468	0.248241	0.0819443	0	0.178371	0.182013	0.185074	0.113033	0.390141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.00528f90-1767-43ef-bb37-a22f6e9f4039.fc.signal	0.826443	0.574065	0.602652	0.325164	0.538393	0.260459	0.485089	0.102908	0	0.0351103	0.16021	0.281987	0.183569	0.20187	0	0	0.385927	0.502615	0.637562	0.419888	0.340059	0.714407	0.234957	0.664397	0.866811	0.853548	0.885222	0.520845	0.153886	0.315886	0.291096	0.0627439	0.281628	0.454602	0.586916	0.642286	0.150342	0.191409	0.603368	1.36083	0.409607	0.788859	0.009848	0.918813	0.639944	0.724394	0.854553	0.375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.d51ed427-007f-40d3-b98a-eaa67c358ae9.fc.signal	0	0	0.0507035	0.088802	0.0702907	0.0352616	0	0	0	0	0	0	0	0	0	0	0	0.109434	0.186146	0.220537	0.149337	0.0485209	0	0	0	0.0127533	0.149899	0.226425	0.169967	0.0966173	0.0296375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072772	0.177158	0.211725	0.266896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.f1517182-68cd-4431-ae69-970e870c1c44.fc.signal	1.68562	0.648243	1.07996	2.55607	2.8045	3.99669	1.16347	1.7107	1.32295	2.94931	1.68799	0.138647	1.54933	1.60184	1.26099	0.417336	0.182359	0.618193	0.811963	1.52922	1.63325	1.00087	1.42286	0.685719	0	0.29672	0.608349	1.57946	2.66461	0.283342	0	0.74146	0.403885	0	0	0.573133	2.03762	2.69602	0.934641	1.39155	0.394406	0.316645	1.03481	0.413687	0.94893	0.897254	2.9529	0.331579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.6c44093e-8a4f-4f36-9bdc-4181cde15c47.fc.signal	0.136466	0.0420106	0.446748	0.638312	0.263273	0.455312	0.553152	0.268513	0.275637	0.537846	0.26506	0.147389	0.600212	0.570334	0.153291	0.0818994	0.42945	0.669741	0.273287	0.299339	0.309508	0.131809	0.219163	0.0974957	0.136813	0.335873	0.242388	0.0068076	0.0797358	0.600636	0.707176	0.605838	0.602525	0.540031	0.470627	0.715816	0.428582	0.356228	0.623232	0.545466	0.440643	0.403	0.487742	0.262919	0.225019	0.452967	0.451621	0.307971
