	chr5:179835385-179835454	chr5:179835455-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836054	chr5:179836055-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.112148	0.677595	1.47732	0.773029	0.511885	0.295227	0.575894	2.07945	3.63898	1.95144	2.54137	4.67334	1.29815	1.14323	0.536939	0.93527	1.50521	0.935419	0.781183	0.91402	0.728138	0.83466	0.826789	0.60409	1.14356	0.794684	0.243707	0.441498	1.15778	1.33545	1.24393	1.83632	1.0515	1.65793	0.949693	0.893524	0.968488	0.606348	0.384482	0.686915	0.53531	0.385206	0.400027	0.57111	1.13773	0.640235	0.419607	0.732144	0.272202	0.340008	0.212813	0.61493	0.451804	0.555218	0.352172	0.27051	0.598985
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0	0	0.294718	0.0710668	0.125387	1.1061	2.3079	5.56653	7.31223	5.87882	3.6272	3.48438	1.08511	1.77745	1.74453	1.27226	2.81396	1.95393	2.11724	1.53835	1.20161	0.950518	0.0652457	0.62014	1.2786	0.180967	0.121232	0.505745	0.92371	1.01371	0.903789	0.919499	1.02685	0.885678	0.3578	0.628342	1.79715	0.328154	0.231393	0.0638724	1.14314	0.763526	0.215498	0	0.392872	0.706338	0.363626	0.0376236	0.587215	0.106593	0	0	0	0	0	0	0.181269
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0.33582	0.486889	0.41639	0.109701	0.358163	1.69811	3.94544	13.9439	20.0014	16.0997	8.92986	6.90606	6.48839	5.96432	8.32816	10.2705	13.1581	10.6836	5.40852	1.60733	2.57742	1.39096	0.968293	0.649149	1.32298	1.05214	0.044776	0.20371	1.12601	1.96993	2.15986	1.14628	1.37797	0.716352	0.257456	1.33864	1.03527	1.3463	1.40677	0.196999	0.803619	0.625482	0.140545	0.298642	0.79688	1.91294	0.568535	0.419432	0.700649	0.47458	0.39625	1.08571	1.10138	0.385059	0.688012	0.6001	0.777778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0	0.00416137	0.305447	0.377467	0.0680972	0	0.393655	2.1209	3.09755	3.36047	4.37757	5.29597	4.32522	3.38503	1.72414	1.43441	1.25013	0.919064	0.758598	0.576309	0.363503	0.416716	0.606001	1.18019	1.84615	1.2191	0.980829	1.26754	0.939235	0.977151	1.47106	2.83879	2.95103	3.3786	3.29196	2.93732	2.19914	1.16266	1.48824	1.42092	0.950459	0.440337	0.25652	0.384207	0.558561	0.383275	0.227714	0.313724	0.408447	0.396417	0.407163	0.785614	0.684209	0.285265	0.0359533	0.157303	0.661064
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0	0.10112	0.313988	0.393393	0.377418	0.185476	0.579841	0.550525	0.709784	0.281302	0.0822837	0.344855	1.1733	1.33244	0.504971	0.454191	0.671929	0.508174	0.839742	0.456985	0	0.114896	0.687912	0.362296	0.126395	0.207545	0.245264	0.436198	0.450576	0.761686	0.733699	0.627925	0.688736	0.197362	0.313318	0.783887	0.162973	0.193573	0.381962	0.544784	0.165674	0.448418	0.223752	0.331956	0.131252	0	0.251578	0.172769	0.160407	0.489709	0.182782	0.613702	0.51323	0.248529	0.266552	0.261071	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	0	0	0	0.279964	0.720096	1.17512	0.83274	0.469583	1.55788	1.984	2.09862	1.80926	0.39212	1.26162	1.45293	0.0034558	0.167746	0	0	0	0	0	0	0	0.0154467	0.324223	0	0	0	0	0	0.162454	0.883702	0.354808	0.350219	0.31012	0	0	0.315621	0.232213	0.291185	0.15878	0.0782276	0.0616985	0.0487325	0.188277	0.00206953	0.0512706	0.127659	0.136804	0.225194	0.190476	0.322544	0.100216	0.274196	0.51854	0.871766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0	0	0.0963473	0.534236	0.480477	0.399562	0.34726	0.704411	0.967227	1.86683	4.82497	3.99006	1.81527	3.65362	1.99429	1.54448	0.284038	0.538551	0.649837	0.256546	0	0	0	0.185221	0.230274	0.229021	0.220261	0.360413	0.524301	0.808294	0.550484	0.190353	0.243277	0.429019	0.358111	0.45238	0.521731	0.249659	0.189041	0.311481	0.385432	0.783422	0.49502	0.269128	0.25009	0.139258	0.058558	0.245291	0.431689	0.461414	0.137661	0.570584	0.256557	0.30357	0.142787	0.627268	0.965517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	0	0	0.0140408	0.375485	1.06555	1.73694	3.04622	5.22768	10.6038	6.81486	5.4662	8.68032	7.6192	3.75342	1.23165	1.26088	1.4983	1.61262	1.31468	0.692197	0.879809	1.14977	0.853839	0.375465	0.849183	0.711276	0.203564	0.416425	1.41176	1.33807	1.02409	0.853056	1.10648	0.472562	0.700648	1.05738	1.45374	1.04964	1.0001	0.866689	1.18686	0.89127	0.971979	0.776637	0.59536	0.316668	0	0.153129	0.576521	0.402693	0	0.152066	0.638627	1.16665	0.747559	1.03066	0.769758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0	0	0.790198	1.50602	2.382	1.8659	2.41904	4.28437	4.81782	5.60466	8.51812	11.8791	3.60351	5.28134	4.34514	2.61653	2.41914	1.7116	1.23026	1.14761	1.11249	0.429728	0.410104	0.0754184	0.735756	0.874663	0.488704	0.396406	1.07398	0.885227	0.859632	0.516063	1.25761	0.627447	0.559153	0.407007	0.591086	0.211232	0	0	0.157482	0.10374	0.0703907	0.216109	0.373702	0.324976	0.230208	0.298546	0.399367	0.0221663	0.239288	0.424936	0.242876	1.13162	0.99163	0.290275	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0	0	0.518944	0.567902	1.30298	1.89951	1.731	1.82081	0.789581	1.492	1.03443	1.45665	0.677969	1.27634	0.706923	0.467692	0.854195	0.723832	0.71049	0.270583	0.87298	0.345934	0.358172	0.685991	0.706143	1.44271	0.298441	0.589101	1.4767	1.29408	0.983312	2.33758	1.14929	0.505534	1.00009	0.76061	0.640304	0.144757	0.560097	0.721651	0.543418	0.484379	0.561811	0.0367461	0.339262	0.516669	0.277	0.54341	0.505534	0.15255	0	0.0478819	0.584595	0.680426	0.541209	0.320864	0.844828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0.193506	0.787707	1.81297	0.426386	0.0157051	0.519939	2.27411	4.67429	5.42309	6.33288	6.75319	6.04741	4.07782	3.59509	2.84043	1.91088	2.64236	1.9397	1.53355	1.7358	1.64784	1.52396	1.53973	2.28209	1.70415	1.56132	0.648608	1.75524	3.24017	1.43493	1.35737	2.60488	2.34552	1.46287	0.669719	0.990306	1.31185	1.29379	0.849322	1.32914	0.490362	0.397804	0.457116	0.546626	0.308614	0.700522	0.989525	0.85283	0.937752	1.11426	0.826911	1.3642	1.90673	1.95064	1.81912	1.52762	0.577011
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0	0	0.185382	0.0235735	0	0	0.0296539	2.51765	2.58013	2.55166	2.97995	3.17927	1.19207	1.71886	0.292959	0.667996	1.32104	0.908709	1.01116	1.20791	0.389575	0.604632	0.954654	1.1652	1.85299	1.80887	0.659105	1.20839	2.95957	1.97581	1.72021	1.93702	0.8527	0.557742	0.613564	1.4599	1.88273	1.4173	1.01922	1.25989	0.233172	0.444092	0.326681	0.303916	0.773899	0.514992	0.368994	0.827935	0.185257	0.101799	0.129597	0.429596	0.258848	0.163406	0.0632553	0.0132629	0.162264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0	0	0	0	0	0.087512	0.736161	1.15519	0.800663	2.14484	1.8809	1.63641	2.8012	3.69966	2.42711	1.46064	0.991654	1.15644	0.929715	0.0731589	1.68432	0.840761	0.262141	0.470614	0	0	0	0.487131	0.205793	1.12638	0.475017	0.744004	0.657459	0.838771	0.0940175	0.37181	0.418974	0.343987	0.586568	0	0	0.358084	0.480558	0	0	0	0	0	0	0	0.0648847	0.851081	0.0325933	0.554142	0	0	0.228571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0	0.26817	0.478504	0.456864	0.9631	0.884068	0.589981	1.04637	1.43585	0.714565	0.7433	1.28027	0.948474	0.451359	0.517949	1.38157	0.918363	1.05045	0.544579	1.12086	0.970029	1.27687	1.26214	1.24836	1.32279	1.07107	0.382056	0.312351	0.76701	0.709842	1.73927	1.198	1.08746	1.03849	0.885924	1.19456	1.07755	0.899101	0.181378	0.248446	0.345523	0.405418	0.470288	0.587216	0.352774	0.556535	0.255694	0.370969	0.0667077	0.235789	0.179391	0.3155	0.218405	0.398749	0.495841	0.355818	0.958869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0	0.121076	0.598543	0.5243	0.338249	0.528677	2.20648	5.3741	7.02894	4.04196	2.5393	2.70156	2.45635	2.42806	2.84061	3.17804	3.82879	4.69458	5.15104	4.59369	3.31888	2.19667	1.92746	4.66727	4.14004	3.15992	1.02548	1.99602	3.8754	5.41844	4.92056	4.41764	3.41997	2.49526	3.49664	4.63921	4.85461	4.93558	4.6144	4.49731	3.12848	1.01101	1.4101	1.84821	1.68015	1.76894	0.795514	0.856674	0.934955	0.617334	0.582146	0.597579	0.699725	0.735469	1.29739	1.31547	0.313853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	0	0	0	0	0	0	0	0.314496	2.46518	0.488568	0.625712	1.03361	0.993602	0.421834	0.802018	2.12293	0.921469	0.338277	0.903711	0.899797	0.674361	0.816924	0.288922	1.25595	0.551984	0.625259	0	0	0.27851	1.2497	1.3572	1.12985	0	0.275977	0.58645	0	0	0.350285	1.0053	0.467858	0.446774	0	0	0	0	0	0	0	0.293225	0.569202	1.18165	1.95357	3.89852	5.49843	2.18621	1.22611	0.325581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.aee1956d-7eef-43f7-b3cc-8c134b0ab626.fc.signal	0	0	0	0	0	0.0307221	0.292676	1.4736	1.86948	1.15224	0.444546	0.738993	0.647333	0.401586	0.629941	0.443117	0.649483	0.969747	0.691031	0.690142	0.644174	0.718812	0.437949	0.041418	0.405603	0.669319	0.103537	0.290947	1.03413	0.659443	0.602009	0.388232	0.197269	0.259078	0.2128	0.493985	0.698686	0.668882	0.338694	1.26299	0.754934	0.332587	0.161302	0.0586257	0.753671	0.198965	0.132507	0.0633846	0.2983	0.18954	0.141777	0.113103	0.01593	0.280351	0.686796	0.578608	0.794425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.027495	0.385415	0.644434	0.440656	0.473196	0.488871	1.00946	1.37903	1.79619	1.86127	2.15634	2.65557	1.40841	1.19884	0.540559	1.88453	1.76394	1.73548	1.4234	0.915043	0.568756	1.09031	1.41973	0.792179	0.844771	1.21701	0.474409	0.575221	1.7511	1.73599	1.57168	1.58127	1.46381	1.53875	0.908439	0.807437	0.853679	0.516637	0.443362	0.813851	0.375241	0.319868	0.519816	0.766531	1.21425	1.35719	0.533695	0.88749	0.722831	0.374058	0.257015	0.336105	0.351385	0.693738	0.660155	0.456934	0.309091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0	0	0.0333405	0.800173	0	0	0	0.583837	0	0.18327	0.709861	1.93049	1.10031	0.694426	0.324626	0.115727	0.113657	0	0.603744	1.5182	1.19192	0.84242	0.0500108	0	0	0	0	0.708486	0.582066	0.404125	0.154004	0.364772	0.324796	0	0	0.450097	0.383416	0	0.833513	0	0	0	0.0806093	0.745164	1.30898	0.19408	2.3005	3.2257	0.818114	0	0.683481	0.150032	0	0	0.115965	0.764285	0.846682
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0	0.0967549	0.173195	0.0241306	0.174635	0.37691	0.400135	0.207376	0.0810705	0.242685	0.226612	0.34909	0.199017	0.496338	0.469473	0.193193	0.0588547	0.233445	0.509702	0.35276	0.259321	0.0790609	0.200236	0.310882	0.403466	0.0664309	0.0480061	0.0639924	0.182731	0.272208	0.382219	0.268196	0.169655	0.282358	0.198787	0.102668	0.153145	0.285908	0.132179	0.173723	0.189394	0.309016	0.332663	0.113595	0.133845	0.245903	0.0595116	0.277307	0.330212	0.0975615	0.14811	0.227164	0.32561	0.276179	0.198002	0.105514	0.343387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0	0.00910088	0.114725	0.170137	0.226073	0.392603	0.801323	1.07534	1.02805	1.40385	1.62582	1.54763	1.39069	0.706215	0.530398	0.577476	0.447986	0.153401	0.248063	0.53018	0.504476	0.331069	0.315679	0.329186	0.111249	0.161945	0.349333	0.13721	0.0148453	0.132444	0.101389	0.138416	0.263934	0.135914	0.290912	0.391132	0.489136	0.327906	0.10261	0.113707	0.115445	0.126672	0.0684869	0.315678	0.45769	0.281385	0.18975	0.341003	0.605472	0.629547	0.621836	0.306833	0.124982	0.35875	0.697011	1.19104	0.308872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8de637e5-a5d6-4185-adf0-6cd26a8c9528.fc.signal	0	0	0.772031	0.911036	0.104275	0	0	2.49627	2.64192	5.49159	5.43155	6.34962	4.4872	2.84449	0.383156	1.46454	1.79764	1.31061	1.68484	1.30756	1.75342	1.29152	0.762765	0.610724	0.56236	0.548356	0.24826	0.201112	1.1767	1.66322	1.64417	1.18434	0.744745	0.523824	0.556122	2.16963	1.13318	1.75011	0.476399	0.553628	0.985546	0.799352	2.65817	1.07167	1.3445	1.0916	0.689082	1.94857	2.38174	2.18948	3.26934	1.46217	1.25613	0.997849	1.27762	1.03777	0.676136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.923b8fcc-4125-4fc8-8b47-0afcc64dbae5.fc.signal	0	0	0	0	0.052302	0.524745	0.914469	2.27356	1.36318	2.26481	2.54892	4.75216	3.53544	3.10797	2.52951	0.685937	1.12053	1.48717	0.750206	0.663163	0.52955	0.852969	0.280201	0.253938	1.09889	1.91423	0.229283	0	0.748433	1.0351	0.444831	0.680001	0.456683	0.387233	0.169398	0	0	0	0	1.09875	0.890451	0.246713	0.0248755	0.572397	1.18035	0.986552	0.105247	0	0	0	0	0.609579	0.812574	0.0039146	0	0	0.834783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	0.317069	1.06204	1.04291	1.67008	0.605746	0.540056	1.44629	3.98631	5.76612	3.57476	4.65947	4.4865	2.29819	2.36057	0.941189	1.49656	1.12247	1.16401	1.54731	1.79023	1.05827	0.748818	1.17529	1.39883	1.92251	2.42556	0.446043	0.650458	1.4826	1.35223	1.28801	0.998513	0.514056	0.833466	1.05621	1.121	1.15447	0.971363	1.43874	1.17414	1.4526	1.35805	0.907894	0.533854	0.59337	0.400998	0.666527	2.34674	0.696655	0.440555	0	0	0.0701788	0.37841	0.537068	0.604943	0.55
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0	0.264616	1.34731	0.440342	0	0	0.950763	2.13805	1.733	1.61907	1.28157	1.40523	1.10673	1.10316	0.326555	0.0262029	0.309782	0.605318	0.336945	0.321165	0.236736	1.0109	0.728812	0.736568	0.925662	1.02379	0.672115	0.509665	0.819628	1.3265	1.41305	1.89017	1.33259	0.510379	0.910626	1.22745	0.820553	0.642093	0.125128	0.165349	0.348394	0.44317	0.333054	0.312658	0.401298	0.221364	0.161498	0.215763	0.296124	0.1594	0.223022	0.286781	0.326351	0.239633	0.0278422	0.07843	0.236504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.6d458bc2-bf4f-404e-8ba6-6a89a10cb027.fc.signal	0	0.280524	1.67501	2.00919	0.959456	1.19353	2.3047	5.63577	6.53844	5.44939	5.67262	7.32376	4.96438	3.8128	1.74247	2.64057	2.85083	1.56889	1.46569	1.10734	1.03575	1.10017	0.527373	0.950756	0.615005	0.845741	0.172984	0.422253	0.852479	0.99118	1.20073	1.42927	1.38772	1.95605	1.39987	1.77274	2.11899	1.65627	1.30986	1.26645	1.76843	1.5177	1.13343	1.41859	1.5633	1.40197	1.44656	0.812573	0.341797	0.0506873	0.0709387	1.0555	1.52162	0.623995	0.872874	0.461053	0.934783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.fd911a3b-cde9-464c-a982-9bde09bc6ccb.fc.signal	0	0	0.974107	0.270983	0	1.02013	3.15151	9.49533	14.2595	15.2575	10.6494	5.45715	4.86803	3.22485	2.93065	5.33169	7.19022	3.83593	3.11952	2.22933	0.961796	1.71681	2.69882	0.146476	0.512515	0.342359	0.303913	0.552903	0.511688	0.363139	0.911306	1.83955	0.587605	0.405882	0	0.348336	1.08929	0.536672	1.14256	0.439426	0	0.827599	1.47211	0.992657	0.676758	1.64267	0.288789	0	0.274945	0.281943	0.47967	0.142802	0.344228	2.24047	2.46099	0.245728	0.695402
