	chr9:143602-143751	chr9:143752-143901	chr9:143902-144051	chr9:144052-144201	chr9:144202-144351	chr9:144352-144421	chr9:144422-144501	chr9:144502-144581	chr9:144582-144651	chr9:144652-144801	chr9:144802-144951	chr9:144952-145071	chr9:145072-145101	chr9:145102-145181	chr9:145182-145251	chr9:145252-145361	chr9:145362-145401	chr9:145402-145551	chr9:145552-145581	chr9:145582-145671	chr9:145672-145701	chr9:145702-145801	chr9:145802-145851	chr9:145852-145971	chr9:145972-146001	chr9:146002-146151	chr9:146152-146301	chr9:146302-146361	chr9:146362-146421	chr9:146422-146451	chr9:146452-146571	chr9:146572-146601	chr9:146602-146751	chr9:146752-146901	chr9:146902-147051	chr9:147052-147151	chr9:147152-147201	chr9:147202-147241	chr9:147242-147351	chr9:147352-147471	chr9:147472-147501	chr9:147502-147571	chr9:147572-147651	chr9:147652-147801	chr9:147802-147951	chr9:147952-148011	chr9:148012-148051	chr9:148052-148101	chr9:148102-148251	chr9:148252-148321	chr9:148322-148401	chr9:148402-148521	chr9:148522-148551	chr9:148552-148658	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133573	0.353534	0.582558	0.306368	0	0	0	0	0	0.0605644	0.283734	0.439941	0.763712	0.4713	0.104764	0	0	0	0	0	0	0.929167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229922	0.31353	0.0438942	0	0	0	0	0.041804	0.31353	0.31353	0.305169	0.10451	0	0	0	0	0	0	0	0	0	0.499319
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100746	0.33582	0.136567	0	0	0	0	0	0	0	0	0	0.141026
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21689	0.6426	0.42724	0.400719	0	0	0	0	0	0	0	0.34386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178757	0.33517	0.33517	0.150827	0	0	0.218978	0.33517	0.33517	0.0223447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	0	0	0	0	0	0	0.0172789	0.34557	0.325824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148596	0.34557	0.146869	0	0	0	0.168178	0.177393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0	0	0	0	0	0	0.138444	0.37545	0.217221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196485	0.37545	0.071961	0	0	0	0	0.182679	0.492975	0.112632	0	0	0	0	0	0.262813	0.37545	0.335401	0.0926108	0	0	0	0	0	0	0	0	0	0.653129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23684	0.427274	0.111079	0	0	0	0	0	0	0.132789	0.545729	0.126549	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225656	0.17551	0.429289	0.567301	0.456186	0.210584	0.17551	0.00585033	0	0	0	0	0	0.112977
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0723193	0.415284	0.61969	0.459732	0.0516567	0	0	0	0	0	0	0	0	0	0	0	0	0.224706	0.402392	0.404303	0.30994	0.166593	0	0	0	0.216958	0.242786	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536798	0.762857	0.236623	0.16703	0.0403656	0	0.28951	0.0445403	0	0	0	0	0	0	0	0	0	0.573461	0.532266	0.473242	0.154503	0	0	0	0	0	0	0	0.549147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400486	0.252847	0.302318	0.153124	0.11779	0.00490792	0	0.129567	0.276405	0.159405	0.204947	0.169613	0.164902	0.10494	0	0	0.371865	0.727328	0.636831	0.0730277	0.11779	0.11779	0.0965878	0	0	0	0	0	0	0.865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.ff176449-fe74-4f56-97cc-e3565a6ea39c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0907969	0.43934	0.128873	0	0	0	0	0	0	0	0	0.43934	0.21967	0	0	0	0	0	0	0	0	0	0.537705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116415	0.884623	0.217259	0	0	0	0	0	0	0	0	0	0.599691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06258	1.13848	0.296005	0	0	0	0	0	0	0	0	0	0	0	0.812116	0.250466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.986cff92-5d42-4625-83db-98aad85f151e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0736383	0.229716	0.26008	0.0831914	0	0	0	0	0	0	0	0	0	0.0736383	0.227114	0.018193	0	0	0	0	0	0	0	0.163474	0.458308	0.615465	0.30253	0.153825	0	0	0	0	0	0	0	0	0.692626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361525	0.14461	0.14461	0.118317	0	0.115688	0.14461	0.14461	0.0298861	0	0	0	0	0	0	0	0	0	0	0.199908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802967	0.150099	0.257577	0.268695	0.111183	0	0	0	0	0	0	0.140219	0.690713	0.243987	0.0393762	0	0	0	0	0	0	0	0.939007
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448462	0.413965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565968	0.64682	0.185422	0	0	0	0	0	0	0	0	0	0.208642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.aee1956d-7eef-43f7-b3cc-8c134b0ab626.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29026	0.413164	0.066906	0	0	0	0	0	0	0	0	0	0.65097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16254	0.2322	0.0717709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147083	0.703726	0.205567	0	0	0	0	0	0.0530743	0.179955	0.256979	0.365409	0	0	0	0	0	0	0	0	0	0.876749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739133	0.206344	0	0	0	0	0	0	0.0481993	0.193553	0.189017	0.0756067	0	0	0	0	0	0	0	0	0.988976
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217336
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071176	0.16667	0.0951979	0	0	0	0	0	0	0.0322516	0.144131	0.0759211	0	0	0	0	0	0	0	0	0	0.777531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087745	0.457282	1.27461	1.2132	0.445046	0.260374	0	0	0	0	0	0	0	0.90988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8de637e5-a5d6-4185-adf0-6cd26a8c9528.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.923b8fcc-4125-4fc8-8b47-0afcc64dbae5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108007	0.63004	0.390625	0	0	0	0	0	0	0	0	0	0	0.416031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144802	0.326642	0	0	0	0	0	0	0	0.126325	0.362049	0.0421083	0	0	0	0	0	0	0	0	0	0.758621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200763	0.23165	0.0293423	0	0.009266	0.23165	0.23165	0.212697	0	0.208485	0.23165	0.544386	0.667162	0.0972933	0	0	0	0	0	0	0	0	0	0.924528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.6d458bc2-bf4f-404e-8ba6-6a89a10cb027.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232326	0.639482	0.604279	0.03872	0	0	0	0.0762667	0.176	0.176	0.1782	0.10208	0	0	0	0	0	0	0	0	0	0	0.506562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.cee73cdb-e806-4f6a-ad30-ab01efc5dd22.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538779	0.384375	0	0	0	0	0	0	0	0	0	0	0.489422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.fd911a3b-cde9-464c-a982-9bde09bc6ccb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443054	0.448546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22488
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.49953b3d-9030-4a88-85fe-119abc3077c8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013895	0.2779	0.555724	0.847455	0.590923	0.0759593	0	0	0	0	0	0	0	0	0	0.237785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158903	0.396724	0.247285	0.047334	0	0	0	0	0.226273	0.110505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	0	0	0	0	0	0.0556623	1.61425	1.55164	0.0238586	0	0	0	0	0	0	0	0	0	0	0.00618556	0.5567	0.5567	0.267216	0	0	0	0	0	0	0	0	0	0.441649	0.690265	0.59377	0	0	0	0	0	0	0	0.264432	0.434226	0	0	0	0	0	0	0	0	0	0	0.467298
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.e5c74e2f-fdd7-452c-ab9b-6ee0ab9d0cdc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410228	0.511256	0	0	0	0	0	0	0	0	0	0.77235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.e03cd402-356e-42a8-a5d3-47467ef89fb6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7073
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13771	0.253819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289314	0.554188	0.399688	0	0	0	0	0	0	0	0	0	0.972332
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0837079	0.0740491	0	0	0	0.00142276	0.022576	0.105796	0.0536893	0.100058	0.0745949	0	0	0.0261676	0.05644	0.05644	0.0572147	0.15283	0.130491	0.00073372	0	0	0	0	0.0539599	0.113631	0.189695	0.11275	0.0779864	0.273756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.c59c5d40-3fa1-4268-aee6-d3649316b884.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285557	0.79015	0.465783	0	0	0	0	0	0	0	0.205149	0.372931	0.20791	0.119548	0	0	0	0	0	0	0	0.98451
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.c9356221-6b90-4965-9d95-323075444bf6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214902	0.27204	0.0974565	0	0	0	0	0	0	0	0	0	0	0.0872346	0.235749	0.27204	0.175076	0.147744	0.200366	0.0996967	0	0	0	0	0	0	0	0	0.83557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000812133	0.118562	0.0828313	0	0	0	0	0	0	0.0236026	0.213173	0.374373	0.18475	0.0913582	0	0	0	0	0	0	0.0222008	0.293777
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.e7613ff6-6db0-405e-a3e1-4d00a7bd21ef.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48401	0.667821	0.171942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26426	0.63423	0.184977	0	0	0	0	0	0	0	0	0.812074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.6ac99a85-2fe0-4cc8-86a0-6bf7b17d53bb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0547873	0.2651	0.170106	0.00331375	0	0	0	0	0	0	0	0.0355828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.adee2f46-da34-4846-89ca-6d9625aefc9b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155043	0.329533	0.22362	0.0279525	0	0	0	0	0	0	0	0.149584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.24421c99-53f4-4f1c-8ef1-69e3df8de28a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420872	0.694589	0.434157	0.234999	0.0332063	0.572006	0.735491	0.0429128	0	0	0	0	0	0	0	0.0218943	0.582217	0.292133	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.18e3adfa-3eb3-43e1-9f5c-5877d3eea934.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332517	0.436429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389669	0.62347	0.124694	0	0	0	0	0	0	0	0	0	0.269084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.a4af2880-eb13-4bea-b57f-bb2142b248dc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0671703	0.38383	0.0665305	0	0	0	0	0	0	0	0	0	0.0590062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103967	0.237062	0.29032	0.107612	0	0	0.0106385	0.143136	0.14507	0.0899434	0	0	0	0	0	0.125123	0.0735021	0.391869	0.655583	0.17778	0	0	0	0	0	0	0	0.676971
