	chr2:73077151-73077300	chr2:73077301-73077450	chr2:73077451-73077600	chr2:73077601-73077750	chr2:73077751-73077900	chr2:73077901-73078050	chr2:73078051-73078200	chr2:73078201-73078350	chr2:73078351-73078500	chr2:73078501-73078650	chr2:73078651-73078800	chr2:73078801-73078950	chr2:73078951-73079100	chr2:73079101-73079250	chr2:73079251-73079400	chr2:73079401-73079550	chr2:73079551-73079700	chr2:73079701-73079850	chr2:73079851-73080000	chr2:73080001-73080150	chr2:73080151-73080300	chr2:73080301-73080450	chr2:73080451-73080600	chr2:73080601-73080750	chr2:73080751-73080900	chr2:73080901-73081050	chr2:73081051-73081200	chr2:73081201-73081350	chr2:73081351-73081500	chr2:73081501-73081650	chr2:73081651-73081800	chr2:73081801-73081950	chr2:73081951-73082100	chr2:73082101-73082250	chr2:73082251-73082400	chr2:73082401-73082550	chr2:73082551-73082700	chr2:73082701-73082850	chr2:73082851-73083000	chr2:73083001-73083150	chr2:73083151-73083300	chr2:73083301-73083450	chr2:73083451-73083600	chr2:73083601-73083750	chr2:73083751-73083900	chr2:73083901-73084050	chr2:73084051-73084163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	1.05803	0.97979	1.04612	1.44805	1.39433	1.8912	2.56038	1.27058	0.713408	0.740861	1.1534	1.49996	0.887206	1.09749	1.15164	1.25086	1.20563	0.924889	0.697229	0.859619	1.23514	0.94798	1.71383	1.56348	0.553599	0.816547	1.33767	2.09748	1.02079	0.563472	0.65818	0.172986	0.318969	0.73189	1.08636	0.235649	0.0869911	0.507129	1.66424	1.28746	1.41197	0.884903	0.654151	1.51754	2.44928	2.06203	0.719339	0.196078
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.0441689	0.160798	0.197941	0.113221	0.203951	0.299538	1.32442	1.57472	1.26783	1.21462	0.912597	0.428057	0.315108	0.434186	0.273086	0.39438	0.65077	0.89586	0.755986	0.466109	0.376832	0.564235	0.226171	0.389651	0.359957	0.121002	0.222391	0.0654267	0	0	0.0967376	0.11054	0	0.202909	0.356009	0.305708	0.142668	0.135857	0.446269	0.356749	0.0775823	0.214823	0.383376	0.31542	0.42794	0.233433	0.409901	0.0735294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.591284	1.77852	0.704931	0.751541	0.639291	1.02902	1.11182	0.300325	0.529705	0.86413	0.62874	0.165909	0.411	0.461498	0.0289514	0.347814	0.340732	0.398638	0.229382	0.455425	0.325143	0.472128	0.296192	0.14309	0.0846275	0.572347	0.236491	0.553926	0.640065	0.946347	0.920873	0.681674	0.232911	0.46864	0.76084	0.62753	0.823989	0.381155	0.569924	0.86131	1.77119	1.26988	1.33664	0.712728	1.66155	0.866376	0.876645	0.368606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	1.36406	1.4506	1.90624	2.08339	1.75438	1.90073	1.73152	1.70117	2.08547	3.11712	1.76806	2.01119	1.96532	2.06526	2.02455	2.39174	2.49568	2.81451	2.12138	2.41123	2.65416	2.69747	3.20086	3.12775	1.90606	2.21793	2.81906	2.85138	3.09872	2.27783	2.9813	2.08712	1.94833	1.5242	1.79093	1.99209	2.60745	2.06925	1.87023	2.45142	2.384	1.94815	1.92596	2.47593	2.64331	2.3336	2.72874	0.261625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0.732066	0.394925	0.336533	0.627694	0.507239	0.711959	0.756457	0.581021	0.55642	0.45911	0.383246	0.673108	0.649116	0.304023	0.352606	0.354648	0.596536	0.290053	0.389565	0.363418	0.40986	0.592152	0.461842	0.404164	0.466698	0.627128	0.483313	0.806576	0.535825	0.584072	0.69634	0.379401	0.00329573	0.0622957	0.177061	0.455704	0.887309	0.980586	0.724584	1.23263	1.10416	0.870567	0.239379	0.73462	0.644245	0.55555	0.420695	0.484157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0.796702	0.508461	0.417602	0.407651	0.410208	0.393355	0.216684	0.513413	0.352628	0.389642	0.527184	0	0	0	0.363535	0.0759253	0	0.471806	0.274577	0.380252	0	0.120538	1.10625	0.384123	0	0.60927	0.979488	0.0521987	0.175435	1.11764	0.724547	0.031911	0	0.87405	0.820817	0.446461	0	0	0.185499	0.801932	1.29544	0.587666	0	0	0.229325	0.288244	0	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0.867518	0.27501	0.409531	0.207098	0.595418	0.814085	0.680279	0.603022	0.298173	0.292112	0.307939	0.467513	0.768081	0.612888	0.31434	0.228524	0.716063	0.672704	0.595525	0.299893	0.11349	0.262617	0.396988	0.136937	0.260894	0.579914	0.407408	0.659695	1.21017	0.630121	1.48839	1.3636	0.840863	0.806208	1.01427	1.29769	1.14513	0.911103	0.418699	0.260645	0.369523	0.606635	0.684181	1.05089	1.02569	1.19486	1.22133	0.387555
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	0.0595825	0.291632	0.61056	0.332005	0.211459	1.17263	1.75087	1.57404	1.26786	2.17352	0.582157	0.950094	1.09731	0.395878	0.518994	0.317236	0.69804	1.99962	0.938576	0	0.105631	0.843449	0.290902	0.33295	0.52608	0.218686	2.45187	2.34069	1.26157	1.78968	2.12175	1.36862	1.03287	1.39296	2.55305	3.59199	3.65796	6.03493	6.20943	5.91947	10.5565	6.97341	7.33591	14.0936	15.9002	14.917	11.9186	0.732746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.534786	0.892379	0.830221	0.944056	0.482961	0.417602	0.593326	0.399447	0.201147	0.563559	0.556945	0.514128	0.648876	0.773787	0.609916	0.438284	0.747771	0.690671	0.604474	0.434911	0.997173	0.502979	0.415841	0.45032	0.853169	0.566238	0.746009	0.931897	1.26994	0.888296	0.552227	0.441258	0.553741	0.745899	0.422568	0.739667	0.946523	0.79705	0.878322	1.19509	0.812386	0.183752	0.472508	1.31031	1.38244	1.59607	1.8859	0.235714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	1.68749	1.61072	0.955485	1.78848	1.16817	0.749723	0.810106	0.858003	0.63347	1.81667	1.04239	0.0333405	0	1.44198	1.88822	0	0.766832	0.0666811	0.63347	0.200043	0.183373	0.635085	0.641805	0.819865	0.145097	0.659507	0	0	0.799523	0.47739	0.407923	1.44743	0.610567	0	0.752426	0.0369477	1.02568	0.640687	0.204522	0.821007	3.36606	1.17226	0	0.175439	1.14879	0.224656	0.107907	0.419929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.163329	0.0700165	0.11802	0.32661	0.152703	0.100254	0.20968	0.506172	0.0893793	0.205726	0.206988	0.232981	0.294519	0.15427	0.0414696	0.242983	0.178286	0.0824489	0.335979	0.628951	0.373207	0.25626	0.221185	0.00474927	0	0.118473	0.275353	0.133127	0.00981493	0	0	0	0	0.152316	0.477557	0.335033	0.231278	0.0380332	0.34982	0.622223	0.442628	0.637301	0.44898	0.577495	0.326873	0.0957261	0.0747045	0.298851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	1.11667	1.46384	2.41849	4.16868	4.06629	2.52214	1.29241	0.940124	0.941316	0.560294	0.442862	0.53267	0.663186	0.439875	0.362981	0.340625	0.21976	0.52317	0.451771	0.443355	0.58372	0.578135	0.590941	0.410402	0.609437	0.450318	0.443946	0.708198	0.475948	0.470975	0.672423	0.611896	0.509057	0.884528	0.960778	0.411205	0.358456	0.879875	0.856981	0.632764	0.737108	0.478336	0.634454	0.845649	0.630816	1.0232	1.17287	0.36
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	1.40436	1.15157	0.411178	0.551328	0.45874	1.41048	0.857509	0.451451	0.741324	1.10151	1.69388	0.770544	0.469241	0.0232229	0.596282	1.17379	0.263362	0.409368	0.601957	0.669047	0.553506	0.984754	0.345524	0.807753	0.61759	0.545736	1.86995	1.54995	0.697885	1.19002	0.632984	0.679942	0.75284	0.430983	0.322451	0.124671	0.341824	0.589476	0.705938	0.923585	1.01533	1.27458	0.706729	1.31814	1.72318	1.65093	1.181	0.334426
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.360481	0.73693	1.29154	0.977842	1.30287	2.07843	1.48487	1.97367	1.48183	1.69632	2.03666	2.94209	1.4254	2.0067	2.84789	2.22574	3.94504	3.4657	2.53807	1.73129	1.93681	1.23968	1.22189	0.686058	0.693907	0.406019	0.924348	1.66608	2.31813	3.7569	2.64955	1.73631	0.849015	0.320126	0.695476	0.659285	0.782471	0.893009	0.676092	0.413088	1.44409	1.33911	0.69339	0.908212	0.957834	0.873597	1.0642	0.407407
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.49953b3d-9030-4a88-85fe-119abc3077c8.fc.signal	1.2516	1.56101	1.03466	0.95779	0.829661	0.460803	0.830107	1.39471	0.39663	0.630376	0.989694	1.25312	1.08481	1.81954	2.09496	0.939145	0.740927	0.398265	0.88914	0.981733	1.55411	1.18922	0.603871	0.144479	1.09634	0.555387	0.297963	0.425872	0.461261	1.28473	1.3101	0.643085	0.595124	0.346735	0.260564	0.909945	2.16212	1.28777	1.0262	1.73194	1.02525	1.14102	1.68562	0.55706	0.797884	0.452347	0.601492	0.67402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.385928	0.453635	2.71895	2.12918	0.758666	0.711494	1.05445	0.764806	0.933007	0.71781	0.338305	0.585432	0.344714	0.0966461	0.262696	0.442289	0.0358823	0	0	0	0.460067	0.702231	0.360995	0.482791	0.545682	0.360105	0.455839	0.553388	0.270539	0.386326	0.529034	0.548751	0.348901	0.861108	0.637365	0.566442	0.624245	0.621648	0.599793	0.968568	0.862384	0.740384	1.14764	1.06064	0.626774	0.466786	0.696521	0.301762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	1.71895	1.65577	2.63853	0.909217	1.81839	0.83867	0.374845	0.515875	0.785163	0.445267	1.41725	1.41004	0.214203	0	0.448983	0.596352	0.679134	0.430515	0.419381	0.76906	0.298187	0.293195	0.249794	1.01139	1.39528	0.83867	0.901784	2.6237	0.826577	0	0.0610823	1.10779	0.739709	0.390498	0.84193	0.393186	0.194835	1.30884	0.364473	0.0259793	2.18577	1.5178	0.296907	0.16701	0.992828	1.25429	2.38698	0.241287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.e5c74e2f-fdd7-452c-ab9b-6ee0ab9d0cdc.fc.signal	0.008103	0.433194	0.804646	0.692712	0.968828	0.908061	0.675724	0.573557	0.48912	0.444205	0.635122	0.630385	0.576432	0.402102	0.388792	0.65791	0.462944	0.346444	0.238724	0.323306	0.819102	1.09995	0.712797	0.481777	0.4768	0.456139	0.504112	0.470117	0.331944	0.536374	0.561652	0.125171	0.248276	0.424885	0.287486	0.481968	0.897307	1.0292	0.745789	0.696869	1.1101	0.835739	0.582485	1.37933	0.765853	0.591377	0.702049	0.390141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.e03cd402-356e-42a8-a5d3-47467ef89fb6.fc.signal	1.31907	0.746991	0.717652	0.971631	0.467108	0.3999	0.41255	0.924627	1.46079	0.677799	1.6352	2.12886	1.67011	1.65802	1.35629	0.725155	2.25581	3.25297	2.38866	2.70972	4.20161	4.55315	6.73975	7.3708	10.5649	16.0061	15.4253	15.0987	15.3561	12.3862	4.6749	1.50298	1.66905	2.19215	1.50811	1.38072	1.75762	0.716204	1.4301	2.3235	3.34829	1.66278	0.1389	0.294631	0.65911	0.966071	1.13788	0.411765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0.461142	0.951332	0.59011	1.49911	1.25375	0.589454	1.27465	2.39237	1.98483	2.23367	3.33439	2.30226	1.04788	1.80672	2.13306	2.05045	1.3471	2.75657	2.55054	1.0996	2.30843	2.44161	2.66004	0.562196	0.461311	1.71756	2.5823	2.91876	2.88604	1.57939	2.20027	2.46585	0.874981	1.82531	0.787709	0.801192	0.644619	0.788463	1.36033	0.861701	1.00889	0.472625	0.260808	0.269572	0.452285	0.925279	1.33097	0.252602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	1.62938	1.79596	1.8286	2.41136	2.40779	3.37616	2.35835	1.8733	2.24116	1.58424	1.49195	1.37961	1.2456	1.71115	2.15955	1.77804	1.87546	1.23724	0.697088	1.32797	1.29411	2.03935	2.52631	2.96203	3.68549	6.42507	10.4791	13.2329	12.8395	10.4386	9.25754	5.44601	2.37006	3.05388	3.75504	2.66307	2.04898	1.59896	1.7653	3.26251	3.53186	2.921	2.60675	3.33745	3.6254	4.16522	3.59554	0.736784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.c59c5d40-3fa1-4268-aee6-d3649316b884.fc.signal	0.278223	0.276247	0.98324	1.81373	1.59205	1.33194	1.0964	0.914773	0.890907	0.373896	0.329595	0.350241	0.540445	1.00351	1.04121	0.605595	0.66682	0.851026	0.75365	0.899514	0.928447	0.854781	0.788624	0.91205	0.909854	0.60465	0.959531	0.780826	0.593918	0.928272	1.05764	0.677831	0.546472	0.649224	0.712093	0.801215	0.859498	0.757368	0.939553	0.872168	0.496372	0.67282	1.17177	0.769691	1.07212	0.839921	0.440967	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	1.48061	1.81224	1.49331	1.8424	2.2694	2.82749	2.09385	0.900994	0.934867	0.756571	0.968881	1.13656	1.34305	1.6036	1.96189	1.12736	0.845088	0.539902	0.679932	0.855072	1.2243	1.20118	2.31937	2.10075	2.21464	3.85012	7.88817	10.4514	11.5765	9.50943	8.40708	5.77729	2.57662	2.57613	3.89275	3.71588	3.6097	3.30853	3.16755	3.31893	2.51471	1.76251	1.59551	1.45026	2.03846	2.03107	2.39631	0.705244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.e7613ff6-6db0-405e-a3e1-4d00a7bd21ef.fc.signal	1.02091	0.729959	0.925685	1.53456	0.489346	0.687675	1.55527	0.445617	2.14044	2.11865	2.74607	2.03475	1.10688	0.747543	0.731292	1.4069	0.527516	0	0	0.155082	0.61097	0.0502601	0	0	0.174588	0.714094	0.925783	1.86899	0.65629	0	1.01958	0.698294	0.613614	0.867391	0.816511	0.204915	0.342722	1.10717	0.610331	0	0.303636	0.383404	0.0829093	0.531475	0.456154	1.03771	0.393196	0.198758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.b52bc708-220e-4d24-be07-a57b59ce9422.fc.signal	0.424447	0.371508	0.544162	0.400005	0.21348	0.697406	0.615896	0.612704	0.647283	0.737098	0.563761	0.901721	0.980666	0.736949	0.799999	0.515514	0.896723	0.555292	0.505705	0.73015	0.866249	0.890125	0.540567	0.353901	0.393262	0.762976	1.04182	1.01503	0.559064	0.440058	0.091775	0.484371	0.566334	0.476261	0.479485	0.281973	0.609813	0.738687	0.901467	0.855302	0.956123	1.04603	0.325627	0.264103	1.01599	0.976119	0.240452	0.564885
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0.188568	0.00602853	0.14101	0.219033	0.378478	0.952916	0.932683	0.193654	0.3428	0.50486	0.129335	0.178287	0.33231	0.476716	0.361882	0.570459	0.422069	0.33976	0.33054	0.163168	0.307249	0.425152	0.830528	1.05079	0.688323	0.302984	0.866274	1.19674	0.662799	0.540527	0.539229	0.574894	0.352772	0.433886	0.780811	0.651814	0.715661	0.479081	0.820773	0.743486	0.370374	0.264405	0.252144	0.38669	0.2888	0.411945	0.289614	0.391975
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.6ac99a85-2fe0-4cc8-86a0-6bf7b17d53bb.fc.signal	0.648933	0.754259	0.873274	1.12489	0.958646	1.80918	2.6546	2.4238	3.0885	3.73315	2.6859	2.53482	2.02991	1.53222	2.15808	2.01259	2.10102	2.62215	1.92468	1.07464	0.988258	0.957405	1.25278	1.24817	0.59224	0.721353	1.14084	1.36845	1.46192	1.67057	1.27783	0.498199	0.896736	0.903553	1.40947	1.58594	1.93599	2.45152	2.45419	2.25362	1.43313	1.30544	1.21234	1.19278	1.7722	1.54753	1.42971	0.294967
