	chr2:113468533-113468682	chr2:113468683-113468782	chr2:113468783-113468832	chr2:113468833-113468982	chr2:113468983-113469062	chr2:113469063-113469132	chr2:113469133-113469282	chr2:113469283-113469432	chr2:113469433-113469522	chr2:113469523-113469582	chr2:113469583-113469732	chr2:113469733-113469882	chr2:113469883-113469942	chr2:113469943-113470032	chr2:113470033-113470182	chr2:113470183-113470312	chr2:113470313-113470332	chr2:113470333-113470352	chr2:113470353-113470482	chr2:113470483-113470572	chr2:113470573-113470632	chr2:113470633-113470782	chr2:113470783-113470822	chr2:113470823-113470932	chr2:113470933-113471082	chr2:113471083-113471152	chr2:113471153-113471232	chr2:113471233-113471382	chr2:113471383-113471532	chr2:113471533-113471582	chr2:113471583-113471682	chr2:113471683-113471752	chr2:113471753-113471832	chr2:113471833-113471912	chr2:113471913-113471982	chr2:113471983-113472072	chr2:113472073-113472132	chr2:113472133-113472282	chr2:113472283-113472432	chr2:113472433-113472512	chr2:113472513-113472542	chr2:113472543-113472582	chr2:113472583-113472732	chr2:113472733-113472762	chr2:113472763-113472882	chr2:113472883-113473032	chr2:113473033-113473182	chr2:113473183-113473332	chr2:113473333-113473482	chr2:113473483-113473589	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	0.235275	0	0	0	0	0	0.405388	0.275301	0.116804	0	0	0.0438013	0.44734	0.600553	0.375404	0.18772	0.037544	0	0	0.0646591	0.506728	0.321562	0	0.0802076	0.128901	0.0992249	0.394204	0.492975	0.276579	0.18772	0.056316	0	0	0.194761	0.638096	0.52549	0.084474	0	0	0	0.244039	0.520822	0.563052	0	0	0	0	0	0	0	0.921153
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234164	0.808199	0.18198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	0.0585033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238629	0.263195	0.0087755	0	0	0	0	0	0	0.14679	0.126367	0	0.114082	0.17317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.0867832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206627	0.322853	0.475139	0.0116228	0.00704409	0.285145	0.0420633	0.116228	0.238654	0.101247	0.30994	0.172017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0	0	0	0	0	0	0.190413	0.364118	0.189296	0	0	0	0	0.0519647	0.302873	0	0	0	0	0	0	0	0	0.343162	0.399749	0.470106	1.03933	0.572405	0.00222707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.ff176449-fe74-4f56-97cc-e3565a6ea39c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395973
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657957
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.986cff92-5d42-4625-83db-98aad85f151e.fc.signal	0.203198	0.39584	0.182086	0	0	0	0.361534	0.166253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	0.0676028	0	0	0	0	0	0	0	0	0	0	0.049381	0.251405	0.177664	0.00346533	0.197035	0.26008	0.214535	0.0299885	0	0	0	0	0	0	0.198751	0.52016	0.314691	0.0953531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0	0	0	0.107011	0.261992	0.173504	0.0674847	0.0192813	0.14461	0.14461	0.0337423	0.0973707	0.14461	0.0706982	0	0	0	0	0	0	0	0	0	0.0972831	0.263075	0.136347	0.231292	0.262112	0.00674847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126341	0.279813	0.250162	0.09265	0.0142063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13416	0.230652	0.386761	0.2322	0.18576	0.0473331	0	0	0	0	0	0.00774	0.1161	0.245261	0.29412	0.008514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435876	0.615212	0	0	0	0	0	0	0	0	0	0	0	0.102069	0.383946	0	0	0	0	0	0	0	0.11845	0.404347	0.205602	0	0	0	0	0	0	0	0	0	0	0	0	0.97568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0.825178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097867	0.160739	0.0205315	0	0	0	0	0	0	0	0	0	0	0.0833994	0.271727	0.150063	0	0	0.03813	0.0967549	0.17794	0.10168	0.0425079	0	0	0	0	0	0	0.106171	0.17794	0.119368	0	0	0	0	0	0.982684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8de637e5-a5d6-4185-adf0-6cd26a8c9528.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139041	0.307875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	0	0	0	0	0	0	0.469759	0.00168433	0	0	0	0	0	0	0.592737	0.39253	0.075795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.307328	0.412345	0.060229	0	0	0	0	0	0	0	0	0	0.0617733	0.23165	0.137446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0810775	0.23165	0.23165	0.0437561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.6d458bc2-bf4f-404e-8ba6-6a89a10cb027.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11538	0.306248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0578286	0.176	0.1254	0.0980571	0.271827	0.442943	0.177177	0	0	0	0	0	0	0	0	0	0	0	0	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.cee73cdb-e806-4f6a-ad30-ab01efc5dd22.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.49953b3d-9030-4a88-85fe-119abc3077c8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211899	0.248257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.451417	0.0915124	0	0	0	0	0.279931	0.0568155	0	0	0	0	0	0	0	0	0	0	0	0.0823962	0.292038	0.170462	0	0	0	0	0.0197225	0.57133	0.0915532	0	0	0	0	0	0.142051	0.31573	0.202561	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.e0c0800b-3b56-4a12-9e86-6c2b014acbe6.fc.signal	0	0	0	0	0	0.540794	0.322886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208762	0.5567	0.5567	0.304329	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.e5c74e2f-fdd7-452c-ab9b-6ee0ab9d0cdc.fc.signal	0	0	0	0	0	0	0.134322	0.54455	0.44169	0	0	0	0	0	0.355773	0.54455	0.54455	0.326729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820734
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.e03cd402-356e-42a8-a5d3-47467ef89fb6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493884
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.d2972a82-a806-4e56-afab-8a78ae137176.fc.signal	0	0	0	0	0.0101258	0.40503	0.545503	0.0432032	0	0	0	0	0	0	0.694103	0.102835	0	0	0	0	0	0	0	0.206197	0.240318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.20a7277a-189d-447e-b862-19ad112ed91b.fc.signal	0	0	0	0.00517367	0.0868716	0.131278	0.285639	0.208791	0.0367377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138535	0.0674204	0.136136	0.240517	0.464451	0.359999	0.0169164	0	0	0.0895091	0.133637	0.206204	0.123186	0.0761485	0.00368741	0	0	0	0.009877	0.104129	0.11275	0.0318394	0	0	0	0	0	0.797264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.c59c5d40-3fa1-4268-aee6-d3649316b884.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280045	0.41592	0.280713	0.114351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124746	0.384025	0.41592	0.240867	0	0	0	0	0	0.858729
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.c9356221-6b90-4965-9d95-323075444bf6.fc.signal	0.222161	0	0	0	0	0	0	0	0	0	0	0	0	0.132929	0.385348	0.300236	0	0	0	0	0.00453167	0.215789	0.27204	0.0988829	0.044429	0.328362	0.497615	0.194165	0	0	0	0	0	0	0.256491	0.27204	0.199491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.15c43137-8b62-45aa-904f-5b9257a45d2c.fc.signal	0	0	0.0024364	0.06091	0.105825	0.192289	0.350416	0.140086	0	0	0	0	0.0812098	0.12181	0.0690269	0	0	0	0	0	0	0	0	0	0	0.0139223	0.0966908	0.210333	0.189623	0.24363	0.219875	0.0269729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.e7613ff6-6db0-405e-a3e1-4d00a7bd21ef.fc.signal	0.0423243	0	0	0	0.133917	0.668765	0.436407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597745	0.486032	0.126251	0	0	0	0.766976	0.0528979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.d690d3e6-ed87-46ee-9d2a-0a5b66f16245.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101459	0.331861	0.443928	0.31706	0.31706	0.154303	0	0	0	0	0	0	0	0.98503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.6ac99a85-2fe0-4cc8-86a0-6bf7b17d53bb.fc.signal	0.092785	0	0	0	0	0.0871043	0.399409	0.299558	0.0633294	0	0	0	0.181152	0.2651	0.157293	0	0	0	0	0	0.0596475	0.2651	0.2651	0.039765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338164
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.adee2f46-da34-4846-89ca-6d9625aefc9b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265417	0.352712	0.078267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254658
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.24421c99-53f4-4f1c-8ef1-69e3df8de28a.fc.signal	0	0	0	0	0	0	0.275868	0.216607	0.200941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072445	0.559749	0	0	0.426986	0.185931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.2bdb0d55-cf7c-42db-b5e9-1e7fc8464aa8.fc.signal	0.182816	0	0	0	0	0.0103673	0.275803	0	0	0	0	0	0.0822543	0.472511	0.536052	0.288085	0.15236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157559	0.29032	0.0822063	0	0	0	0	0.12331	0.247715	0	0	0	0	0	0	0	0.923841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.81062b7a-f969-4fb2-ad00-2580d77ec836.fc.signal	0.429741	0.191875	0	0	0	0.0505717	0.716753	0.00496773	0	0	0	0	0	0.235962	0.46332	0.472978	0.37257	0.326	0.011464	0	0	0	0	0	0	0	0.0715929	0.477134	0.0124191	0	0	0	0	0	0.088265	0.359509	0.232859	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001486.1.7c96d389-3fe9-472b-a92c-86e62207efc8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394044	0.209844	0.294863	0.51601	0.0860017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.efe1ef25-e6b3-4cdb-b8c5-2c894fd1d880.fc.signal	0	0	0	0	0	0	0.373755	0.535003	0.498298	0.29511	0.0118044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213115
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.76180591-3bc4-4c81-ab95-3508a7e6f4b6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0983158	0.22165	0.0435691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0983213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.bc3e1eea-ba58-4048-a6a7-fa645ef42e40.fc.signal	0.0520847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844051	0.517126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653753
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d51198c1-7a73-4d86-97a2-4552cc10d322.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649541	0	0	0	0	0	0	0	0	0	0	0	0.423727	0.423465	0	0	0	0	0.168032	0.202125	0.51209	0.489207	0.366902	0.0974098	0	0	0	0	0	0	0	0	0	0	0	0	0.91697
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001234.5.5cbe5650-3de6-4514-ab14-1c0f737014e5.fc.signal	0	0	0	0	0	0	0.149792	0.508603	0.164596	0	0	0	0	0.329286	0.938259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0564594	0.310073	0.284025	0.0526955	0	0	0	0	0	0	0	0	0	0	0	0	0.802817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.1e064882-e572-482d-b86a-86e4adf3de86.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0910269	0.457442	0.184275	0.0819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001326.1.3eaf7d0b-e072-4b5d-baf9-56a70a1f9dee.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144279
