	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506914	chr19:54506915-54506984	chr19:54506985-54507064	chr19:54507065-54507134	chr19:54507135-54507214	chr19:54507215-54507284	chr19:54507285-54507354	chr19:54507355-54507434	chr19:54507435-54507584	chr19:54507585-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508844	chr19:54508845-54508894	chr19:54508895-54508934	chr19:54508935-54508974	chr19:54508975-54509084	chr19:54509085-54509194	chr19:54509195-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509534	chr19:54509535-54509564	chr19:54509565-54509624	chr19:54509625-54509684	chr19:54509685-54509834	chr19:54509835-54509924	chr19:54509925-54509984	chr19:54509985-54510054	chr19:54510055-54510134	chr19:54510135-54510184	chr19:54510185-54510284	chr19:54510285-54510374	chr19:54510375-54510434	chr19:54510435-54510504	chr19:54510505-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54511034	chr19:54511035-54511104	chr19:54511105-54511184	chr19:54511185-54511234	chr19:54511235-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.d1780581-c5b9-4ce5-a302-4e6523b46a10.fc.signal	0.74172	0.545817	0.647498	0.278946	0	0	0	0.0489986	0.356601	0.874148	1.71622	0.118141	0.448428	1.10265	0.973075	2.03889	1.32242	1.85215	2.03253	0.473199	0	0	0	0	0	0	0	0	0	0.101627	0.514485	0.689156	0.807932	0.732559	0.0730442	0	0	0.182928	0.423021	0.478492	0.330287	0.340268	0.262006	0.00635167	0	0	0	0.211987	0.3811	0.245809	0.901937	1.72816	0.739347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.de9f2c4e-6cfb-40a7-9b40-4fa537815a39.fc.signal	2.35022	1.61686	2.28134	0.851069	0.130659	0.106463	0.368148	0.27156	0.219151	1.83814	3.91316	2.33487	2.86394	2.84539	1.1241	0.866246	1.87987	1.84356	3.24852	1.74318	0.0867208	0	0	0	0	0.297289	0.427827	0.0177968	0	0.0481997	0.11123	0.394556	1.24931	0.994165	0.322316	0.077861	0	0	0.267851	0.411194	0.0945455	0.027007	0.580052	0.274726	0.0301988	0.165908	0.238179	0.107059	0.208936	1.10481	1.42865	0.960727	0.506579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000024.3.90636a0b-e885-49e2-a18d-d7c44c0729bf.fc.signal	8.9699	3.36208	2.45381	2.16907	1.95218	0.0929657	0	0	0.63524	3.05031	7.62075	9.14633	7.75088	22.9996	12.9567	6.83261	8.39307	7.08276	1.11348	0	0	0	0	0	0	0	0	0	0	0	0.0180767	1.0846	2.62461	3.25367	1.55453	0	0	0	0	0	0	0	1.08321	0.767995	1.00175	0.0795373	0	0	0	0	0	0.0429545	0.429967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.034c33c3-8fad-4916-833b-14c69b1bfd78.fc.signal	2.00466	1.28284	1.28554	0.885562	0.291353	0.0860797	0.00703808	0.112987	0.234483	0.432423	0.981146	0.608928	1.44289	1.32041	1.11018	1.0614	0.350666	0.675816	1.16302	0.336239	0.0019756	0	0	0	0	0	0	0	0	0	0.0510363	0.202628	0.461717	0.107634	0	0	0	0	0.208606	0.516977	0.0510363	0.09878	0.274548	0.81177	0.448836	0.255727	0.490127	0.331701	0.179968	0.24428	0.54667	0.907013	0.663636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.35a1bb15-bed6-4e74-9919-aa3ec990d8ef.fc.signal	0.895092	0.676135	1.203	0.297474	0.128721	0.101211	0.311543	0.761103	0.553864	0.38215	1.57438	2.27296	1.00309	1.78707	0.77406	0.19123	0.735533	0.991744	1.07223	0.212336	0	0	0	0	0	0	0	0	0	0	0.06642	0.553862	1.40379	1.16552	0.315699	0.00791286	0	0	0.280248	0.337225	0.0609383	0.349713	1.18545	0.937587	0.189579	0.188935	0.311022	0.623942	0.790888	1.12873	1.18004	0.930008	0.305825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.a23d0a52-26bc-41f6-baf4-871213fcd155.fc.signal	1.80564	1.42971	1.19603	0.295702	0	0	0	0	0.0214286	0.824837	1.42877	0.381083	1.18532	2.13955	3.17348	1.01102	1.9336	1.25804	0.862498	0	0	0	0	0	0	0.697318	1.14578	0.15	0	0	0	0	0.453925	0.846447	0.0949963	0	0	0	0	0	0	0	0.667308	0.85578	0.439987	0.535587	0.263397	0.2775	0.509846	0.293982	0.419862	0.118792	0.642202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.142b6389-99b2-4c91-9b9d-3ef0423dd139.fc.signal	0.706992	0.261438	0.146979	0	0	0	0.031218	0.10406	0.173922	0.131373	0.0402365	0	0.0471725	0.360325	0.335801	0.491013	0.854138	0.530477	0.666468	0.215038	0.083248	0	0	0	0	0	0	0	0.0145684	0.10406	0.197683	0.624196	1.05762	0.954744	0.534013	0.216957	0	0	0	0	0	0	0	0	0	0	0	0	0.0332992	0.243843	0.421257	0.725471	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.fb97cdb0-391e-4e74-a4dc-d06dfb2e7cbb.fc.signal	1.26772	0.035749	0	0	0	0.45963	0.957527	1.45537	0.76605	0.239391	0	0	1.8588	3.39008	0.372788	1.04991	2.46651	1.20006	0.699659	0.61284	0	0	0	0	0	0	0	0	0	0	0	0	1.16434	3.481	2.84692	1.88217	0.746899	0	0	0	0	0	0	0	0	0	0	0	0.045963	1.29453	2.47541	2.05193	0.602679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.04d71eed-285e-484b-801a-fe402d6e94ee.fc.signal	3.07271	0	0	0	0	0	0	0	0	0.420355	1.90561	0.573661	0	0.817631	1.40448	4.32553	3.73208	1.23963	0.646192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73838	0.644936	1.21985	1.97814	1.0138	0.0593442	1.18688	2.61114	1.45912	0.369048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.bbfcde86-9029-4200-ba74-fe49f41c4cdf.fc.signal	1.78895	1.70053	0.974248	0.18169	0.0340669	0	0.0999295	0.796776	0.90837	0.90837	1.15062	1.5249	2.86205	3.19514	3.45433	4.18104	5.03857	4.33366	2.30489	1.08098	0.31612	0	0	0	0	0	0	0	0.173211	0.36338	0.36338	0.36338	0.410619	0.694388	0.72668	0.72668	0.540499	0.239831	0	0.0302817	0.18169	0.18169	0.18169	0.121127	0	0	0	0	0	0	0.157465	0.18169	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.18576743-b1b7-40af-bbff-f6570943d6bc.fc.signal	1.895	1.94277	1.08785	0.33458	0.270562	0.265861	0.409522	0.747603	0.953796	0.901369	1.49298	1.80311	2.25757	2.30631	1.40187	1.81594	2.16743	2.5961	2.04515	0.727714	0.317168	0.10574	0.079305	0.00249931	0	0	0	0	0	0.00704933	0.106621	0.380597	1.20065	1.04595	0.358568	0.0438066	0.0180419	0.108912	0.154539	0.154527	0.141868	0.261329	0.514317	0.510658	0.153794	0.151267	0.212991	0.525414	0.835216	1.34081	1.98077	2.51542	0.556166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.afb78491-e0c2-4398-aa2a-4c98b0c4c5b7.fc.signal	1.90578	1.00535	0.984011	0.836929	0.26895	0.00370329	0.25923	0.51845	0.592516	0.635102	1.06628	0.528822	1.57778	0.994227	2.00287	2.49187	3.25809	1.79028	0.69751	0.0475255	0	0	0	0	0	0.0842497	0.505489	0.202198	0.402665	0	0.129615	0.453645	0.857173	1.25005	0.293793	0.24812	0	0	0	0	0	0.314774	1.44519	0.856579	0.701639	0	0.111099	0.241524	0.0495144	0.536598	2.05355	2.13299	0.551121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.022f496a-4698-412d-9a82-a0a4b2e56c57.fc.signal	4.08872	2.7269	3.37825	1.88257	0.943071	0.612701	1.08056	0.974635	0.565111	2.00418	9.02778	6.96703	8.00985	3.52873	2.58984	4.93431	5.43049	3.57289	4.23713	2.18491	0.11109	0	0	0	0	0	0.0910736	0.22228	0.0873893	0.196296	0.757435	2.48148	4.97111	4.19629	1.69445	0.498416	0.122178	0.217745	2.07335	2.34076	0.707392	1.13176	3.57915	3.14147	0.146639	0.0503427	0.11105	0.304147	2.27111	4.99	6.09561	4.63482	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.b10cb337-bd81-4a63-af04-25443322673f.fc.signal	5.47242	2.75346	2.96048	1.97823	0.708387	0.524113	1.49201	2.10783	1.70677	3.12305	4.50176	2.99156	3.73606	2.94335	2.86418	3.6637	4.15789	3.36429	3.56693	1.27221	0.037274	0	0	0.0900319	0.16211	1.05575	1.04523	0.0995264	0.0495495	0.211428	0.542724	1.76807	4.13381	2.43842	1.11557	0.350643	0.184737	0.0408506	0	0.0628094	0.0955593	0.121864	0.926453	0.753875	0.0165885	0	0.0743501	0.456985	1.27506	2.2319	1.56213	2.0086	0.569132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.946b11c7-b83c-4071-8fd0-1fb3297ca57c.fc.signal	2.62777	1.95945	1.27793	0.169588	0	0	0	0	0	0.301562	2.94328	2.27188	1.42187	1.54693	0.917405	0.906446	2.03583	1.2301	1.24827	0.631845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272733	0.704068	1.64015	0.506487	0.906006	0.317841	0	0	0	0.261609	0.162162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.1adc09a2-a510-4845-9331-a4c7f3104a2a.fc.signal	1.69821	0.992052	0.426963	0.244719	0.251726	0.304464	0.593382	0.544474	0.279187	0.602069	1.84757	1.86297	1.67567	2.14744	1.59396	1.22354	1.56804	1.71768	1.36512	0.511887	0	0	0	0	0	0.016084	0.212881	0.300788	0.236392	0.08042	0.164869	0.324378	1.0738	1.03691	0.251996	0.08042	0.0301575	0.0337772	0.18007	0.173761	0.156827	0.267698	0.73974	0.820236	0.756542	0.209053	0.490571	0.589324	0.657723	0.926374	1.09231	2.0748	0.564945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.fb9c6ae6-03c8-4296-b2fc-7f376ddf8a74.fc.signal	2.88589	2.32995	2.75738	1.4796	0.706211	0.259473	0.672545	1.69411	1.66213	3.18333	2.57477	1.59118	4.10697	1.36906	0.869094	0.878246	0.467814	0.926639	1.38096	0.246678	0.022426	0	0	0	0	0	0	0	0	0	0	0.427381	0.919152	0.795437	0.399789	0.108926	0	0	0.192058	0.447895	0.186841	0.253081	0.851874	0.573938	0.623213	0.251093	0.374714	0.0532618	0.291484	0.410493	0.049444	0.154998	0.7
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.2738728e-c625-46ab-90a4-80a1e15e2e66.fc.signal	0.769352	0.742589	0.739144	0.397257	0.0874333	0.276215	0.568561	0.365646	0.210397	0.662955	1.37133	1.01407	0.989405	0.526684	1.0576	1.6402	1.64144	1.84396	0.613904	0.137694	0	0	0	0	0	0	0	0	0	0	0	0.14112	1.10247	0.851221	0.245526	0	0	0	0.099444	0.362217	0.150324	0.202499	0.494908	0.322815	0.18908	0.477584	0.602496	0.610007	0.766101	1.59108	1.30015	1.68652	0.782578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.03035341-4c89-45a9-8f18-304bde35c956.fc.signal	2.97414	2.06464	2.20472	1.22408	0.393674	0.176278	0.319287	0.793873	0.714948	0.599701	2.94711	3.62248	2.15612	3.00349	2.01114	0.799061	1.59291	2.32236	1.93003	0.369596	0.008621	0	0	0	0.0305982	0.701145	0.819729	0.146623	0.000574733	0.00287367	0.11932	0.362439	0.877866	0.576206	0.081928	0	0	0	0.16225	0.0882187	0	0	0.279332	0.677092	0.292273	0.0908902	0.16397	0.0204796	0.17261	0.201063	0.738067	1.1534	0.711297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.a87b3aa3-3079-47ca-a7bd-cbacd583588f.fc.signal	0.495283	0.766584	0.0801284	0	0	0	0.152053	0.26166	0.181251	0.0228813	0.40205	0.305204	0.527634	0.472696	0.309568	0.265109	0.566016	0.559031	0.547703	0.154801	0	0	0	0	0	0	0	0	0	0	0.102469	0.26166	0.936631	0.819806	0.287791	0.0803179	0	0	0	0	0.0610167	0.196205	0.240387	0.256364	0.609256	0.0279535	0.222398	0.26166	0.1334	0.0666857	0.580642	0.937798	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.4df83158-9c0a-486f-935e-2377298bda67.fc.signal	3.77364	3.49626	2.21619	1.05469	0.584624	0.650658	1.0503	1.41986	2.28223	3.67442	8.25265	8.39797	7.20125	8.86733	8.75331	8.47676	11.246	13.0295	8.88105	3.65969	1.14751	0.305882	0.163176	0.0148364	0.126109	0.166573	0.244704	0.426916	0.910046	1.34601	3.46481	5.28899	6.86977	4.22847	2.23433	0.65456	0.256634	0.136	0.198505	0.27037	0.586908	1.08769	1.26785	0.927277	0.156809	0.12784	0.318534	0.531961	0.73689	1.12168	2.05721	1.5898	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.2e0a4cf7-9d6b-4b90-9eb6-636b61ae48d8.fc.signal	0.727872	1.43766	0.850665	0	0	0	0	0	0	0	0	0	0	0.242631	0.543369	0.506234	1.26023	0.395495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79099	1.37095	0.79099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.255a9279-9bfd-4bf8-bbb4-56dd958d45f6.fc.signal	0.538233	0.722226	0.141365	0	0	0	0	0	0.221427	1.61793	2.14052	0.653503	0.12934	0.502177	1.44064	1.46876	1.48633	0.993328	0	0	0	0	0	0	0	0	0	0	0	0	0.216411	0.405108	0.442748	0.265278	0	0	0	0	0	0	0	0	0	0.33788	0.178714	0	0	0	0	0	0.343518	1.15584	0.778261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.ab48306f-f7ee-424c-9e95-3a171d465667.fc.signal	5.5337	3.43479	1.21143	0.291797	0	0.558764	0.98327	1.0989	0.831939	1.36898	3.7087	0.799675	2.28315	2.68879	1.02564	0.596841	1.97025	1.00827	0.118788	0	0	0	0	0	0	0	0	0	0	0.043459	0.43459	0.688107	1.71523	0.844023	0.0362158	0	0	0	0.325944	0.86919	0.45632	0.496676	0.852892	0.550482	1.20359	0.318699	0.862981	0.706215	0.0521508	0	0.281036	0.963853	0.745098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.83ea03d7-6e78-47ac-9ea3-4d33b074e7dd.fc.signal	0.873304	0.418294	0	0	0	0	0	0	0	0.599488	2.28268	1.12494	0.448298	0.877371	1.43837	2.06461	1.25426	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237042	1.86417	2.31225	0.198878	0	0	0	0.271517	0.64647	0.280137	0	0	0.315168	1.19397	0.0172392	0	0	0.290912	0.715559	0.828262	0.238381	1.20312	0.785714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.87ad0368-7e23-42e2-862b-00c0d1fef2ce.fc.signal	1.94492	1.56256	1.82256	1.29748	0.63695	0.444153	0.872618	1.14119	0.684738	0.457034	2.37591	3.33835	2.83664	1.43365	2.09783	1.72192	1.53243	1.93444	2.51597	0.614124	0.0115104	0	0	0	0	0	0	0	0	0	0.412598	0.8612	1.71678	2.08912	0.952377	0.536648	0.167334	0.14388	0.526781	0.497397	0.5757	0.413325	0.367079	0.269654	0.0163064	0	0	0.0917491	0.955745	3.16569	3.17046	2.34941	0.474252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.279b9afd-b79a-4c0b-b848-c635b99df0f3.fc.signal	0.848774	0.214221	0.0067375	0.20155	0.310963	0.422882	0.366757	0.90246	1.19148	1.41311	0.907477	0.824318	0.785854	0.52824	0.850511	1.03004	0.884585	1.27744	1.31008	0.788831	0.212476	0.083328	0	0	0	0	0.166693	0.207639	0.236292	0.301797	0.462191	0.725347	1.17798	0.943853	0.375115	0.140222	0.0239402	0	0.0347553	0.105247	0.177726	0.184891	0.105727	0.030948	0	0	0	0	0.1737	0.703281	1.01171	0.457528	0.46281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.1fb16ad5-9469-4e3d-8b91-c2d692d318b3.fc.signal	1.2685	3.44076	2.32794	0.464008	0	0	0	0	0	0	0.91432	1.33781	1.78052	1.92659	1.09479	0.857533	1.12955	0.370519	0	0	0	0	0	0	0	0	0	0	0.0433074	0.72179	0.72179	0.72179	0.389767	0	0	0	0	0	0	0	0	0	0.243604	0.72179	0.923922	0.534125	0	0	0	0	0.0418291	0.540358	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.c4b2329a-6de9-492b-b3ba-0bb940a27937.fc.signal	1.92	1.70595	2.16951	2.26879	1.755	1.06421	0.978327	1.69992	2.78299	4.27141	5.98068	3.70318	1.97257	0.958773	0.787069	0.761923	0.900853	0.550696	0.518635	0.490345	0.305522	0.148517	0	0.0248599	0.18859	0.18859	0.0763793	0	0	0.00314333	0.347329	0.491919	0.418678	0.138302	0.0943	0.099688	0.0943	0.0943	0.040549	0	0	0	0	0	0	0	0	0.121407	0.20745	0.211588	0.117111	0.119601	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.0baab4a8-a829-4c43-b8f6-5a3994be9e01.fc.signal	6.62227	4.43819	0.499025	0	0	0	0	0	0	0	1.24976	1.26412	0.705892	3.00168	1.47955	0.746928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714424	0.510161	0.395062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.5545bcc7-1d10-4b9f-b8ab-ad8d845f8fcc.fc.signal	3.59547	2.55714	0.358276	0	0	0	0.380431	0.940183	0.84918	1.20308	4.39717	4.09284	1.23141	2.17266	1.64897	1.30842	2.27189	1.06152	0.573211	0.0648835	0	0	0	0	0	0	0	0	0	0	0	0.424632	2.21275	1.53337	0	0	0	0	0	0	0	0.0101117	0.446759	0.417536	0	0	0	0	0	0	0	0	0.522255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.476846c8-9a98-404a-a2ae-8e077ecdcc70.fc.signal	2.80593	4.91219	5.544	5.04534	3.59427	2.68257	2.50676	2.45621	1.71026	2.36176	2.35857	2.13304	3.07496	2.79137	2.02903	1.75288	1.79057	1.16004	0.721111	0.61273	0.41731	0.298785	0.159479	0.10126	0.272563	0.319089	0.319063	0.10126	0.040504	0.11476	0.349456	0.572229	0.690718	0.374779	0.0810047	0	0	0	0.29876	0.50641	0.383218	0.341485	0.436801	0.599594	0.242397	0.0729043	0.20251	0.184791	0.0121512	0.131632	0.182259	0.0335988	0.575163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.0d9403d3-7c49-45ef-b733-64b963da6a93.fc.signal	1.0812	1.49548	2.01961	0.948864	0.269961	0	0	0.061122	0.355094	0.812424	0.710384	0.74483	1.15394	1.40583	1.23469	0.362661	2.09861	0.528194	0.772858	0.22072	0	0	0	0	0	0	0	0	0	0	0	0	0.370815	0.0611226	0	0	0	0	0	0	0	0.133886	0.277599	0.475403	0.129037	0.149412	0.40749	0.14262	0.20374	0.235364	0.316035	0.0329846	0.684932
