	chr8:12426133-12426282	chr8:12426283-12426382	chr8:12426383-12426402	chr8:12426403-12426432	chr8:12426433-12426582	chr8:12426583-12426732	chr8:12426733-12426882	chr8:12426883-12427032	chr8:12427033-12427182	chr8:12427183-12427332	chr8:12427333-12427482	chr8:12427483-12427592	chr8:12427593-12427632	chr8:12427633-12427722	chr8:12427723-12427782	chr8:12427783-12427932	chr8:12427933-12428082	chr8:12428083-12428112	chr8:12428113-12428162	chr8:12428163-12428232	chr8:12428233-12428272	chr8:12428273-12428342	chr8:12428343-12428382	chr8:12428383-12428532	chr8:12428533-12428562	chr8:12428563-12428612	chr8:12428613-12428682	chr8:12428683-12428722	chr8:12428723-12428832	chr8:12428833-12428982	chr8:12428983-12429082	chr8:12429083-12429132	chr8:12429133-12429252	chr8:12429253-12429282	chr8:12429283-12429342	chr8:12429343-12429432	chr8:12429433-12429582	chr8:12429583-12429632	chr8:12429633-12429732	chr8:12429733-12429882	chr8:12429883-12429912	chr8:12429913-12430032	chr8:12430033-12430182	chr8:12430183-12430332	chr8:12430333-12430482	chr8:12430483-12430632	chr8:12430633-12430782	chr8:12430783-12430932	chr8:12430933-12431082	chr8:12431083-12431232	chr8:12431233-12431382	chr8:12431383-12431398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.c39e9a3f-4177-48c3-969d-01c9bdd4340c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.e77c3456-1902-4dba-839d-200d22c58cf3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224504	0.44271	0.44271	0.44271	0.205116	0	0	0	0	0	0	0.02213	0.2213	0.22499	0.44271	0.582873	0.705851	1.04624	0.765869	0.63746	0.2213	0.2213	0.0055325	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.3012eb3e-9d87-4c93-aaf5-58e99d8aaa84.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00370133	0.11104	0.11104	0.11104	0.047192	0.11104	0.11104	0.0281301	0	0	0	0	0	0	0	0	0	0	0	0	0.167907	0.206376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.b10cb337-bd81-4a63-af04-25443322673f.fc.signal	0.0850007	0.187774	0.046364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057955	0.11591	0.173865	0.208638	0.384825	0.224093	0.0741824	0	0.011591	0.230766	0.0440458	0	0	0.00965917	0.11591	0.11591	0.117198	0.0687733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.0646f25a-515d-4a28-9d49-c5b4db0fa40f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086837	0.23169	0.576246	1.30652	0.737453	0.384527	0.220063	0.263524	0.214827	0.0262389	0	0	0	0	0	0.00128622	0.5822	0.419316	0.121568	0.148993	0.11576	0.0154347	0	0	0	0	0	0	0	0	0	0	0.578431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.860bedc9-692c-462c-94be-59ab1fd7c824.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00390567	0.11717	0.11717	0.108801	0.0058585	0.11717	0.11717	0.398378	0.37885	0.0726454	0	0	0	0	0	0	0.046868	0.11717	0.123028	0.28251	0.189034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.8eb534c9-67c4-4b07-9857-b5e3ae6f9ea5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.0425625	0.213729	0.40017	0.196775	0	0	0	0	0	0	0.27619	0.783374	0.476151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.08c7f8f1-8d33-4b78-a437-57675e0cb0f4.fc.signal	0.117638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795754	0.584376	0.0487578	0	0	0	0	0	0	0	0	0	0	0.0758455	0.136986	0.118412	0.0317313	0	0	0	0	0	0	0	0	0	0	0	0	0.442396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.58100d32-de3d-456a-a280-51cbf3f744ab.fc.signal	0.306146	0.254246	0.39418	0.39418	0.390238	0.0223369	0	0	0	0	0	0	0	0	0	0	0	0.0131393	0.19709	0.610988	0.78837	0.78837	0.729243	0.345567	0.40732	0.760777	0.78837	0.78837	0.474812	0	0	0	0.0607694	0.630694	0.78837	0.78837	0.731867	0.39418	0.321257	0.00919753	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.f8ce3430-b2fd-414a-9546-9bea993d3d31.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.49d57242-0349-4448-9479-911cd2c363c1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124876	0.606022	0.479377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.4c779d5c-81a6-4492-a2ab-32ef5f8f70d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.f452847b-856b-4b4d-bec4-906e8d705518.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422414
