	chr1:181728675-181728734	chr1:181728735-181728824	chr1:181728825-181728904	chr1:181728905-181728974	chr1:181728975-181729034	chr1:181729035-181729084	chr1:181729085-181729124	chr1:181729125-181729224	chr1:181729225-181729274	chr1:181729275-181729424	chr1:181729425-181729574	chr1:181729575-181729724	chr1:181729725-181729874	chr1:181729875-181730024	chr1:181730025-181730174	chr1:181730175-181730324	chr1:181730325-181730474	chr1:181730475-181730624	chr1:181730625-181730714	chr1:181730715-181730774	chr1:181730775-181730924	chr1:181730925-181731074	chr1:181731075-181731224	chr1:181731225-181731374	chr1:181731375-181731524	chr1:181731525-181731674	chr1:181731675-181731824	chr1:181731825-181731884	chr1:181731885-181731974	chr1:181731975-181732034	chr1:181732035-181732124	chr1:181732125-181732194	chr1:181732195-181732274	chr1:181732275-181732424	chr1:181732425-181732524	chr1:181732525-181732574	chr1:181732575-181732724	chr1:181732725-181732834	chr1:181732835-181732874	chr1:181732875-181733024	chr1:181733025-181733174	chr1:181733175-181733324	chr1:181733325-181733474	chr1:181733475-181733624	chr1:181733625-181733731	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.d37ba2fd-c103-41c2-a854-82a474c3bdc9.fc.signal	1.42193	0.534878	0	0	0	0.0294744	0.49124	0.670454	1.66604	1.7429	1.00351	0.249345	0.376617	0.294744	0.0327493	1.31315	1.54361	1.00445	0.04802	0	0	0	0.667545	0.629027	0.219421	0.801479	1.28873	0.866518	0.49124	0.875943	0.987808	1.12972	1.48587	1.76179	0.324178	0.314394	0.49124	0.102714	0	0	0.14082	0.98235	0.589462	0.301294	0.573809	0.884462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.7a7e31ec-6ff6-498c-99aa-3347eef341d7.fc.signal	0.280371	0	0	0	0.020111	0.22122	0.55797	0.60319	0.438386	0.0455843	0.0168327	0.329091	0.571959	0.392388	0.455379	0.224381	0.186918	0.716284	0.688788	0.559538	0.801691	0.629297	0.464343	0.0774327	0.160888	0.113962	0.0388813	0.20111	0.346349	0.50605	0.721617	0.80429	0.465024	0.108599	0.22122	0.466524	0.568353	0.248642	0	0.0697392	0.0932981	0.0656959	0.188508	0.0067032	0.136963	0.453636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.fa7392b1-17c1-4691-ba8f-d211a0f93db5.fc.signal	0.508759	0.761133	0.63196	0.328201	0.032968	0	0	0.226642	0.693423	1.07733	0.609307	0.650846	0.227792	0.393211	0.385762	1.46017	0.751672	0.641745	0.863918	0.561056	0.467494	0.288062	0.807882	0.642664	0.209841	0.559534	0.734365	0.253781	0.258304	0.243638	0.08088	0.212717	0.58928	0.612175	0.427369	0.260556	0.741201	0.943145	0.626789	0.0699777	0	0.457206	0.958295	1.12919	0.595632	0.505988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.9b5b0cc0-4302-439e-a9d9-d779f62c822e.fc.signal	2.15567	0.632049	0.53657	0.214628	0	0	0.536601	1.8569	0.76201	0.59755	0.223182	0.80522	0	0.0894283	1.97498	2.08947	0.804982	1.22717	0.942167	0.670775	1.20753	0.975656	1.13416	0.733444	0.393526	1.81755	1.11527	1.56529	0.337138	0	1.50269	2.00867	0.241504	0.296902	0.144874	0	0.354136	0.439012	1.30144	0.550995	0.511595	0.275449	0.404233	0.382765	0.250919	0.426439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.baa2a3ca-0f47-4bf7-901e-dd73f7a290b4.fc.signal	0	0	0	0	0.0928933	0.27868	0.27868	0.29833	0.585527	0.740796	0.598232	0.639105	0.590796	0.297259	0.774723	0.843519	1.1868	1.46098	1.612	1.11947	0.752102	0.315275	0.808119	0.855829	0.59537	0.762102	0.251009	0	0	0	0.105279	0.27868	0.738495	0.555501	0.192289	0.55736	0.447746	0.430687	0.55736	0.297259	0.16535	0.202115	0.208328	0.0730655	0.130838	0.494088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.df24c052-2a81-4f1a-b170-2f4fdc228ffe.fc.signal	0.378039	0.427881	0.408359	0.225696	0	0.10329	0.220969	0.367663	0.288464	1.01083	1.36301	1.76081	1.20072	0.816024	1.23547	0.997595	0.844589	0.608353	0.313417	0.218454	0.254795	0.749187	0.129256	0.31227	0.321527	0.753323	0.560969	0.585688	0.428497	0.304292	0.150739	0.184219	0.28476	0.283922	0.40609	0.52608	0.326766	0.399607	0.204011	0.359141	0.231235	0.771767	0.760111	0.585481	0.663603	0.456693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.604f0a28-681a-4e69-b09a-96c7d6e32ad9.fc.signal	0.292058	0.332605	0.220908	0.0994353	0.0512585	0.0929822	0.0986242	0.194297	0.39864	0.490865	0.361922	0.128307	0.122114	0.183119	0.160817	0.0376137	0.161506	0.192334	0.282875	0.435246	0.252102	0.0667185	0.150615	0.0826794	0.0398829	0.0586735	0.1181	0.0877268	0.156167	0.180734	0.0921303	0	0	0	0	0	0	0.0140402	0.0961597	0.280547	0.242939	0	0.0213773	0.0945222	0.026823	0.600823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.03cd26f6-8245-4dba-a43d-b085dc5fbdba.fc.signal	0.10135	0.20969	0.20969	0.0329513	0	0	0	0	0.192915	0.266951	0.348617	0.429117	1.09448	1.60569	1.29477	0.888939	0.54513	1.12862	1.77787	1.31771	1.09051	0.828416	0.892617	0.914353	0.105791	0.617899	0.553593	0.611606	0.62675	0.35648	0.0605771	0.0711547	0.267875	0.372077	0.627805	0.748149	0.552342	0.228809	0.1246	0.129556	0.595532	0.507208	0.0590221	0.20969	0.0705499	0.448568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.469e2b5a-9cc0-4ba2-a1af-32ae688b6e56.fc.signal	0.17355	0.338843	0.769096	0.54695	0.569732	0.27341	0.27341	0.21326	0.109364	0.233971	0.229435	0.935882	0.634111	0.584429	0.874467	0.205269	1.26205	1.42817	1.71974	1.64528	1.19595	0.982738	1.33815	0.814928	0.692583	0.394542	0.0392624	0.233027	0.557133	0.538509	0.317949	0.0157749	0	0	0	0	0	0	0	0.211178	0.395203	0.219018	0	0	0.163184	0.613798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.f14540c7-18af-47fc-8cad-c0291db319dc.fc.signal	1.08472	0.156607	0.351059	0.0456411	0	0	0	0	0.47348	1.06955	1.04835	0.420749	0.901433	2.1067	0.54563	0.91896	0.622053	2.14573	2.23741	0.661874	0.760316	1.07065	0.0537327	0.607841	0.559662	0.904796	0.716826	0.342891	0.0497156	0.318376	0.401163	0.191761	0.0027965	0.428755	0.759791	0.36829	0.37065	0.231862	0.592664	0.532199	0.751574	0.384021	0.0924745	0.244433	0.415028	0.327189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.e7d5be35-9222-4141-b673-2ac53d316b10.fc.signal	1.06697	0.438903	0.117653	0	0	0.255784	0.45442	0.629452	0.326332	0.393806	0.674016	0.92726	1.04846	0.785755	0.893285	1.30642	1.31194	1.77071	1.09432	0.0522903	0.0740542	1.49666	1.35994	1.19955	1.01255	0.916118	0.848423	0.567271	0.489233	0.332473	0.414906	0.334717	0.753854	1.15052	0.944143	0.13783	0	0.38666	0.871722	0.755539	0.381544	0.495326	0.329275	0.220888	0.456707	0.51147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.124af268-a818-4305-aa8a-49d899ed859c.fc.signal	0.0563855	0	0	0	0	0	0.0078345	1.06335	1.46109	1.35763	0.18859	0	0	0.28958	0.334058	0.0389406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206979	0.510594	0.851197	0.789427	0.269013	0.0479592	0.0837878	0.255768	0.181077	0.0724814	0.0263437	0.346175	0.195524	0.536888	0.529607	0.761905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.b6f7e119-ff00-43c1-b8c9-a6de8420c8f5.fc.signal	0.0994212	0.094032	0.0774624	0.0512206	0	0	0.0624585	0.222223	0.311255	0.363972	0.687974	0.885287	0.884842	0.589913	0.474784	0.485178	0.473241	0.30615	0.29908	0.383618	0.199697	0.232152	0.369961	0.255933	0.271966	0.38327	0.454948	0.185625	0.430677	0.406549	0.246403	0.314594	0.445071	0.535138	0.338826	0.473772	0.282382	0.197325	0.235987	0.529404	0.627432	0.683057	0.187949	0.230617	0.387131	0.396396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.ba41b0a8-afb1-412a-b955-efd4cd4011d5.fc.signal	0	0	0	0	0	0	0	0.200937	0.590577	0.651985	0.784348	0.690028	0.603294	0.162356	0.470406	0.542246	0.401968	0.621837	0.681185	0.565292	0.599535	0.253506	0.279536	0.280739	0.156813	0.10396	0.316114	0.192117	0.139386	0.413832	0.684655	0.732194	0.422097	0.224604	0.350973	0.341947	0.443824	0.421481	0.21438	0.345083	0.605317	0.401716	0.265484	0.0821109	0.204401	0.732558
