	chr17:62521736-62521885	chr17:62521886-62522035	chr17:62522036-62522185	chr17:62522186-62522275	chr17:62522276-62522335	chr17:62522336-62522415	chr17:62522416-62522485	chr17:62522486-62522635	chr17:62522636-62522785	chr17:62522786-62522935	chr17:62522936-62523015	chr17:62523016-62523085	chr17:62523086-62523175	chr17:62523176-62523235	chr17:62523236-62523385	chr17:62523386-62523535	chr17:62523536-62523615	chr17:62523616-62523685	chr17:62523686-62523775	chr17:62523776-62523835	chr17:62523836-62523985	chr17:62523986-62524045	chr17:62524046-62524135	chr17:62524136-62524195	chr17:62524196-62524285	chr17:62524286-62524435	chr17:62524436-62524585	chr17:62524586-62524735	chr17:62524736-62524885	chr17:62524886-62525035	chr17:62525036-62525185	chr17:62525186-62525335	chr17:62525336-62525485	chr17:62525486-62525635	chr17:62525636-62525785	chr17:62525786-62525935	chr17:62525936-62526085	chr17:62526086-62526235	chr17:62526236-62526305	chr17:62526306-62526385	chr17:62526386-62526465	chr17:62526466-62526535	chr17:62526536-62526685	chr17:62526686-62526831	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.4d6f1353-0c69-4685-862a-70e4ba9d694d.fc.signal	0.165101	0.365459	0.395933	0.609638	0.168259	0	0	0.163784	0.166323	0	0	0	0.0698317	0.19045	1.90459	2.87611	0.885745	0.342802	0.0338578	0	0	0	0.105806	0.599998	0.95244	0.187932	0.257737	0.102842	0.227266	0.461938	0.633724	0.852097	0.29585	1.54678	0.711208	0.278092	0.246327	0.248851	0	0	0.135693	0.791889	1.32073	0.284365	0.756286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.0306f18d-10d7-45c4-9e4b-9343e880bf9d.fc.signal	0.00634373	0	0	0	0	0	0	0.637243	0.904645	0	0	0	0	0.215622	0.513755	0.399655	0	0	0	0	0	0	0	0	0	0	0	0.145906	0.42503	0	0	0	0.116305	0.286545	0	0	0	0	0	0	0	0	0.155421	0.426899	0.512195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.cebe85ed-98d7-40f0-b727-1c2dfca5020a.fc.signal	0.207775	0.58045	0.906887	0.482966	0.139685	0	0.3199	0.455438	0.340491	0	0.111311	0.26191	0.305559	0.447377	0.877971	0.792049	0.215708	0.0149657	0.180422	0.999426	0.971531	0.222622	0.053835	0.170237	0.564386	0.252254	0.231353	0.242979	0.660104	0.873007	0.745183	0.408518	0.411166	0.888068	0.191183	0.305559	0.47135	1.25696	1.13724	0.55481	0.49914	1.07734	1.53623	0.557752	0.585455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.a5362628-573c-4f29-aabc-203a1f7daa08.fc.signal	0.31353	0.0459844	0	0	0	0	0.085101	0.336512	0.909087	0.177643	0	0	0	0	0.112871	0.252914	0	0	0	0.198569	0.267756	0	0	0	0	0	0	0.0919688	0.273816	0	0	0.413782	1.65925	1.38549	0.896507	0.0334432	0	0	0	0	0	0	0	0.163207	0.298791
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001458.1.95d5ed16-4642-4ac8-b3c3-c6d52abdacb8.fc.signal	0	0	0	0	0	0.180503	0.33582	0.689462	0.59096	0.044776	0	0	0.0261193	0.33582	0.362677	0.376105	0.306436	0.263859	0.518595	0.67153	0.349231	0	0	0	0	0	0	0	0	0	0	0.067164	0.33582	0.505927	1.00735	0.188039	0	0	0	0.251865	0.33582	0.33582	0.385057	0.4094	0.62766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.ef7cd299-7014-4a6e-aff5-047fdd433b97.fc.signal	0	0	0	0	0	0.00699337	0.83114	0.95099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485319	0.118278	0.0969748	0.55947	0.0149192	0	0	0	0	0	0	0.191455	0.620567
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.e3307280-fd43-48ec-bfea-65dc3dbb16cb.fc.signal	0.0494616	0	0	0	0	0	0	0	0	0	0	0	0.102112	0.412576	0.72825	0.348091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67245
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.0c91e2e5-1304-4ccf-8240-a439ef5e19fb.fc.signal	0.440231	0.25026	0.268136	0	0	0	0	0	0.292715	0.198868	0	0	0	0	0	0	0	0.225043	0.454388	0.67047	0.337424	0	0	0	0	0	0	0.319529	0.172054	0	0.0826753	0.386575	2.78464	4.20599	2.91876	1.86833	0.536353	0	0	0.507012	1.00565	1.24032	1.7253	1.02175	0.403074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.49e5ea45-59d8-417f-b446-420c07cf032e.fc.signal	0.530957	1.91755	1.18948	0.841467	0.481941	0.114792	0.605503	0.81353	0.669261	0.651104	1.36025	0.927829	0.332243	0.73524	1.09059	1.2857	0.839424	0.784268	0.452063	0.580021	1.79897	0.943579	0.106201	0.0204283	0.639942	1.02614	0.814197	0.469835	1.44813	2.59859	2.47006	1.5824	0.426829	1.8046	2.2327	2.46313	1.97807	1.88518	1.11929	0.00306425	1.5594	4.50975	2.96563	1.06763	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.fa27d843-786a-4e79-8835-42abca97de87.fc.signal	0.462926	0.945461	0.819014	1.33675	0.776262	0.305776	0.0825356	0.513344	1.19133	0.86411	0.505548	0.234494	0.0787141	0.671162	0.782552	0.344823	0.120953	0.17279	0.0940746	0	0.239727	0.0514882	0.00959944	0.305255	0.335971	0.095612	1.06468	0.812908	0.80905	1.14755	0.471221	0.935007	1.05409	0.566903	0.226928	0.508111	0.224682	0	0	0	0	0.111077	0.279568	0.093496	0.578671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.69656c3b-1dfd-41af-af20-57e8f19233a1.fc.signal	1.22244	1.93941	1.80259	1.72865	0.69127	0.652188	1.24944	1.95854	1.25572	0.740705	0.818768	0.5818	0.736116	1.41699	1.25746	0.887129	0.638101	0.445108	0.875845	2.13643	2.53318	1.15423	0.296152	1.16053	2.33142	0.7595	1.47516	2.81148	3.11446	2.30149	1.33875	0.579337	1.19739	1.16861	0.0700827	0.439214	0.25155	0.262813	0.241357	0.145483	0.18772	0.466511	0.719429	0.344504	0.576241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.77bd98ba-d8dd-4231-a3ba-bd69ef2d4205.fc.signal	0.356311	0.655138	0.332042	0.07353	0	0	0	0.22059	0.205497	0.146286	0.17415	0.166686	0	0	0.167572	1.03297	0.812747	0.0597086	0	0.194466	0.572433	0.182858	0.032895	0	0	0	0	0	0.041796	0.445833	0.599161	0.027864	0.0417958	0.894121	0.460924	0.105651	0.558531	0.772185	0.532411	0.500673	0.487648	0.340833	0.516697	0.44972	0.575071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.9e638be4-fa7a-454b-8210-0976e280183f.fc.signal	1.22695	1.09831	0.452621	0.267186	0	0	0	0.199039	0.52502	0.0690237	0.195239	0.599016	0.621875	0.432792	0.460856	1.8609	0.66232	0.293236	0	0	0.114638	0.35088	0.317755	0.0555782	0	0	0.494754	0.734558	0.595381	0.956757	0.621095	0.579004	0.622251	0.512334	0.0339319	0.221106	0.230459	0.0865849	0.17551	0.350943	1.00661	1.05265	0.367312	0.269204	0.540865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.f2b75171-e2d2-4fe1-8ece-a2ab6c448cec.fc.signal	0.583626	1.26746	1.34389	0.616332	0.0594052	0.346732	1.81503	1.65995	1.03502	1.02261	1.40422	0.50247	0.0895382	0.5707	0.872888	0.370442	0.619103	0.343837	0.0551004	0.063854	0.533605	0.315068	0	0	0	0.0547561	0.391521	2.1826	2.70014	4.31455	3.97086	1.19821	1.62101	1.84085	1.22405	2.11134	1.99771	1.94813	0.672823	0.265383	0.826993	2.75131	2.602	1.41668	0.461343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.5720ead7-dd43-4b40-b17e-b9f7cda69ec0.fc.signal	0.810747	1.82974	1.51226	0.997705	0.665522	0.889559	1.14551	0.917316	1.25845	1.23506	1.23618	0.820932	1.53497	1.63983	1.6003	1.54239	0.7893	0.50108	0.328983	0.752409	0.594645	0	0.120631	0.673768	1.07472	0.424274	1.73508	2.60041	3.59154	0.877592	1.38761	0.641429	0.936573	2.25074	0.792923	0.474372	0.0512212	0.288397	0.155099	0.16703	0.0730753	0.53451	0.96558	0.367229	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.45100e0d-f7b5-4c54-a935-54545fef7dd3.fc.signal	0.676091	0.518258	0.641199	0.600708	0.26698	0.348939	0.782436	0.915149	0.673316	0.365137	0	0	0.261748	0.879469	0.613273	0.0486865	0.192875	0.166585	0.0510423	0.22772	0.855127	0.414216	0.0876881	0.11779	0.0746003	0.0439737	0.460151	0.685063	1.20439	0.568514	0.159403	0.429528	1.34889	1.33116	0.480568	0.252062	0	0	0	0	0.371023	0.718493	0.367494	0.342871	0.686084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000353.2.d5aa2b31-e719-4799-8359-f5ba7c375e73.fc.signal	0	0.190941	0.282776	0	0.412746	0.46726	1.08131	0.906484	0.504641	0.161983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164675	0.391911	0	0	0	0	0	0	0	0	0	0	0.362099	1.40165	1.40165	0.274104	0.240031	0.57764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.ff176449-fe74-4f56-97cc-e3565a6ea39c.fc.signal	0.0410051	0	0.0105792	0.26448	0.422639	0.378931	0	0	0	0	0	0.282433	0.40914	0.326211	0.052896	0	0.258112	0.43934	0.43934	0.131802	0	0	0	0	0	0	0	0.289964	0.369046	0	0	0	0	0	0.0820101	0.43934	0.13766	0	0	0	0	0	0	0.370129	0.379487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.f00a0f4a-5f50-4465-bbfb-8153fd1dc895.fc.signal	0	0	0	0	0	0	0	0.152633	0.235417	0	0	0	0	0	0.098306	0.289744	0	0	0	0.174622	0.318201	0	0	0	0	0	0	0	0	0	0	0	0.049153	0.768223	0.346594	0	0	0	0	0	0.470416	0.77592	0.279366	0.40399	0.484716
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.61f2a6e9-d3c5-47bf-9c61-e6f61f7fd807.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.812116	0.652729	1.13848	0.113848	0	0	0	0	0	0	0	0	0	0	0.918374	0.144207	0	0	0.0455392	1.58628	1.26751	0.288415	0	0	0	0	0	0	0.258055	0.826568	0.564033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.986cff92-5d42-4625-83db-98aad85f151e.fc.signal	0.39584	0.0554176	0.401119	1.18753	0.983009	0.143492	0.0848229	0.517231	0.488203	0.0105557	0	0	0	0.87745	1.25614	0.459174	0.084116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27181	1.14447	1.41866	0.599038	0.39584	0.0686123	0	0	0.084116	0.39584	0.39584	0.332506	0.422952	0.419327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.ea8a1015-0f82-48f9-9c20-42da2550bfd3.fc.signal	1.40167	2.10731	1.83774	1.1376	0.721664	0.913443	2.14732	2.48615	2.31973	0.423891	0.26008	0.135612	0.00433167	0.355395	1.20232	1.14773	1.41244	0.258154	0.105454	0.455095	1.83602	1.00342	0	0.125669	0.683401	0.550473	1.99723	1.20663	1.25632	1.97163	0.892902	1.44678	0.756752	1.06537	0.947484	0.988231	0.364084	0.325057	0.202451	0.00812188	0.173869	0.35293	0.487176	0.415095	0.490326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.11a61f63-d38d-4a9b-820e-fb836fb9105a.fc.signal	0.131113	0.264291	0.125584	0	0	0.0994194	0.141929	0.333001	1.01968	0.692984	0.374038	0.28908	0.205608	0.28908	0.518527	0.544554	0.374044	0.14461	0.216881	0.43369	0.357553	0	0	0	0.0899796	0.241886	0.256333	0.43369	0.571551	0.397055	0.402841	0.0134969	0.284767	0.363645	0.0375986	0	0	0	0	0	0.0795355	0.202398	0.232255	0.458478	0.457895
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.f30cfd28-f0bb-4e61-a8ad-120bd3fb3681.fc.signal	0.915862	0.767297	0.699955	0.401531	0.151333	0.371772	0.528207	0.632638	0.94644	0.308888	0.0208462	0.120448	0.18531	0.284137	0.96429	1.57978	0.788244	0.221065	0.0226478	0.239355	0.504066	0.302668	0.179131	0.284137	0.369581	0.321814	0.656115	0.825372	0.975428	0.750206	1.22128	0.431806	0.303916	0.969294	0.502843	0.250165	0.542651	1.20006	0.700322	0.222368	0.448265	1.09874	1.16386	0.389664	0.641326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.6ad801c5-71a9-474a-9628-4aa448792462.fc.signal	0	0.0301849	0.64682	0.309036	0	0	0	0.595074	0.267352	0	0	0	0	0	0	0	0	0	0	0.0754623	0.64682	0.463554	0	0	0	0	0	0.20267	0.64682	0.0129364	0	0	0	0.694291	0.987552	0.0431213	0	0	0	0	0	0	0	0	0.296849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.aee1956d-7eef-43f7-b3cc-8c134b0ab626.fc.signal	0.0442468	0	0	0	0	0	0.0992179	0.174816	0	0	0	0	0	0.215055	0.199125	0.371075	0.203107	0	0.19116	0.448833	0.20395	0	0	0	0	0	0	0	0.156361	0.309905	0	0	0.160893	0.243726	0.105138	0	0	0	0	0	0	0	0.052569	0.207854	0.457627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.c512952b-84f9-420c-aa6f-798ebaf5413d.fc.signal	0.404539	0.945305	0.655699	0.22833	0.063855	0.275767	0.711687	0.40784	0.306237	0.017028	0.075465	0.182443	0.28509	0.588389	1.15507	1.0304	0.590819	0.16421	0.209003	1.13803	1.4864	0.350267	0.15351	0.359971	0.46456	0.114574	0	0.501622	0.817318	0.714778	1.37291	0.751694	0.720734	1.97183	0.94062	0.279442	0.617753	0.527207	0.199029	0	0.148027	0.75648	1.29365	0.824788	0.637255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.fc2ea977-cbc8-4d3a-ab74-ef1a08c9be39.fc.signal	0.694428	0.407289	1.0724	0.561799	0.483694	0.691529	1.44783	1.02324	0.575618	0.315916	0.45345	0.518253	0.831331	0.808684	1.11073	1.04204	1.4271	1.09801	0.513957	0.978721	1.41528	0	0.219259	0.219259	0.153734	0.204138	0.335605	0.479184	0.953813	1.13213	1.4677	0.544202	0.891829	0.0362849	0	0.246198	0.809119	0.20377	0.446975	0.334462	0.257938	1.00413	0.698374	0.313737	0.556338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.d3bf1929-bb76-4033-8d58-57bb7c239aaf.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437595	0.589612	0	0	0	0	0	0	0	0	0	0	0	0	0.833513	0.783503	0.0500108	0	0	0	0	0	0	0	2.56905	0.426755
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.18735c01-9e7f-4bc3-8ba6-c4181a530efa.fc.signal	0.307692	0.626159	0.552389	0.244932	0.08897	0	0.02542	0.298634	0.880801	0.761713	0.354828	0.169043	0.103798	0.166077	0.246776	0.212342	0.112325	0.17794	0.254059	0.178737	0.502532	0.569538	0.231355	0.0874872	0.288728	0.414137	0.525053	0.549165	0.505078	0.384142	0.149967	0.173451	0.301769	0.277052	0.167857	0.30849	0.410547	0.525052	0.197011	0.176839	0.720787	1.10602	0.858409	0.613779	0.552804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.81777bd7-a811-47be-9ebc-c73408291448.fc.signal	0.608043	0.102648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707893	0.439091	0.53401	0.473499	0.0756642	0	0.0400575	0.26705	0.316883	0.33112	0.25632	1.01292	1.37075	0.496664	0.121132	0.802374	2.08824	1.62615	0.281412	0.106808	1.0236	1.06811	0.717633	0.0333812	0	0	0.217664	0.62628
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8de637e5-a5d6-4185-adf0-6cd26a8c9528.fc.signal	0.0471745	0.243272	0.837013	0.112594	0	0.516647	0.74471	0.747055	0.685183	0.0893832	0	0.148972	0.384839	0.74471	0.295459	0.26815	0.335187	0	0	0.161386	0.548643	0.397249	0.202767	0	0	0	0	0.417089	0.580907	0.342636	0	0.196146	0.516378	0.590834	0.037243	0	0	0	0	0	0	0.164933	0.570979	0.252538	0.512337
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.923b8fcc-4125-4fc8-8b47-0afcc64dbae5.fc.signal	0.105007	0.63004	0.0798051	1.1972	1.26022	1.20506	1.89025	1.22789	0.780374	0	0	0	0.581037	0.63004	0.171901	0.453629	0.606413	0	0.175013	1.26022	0.945154	0	0	0	0	0	0	0.264617	0.512433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.3cb80d46-685f-499c-92a6-1e52fde53ed9.fc.signal	0.579226	0.729126	0.335852	0.182469	0.25265	0.0473719	0.505728	0.800059	0.338527	0.28126	0	0	0.0645661	0.366257	0.446203	1.0648	0.774501	0	0.221758	0.519621	0.917558	0.635652	0.126325	0	0	0	0	0.0825108	0.439639	0.597872	0.0959343	0.0269493	0.208857	0.456312	0.956445	0.304807	1.18212	0.813329	0.537594	0.0820899	0.246279	1.69958	1.50205	0.387218	0.540264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.68c7e067-2bf1-45f2-8e15-c75a696edb6c.fc.signal	0.540524	1.06809	0.702689	0.46142	0.187343	0.596508	1.17821	2.21629	1.0703	0.0432413	0	0.168774	0.458162	0.606161	1.09965	0.866427	0.445936	0.34748	0.630613	1.65645	2.15142	0.884187	0.646056	0.69496	0.785046	0.426242	0.667162	0.535894	1.29428	0.849463	0.0262537	0	0.6301	0.650707	0.719229	0.223933	0	0	0	0.0608081	0.408291	0.794275	1.42864	1.67248	0.411565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.6d458bc2-bf4f-404e-8ba6-6a89a10cb027.fc.signal	0.309768	0.858965	0.715809	0.224892	0.258138	0.46201	0.5959	0.644176	0.454092	0.375476	0.35201	0.309265	0.0352	0.176	0.555058	0.729331	1.06931	0.336923	0.117335	0.654152	0.984505	0.404808	0.0606222	0.0117335	0.445877	0.290991	0.13728	0.322674	0.523043	0.844247	0.890078	0.850745	0.657095	0.553826	0.750952	0.729832	0.452917	0.180697	0	0.1188	0.176	0.0653714	0.658296	0.653396	0.749231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.cee73cdb-e806-4f6a-ad30-ab01efc5dd22.fc.signal	0.361985	0	0.81324	1.67932	0.466476	0	0	0.442931	0.807821	0.0858314	0	0	0	1.28748	1.50019	0	0	0	0	0	0.287349	0.55977	0.267446	0	0	0	0	0	0	0	0	0	0.397375	0.260798	0.175395	1.67932	0.160468	0.410498	0.55977	0	0.503793	0.55977	0.141808	0.467753	0.355856
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.fd911a3b-cde9-464c-a982-9bde09bc6ccb.fc.signal	0	0.505301	0.117171	0	0	0.130444	0.54924	0.29659	0.0470641	0.45668	0	0	0	0	0	0.340529	0.528643	0	0	0	0	0	0	0	0	0	0	0.106186	0.516286	0	0	0.168434	0.454038	0	0.516286	0.106186	0	0	0	0	0	0.258932	1.05834	0.0677145	0.627119
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.49953b3d-9030-4a88-85fe-119abc3077c8.fc.signal	0.250095	0.437158	1.1281	0.385904	0.08337	0.2779	0.39694	0.689068	0.577182	0.352711	0.125055	0	0	0.236215	0.266784	0	0	0	0.0216144	0.2779	0.403818	0.2779	0.13895	0	0	0.105602	0.381617	0.54344	0.332774	0.56325	0.00926333	0.0188076	0.80241	1.63004	1.39297	0.0592788	0	0	0	0.0868438	0.2779	0.2779	0.0370533	0	0.366539
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.52ed6dfc-f444-41dd-94ff-8e67dd11315f.fc.signal	0.861768	0.762864	1.43208	0.710303	0.213091	0.274213	0.75988	0.851265	1.08698	0.419883	0.692494	0.829788	1.18198	1.26268	0.794424	0.610288	0.272294	0.038318	0.159558	0.59189	0.938588	0.478769	0.208675	0.1999	0.368323	0.425124	0.67977	1.6878	2.5638	1.15453	0.989932	1.03118	1.08064	0.657637	0.937561	1.05329	1.17639	1.13959	0.103684	0	0.0828643	1.05071	1.17471	0.793523	0.461916
