	chr5:179835385-179835474	chr5:179835475-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836054	chr5:179836055-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839194	chr5:179839195-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0.570739	0.739721	2.14171	2.09001	2.15332	1.93106	1.07201	1.07947	0.334231	1.59982	0.749699	1.41906	0.513941	0.476013	0.698399	0.219989	0	0	0.865332	1.46095	0.753126	0	1.10477	2.54881	2.75405	1.68985	0.474218	0.0757615	0.505067	0.568372	0.974125	1.1417	1.6247	1.11403	0.288607	0	0	0	0	0.901405	2.04266	5.09375	3.06978	2.31208	0.720009	0.591227	1.28775	1.88474	0.450734	0	0	0.801527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	0.324487	0.594348	1.52721	2.78342	3.10725	2.19081	2.93139	3.64926	2.00238	1.30159	2.27107	2.77164	2.82165	3.21897	3.76522	3.3817	2.51752	1.80774	2.13849	2.29837	2.21255	1.51768	1.18579	1.86636	2.05737	1.26638	0.417757	0.44026	0.549509	2.07542	2.84494	1.58657	1.10171	1.80405	1.67472	1.49102	0.656928	0.725989	0.620956	0.295531	0.369982	0.323985	0.627368	1.2344	1.04308	0.808435	0.356197	0.202537	0.374475	0.491647	0.544285	0.690886	0.715039	0.476025	0.470303	0.640574	0.580993	0.190698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0	0.173547	0.473589	1.00426	0.470508	1.68259	4.12788	6.55854	5.25372	4.55929	6.83337	4.97177	4.89485	5.57711	5.47995	6.24657	5.21132	6.19176	6.64431	8.94279	7.61223	5.15678	2.68119	2.51612	2.48988	3.38624	2.49294	1.85889	3.23712	5.72439	5.78945	3.48182	3.31538	1.99928	1.10299	2.64109	5.25621	4.9183	5.90753	5.01422	3.82744	3.33688	3.96628	5.96555	4.80092	4.60645	4.42813	3.97953	3.57297	2.02704	0.922503	0.630941	0.316243	0.620142	0.820688	1.13076	1.34624	0.905172
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0.27621	0.56954	0.71577	0.427649	0.0228363	0.123737	0.534385	2.3781	4.11619	3.54165	2.61957	2.33191	2.11292	1.78462	1.13577	2.64714	2.72877	2.08191	2.47108	2.85328	2.98087	4.89363	4.93249	3.02112	2.23161	1.70709	0.7146	0.79311	1.10371	1.29869	1.08569	1.16653	1.37605	1.69478	1.55054	1.3014	1.66581	1.65895	2.05262	2.58213	2.46808	2.22228	3.3178	3.09216	4.06655	4.77684	3.48548	1.96797	1.92929	1.88384	1.39505	1.50484	1.94998	0.987809	0.199461	0.222917	0.724095	0.775194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0.419103	0.749355	0.945854	0.512162	0.0947456	0.370314	1.53628	3.86488	2.9317	1.75118	1.85816	2.23365	2.37314	1.94372	1.10559	2.57956	3.14828	2.28339	2.68685	1.74441	1.42924	1.65767	1.39341	1.78167	2.12474	1.94718	1.18895	1.28204	1.71787	2.13448	1.80845	1.4066	1.14551	1.46278	2.12491	2.07413	2.4135	2.67217	2.30993	1.7887	1.73406	1.94466	1.50943	1.37481	2.04754	1.92886	1.77246	1.69062	1.51266	1.62845	1.66913	1.53566	1.46676	1.00603	0.580336	0.362699	1.10359	0.821538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.787183	3.62509	6.95749	3.43967	2.17958	2.86835	5.21501	6.82862	7.93318	5.716	6.99479	9.6744	4.73093	3.21032	2.24746	5.20556	5.75195	6.63619	5.60229	5.79177	3.25238	5.59202	5.05387	6.40716	5.01995	2.2791	1.08375	0.864333	2.03947	4.69989	3.55516	2.65732	2.17739	2.1208	1.39526	2.55878	2.48991	2.01511	1.92997	2.6508	2.51047	2.91428	2.67371	0.807537	3.37783	3.50777	1.93649	1.1835	1.47709	1.19841	0.542445	0.453735	1.30284	3.94522	3.47545	1.15568	1.47866	0.57277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0	0	1.39658	1.29972	0	0.592554	2.56673	5.85587	10.329	9.03605	6.08059	6.09264	4.05574	5.76851	6.3594	6.40181	6.19375	8.31609	6.59038	9.17389	8.2751	3.29686	0.767975	3.38256	4.87773	1.77546	0.608412	0.79501	1.76348	0.546029	1.73064	4.39026	2.82909	0	0	0.622217	3.91603	5.4921	2.35499	4.92168	2.58898	1.99389	1.53468	4.65572	6.80356	3.56746	1.06465	4.9018	4.34805	1.07349	0	0.601443	1.85979	0.518496	1.20145	0.172828	1.30991	0.844787
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	0.49168	1.36448	2.52878	0.518406	0.22547	1.24185	2.64085	3.53621	5.94393	4.09474	4.0567	4.32695	4.38538	4.9507	2.5317	2.50206	3.15426	3.06538	5.99539	3.5024	2.62296	3.70075	1.94988	1.95435	4.88182	3.27312	1.48322	2.2654	3.83436	3.33006	2.3223	3.7306	4.30951	3.32155	4.49431	5.71461	6.74177	3.47754	2.41721	3.46239	5.06536	5.92966	5.56127	3.36122	5.08092	4.36257	3.80404	1.79315	2.62501	4.37672	2.44871	3.71735	4.42752	3.43287	2.00409	2.76901	3.26181	0.210024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.6d90e020-b6c2-4e95-920f-783e8068ccbc.fc.signal	0	0.179884	3.01238	1.47528	0.196233	3.72843	8.84271	19.7606	25.2061	28.2705	21.3632	19.6919	20.9501	9.67192	8.38503	11.1463	9.14713	13.186	14.0725	13.4965	11.7752	6.34103	6.96988	6.63264	8.04223	6.1486	2.32533	3.3932	5.23286	3.98514	5.56268	6.01072	6.59788	4.3377	2.74874	2.06696	4.8404	9.37991	4.92765	6.4707	6.0276	2.58303	3.26727	2.86225	5.2941	4.88909	2.74968	1.44057	2.21415	3.39155	0.578878	0.435018	0.670469	0.742425	0.71467	0.570103	1.68806	0.466321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	0.255744	0.606171	1.86009	1.18174	0	0.526165	1.23737	2.44021	0.678042	1.59696	2.03586	3.08006	1.17672	2.59254	1.69263	1.92326	3.69444	5.21926	2.59119	2.49855	1.83309	2.33955	1.24987	1.71302	1.21676	0.759828	0.546342	0.0767233	0.99752	2.71431	1.013	1.89881	0.229909	0.467842	1.12649	3.12776	1.36894	0.963805	0.184136	1.04665	3.33956	2.8945	1.84164	0.82245	0.79001	1.26121	1.2247	0.500253	1.21241	1.78336	1.14488	0.650688	1.27691	0.564781	1.49483	0.987151	0.51578	0.563291
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000808.1.5ce8eb53-7a16-437f-b9a4-a14e0471dbdc.fc.signal	0.0881764	1.3867	0.8792	0.610443	1.40962	1.01552	2.44919	2.72086	3.96912	3.69595	3.81669	3.52877	2.58443	1.86907	1.56184	2.02888	3.17211	1.69273	3.17214	2.83875	2.84739	2.2821	1.43016	1.53031	1.99881	2.5567	0.912107	0.557511	1.7775	3.06489	3.87174	3.4812	2.51495	2.03114	3.06759	3.9971	2.7977	4.13794	4.30303	4.1038	2.30855	2.09649	2.98039	2.05995	4.15864	3.79552	3.12595	1.49759	1.43634	1.21081	0.450438	1.94767	1.17515	0.51323	0.774894	1.37384	0.795739	0.838951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000738.3.ee79ddae-147f-498b-b43d-cce1548cb6a9.fc.signal	0	0	0.97696	3.05388	2.08697	2.68507	5.28625	4.75894	2.7721	2.9037	2.77497	1.74223	2.08937	3.00681	3.3457	5.97785	2.08123	2.19565	3.39435	3.10799	1.92329	1.60008	3.70044	4.06376	2.14823	2.91437	0.524973	0.368325	2.60331	2.79155	2.89345	2.19712	1.99363	2.89859	3.43151	3.02669	3.8632	2.97608	3.18895	3.08084	1.3517	2.57329	2.73676	1.3969	2.74761	2.20424	1.75959	2.93376	0.921214	1.43039	1.17378	0.914036	1.71794	1.1844	0.576457	2.25836	2.24594	0.75
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0	0	0	0	0	0.39558	0.98895	0.581314	0.402147	0.0226709	0.880282	0.278245	0.415998	0.57517	0	0	0.388987	0.852305	0.768941	0.720737	1.96219	2.24233	0.079116	0.94929	1.60608	0.194945	0	0	0.663039	0.162842	0.390772	0	0.393057	0.117886	0	1.2921	0.758181	0.39558	0.32965	0	0.593458	0	0.283499	1.16689	0.472686	0.251637	1.97116	0.847204	0.123943	0.172298	0	1.38712	0.454886	0	0	0	0	0.928205
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.7644257d-84a8-452c-b39d-72874c3d0d4b.fc.signal	0.43459	0.963241	0.967555	1.4427	0.915427	1.37193	1.79797	3.51786	6.55867	5.19007	5.71128	5.51044	5.83424	7.96217	5.48247	4.74552	3.54224	4.02824	4.30364	7.46955	5.93719	6.2667	5.11982	2.8011	3.20534	1.16149	0.247164	0.372915	2.07205	3.21382	2.81774	3.61197	3.37414	4.0666	2.42198	2.67064	3.39386	3.21554	2.5411	2.56477	1.85444	2.51535	2.76239	5.92788	5.10594	4.2393	4.38778	2.63864	2.67049	1.60147	0.976673	0.428333	2.08443	2.0096	2.09714	1.68754	1.94501	0.593939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	0	0	0	0.366893	0.858531	1.14151	1.86712	2.0235	2.4619	2.40923	2.02893	2.59854	1.22449	2.34107	2.50943	2.07032	1.212	1.14475	0.941705	1.43829	2.26133	2.27073	1.27547	1.53286	1.06444	0.462979	0.223738	0.794924	1.42072	1.64717	0.822487	1.13257	2.02477	1.46578	1.15825	1.3759	1.01634	0.6188	0.550313	0.518511	0.244202	0.715294	0.817584	0.827152	0.427401	0.645426	0.261703	0.199373	0.181003	0.303216	0.335344	0.693492	0.922087	1.26949	1.2903	1.0102	1.08141	0.871766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0.292722	1.47648	0.956444	0.521514	1.31761	1.96787	4.38214	3.94284	4.27837	2.82378	4.13396	6.39274	3.33519	4.0345	3.7059	5.32049	5.34251	4.59878	5.68038	4.2985	3.33868	3.82496	3.25985	2.3439	3.13321	3.03604	0.548937	0.603779	1.01609	2.40088	2.1578	2.99388	3.2347	1.91918	1.35425	1.46354	1.99742	2.23205	1.92436	2.36602	2.75198	2.52236	2.49169	2.12982	2.71178	4.93399	3.59406	1.99367	2.60674	1.31883	0.540916	0.1869	1.32743	1.86868	1.20811	1.30967	1.14491	0.309091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	0	0.162578	4.43172	4.22034	0.634041	3.85294	8.2241	19.2249	17.3235	25.7899	18.5884	21.7878	16.728	14.9502	5.98394	12.2824	20.7402	18.413	13.2958	16.0592	16.0452	13.7116	8.08402	6.77273	8.37173	7.0162	3.04008	3.82855	6.01517	8.85366	11.8254	11.568	8.23072	7.5791	5.00721	7.23444	13.695	11.0119	10.4111	14.7318	14.3388	10.4923	9.40966	7.76346	9.25142	10.9226	5.52997	1.7453	2.19842	2.606	1.10553	1.047	1.11853	0.552764	2.81229	1.16909	1.70773	0.676136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	0.348493	0.731503	1.3424	1.69954	1.98063	2.31915	3.21984	3.93355	4.06965	2.71373	1.84083	2.16544	3.11646	3.53541	2.57043	2.79398	3.01316	2.21995	1.76283	1.53894	1.48426	1.32502	1.21171	0.867702	0.92807	0.880147	0.422885	0.196178	0.320983	0.440303	0.629754	0.852735	0.855128	0.710044	1.02266	1.14769	0.819077	1.42128	1.97908	1.61931	1.0287	0.988551	1.22938	0.736957	1.11328	2.41853	2.73517	1.858	1.1324	0.672803	0.377782	0.440063	0.320181	0.512029	0.468002	0.373188	0.46719	0.641509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.167981	1.44005	3.62448	2.91398	1.87872	2.09363	3.21972	3.93611	3.06199	3.80972	4.08854	2.72853	1.94083	1.57589	1.91726	3.59081	3.52921	3.54914	4.33341	4.58042	4.35998	5.15644	2.82582	2.55534	3.4741	2.84465	0.582668	0.900031	2.75959	3.84106	3.25671	3.84474	1.85818	2.11317	2.61807	3.67389	3.95208	3.08725	2.95985	1.89865	2.01717	3.42839	2.69509	3.69103	2.54073	1.7048	2.73942	3.01191	3.71263	3.71308	2.55109	1.13919	1.3169	1.47825	1.76177	1.52852	2.12071	0.484277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	0.0101873	0.336049	2.19816	3.78645	3.92592	5.60485	12.9202	25.1328	30.1209	25.2108	24.9862	32.1447	24.5476	21.7614	12.5429	12.7621	17.604	19.2312	21.202	18.1367	16.2726	14.6086	9.60516	7.68897	8.53199	3.71824	0.962182	0.196078	0.891696	1.00509	1.8721	2.67687	3.17567	1.34193	1.04462	1.38672	3.07196	2.24257	1.11697	2.42471	1.99952	2.1376	0.960887	1.79063	2.60616	2.38029	2.61158	1.14991	1.12972	1.11081	0.53965	0.326854	0.327873	0	0.687424	0.625144	0.195472	0.486068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	0.33191	1.94913	3.51005	1.31345	0.843483	1.37906	2.90625	5.97964	5.66238	3.31604	3.81982	3.47524	2.57414	2.14247	1.40931	3.70677	5.20709	4.29791	5.07787	3.67968	1.91238	2.58404	2.49617	3.71193	2.87153	3.435	1.76539	0.474524	0.662507	3.39111	3.7293	4.61111	2.82941	1.70592	1.68488	2.11322	2.26342	3.7601	4.138	2.47316	3.54467	2.73054	2.37021	2.82972	2.92705	4.89737	4.97292	2.82142	2.87147	1.80606	0.327545	0.5214	1.76232	3.73465	1.97702	0.808782	1.08404	0.938784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	0.623017	2.18131	4.05505	4.57461	2.58256	3.28716	4.70923	8.43592	8.32903	5.55666	6.458	5.56835	3.33387	4.50721	4.37245	7.24289	9.9678	6.49568	7.98996	7.34265	6.51745	8.04034	4.39173	5.42224	5.58814	5.10573	2.38534	1.33101	3.36267	7.13825	5.8964	6.50077	6.51673	8.28996	8.65997	6.44966	7.55259	8.57617	5.88908	5.60802	7.33414	6.86191	5.62471	7.04528	6.6376	4.9911	4.85655	3.42449	6.09932	3.65918	2.69444	2.60432	2.19929	1.94568	2.75196	4.08784	3.35064	0.359124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000867.3.27069d93-b631-4404-a40f-fc7ac420cf42.fc.signal	0	0	0	1.25026	2.20573	0	0	0.193136	3.0494	0.213465	0	0	0.0304956	2.80529	3.11097	5.65157	2.84614	3.14089	3.53733	3.17139	4.27934	2.15493	0	1.53487	3.02908	2.34805	0	0	1.05036	6.00734	7.73534	3.578	2.43955	0.345617	0.101652	3.77112	5.26533	1.22994	4.22852	3.55767	2.60218	3.21204	0.315116	5.16368	1.65688	0	0	0.0101652	2.63267	3.54749	1.21979	2.60218	2.70382	1.10795	0	0	0	0.709091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.224987	0.775604	1.73397	2.12388	4.31319	4.03012	3.627	3.51567	2.63652	2.26124	2.44488	2.45145	2.6878	4.75926	3.64241	2.60349	2.67478	2.73172	1.48598	2.14974	1.50088	2.40227	2.09287	2.19347	1.952	1.54784	0.963418	1.46735	1.77899	2.12212	1.5218	2.10299	2.2547	2.44297	3.45438	3.25688	2.23951	2.1702	1.99895	2.80372	2.73516	2.14819	3.23237	2.76449	0.917296	1.16129	1.44222	1.11351	1.40476	1.46234	1.06488	1.04306	1.11854	1.12357	2.0367	2.72341	1.81044	0.207154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	0.726721	1.68139	3.83408	1.78737	0.0847693	1.03035	2.93401	6.80197	4.57293	4.10827	5.62202	3.96917	3.16089	1.83837	2.67361	3.26747	2.51402	2.00205	3.39118	2.69706	1.07753	4.50503	3.93017	3.088	4.31211	3.72618	1.24958	1.13688	1.71653	1.90959	4.09556	3.32528	4.97323	2.87628	1.95508	3.36102	5.57039	4.89598	3.24074	4.5023	6.70144	5.7227	4.23525	3.95025	3.19099	2.43624	2.46463	2.14018	3.34616	3.77154	2.00061	1.59785	2.40093	3.1605	1.84442	0.717513	0.888048	0.236504
