	chr2:113468533-113468682	chr2:113468683-113468802	chr2:113468803-113468832	chr2:113468833-113468982	chr2:113468983-113469032	chr2:113469033-113469092	chr2:113469093-113469132	chr2:113469133-113469282	chr2:113469283-113469342	chr2:113469343-113469432	chr2:113469433-113469502	chr2:113469503-113469532	chr2:113469533-113469582	chr2:113469583-113469732	chr2:113469733-113469832	chr2:113469833-113469882	chr2:113469883-113469922	chr2:113469923-113470032	chr2:113470033-113470182	chr2:113470183-113470332	chr2:113470333-113470382	chr2:113470383-113470402	chr2:113470403-113470482	chr2:113470483-113470542	chr2:113470543-113470582	chr2:113470583-113470632	chr2:113470633-113470712	chr2:113470713-113470782	chr2:113470783-113470932	chr2:113470933-113471082	chr2:113471083-113471162	chr2:113471163-113471232	chr2:113471233-113471382	chr2:113471383-113471432	chr2:113471433-113471532	chr2:113471533-113471682	chr2:113471683-113471832	chr2:113471833-113471912	chr2:113471913-113471982	chr2:113471983-113472092	chr2:113472093-113472132	chr2:113472133-113472202	chr2:113472203-113472282	chr2:113472283-113472352	chr2:113472353-113472432	chr2:113472433-113472492	chr2:113472493-113472552	chr2:113472553-113472582	chr2:113472583-113472692	chr2:113472693-113472732	chr2:113472733-113472862	chr2:113472863-113472882	chr2:113472883-113473032	chr2:113473033-113473182	chr2:113473183-113473332	chr2:113473333-113473482	chr2:113473483-113473589	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	0.403112	0.155455	0	0	0	0.696957	3.68311	6.86658	2.68057	1.53686	1.25454	0.93289	0.257304	0	0.151166	0.73339	0.96507	1.35981	2.69227	2.81704	1.64053	0.707694	0	0.021442	0.32163	0.36023	0.908755	0.64327	0.0300191	0.566078	0.377919	0.661672	1.20308	0.36666	1.14838	2.2989	1.82068	2.64176	4.89397	7.24341	6.20824	4.92156	3.21269	1.35561	0.10453	0	0.160816	0.64327	1.28374	1.05277	0.615942	0.344091	0.0720647	0.220855	0.465298	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.7644257d-84a8-452c-b39d-72874c3d0d4b.fc.signal	0.845911	0.43459	0.115891	0	0	0	0	0.388234	0.43459	0.125548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403548	0.718437	0.478036	0.612719	0.43459	0.00289727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	1.37102	0.531993	0	0	0	0	0.201824	0.645703	0.519772	0.118243	0	0	0	0	0	0	0.018348	0.218506	0.519735	0.293536	0	0	0.133023	0.437224	0.55029	0.869538	1.0388	0.799296	1.042	1.52021	4.12534	8.02202	10.3124	5.98415	2.84534	1.1264	1.09216	0.70854	1.59075	1.73441	1.00441	0.26211	0.059631	0	0	0	0	0	0.23852	0.36695	0.24981	0	0	0	0	0	0	0.659607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0.0145743	0	0	0.046024	0.11506	0.040271	0.166833	0.58238	0.17642	0	0	0	0	0	0	0	0	0.100415	0.708196	0.614577	0	0	0	0	0	0	0	0	0	0	0.0834339	0.519607	0.407506	0.310803	0	0.0360521	0.23475	0.269027	0.986527	0.998138	0.322236	0.220248	0	0	0	0	0	0.168805	0.34538	0.117947	0.0929331	0	0	0	0	0	0	0.712281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	0.868165	1.04863	0	0	0	0	0	1.71682	1.39817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44546	0.231672	0.28567	0.86166	1.4632	1.19007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	0.377639	0	0	0	0	0	0.1868	1.17141	1.44619	1.26675	0.402887	0	0	0	0	0	0.0482	0.236825	0.856946	0.750413	0.10123	0	0	0	0	0	0	0	0	0	0.0723	0.430436	0.4821	0.438702	0.0723	0	0	0.030125	0.554366	0.854555	0.9641	0.912457	0.358512	0.1205	0	0	0	0.16872	0.869891	0.9641	0.943708	0.4821	0.0208893	0	0	0	0	0.699288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	0.726563	0	0	0	0.263105	0.31322	0.31322	0.657722	0.62643	0.0800439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447457	0.609725	0.223427	0	0.563788	0.663994	0.31322	0.31322	0.0125288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.400987	0.00415225	0	0	0	0.193868	0.523444	0.811961	0.16892	0	0	0	0	0	0	0	0.0539877	0.448646	0.710069	0.0431857	0	0	0	0	0	0	0	0	0	0	0.0228374	0.31804	0.800881	0.352228	0.0265744	0	0	0	0.327591	0.6647	0.340638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	0.189391	0	0	0	0	0	0	0.16602	0.231669	0.407307	0.231285	0	0	0	0	0	0	0	0.161944	0.143617	0	0	0	0	0	0	0	0	0.120211	0.541659	0.393267	0.333817	0.379803	0.271861	0.151282	0.233195	0.00101873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	0.200424	0.0977787	0	0	0	0	0.0281207	1.42339	0.761014	0.151765	0.105596	0	0	0	0	0	0.0281207	0.286458	0.727761	0.394408	0	0	0	0	0	0	0	0	0	0	0.227082	0.629408	0.337641	0.154306	0	0	0	0.0220949	0.588062	0.543774	0.3216	0.0712099	0	0	0	0.0615978	0.233099	0.3216	0.233831	0.16069	0.118663	0.16069	0.0149977	0	0	0	0	0.487562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	0.917972	0.125358	0	0	0	0	0.58554	1.88412	0.861179	0.126124	0.269735	0.28394	0.14189	0.0349995	0	0	0.149068	0.451675	0.781667	0.491168	0.153254	0.0638505	0	0	0	0	0	0.014189	0.487391	0.996489	0.869432	1.0342	1.45076	0.505328	0.0482426	0	0	0.0443406	0.9105	1.10334	0.393911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215054
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.213813	0.148844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571955	0.155158	0.163537	0.037749	0	0	0.0901782	0.157252	0.25152	0.231095	0.107854	0	0.337042	0.745221	1.62068	3.03031	2.25635	1.6187	0.975971	0.050304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	0.480643	0.340532	0	0	0.055656	0.2319	0.22557	0.499052	0.41602	0	0	0	0	0	0	0	0	0.149681	0.391145	0.071116	0	0	0	0	0	0	0	0	0.149962	0.149962	0.2319	0.394234	0.788202	0.506024	0.357131	0.165422	0.047926	0.2319	0.597683	0.595206	0.420459	0.2319	0.0173925	0	0	0.06957	0.2319	0.301473	0.394237	0.2319	0.04638	0	0	0	0	0	0	0.809211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.39f2a04f-5ab3-46a3-91a8-91641dbab08a.fc.signal	0	0	0	0	0.220838	0.69012	0.69012	0.883309	0.368064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257645	0.69012	0.441677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bcfa2f24-6276-4a64-96e6-3f1abe06b88e.fc.signal	0.0561749	0.232599	0.26332	0.0947952	0.20539	0.403759	1.04012	1.83974	2.29529	1.49216	0.376176	0	0	0	0	0	0.111911	1.0126	0.561754	0	0	0	0	0	0	0	0	0	0	0	0.174449	1.61754	3.89001	2.13816	0.829464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254658
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001460.1.82b45364-a56c-42d4-addc-99df97d473fb.fc.signal	0.165111	0.33927	0.079163	0	0	0	0	0.631172	0.67868	0.00376967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056545	0.33927	1.02764	1.11974	0.52934	0.33927	0.022618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0	0	0	0	0	0.0371287	0.10126	0.185527	0.10126	0.00337533	0	0	0	0	0	0	0.010126	0.32389	0.684229	0.487184	0.131596	0.10126	0.0443012	0.10126	0.10126	0.10126	0.0480985	0	0.199698	0.34076	0.485883	1.15534	1.95689	1.31586	0.644774	0.269205	0.0202399	0.22519	0.679616	0.818979	0.582031	0.325331	0.20238	0.0679749	0	0.0523177	0.200695	0.20238	0.183995	0.103788	0.150264	0.197324	0.0789828	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	0	0	0	0	0.0695268	0.08277	0.111743	0.338354	0.346356	0.384528	0.177387	0.160031	0.08277	0.0209684	0	0	0.008277	0.189651	0.469138	0.331172	0.0463538	0.041385	0.08277	0.08277	0.171788	0.526557	0.630297	0.646998	0.76833	0.658496	0.655118	1.00063	0.972532	0.806392	0.447098	0.256661	0.340001	0.450173	0.80072	0.684944	0.596119	0.45771	0.0921033	0.00945943	0.08277	0.08277	0.08277	0.245607	0.522344	0.49673	0.480812	0.12831	0.0033108	0	0	0	0	0.871605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.3ac826bb-c219-4eb4-ae1e-412d5ac0b154.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783147	0.479993	0.963144	1.26314	1.50828	3.7896	1.75583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000774.3.c74b9473-7abb-43f6-8885-3c40e0552ac6.fc.signal	1.2403	0.0103358	0	0	0	0.950897	1.2403	1.80249	0.330747	0	0	0	0	0	0	0	0	0.947078	1.95127	0	0	0	0	0	0	0	0	0	0.744155	1.90169	0	0.336653	1.16588	0	0	0	0	0	0.637869	1.2403	0.434105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	0.162159	0.0228842	0	0	0	0.0693107	0.15693	0.367207	0.456396	0.325184	0.160289	0.0104613	0	0.00104613	0.07846	0.105138	0.357007	0.641978	0.703556	0.201911	0	0	0	0.0640757	0.07846	0.288744	0.663017	0.679269	0.433118	0.241144	0.824849	2.18679	2.64358	1.20049	0.357009	0.0094152	0.100432	0.178506	0.190556	0.162636	0.0921923	0.0369883	0	0	0	0	0	0	0.0984365	0.15693	0.125543	0	0	0	0	0	0	0.892256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.21819112-b709-4256-a74d-0e6ec96e0be8.fc.signal	0.468717	0.166056	0	0	0	0.0356872	0.41988	0.655278	0.444551	0.422581	0.639761	0.406145	0.32928	0.0537838	0.0543543	0.16471	0.292252	0.441582	0.254675	0.13067	0	0	0.00617663	0.16471	0.205852	0.32928	0.308709	0.331633	0.795797	1.06581	1.36451	2.23682	3.21172	1.77489	0.528524	0	0.0680521	0.32928	0.809162	0.657095	0.436325	0.16471	0.0391186	0	0	0	0.109807	0.16471	0.327784	0.246995	0.064617	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004607.2.e1fd1411-fa6d-4e9d-8b94-fee7dda1365c.fc.signal	0	0	0	0	0	0	0.112225	0.451333	0.382544	0.0826564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21718	0.124836	0.072141	0.481747	0.848021	0.787347	0.791161	0.376141	0.116289	0.118641	0.296754	0.32174	0.240479	0.0238197	0	0.0659623	0.12826	0.12826	0.051304	0	0.155073	0.25651	0.184491	0	0	0	0	0	0	0.921153
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004603.3.40563a1e-eb2a-4c6e-bd0b-903d353efee9.fc.signal	0	0	0	0.0712533	0.2672	0.111333	0.20708	0.710752	0.1336	0.0950044	0.2672	0.115787	0	0	0	0	0	0	0.197728	0.211979	0	0	0	0	0.14696	0.5344	0.36072	0	0	0	0.0501	1.5383	1.59963	0.342016	0	0	0	0	0.229029	0.412945	0	0	0	0	0	0	0.151413	0.5344	0.58784	0.06012	0.236369	0	0	0	0	0	0	0.905074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.8e264ed8-afdd-468a-8bbe-7ea6fcae8b7f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299065
