	chr9:143602-143751	chr9:143752-143901	chr9:143902-144051	chr9:144052-144121	chr9:144122-144201	chr9:144202-144351	chr9:144352-144441	chr9:144442-144501	chr9:144502-144611	chr9:144612-144651	chr9:144652-144701	chr9:144702-144801	chr9:144802-144951	chr9:144952-145081	chr9:145082-145101	chr9:145102-145181	chr9:145182-145251	chr9:145252-145371	chr9:145372-145401	chr9:145402-145521	chr9:145522-145551	chr9:145552-145701	chr9:145702-145781	chr9:145782-145851	chr9:145852-145901	chr9:145902-145961	chr9:145962-146001	chr9:146002-146151	chr9:146152-146301	chr9:146302-146401	chr9:146402-146451	chr9:146452-146601	chr9:146602-146751	chr9:146752-146851	chr9:146852-146901	chr9:146902-147051	chr9:147052-147151	chr9:147152-147201	chr9:147202-147281	chr9:147282-147351	chr9:147352-147461	chr9:147462-147501	chr9:147502-147601	chr9:147602-147651	chr9:147652-147801	chr9:147802-147951	chr9:147952-148011	chr9:148012-148051	chr9:148052-148101	chr9:148102-148151	chr9:148152-148251	chr9:148252-148281	chr9:148282-148321	chr9:148322-148401	chr9:148402-148501	chr9:148502-148551	chr9:148552-148601	chr9:148602-148658	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105367	0.87806	0.87806	0.131709	0	0	0	0.851718	0.87806	0.193173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.fae7194c-2bb7-414d-b747-986b067cce33.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349651	1.31479	0.819046	0.330492	0.71846	0.0574768	0	0	0	0	0	0	0	0	0	0	1.05854	0.665777	0	0	0	0	0	0	0	0	0	0	0	0	0.537705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	0	0	0	0	0	0	0.0880527	0.332643	0.58701	0.315522	0.246547	0	0	0.0180621	0.29351	0.383394	0.58701	0.311852	0	0	0	0.176103	0.405407	0.331246	0.30525	0.15898	0.25682	0.41678	1.7943	1.64363	0.581145	0.322856	0.97933	0.507766	0.308182	0.535158	0.139416	0	0	0	0.0106727	0.355878	0.948023	1.67298	2.11716	1.98606	1.35747	0.81081	0.305245	0.014675	0.096855	0.14675	0.231137	0.264158	0.142348	0	0	0	0.892495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.fa7c889b-e561-4d9e-9f53-4d27307d9ee3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341147	0.560456	0	0	0	0.243677	0.73103	0.511721	0	0	0	0	0	0	0	0.416687	0.73103	0.877206	0.404503	0	0	0	0	0	0	0	0	0	0	0	0	0.52451
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117243	0.2314	0.134212	0	0	0	0	0	0	0	0	0	0	0.358664	0.46279	0.46279	0.169692	0.220601	0	0	0	0	0	0	0	0	0	0	0	0	0.630303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510887	0.89622	2.29744	1.35042	0	0	0	0	0	0	0	0	0	0	0	0	0.401114
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114213	1.17283	2.53458	2.87941	1.73952	0.859335	0.0313729	0	0.142747	0.349192	0.790706	2.39694	3.58011	1.9218	0.680865	0	0	0	0	0	0	0	0	0	0	0.828711
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295135	0.9838	0.319733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245915	0.521348	1.33792	1.20676	0.419695	0	0	0	0	0	0	0	0	0	0	0	0	0.31392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0567979	0.262283	1.33684	2.12027	1.89924	0.560959	0.25186	0.0409629	0	0	0.0828354	0.926999	3.1644	3.77073	1.41762	0.366337	0	0	0	0	0	0	0	0	0	0	0.692879
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.dfc63e95-4862-4384-a735-dc9483aed805.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272532	0.482172	0	0	0	0	0	0	0	0	0	0	0	0	0.267291	0.62892	0.62892	0.853952	1.02402	0	0	0	0	0	0	0	0	0	0	0	0	0.480305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123835	0.31601	0.171725	0	0	0	0.016864	0.282323	0.0679545	0.941944	2.14308	2.34853	0.647976	0	0	0	0.0988125	0.216527	0.221264	0.860818	2.77815	3.24076	2.15729	0.230718	0	0	0	0	0	0	0	0	0	0.920063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283438	1.23058	0.425158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330542	0.348877	0.312092	0.31608	0.189648	0.349795	0.319241	0.59423	0.714341	0.464638	0.31608	0.292374	0	0	0	0.0410904	0.29509	0.7884	1.31076	0.858684	0.03951	0	0	0	0	0	0	0	0	0	0	0.821759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.6d90e020-b6c2-4e95-920f-783e8068ccbc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349983	0.309097	0	0	0	0	0	0	0	0	0	0	0	0	0.569092	0.9811	1.18062	1.26897	0.449744	0	0	0	0	0	0	0	0	0	0	0	0.307048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851784	1.28256	0.525586	0	0	0	0.883996	0.886247	0.249899	0	0	0	0.159613	0.822633	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267033	1.02213	1.18479	0.260859	0	0	0	0	0	0	0	0	0	0	0	0	0.467298
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000808.1.5ce8eb53-7a16-437f-b9a4-a14e0471dbdc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13867	0.42887	0.00919457	0	0	0	0.315964	1.47679	0.0986821	0	0	0	0.265973	1.88707	2.16726	1.71336	0.776283	0.160834	0	0	0.230531	0.651911	1.82705	1.94282	0.873547	1.72626	0.825596	0	0	0	0	0	0	0	0	0	0	0.271028
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.06d0440d-166a-4bfb-8784-29eb25ba34d7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386194	0.792026	0	0	0	0	0	0	0.248749	1.96385	1.96385	0.27002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296417
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000738.3.ee79ddae-147f-498b-b43d-cce1548cb6a9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028604	0.344672	0.120673	0	0	0	0	0.111559	0.911202	0.332516	0	0	0	0.347588	2.03834	1.96392	1.54699	1.29598	0.421097	0	0	0.0321795	0.364702	0.596524	1.21868	0.632237	0.85829	0.659796	0.248851	0	0	0	0	0	0	0	0	0	0.613065
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191197	0.80105	0	0	0	0	0	0	0	0	0	0	0.72523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	0	0	0	0.179196	0.647293	0.6176	1.07941	1.57082	0.576059	0	0	0	0	0	0.176897	1.347	1.92538	0.65941	0.32163	0.225141	0.814907	1.82498	0.985106	0.64327	0.64327	0.123293	0	0	0	0	0	0	0.18869	0.896115	3.31068	2.72336	1.81901	1.6534	0.896688	0.243523	0	0	0.0771915	0.93289	2.71276	2.11676	2.67181	1.63326	0.911378	0.0371952	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.7644257d-84a8-452c-b39d-72874c3d0d4b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405617	0.43459	0.43459	0.43459	0.043459	0	1.34422	1.49198	0.43459	0.182528	0	0	0	0	0	0	0	0	0	0.0158033	0.43459	0.947286	1.85117	2.02213	0.42585	0	0	0	0	0	0	0	0	0	0	0	0	0.181034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.024464	0.21311	0.55029	0.467787	0.830745	0.926415	0.73377	0.186534	0.171246	0.490399	0.348557	0.0498017	0.231181	0.715429	1.34382	1.59116	3.07951	3.00307	1.37222	0.836525	2.03021	1.48229	1.60334	2.1207	1.53916	1.04567	0.625999	0.157269	0.005004	0.18348	0.40909	1.08604	1.43338	1.925	1.58685	0.935592	0.576	0.0440352	0	0	0	0	0	0	0	0	0.503188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	0	0	0	0	0	0	0	0.0575285	0.229064	0.0316415	0	0	0	0	0	0	0.0838294	0.142864	0.11506	0.028765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253132	0.536311	1.19775	1.01683	0.287737	0	0	0	0	0.205985	0.637626	0.681355	0.892362	1.75521	0.627279	0	0	0	0	0	0	0	0	0	0	0.876749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0422699	0.48773	0.48773	0.117055	0	0	0.390188	1.00798	0.463343	0	0	0	0	0	0	0	0	0	0	0	0	0.170705	1.18031	2.50034	0.975462	0	0	0	0	0	0	0	0	0	0	0	0	0.211817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02892	0.7761	1.35782	1.36425	0.477276	0.0813375	0	0	0	0.243424	0.4821	0.830747	0.595806	0.204873	0	0	0	0	0	0	0	0	0	0	0	0.444593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031322	0.31322	0.31322	0.219254	0	0	0.382122	0.613874	0.31322	0.144081	0	0.0877016	0.31322	0.31322	0.0167051	0	0	0	0	0	0	0	0.169139	1.59939	1.2674	0	0	0	0	0	0	0	0	0	0	0	0	0.403121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0332231	0.71781	1.4921	0.985321	0.318995	0.0788927	0	0	0	0	0.083045	1.02355	1.1033	0.0969283	0	0	0	0	0	0	0	0	0	0	0	0.549469
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.5d44418c-818f-4534-8844-0d0e8e0143a7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104784	0.260923	0.300352	0.174433	0.00509367	0.650642	0.49826	0.25311	0.183336	0.15281	0.15281	0.0438055	0.133454	0	0	0	0.160865	0.407806	0.620085	0.546799	0.0534835	0.0702926	0.15281	0.102601	0	0.061124	0.416986	1.10573	2.35393	1.14748	0.514218	0.175705	0.0366744	0	0	0	0	0	0	0	0	0	0.263916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112483	0.191531	0.16069	0.0374943	0	0	0	0	0	0	0.096414	0.156405	0.142512	0.313554	0.0064276	0	0	0.0289242	0.598092	1.4555	1.28297	0.295793	0.096414	0	0	0	0.432509	1.00645	1.03	0.83065	0.485019	0.00401725	0	0	0	0	0	0	0	0	0	0	0.556098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0762659	0.263647	0.221201	0	0	0.0331077	0.264053	0.131294	0	0	0	0	0.0236483	0.508236	0.22428	0	0	0	0.266864	1.07316	1.24351	0.921252	0.672869	0.20229	0	0	0.109981	0.28394	0.571881	1.78241	2.29548	0.946328	0.557217	0.031219	0	0	0	0	0	0	0	0	0.0224037	0.368679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000867.3.27069d93-b631-4404-a40f-fc7ac420cf42.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325271	3.0494	3.0494	3.0494	0.243958	0	0	0	0	0	0	0	0	0.492857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0	0	0	0	0	0	0	0	0.100664	0.12583	0.12583	0.0276826	0	0.0154868	0.12583	0.12583	0.12583	0.0146802	0	0	0.0545263	0.166051	0.304998	0.377344	0.475388	0.50304	0.710614	1.07408	0.988571	0.339579	0	0.0872067	0.456097	0.210038	0.32201	0.5819	0.420096	0.399974	0.279832	0.165317	0	0	0.0792729	0.148454	0.345025	0.358813	0.0796923	0.12583	0.12583	0.12583	0.0327158	0	0.00943375	0.25152	0.25152	0.135846	0.12583	0.12583	0.875845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13914	0.258202	0.271998	0.2319	0.060294	0	0	0.114404	0.710624	0.70154	0.2319	0.0633861	0.700348	0.955456	0.565846	0.960097	0.855767	0.46381	0.321765	0.0165643	0	0.110153	0.709625	1.47041	2.13366	1.55389	1.15579	0.492797	0.422066	0.060294	0	0	0	0	0	0	0	0	0.924528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001306.1.3ad99a92-6066-418f-95ef-51ed964a0d0c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206368	0.570953	0.728741	0.51592	0.299234	0	0	0.299234	0.615666	0.51592	0.247642	0	0.196051	1.03185	1.03185	0.113503	0	0	0	0	0	0	0	0.402421	2.35616	1.53409	0	0	0	0	0	0	0	0	0	0	0	0	0.269084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.39f2a04f-5ab3-46a3-91a8-91641dbab08a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34506	0.655614	0	0	0.225439	0.69012	0.28985	0	0	0	0	0	0	0	0	0.579634	3.04546	0.671658	0	0	0	0	0	0	0	0	0	0	0	0	0.474676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.bcfa2f24-6276-4a64-96e6-3f1abe06b88e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397615	0.916364	1.51147	0.919871	0.0965507	0.26332	0.26332	0.26332	0.0737296	0	0	0	0	0	0	0	0.149584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157661	0.742975	0.100329	0	0	0	0	0	0	0	0	0	0	0	0	0.841389
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607373	0.20238	0.103729	0	0	0	0.0683505	0.187549	0.0641099	0	0	0	0	0.247993	0.595923	0.625214	0.147787	0	0	0	0	0	0.0607265	0.319832	0.367762	0.172718	0.1771	0.10126	0.0729072	0	0	0	0	0	0	0	0	0	0.654105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	0	0	0	0	0	0	0	0.0013795	0.08277	0.08277	0.08277	0.222728	0.16555	0.12863	0.08277	0.0858742	0.234205	0.175217	0.16555	0.208353	0.33118	0.461436	0.5092	0.406864	0.433823	0.342217	0.639588	0.916809	0.97697	0.476084	0.182149	0.295852	0.364292	0.144863	0.241781	0.329528	0.556407	0.41396	0.339462	0.186873	0.0338605	0.08277	0.112571	0.16555	0.245611	0.360429	0.263585	0.229766	0.0215208	0.0480066	0.126649	0.24841	0.291864	0.346701	0.416442	0.301383	0.228524	0.16555	0.689783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.3ac826bb-c219-4eb4-ae1e-412d5ac0b154.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117893	1.26314	1.01051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277891	1.92005	4.6654	0.825297	0	0	0	0	0	0	0	0	0	0	0	0	0.409502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000774.3.c74b9473-7abb-43f6-8885-3c40e0552ac6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11627	2.42728	1.14725	0	0	0	0	0	0	0	0	0	0.959103	1.6867	0	0	0	0	0	0	0	2.04637	2.48043	0.852664	0	0	0	2.91455	4.96102	1.69501	2.03396	1.52963	0	0	0	0	0	0	0	0	0	0	0	0.446686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581927	0.387089	0.429458	0.181445	0.03923	0.158496	0.273312	0.606133	0.584293	1.11889	1.39194	0.616724	0.260498	0.882453	0.792486	0.542972	0.592664	0.464506	0.221267	0.0519813	0	0.0363772	0.190275	0.40095	0.872516	1.67384	2.22301	1.37965	0.659094	0.263637	0	0	0	0	0	0	0	0	0.0316607	0.579383
