	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506984	chr19:54506985-54507074	chr19:54507075-54507134	chr19:54507135-54507194	chr19:54507195-54507284	chr19:54507285-54507364	chr19:54507365-54507434	chr19:54507435-54507584	chr19:54507585-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508814	chr19:54508815-54508854	chr19:54508855-54508934	chr19:54508935-54509084	chr19:54509085-54509184	chr19:54509185-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509504	chr19:54509505-54509534	chr19:54509535-54509574	chr19:54509575-54509684	chr19:54509685-54509834	chr19:54509835-54509924	chr19:54509925-54509984	chr19:54509985-54510014	chr19:54510015-54510134	chr19:54510135-54510184	chr19:54510185-54510224	chr19:54510225-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510514	chr19:54510515-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54510974	chr19:54510975-54511034	chr19:54511035-54511184	chr19:54511185-54511254	chr19:54511255-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.82c5eb6b-94f5-436e-9a8c-a2c4b0dd0ad2.fc.signal	0.363173	0.589224	0.19746	0	0	0	0	0	0	0	0	0	0.0920888	0.426482	0.546132	0.648383	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20783	0.325483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.eda10e48-105b-4e9a-8f60-553c1509df8f.fc.signal	0.555003	0.7924	0.435784	0.21574	0.191753	0.177361	0.280409	0.453976	0.52389	0.751721	1.22107	0.719122	0.767555	0.806372	0.431002	0.120035	0.0906033	0	0	0	0	0	0.0568484	0.086324	0.122952	0.07196	0.0239867	0	0	0	0.0819579	0.14378	0.0587183	0	0	0	0.064764	0.101885	0.173463	0.185928	0.258016	0.33387	0.441537	0.621823	0.219735	0.0419767	0.166814	0.260956	0.353286	0.325035	0.133	0.575163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.34a6aaf4-d685-456d-a66b-4e602e93fb03.fc.signal	0.921483	0.344948	0	0	0	0	0	0	0	0	0	0.466149	0.0201841	0.697337	0.247736	0.721689	0.845258	0.217245	0	0	0	0	0	0.390844	0.495492	0.0495324	0	0	0	0	0	0	0	0	0	0	0	0.192647	0.55057	0.228048	0	0	0.552824	0.199954	0	0	0	0	0.357802	0.838667	0.596879	0.506579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.aa4ec0d5-3aea-4f13-89c0-cd2057b2cb93.fc.signal	0.791703	1.76778	1.96288	1.08392	0.044342	0	0	0	0	0	0.762682	0.538016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838467	0.685823	0	0	0	0	0	0	0	0	0	0	0	0.289701	0.88684	0.206929	0	0.177368	0.88684	0.704658	0.210524	0.507239	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.7b3fd507-2fc8-4ffe-b558-9fa2ebdf70a9.fc.signal	0.487071	0.290154	0	0	0	0	0	0	0	0.197167	0.327342	0.187867	0.466762	0.56901	0.0967065	0.277232	0.143225	0.187867	0	0	0	0	0	0	0	0	0.027901	0.27901	0.27901	0.342383	0.340355	0.55785	0.371954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102898	0.263486	0.128458	0.241797	0.475026	0.521127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.cad1b677-714d-4048-b83a-e43043dafcdb.fc.signal	0.646995	0.504249	0.504249	0.406988	0	0	0	0	0	0	0	0.364703	2.30262	1.52872	1.0308	1.20207	0.548697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494762	0.656574	0.61235	0.906795	0.619687	0.395062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000024.3.fff54631-85a0-4ebb-9acb-2417715b43d6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978842	0.474126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565893	1.14708	0.497068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.d400eb88-91a8-4354-8aa0-a7fcbf52ae8a.fc.signal	0.310109	0.0450497	0	0	0	0	0	0	0	0	0	0	0	0	0.158198	0.219502	0.010096	0	0	0	0	0	0.069146	0.279727	0.3143	0.176008	0.0144054	0	0	0	0	0	0	0	0	0	0	0	0	0.21103	0.644191	0.971945	0.818088	0.381316	0	0	0	0	0	0	0	0.684932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.6b4448d0-5f4c-4811-8e37-23e51bce62f5.fc.signal	0.600676	0.118807	0.238333	0	0	0	0.131389	0.419375	0.55	0.833263	1.23702	0.334853	0	0.450871	0.270927	0.633838	0.825911	1.24947	0.925907	0.543125	0.226875	0	0	0	0	0	0	0	0	0	0.120698	0.275233	0.50875	0.504167	0.348333	0	0	0	0	0.00392857	0.275	0.561786	0.515167	0.0641667	0	0	0.205333	0.754311	2.51493	2.45947	0.812005	0.474252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.d0a3ffb9-3082-49ca-b6e4-071c93be50ea.fc.signal	0.379676	0.379425	0.268445	0.00227111	0	0	0	0.03577	0.2044	0.362469	0.419701	0.344073	0.573144	0.0844197	0.0476933	0.383591	0.113783	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225521	0.381547	0.195883	0.06132	0	0	0	0.00851667	0.106033	0.292	0.333428	0.30222	0.235665	0.0652605	0	0	0.094024	0.2044	0.16863	0.46465	1.02491	0.782578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.00df76ae-06c7-44d1-b4a7-25f512065fed.fc.signal	0.354463	0	0	0	0	0.0170395	0.427881	0.541004	0.180132	0	0	1.1384	0.134049	0	0.323634	0.854349	0.0287685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502665	1.34064	1.11197	0.0194737	0	0	0	0.0512677	0.282051	0.934406	1.13151	0.0486843	0	0.636141	0	0.162162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.ccbe8dde-21a1-4c48-aea0-327b504722f2.fc.signal	0.407415	0.405426	0.63022	0.170852	0	0	0	0.0417844	0.649512	1.20789	1.025	1.6873	1.58177	1.50528	2.36748	1.58682	1.36665	1.12042	0.811265	0.584981	0.123682	0	0	0	0	0	0	0	0	0.0413285	0.640967	0.949459	0.543754	0.173823	0.00557125	0.117665	0.264077	0.358788	0.491384	0.464165	0.422858	0.40113	0.250483	0.102511	0	0	0.451944	1.02397	1.50604	2.2463	2.20176	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.5bc96241-954a-4559-a55b-8ed7178f6f2d.fc.signal	0.0868201	0.297903	0.384438	0.152545	0.066608	0.18725	0.246838	0.179455	0.235364	0.317066	0.0016652	0.280412	0.893689	0.373614	0.490141	0.845431	0.856257	0.621158	0.115332	0	0	0	0	0	0	0	0	0	0	0.0987535	0.185576	0	0	0	0	0	0	0	0	0	0	0.0160573	0.242127	0.008326	0	0.0145705	0.170621	0.12489	0.0437115	0	0	0.564945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.f53f759d-3946-4452-bfdb-d2f97d37ca2c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.a69914d6-c947-4064-9120-21fa14734e92.fc.signal	0	0	0	0	0	0	0	0	0	0	0.0833696	0.118664	0.000579133	0.0874242	0.399657	0.280422	0.0903417	0.060743	0	0	0	0	0	0	0	0	0	0	0	0	0.123243	0.132116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763688	0.173564	0.0790645	0.0507507	0.109109	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.b0114014-a1df-4014-b792-073b6721f8fd.fc.signal	0.420831	0.131335	0	0	0	0	0.228011	0.474637	0.472452	0.812617	1.25112	0.573001	0.429706	0.0467607	0.482658	0.972954	0.572677	0.376527	0.277889	0.091902	0	0	0	0	0	0	0.0395689	0.15317	0.15317	0.3244	0.271557	0	0	0	0	0	0	0	0	0	0.0631826	0.205685	0.176656	0	0	0	0.0102113	0.376276	0.66227	0.662626	0.419943	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ca0477cb-21d8-4e11-a363-fca55b28eb49.fc.signal	0	0	0	0	0	0	0	0	0.434444	1.20396	0.866149	0.129992	0.194823	0.459667	0.42354	0.228785	0.0361128	0	0	0	0	0.075235	0.105329	0	0	0	0	0	0	0.0506126	0.237847	0.344586	0.413965	0.170557	0.0576802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167161	0.222839	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.f92185be-1c43-4aca-8ad8-6624fd4fe491.fc.signal	5.57443	4.98709	3.1303	1.41468	1.04383	1.12973	0.971957	0.548104	0.919214	2.60134	3.17025	3.0464	5.17627	6.32155	3.24094	4.09079	5.51648	3.68215	1.35868	0.469393	0.068694	0	0	0	0	0	0	0.175545	0.420738	1.41036	2.1334	1.23399	0.459853	0.129754	0.0362552	0.245003	0.772802	1.2156	1.36538	0.847235	0.749923	2.02163	3.31197	2.50361	1.58895	1.23468	1.12664	1.14332	1.86912	2.04181	0.947685	0.612133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.2b000990-d916-4c2c-9564-48426bfd189e.fc.signal	0.13819	0.560031	0.85823	0	0	0	0	0	0	0	0	0	0.974661	1.86204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954599	0.909142	0	0.369048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.d292671f-acdf-4c3d-a0bd-85566c15af43.fc.signal	0.708846	0.71788	0.543622	0.105481	0	0	0.111939	0.20342	0.450994	0.459832	0.263759	0.172931	0.261623	0.315453	0.0242873	0	0.303435	0.213056	0	0	0	0	0.153055	0.344748	0.331196	0.19374	0.0177595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365953	0.30022	0.64173	0.411181	0.312654	0.312074	0.111199	0.7
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.3dc85d16-267c-45c2-b26d-1a0b479796ac.fc.signal	0.102455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08603	1.51975	0	0	0	0	0	0	0	0	0	0.834279	1.53683	0.0717187	0	0	0	0	0	0	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.c1b7baf5-133f-4f33-8df5-9ee656a1dfe7.fc.signal	0.794811	0.233665	0.397589	0.0383543	0	0	0.197672	0.394971	0.591743	0.244285	0.327483	0.546986	1.15224	0.0973595	0.254907	0.398481	0.413679	0.848879	0.132765	0	0	0	0	0	0	0	0	0	0	0.0603467	0.768257	0.061956	0	0	0	0	0	0.168169	0.49786	0.197251	0.122806	0.963485	0.968305	0.115882	0.326898	0.871235	0.902904	0.480558	0.720238	1.21952	0.341769	0.171271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.ffba017b-0023-4eb4-8b81-e7126e673308.fc.signal	0.0350103	0.439994	0	0	0	0	0	0	0	0	0	0	0.474971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146592	0.367476	0	0	0	0	0	0.365674	1.52504	1.34535	0	0	0	0.349668	1.04847	0.256671	0.488281	0.669996	1.69826	0.393769	0	0.0519954	0.642202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.688452d3-c54d-4af2-a580-0feba801962e.fc.signal	0.427189	0.320873	0.876038	0.230388	0	0	0	0	0	0.0576712	0.475586	0.274825	0.147519	0.384087	0.563129	0.387541	0.280417	0.246143	0.03483	0	0	0	0	0	0	0	0	0	0	0	0.326837	0.484768	0.0495688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0596373	0.477229	0.589027	0.563734	0.595203	0.569132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.7d4e5854-5230-4df2-bc46-1fc026016238.fc.signal	1.18637	0.34971	0	0	0	0	0	0.417717	0.71869	1.15226	1.05644	0.17964	0	0.276805	1.55233	0.610881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273951	0.353353	0.114505	0	0	0	0	0	0.031437	0.356514	0.170747	0.160377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.0d69236f-5b3f-4881-9a86-232f49ff0789.fc.signal	0.664695	0.0880581	0	0	0	0	0.145546	0.31233	0.31233	0.0999456	0	0.149981	1.3319	0.518561	0.987098	0.48307	0.479931	0.970465	0.322741	0	0	0	0.0124932	0.555947	0.459125	0	0	0	0	0	0.372527	0.21169	0	0	0	0	0	0	0	0	0.0416611	0.60512	0.977122	0.425901	0.0420752	0.309871	0.26105	0.0758516	0.622559	0.418861	0.31233	0.305825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.da848ea8-5f53-41fe-9d26-01e6bed31a73.fc.signal	0.265697	0.425562	0.124022	0	0	0	0.0624218	0.397541	0.47822	0.244708	0.102006	0.508535	0.399566	0.099253	0.553876	0.739086	0.447182	0.292557	0.23917	0.110566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183822	0.567097	0.848123	0.223992	0	0.0278902	0.23917	0.343323	0.428915	0.448736	0.294759	0.523379
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.21a553ba-0627-43d2-9045-d7e885ce5199.fc.signal	0.412983	0.487063	0.566546	0.301966	0	0	0	0.237259	0.426943	0.656176	0.307718	0.0995699	0.296733	0.826886	0.824881	0.299949	0.53085	0.135166	0	0	0	0	0	0	0	0	0	0	0	0.374752	0.362463	0.426587	0	0	0	0	0	0	0	0	0.366673	0.86276	0.437132	0	0	0	0.0949036	0.381219	0.34484	0.830161	1.20465	0.778261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.cbcfbcdb-4d41-42fe-a44e-156c7af5f576.fc.signal	0	0	0.890329	0.832431	0	0	0.10859	0.65154	1.20054	1.32464	1.14224	1.82848	0.702425	0.80866	0.292239	1.911	1.47231	0.590649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285049	1.16594	0.59587	0.602679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.f69d543f-4e4e-4fd7-9774-7bd28fcc565d.fc.signal	1.95467	1.08239	0.108393	0	0.149903	0.351697	0.623965	0.37332	0.0214147	0.477389	0.720313	1.30822	1.31988	0.581172	0.387448	0.591166	1.22768	1.42679	0.57656	0.262332	0.0057655	0	0	0	0	0	0	0	0	0.0157241	0.559644	0.948114	0.351698	0.11531	0.00384367	0	0	0	0	0	0	0.210855	1.17002	0.298701	0	0	0.189886	0.46125	0.216208	0.118385	0.51034	0.556166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000142.3.3e42cce2-67d7-4eef-b1a6-edb5e23eb51a.fc.signal	0.434574	0.320476	0	0	0	0	0	0.211447	0.35991	0.235141	0	0	0.238473	0.158333	0.343114	0.844598	0.359915	0	0	0	0	0	0	0	0	0	0	0	0	0.245393	0.335916	0	0	0	0	0	0	0	0	0	0.346413	0.35991	0.163159	0.343114	0.287928	0	0	0	0	0	0	0.387097
