	chr11:40931135-40931284	chr11:40931285-40931434	chr11:40931435-40931584	chr11:40931585-40931734	chr11:40931735-40931884	chr11:40931885-40932034	chr11:40932035-40932184	chr11:40932185-40932334	chr11:40932335-40932484	chr11:40932485-40932634	chr11:40932635-40932724	chr11:40932725-40932784	chr11:40932785-40932934	chr11:40932935-40933024	chr11:40933025-40933084	chr11:40933085-40933184	chr11:40933185-40933234	chr11:40933235-40933384	chr11:40933385-40933534	chr11:40933535-40933684	chr11:40933685-40933744	chr11:40933745-40933834	chr11:40933835-40933984	chr11:40933985-40934134	chr11:40934135-40934284	chr11:40934285-40934434	chr11:40934435-40934584	chr11:40934585-40934734	chr11:40934735-40934884	chr11:40934885-40934934	chr11:40934935-40935034	chr11:40935035-40935184	chr11:40935185-40935334	chr11:40935335-40935394	chr11:40935395-40935484	chr11:40935485-40935634	chr11:40935635-40935694	chr11:40935695-40935784	chr11:40935785-40935934	chr11:40935935-40936004	chr11:40936005-40936024	chr11:40936025-40936064	chr11:40936065-40936084	chr11:40936085-40936124	chr11:40936125-40936223	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.f2c7bc19-404e-47af-b24f-cd6109044afb.fc.signal	0.7766	0.867824	1.3892	1.31635	0.80707	1.16298	1.35673	1.20341	1.91802	1.72006	1.06583	0.86609	0.779804	1.00154	1.40106	1.34146	1.21197	1.3752	1.55604	2.01642	2.06534	1.7133	1.57906	1.98409	1.68297	1.50843	0.844031	0.742714	0.583639	0.940392	0.751671	0.228121	0.428439	0.721468	0.619505	0.717463	0.71775	0.425332	0.553783	0.597486	0.411322	0.244397	0.350389	0.32327	0.425266	0.902913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.5aafa779-b4bd-44a8-aed7-d566d5881bee.fc.signal	1.1462	1.9716	2.66644	3.44759	1.86888	1.40714	0.587396	0.672409	1.12612	1.056	1.00328	1.3784	1.18833	1.15688	1.87515	2.12627	2.39025	2.72722	1.99391	1.83811	1.29914	0.864313	2.03805	2.47805	2.23775	2.24122	1.3129	1.43843	1.44627	1.20757	0.968109	0.656464	0.459259	0.47162	0.471197	0.601672	0.695101	0.706715	0.961982	0.74569	0.365759	0.197233	0.22486	0.227299	0.5342	0.708075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.f006c884-d6f7-470d-8586-314761e38a9f.fc.signal	1.54165	0.267325	0.338709	0.539607	0.929484	0.835973	0.348313	0.476043	0.473374	0.985315	0.677285	0.852107	0.405401	0.149178	0.256294	0.678537	0.7964	0.532682	0.698196	0.457763	0.246949	0.0616374	0	0.119997	0.319292	0.675809	0.401155	0.227781	0.278503	0.527293	0.315421	0.339418	0.143582	0	0.414583	0.706497	0.0659097	0.160791	0.278504	0.238022	0.261117	0	0	0	0	0.46875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.2da68f5f-3fe3-4c64-8403-feb46554ae0b.fc.signal	0.242259	0.311847	0.385752	0.589436	0.107003	0.438836	0.740604	0.364508	0.964984	0.903306	0.227292	0.586224	0.528986	0.503249	0.371347	0.247558	0.25228	0.280973	0.491729	0.721054	0.560214	0.173874	0.425212	0.232426	0.232793	0.250181	0.576991	0.389021	0.0813157	0.0391632	0.637299	0.430151	0.160634	0.227131	0.0890857	0.775328	0.445682	0.3002	0.487538	0.00760786	0	0	0	0.0762132	0.278245	0.462838
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.aaa0b154-2777-4a76-a919-829c05cb2aa5.fc.signal	1.61135	1.92288	2.28476	1.95454	0.991934	1.07612	1.48241	2.03041	1.35416	0.788286	1.06198	1.556	1.65055	1.44616	1.68322	1.40447	1.1211	1.07848	0.756351	0.984466	0.997714	1.22257	1.07144	0.675086	0.456737	1.28841	1.68742	1.67282	1.04642	0.59456	0.74381	0.777837	0.600613	0.701	0.413442	0.348649	0.404663	0.350645	0.720529	0.43987	0.183513	0.0917425	0.12732	0.14982	0.377234	0.672727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.5cbd3cd5-dc33-49dc-ae71-41bb3114f33a.fc.signal	0.723091	0.520917	0.39985	0.418753	0.0860211	0.537786	0.915292	0.649942	0.835652	0.759506	1.40144	2.03334	1.26673	0.876262	1.22862	1.81983	2.06349	1.55061	1.12693	1.95134	1.32629	0.39522	0.709551	0.610059	0.164286	0.228779	0.391068	0.461043	0.46683	0.701594	0.693941	0.428835	0.715942	1.09653	0.674359	0.261268	0.208117	0.734757	0.835728	0.227623	0	0	0	0	0	0.472362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.40074ae6-828f-47d9-a397-b67f6a5032c3.fc.signal	0.0792198	0.504968	1.03694	0.799657	0.799555	0.318925	0.619162	0.486535	0.245794	0.0350167	0.498556	1.10355	0.348331	0.27062	0.570808	1.39722	2.09119	1.35329	0.659589	0.991492	0.597894	0.654115	0.128195	0.363767	0	0.476427	0.311588	0.461987	0.224913	0.380265	0.322026	0.513136	0.601016	0.24536	0	0.114476	0.61322	0.739312	0.789066	0.398602	0	0	0	0	0	0.492063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.fc6fd65f-c644-42f3-9ab2-6582bf7f6378.fc.signal	0.682051	0.444464	0.80699	2.06113	1.59874	0.982078	0.971196	0.737771	1.57945	0.837687	0.538611	1.41699	1.58406	1.42179	1.83871	1.66305	1.21132	1.68454	2.11838	2.45298	1.18424	0.723806	1.34905	2.48607	2.07917	2.63591	1.56938	1.06587	0.871246	0.299018	0.19213	0.189578	0.441249	0.670959	0.493474	0.752674	0.845026	0.480968	0.660691	0.487063	0.183276	0.12181	0.310761	0.367529	0.421618	0.561446
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.1f6ac71d-93cf-4d13-a14c-23ecb52e3983.fc.signal	1.08253	1.02214	0.912203	0.543895	0.732907	1.08874	0.546156	0.21772	0.829977	0.550621	0.225397	0.564061	0.761179	1.02518	1.6654	1.26888	1.37554	1.53607	1.53317	1.71254	1.33067	0.90647	0.829344	0.705906	0.422693	0.654491	0.306784	0.187573	0.278016	0.173586	0	0	0.28931	0.131618	0.509084	0.37839	0.583436	0.829345	0.438178	0	0	0	0	0	0.260087	0.331754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.7e792a01-04c2-4297-a3a4-2a7110dfb8d8.fc.signal	0.671305	0.364945	0.88819	1.54654	0.747053	0.839471	0.41976	0.575876	0.699581	0.663554	1.15666	0.655464	0.119282	0.39847	0.824218	0.685028	1.03176	1.30834	0.542137	0.78056	0.601277	0.145554	0.28472	0.488785	0.292448	0.682395	0.55567	0.321487	0.398547	0.424405	0.550947	0.288612	0.937621	0.662743	0.629202	0.421549	0.413605	0.318203	0.469153	0.0683636	0	0	0	0.132375	0.302667	0.427746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.fa45989e-2fad-4f13-b899-3405cf3f81a7.fc.signal	0.672271	1.24959	1.15118	1.13511	1.17182	0.824671	0.936552	0.534395	1.49781	0.373118	0.812454	0.900428	0.504363	0.745491	1.7432	1.79704	1.29988	1.73625	0.762853	0.283551	0.670623	0.36933	0.585633	1.40938	0.785029	1.21167	0.793339	1.23769	1.07575	1.9988	1.07237	1.13042	2.21533	2.11183	0.675297	0.62073	0.888987	0.26709	1.4107	0.336252	0	0	0	0	0.513479	0.761538
