	chr17:62521736-62521765	chr17:62521766-62521885	chr17:62521886-62522035	chr17:62522036-62522185	chr17:62522186-62522255	chr17:62522256-62522335	chr17:62522336-62522415	chr17:62522416-62522485	chr17:62522486-62522635	chr17:62522636-62522785	chr17:62522786-62522935	chr17:62522936-62523005	chr17:62523006-62523085	chr17:62523086-62523175	chr17:62523176-62523235	chr17:62523236-62523385	chr17:62523386-62523535	chr17:62523536-62523615	chr17:62523616-62523685	chr17:62523686-62523775	chr17:62523776-62523835	chr17:62523836-62523985	chr17:62523986-62524035	chr17:62524036-62524135	chr17:62524136-62524185	chr17:62524186-62524285	chr17:62524286-62524435	chr17:62524436-62524495	chr17:62524496-62524585	chr17:62524586-62524735	chr17:62524736-62524885	chr17:62524886-62525035	chr17:62525036-62525185	chr17:62525186-62525335	chr17:62525336-62525485	chr17:62525486-62525635	chr17:62525636-62525785	chr17:62525786-62525935	chr17:62525936-62526085	chr17:62526086-62526235	chr17:62526236-62526315	chr17:62526316-62526385	chr17:62526386-62526465	chr17:62526466-62526535	chr17:62526536-62526685	chr17:62526686-62526831	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.8d5b3081-225e-438e-b618-c17adc495516.fc.signal	2.33826	0.328318	1.81143	1.63844	2.97171	1.93387	0.876849	1.97677	5.27228	4.53326	0.525308	0	0.300291	0.96093	4.16402	5.82963	4.39464	1.33329	1.05702	1.5802	2.00193	2.35748	0.999367	0.365153	0	0	0.429215	1.92186	2.19946	2.87638	4.60605	0.890462	0	0	0	0.0359567	1.06609	1.04421	0.0128124	0	0	0.0686379	0.96093	0.96093	0.397184	1.8692	0.414097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	2.159	1.33686	0.430015	0.900067	0.390388	0.0239181	0.638804	1.4719	2.37768	2.58173	0.499254	0.011715	0.10934	0.285492	0.865446	1.2262	0.672322	0.160593	0.27335	0.391732	0.605835	0.938108	0.568408	0.292403	0	0.207746	0.171299	0	0.075911	1.40721	1.90592	1.19465	0	0.163984	0.814483	0.951074	0.500617	0.248093	0	0	0	0	0	0.12496	0.588519	1.38334	0.453887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	0.273426	0.610426	1.44616	2.21142	0.86572	0.34559	0.78616	1.5437	2.03811	1.68403	0.527583	0.093803	0.194394	0.67582	0.731482	0.513777	0.926074	0.591821	0	0.069118	0.915702	0.870787	0	0	0	0	0	0	0.203514	1.12657	1.71399	0.442349	0.00460787	0.0230393	1.05051	1.25781	1.46747	0.426224	0.0368629	0	0	0	0	0	0	0.714783	0.404306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000094.3.4d05172b-b267-4e63-b505-5ff5c21e9d11.fc.signal	2.94121	1.09693	0.221818	0.969191	1.44647	1.19337	1.15721	1.68021	2.35908	2.97495	0.226616	0	0	0	0.51832	1.87561	2.4253	1.13913	0.816296	1.83224	1.55497	1.26811	0.882413	0.354427	0	0	0	0	0	0.540046	2.12157	0.617233	0	0.742594	2.16492	4.27197	1.15238	1.44647	0.0578599	0	0	0	0	0	0.284506	1.62917	0.512658
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000004.3.f2ae12dd-4c96-490e-afaa-ca77964f5b1c.fc.signal	2.38013	0.70524	3.42037	4.97181	0.642272	0.0330581	2.64465	2.64465	2.30966	1.19891	0	0	0	0	0.52893	2.64465	2.02756	2.41324	0	0	0	0	0	0	0	0	1.30469	2.64465	1.20478	0.793393	4.97181	0.405513	0	2.62702	1.72784	4.84841	5.72995	3.33222	0.246834	0	0	0	0	0	0	0	0.487342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0.160978	0.87806	0.163905	1.618	1.75596	0.559743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240003	0.813669	0	0	0.374639	1.07705	0.655618	0	0	0	0	0	0.823181	0.953309	1.0829	0.144339	0.535562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.fae7194c-2bb7-414d-b747-986b067cce33.fc.signal	2.13401	1.08669	3.17082	1.62818	0.524019	0.527287	1.24833	3.88997	5.0054	5.40267	1.64289	0.174484	0	0.554688	0.879586	1.34902	1.42256	0.0898075	0.0307911	1.58062	3.68811	4.25331	2.97444	1.40819	0	0.53166	0.507712	0	0	0.134113	2.35177	0.962741	0	0.148482	2.90259	3.90844	2.44278	1.58062	0.225119	0	0	0.0307911	1.93087	2.15539	0.536453	0	0.379487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	2.30162	2.97594	5.30698	4.85655	2.62269	1.45285	1.18503	2.32918	4.70588	5.6089	3.55632	3.30614	2.71493	2.74102	3.05491	2.45109	1.81219	1.90103	1.13	0.781052	2.82744	4.55228	2.86462	1.28849	1.10945	1.80506	2.03693	2.7027	3.38673	4.0181	2.88941	1.92788	2.87617	2.67286	1.79724	1.11141	0.585056	1.0439	2.24516	1.97839	0.497126	0.14675	0.275164	0.329149	0.616362	0.63526	0.677108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.fa7c889b-e561-4d9e-9f53-4d27307d9ee3.fc.signal	2.17403	0.732714	4.13735	5.70648	6.56837	5.34527	2.32998	2.27988	3.12169	4.95204	2.86543	0.522128	0.484307	0.59219	2.08114	4.8594	2.39761	1.15129	0.751912	0.698536	1.76651	2.34889	0.877206	0.328963	0	0	0.224183	0.73103	0.641682	0.604282	3.15784	0.74562	0.0341147	1.71048	3.15255	4.79552	4.90731	1.12087	0.102344	0	0	0.386365	1.46191	1.50368	1.7495	2.84882	0.477273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	2.59944	1.12228	0.726586	0.956443	1.87101	2.13753	2.62643	2.37017	1.2608	2.08939	1.18013	0.538826	0.295032	0.48593	1.70463	2.41116	1.4177	0.887988	0.459489	1.09271	2.2407	2.18749	1.05055	0.573864	0	0	0	0	0	0.0447373	0.465881	0.728129	0.0771331	0.371778	0.849999	1.59356	1.4794	0.0817596	0	0	0	0.436351	1.15699	1.22971	0.987297	1.5231	0.37337
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	3.00252	0.888798	1.30852	2.35422	1.85656	1.33319	2.11745	4.4686	4.93106	2.2953	0.0746967	0	0.442532	1.35436	3.31626	3.77034	2.51857	1.42843	1.17153	1.56849	1.59836	1.9748	1.62227	0.945559	0	0	0.316714	0.44818	0.468079	1.38622	2.06445	0.639354	0.0328665	0.382426	1.77763	1.96586	0.887298	1.1711	0.55272	0	0	0	0	0.230481	1.21293	1.61146	0.501166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	1.25545	0.78806	0.115672	0	0	0	0	0	0	0	0	0	0	0.309934	1.24091	1.64679	2.09535	1.69648	1.17346	0.490101	0.21961	0.106877	0	0.160315	0.395298	1.12235	1.46131	0.944433	0.258658	0.00585627	0	0	0	0.029646	0.784072	2.93152	2.78385	0.655012	0.55521	0.26742	0	0	0	0	0	0.141393	0.447143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	4.50625	2.71761	0.938031	2.9016	0.820883	0.325879	2.44095	5.06183	3.7881	4.26916	1.43957	0.098376	0	0	1.66417	3.59723	2.09207	0.596361	0.0421609	1.18601	3.05781	3.13161	2.08553	1.65267	0.49183	0.349199	0.154107	0.49183	0.721416	0.924696	2.0353	0.882129	0	0.544307	1.90847	2.80039	0.836209	0.527908	0.0557407	0	0	0	0	0.0772876	1.40676	2.33136	0.329016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	2.61221	0.861465	0.018054	0	0	0	0	0	0	0	0	0	0	0.0194701	0.753724	3.73461	5.86915	2.59032	0.514277	0.03186	0	0	0	0.009558	0.162486	1.20417	2.39775	1.6645	0.534483	0	0	0	0	0.064782	1.92732	6.63357	5.73946	0.9865	0.045666	0	0	0	0	0	0	0.320755	0.428082
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.dfc63e95-4862-4384-a735-dc9483aed805.fc.signal	0.607956	0	0.746317	2.00935	0.468491	0.62892	0.566028	3.06373	3.11524	1.90353	0.0964344	0	0.393075	1.25085	1.25784	1.02724	1.25365	0.0550305	0	0	0.744222	1.81968	0.440244	0	0	0	0	0	0	0	0.23899	0.515714	0	0	0.34381	1.979	0.696005	0	0	0	0	0	0	0	0	0.206653	0.433168
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	2.12303	0.746746	1.79431	3.09344	2.99832	1.08063	0.944294	2.02295	2.20945	1.44556	0.930385	0.930161	0.227148	0	0	1.73857	3.88958	4.92617	1.04971	0.507476	3.24515	4.99764	1.81352	0.17384	0.0632286	0.891363	0.991453	0.940325	0.853372	1.34653	4.13969	6.25117	4.34621	0.62901	0.559464	2.71651	1.48352	0.690125	1.10104	1.06417	2.58994	1.35917	0.48599	2.41358	3.28836	1.51332	0.559603
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0.518485	0	0.974808	1.89012	0.307951	0	0	0	0.574683	1.81139	0.276547	0	0	0	0.172828	0.829576	0.359483	1.01105	0	0	0	2.29073	1.92894	0.0518485	0	0	0	0	0	0	1.76228	0	0	1.42424	0.373344	0	0	0	0	0	0	0	0	0	0	0.511382	0.480287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.41195	0.711211	0.514171	1.40231	0.433481	0	0.248379	0.753251	2.40397	2.2507	0.528912	0.31608	0.446463	0.446024	1.30656	1.2813	0.482549	0.94824	0.596037	0.28096	1.67534	2.57935	1.14427	0.572105	0.31608	0.483602	0.337152	0.31608	0.639184	1.64374	2.22324	1.16535	0.381403	0.324509	1.20788	1.30005	0.656652	0.31608	0.0568944	0	0	0	0	0.279957	0.817594	0.462433	0.509213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.6d90e020-b6c2-4e95-920f-783e8068ccbc.fc.signal	4.38251	0.858499	0.840556	2.09641	3.16074	2.64296	1.04864	1.77308	1.94211	2.62706	0.549492	0	0.12879	0.904805	1.97866	4.51985	1.37034	1.23255	0.609753	1.54698	2.41575	3.04755	1.98198	1.02042	0	0	0.22569	0.49063	0.294378	1.02038	0.804538	0.356524	0	0.186439	1.52734	3.21496	0.690087	0.49063	0.00654173	0	0	0	0.337308	0.651798	1.29837	0.880938	0.589718
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	1.84171	1.61145	1.13616	1.60639	2.02813	1.41745	0.822986	2.20341	3.56055	2.52003	2.1394	0.328814	0.120853	1.06639	1.86905	3.02956	1.76185	0.92086	0.197307	0.0306933	0.92086	0.813385	0.46034	0.179533	0	0.842584	0.478834	0.46034	0.414306	1.32292	2.52001	0.420522	0.647671	0.488007	1.62343	1.11746	1.55009	0.60154	0.0276204	0	0	0	0.753942	2.28893	1.98285	0.958647	0.50495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000808.1.5ce8eb53-7a16-437f-b9a4-a14e0471dbdc.fc.signal	3.07682	2.37951	2.86823	2.97083	2.24333	1.11475	1.50275	2.89399	3.14089	2.73428	2.25177	1.3753	0.434297	1.06507	3.24158	4.869	4.4192	4.21907	1.16721	0.833974	2.07174	3.21691	2.88204	0.508241	0.488982	3.1501	1.27237	2.64119	4.9225	2.599	2.77168	4.14922	3.74735	2.76477	3.5994	3.01363	1.98295	3.46101	2.75009	2.22271	1.25449	0.26543	0.745207	2.61003	2.36739	1.28223	0.642697
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000101.3.06d0440d-166a-4bfb-8784-29eb25ba34d7.fc.signal	4.84409	3.584	0.327294	2.86214	1.02185	0.604435	3.4367	4.90005	8.21536	5.63794	1.08408	0	0	0.850937	2.17657	3.1552	0.847292	0.859242	0.154291	0.98185	1.22735	1.57972	1.20762	0.453529	0	0	0	0	0.294555	2.04431	4.55827	0.019637	0	0	0.818208	1.57849	2.10656	1.09314	0.15055	0	0	0	0	0	0.968759	0.585075	0.608974
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.c9b496dd-d6af-4185-b38a-63e548d52af5.fc.signal	1.93231	0.757016	2.59565	1.05555	0	0	0.270362	2.08891	4.81631	5.84878	0.588352	0	0	0	0.692128	0.819018	0.807483	0	0	0.672902	1.68722	1.14783	0.86516	0.510444	0	0	0	0	0	0.138426	0.81325	0	0	0.0451445	2.02782	4.29006	0.847904	0.795947	0	0.594077	0.670499	0	0.64887	0.86516	0.201871	0.510195	0.620567
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000738.3.ee79ddae-147f-498b-b43d-cce1548cb6a9.fc.signal	3.09589	3.2341	2.89982	4.3063	5.29597	3.05479	1.89533	1.89461	4.65269	7.94626	3.35	1.79929	0.552415	0.953084	2.44325	4.46976	4.85934	2.53177	2.35708	1.40653	2.16703	3.41865	2.20139	1.31525	3.12399	3.87068	1.18299	2.87868	5.80982	6.59015	3.084	4.57752	2.59616	2.06356	3.39602	4.12633	1.24016	2.43594	2.08698	1.52628	0.697327	0.521082	1.164	3.04677	3.86211	2.86571	0.564103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	1.68945	1.1866	0	0.0956079	1.97766	0.778726	0	0	1.15249	0.267513	0	0	0	0	0	0.574051	0.079116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247238	0.98895	0.250534	0	0.560735
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	10.6258	6.04202	6.06137	5.51138	7.74001	5.88654	3.83189	3.55674	5.29898	7.25043	3.20815	2.98693	2.2075	0.235865	1.09371	9.95891	12.6028	8.58853	2.57642	3.21295	4.4383	4.07391	2.72832	2.47076	4.75778	7.85225	4.54851	2.30532	2.0444	1.94934	8.95744	8.94791	7.60054	4.26305	2.94072	7.58068	2.60849	3.36952	4.82683	5.67557	7.68974	5.99717	3.5695	5.86583	5.5435	4.1046	0.685457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.7644257d-84a8-452c-b39d-72874c3d0d4b.fc.signal	3.5488	2.12572	0.95887	0.787951	0.595961	1.5481	2.41174	3.30877	3.23529	3.11667	1.12113	0.31663	0.95601	1.49195	2.49141	1.65709	1.3326	0.613786	0.366297	0.545619	0.970452	1.0255	0.86905	0.460658	0.121685	0	0.585177	0.86905	0.569738	0.110096	0.761883	0.402692	0.231751	1.08924	2.03554	2.49663	3.13746	1.20222	0.243337	0	0	0	0	0	0.295521	1.00602	0.48542
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	0.813274	1.32696	3.19479	2.316	2.75352	2.13151	1.3157	1.42907	2.07234	3.13544	2.11826	1.22391	1.08695	1.18838	1.67552	2.07146	1.25564	0.671865	1.06664	1.73743	1.76111	1.25801	0.74596	0.598007	0.689735	1.01999	0.869539	1.66943	3.44456	4.1094	3.0033	3.96743	2.4032	1.70363	3.10155	1.11782	0.991851	1.66817	1.52879	0.878101	0.295812	0.138917	0.564111	1.14658	0.961775	0.698359	0.578671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.42363c6f-0a08-4184-ab8c-bacc5ac39aad.fc.signal	1.46593	1.26231	1.66194	3.38608	2.6044	0.824345	0.827212	1.58829	2.27871	1.80158	1.36192	0.928325	0.637338	0.765976	1.06081	3.2328	5.15315	3.5751	0.90432	0.612569	2.064	3.10447	0.918467	0.25091	0.856302	1.69535	0.435849	0.797954	1.3159	1.75762	2.84114	2.49769	2.74921	0.734326	1.26679	2.27817	1.4072	1.9006	1.80082	1.40338	1.42281	0.843474	0.574018	2.68496	3.55258	1.79398	0.637255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	4.25938	2.14593	2.01919	1.84671	1.76442	1.35956	1.33517	3.44188	5.75683	3.41074	0.331659	0	0.499928	2.32473	3.15386	2.36706	2.13293	1.34127	0.501665	0.270961	0.520248	1.37216	1.05351	0.516998	0	0.36092	0.575523	0.48773	0.422701	1.51522	1.47942	1.43068	0	0.819391	2.28899	2.55887	1.78504	1.02424	0.0585281	0	0	0.0418054	0.871825	1.10089	1.2486	1.66028	0.512337
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000155.3.f96e1b9b-e27a-457e-8b0f-804f1e61ec6e.fc.signal	6.35574	2.58124	0.373582	1.28745	0.931064	0.60319	1.32302	2.81288	2.60459	3.45029	1.18818	0.0111187	0	0	0.544779	2.42818	3.14934	3.67726	1.05624	2.10129	2.33478	1.17259	0.77831	0.848344	0.77831	0.560383	0	0	0	1.05846	3.46585	0.145285	0	0	2.58901	2.74718	2.16664	0.140093	0	0	0	0	0.661564	0.77831	0.892406	1.63646	0.620209
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000353.2.4f6acbc5-3a97-4e8f-9a06-b4d65956b678.fc.signal	2.09204	0.275003	0.200863	1.28176	0.958618	0.571848	1.56901	4.56804	5.92271	3.78738	0.238067	0	0.11496	0.783143	1.22164	2.8748	1.99828	2.55642	1.12852	0.661308	1.93875	3.55292	2.70529	1.30392	0.54099	0.389513	0	0	0	0.595778	1.60537	0.357066	0	0.167506	2.95025	5.55839	1.78546	0.999181	0	0	0	0	0	0.115926	0.771885	0.696666	0.57764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.ac643157-1692-4223-8d75-00ef072cf986.fc.signal	5.14938	4.55944	5.68692	6.71108	5.68842	4.42298	3.72396	3.94608	4.60056	2.96794	1.88491	1.9696	1.69026	2.02469	3.54322	6.81324	7.06232	4.50736	1.53573	1.44619	1.13285	0.41457	0.4821	0.4821	0.4821	0.698993	0.9641	1.16899	1.87203	3.3327	4.19722	3.5175	2.55659	1.56671	1.28874	3.0081	3.62515	2.81529	3.20576	2.92134	2.67247	2.48956	2.23258	3.37103	3.60426	5.3523	0.265935
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.7ba479df-2d75-4a21-a2dc-30d87eedc37a.fc.signal	2.06441	0.97089	1.77575	3.49764	4.65316	4.3808	3.00662	3.72251	4.28667	3.49482	0.620134	0.0536949	0.814284	1.59727	3.54431	2.54525	0.970842	0.857322	0.501115	1.30494	1.87917	1.41145	0.62643	0.400916	0	0	0.407182	0.62643	0.441984	0.897839	1.79356	0.561699	0	0.367506	2.13596	2.64801	2.57448	0.858177	0.0856127	0	0	0.299792	0.62643	0.738248	0.72658	0.980325	0.307627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	1.05231	0.941585	2.22604	2.66529	0.840263	0.561118	1.13527	1.19484	1.22857	1.29226	0.266203	0	0.074766	0.374798	1.35975	2.14159	2.69764	2.06868	0.906727	0.467109	1.21573	1.78563	0.697883	0.320676	0	0.235931	0.208248	0.321217	0.64182	1.00833	3.29828	3.45927	1.08513	0.94488	1.09795	1.60999	1.47277	0.675748	0.413113	0.80087	0.463189	0.220711	1.08834	2.1957	1.9507	1.86871	0.369388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000284.2.87bd20a0-67fa-4d09-8be1-5af82b2135f8.fc.signal	3.7185	0.801424	1.6516	2.9015	4.00673	2.99929	3.06366	4.47878	4.72161	6.21631	0.698824	0	0.0360675	0.4809	1.65891	3.72814	4.18656	1.60482	0.4809	0.61446	1.30627	2.43303	2.00029	1.96183	0.96166	0.663548	0.323806	0.4809	0.411437	0.908337	1.29278	2.99531	0.019236	0.16028	2.00663	3.21204	2.86905	1.52589	0.266071	0	0	0.25419	0.4809	0.522108	1.69897	3.26708	0.582109
