	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995893	chr22:41995894-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998613	chr22:41998614-41998663	chr22:41998664-41998743	chr22:41998744-41998813	chr22:41998814-41998963	chr22:41998964-41999023	chr22:41999024-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	1.58572	0.643344	0.997152	1.13816	0.352774	1.60364	0.799566	0.0137868	0.617886	0.833808	1.91409	2.31897	0.814181	0.825709	0.686172	0.0745118	0.803067	0.382863	0.741063	0.352604	0.179619	1.19549	0.549643	0.717002	0.922793	0.354433	0.457568	0.302214	0.390122	0	1.07976	1.2733	0.214366	0.408709	0.0111627	0.367342	0.782388	1.01071	0.275423	0.338751	0.545227	0.979545	2.11295	2.53161	2.11435	1.59656	1.22406	1.79175	2.33009	0.568033	0.859326	1.08564	0.652993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0	0.295755	0.175607	0	0	0.218566	0.383058	0	0	0	0.704488	0.403779	0.533017	0.328211	0.165177	0.217204	0.259138	1.14338	0.628349	0.433374	0.270465	0.424413	0	0.119188	0.440774	0.850895	0.784621	0.798716	0	0	0.290835	0.783607	0.812437	0.566039	1.47413	0.580231	1.49371	1.72671	1.29226	2.38489	6.31703	8.60569	1.53761	0.128363	1.83902	8.55669	3.76804	1.49052	1.64095	1.54119	0.536585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0.692074	1.68882	0.142698	0.504204	1.05841	0.217318	0	0.834824	0.0327573	0	0	0.0117821	1.13525	0.678231	0.246681	0.831306	0.466338	0.284962	0.667426	0.420119	0.58248	0.803821	0.854214	1.43484	0.86375	0.214799	0	0.0887695	0.614151	0.285305	0.5422	1.17035	0.654391	0.440086	0.0835941	0.601773	0.533452	0.227372	0.588413	0.487858	0.346544	1.15864	1.33382	1.55301	0.880056	0.346844	0.325259	0.285271	0	0.304735	0.923489	0.688356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.508318	0.414983	0.506205	0.643329	0.462505	0.135755	0.090246	0.266268	0.261436	0.148867	0.12697	0.388263	0.546655	0.656485	0.257187	0.633725	0.230637	0.294649	0.237571	0.120328	0.317021	0.599336	0.765452	1.35772	0.805561	0.294211	0.135162	0.267019	0.383541	0.286936	0.463578	0.362532	0.276139	0.360986	0.165065	0.055536	0.226772	0.340931	0.376413	0.250888	0.418067	0.997343	0.654871	0.223301	0.199004	0.2314	0.259499	0.242199	0.0944883	0.255827	0.526058	0.638441	0.751825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.381577	0.50328	0.285989	0.0914768	0.290546	0.626974	0.735732	0.860618	0.4119	0.33023	0.588585	0.254409	0.0857754	0.484612	0.779777	0.70798	0.545455	0.812387	0.555729	0.643474	0.55298	0.536617	0.412712	0.135586	0	0	0	0	0.36902	1.50511	1.40688	0.770772	0.671723	1.72483	1.44814	0.228438	0.042784	0.545076	1.05703	1.16055	0.66917	0.857182	3.35785	4.64889	2.59593	1.96468	1.91976	4.85199	5.33334	3.65212	1.31267	0.432282	0.78673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	1.66235	1.95475	3.61776	2.01074	0.929954	0.364294	0.386481	0.0248873	0.607185	0.81124	0.295531	1.09884	1.76279	0.643534	0.408264	1.31566	2.11936	1.73701	3.24254	4.27113	3.75766	2.1501	1.48813	1.58271	0.256687	0.0256764	1.85248	2.77713	0.598712	0.265488	0.424201	0.581118	1.24513	1.53848	1.61256	2.97625	2.38151	1.6896	1.00906	1.34015	1.68085	0.609715	0.637116	0.541299	0.895892	1.41845	1.33845	0.997914	0.60974	0.842013	1.2965	1.2514	0.802095
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.f7f2e0ed-3f12-40ea-ab1e-c5e10f8d62d8.fc.signal	0	0	0	0	0	0	0	0	0	0.436773	1.52831	0	0.023884	0.681478	0.401783	0.221151	0	0.156439	0.0809066	0	0.514491	2.39354	1.9885	2.63808	0.533698	0.772146	1.55001	2.01175	0.840524	0	0	0.699992	1.16606	0.192583	0	0.350021	0.281901	0.618315	1.5616	0.688144	1.82326	0.982245	2.78361	1.96912	0.555008	0	0.850848	4.70294	5.76229	2.60667	0.941206	0.270637	0.791878
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	0.998034	0.788351	2.31364	1.34659	0.453872	0.592598	0.611651	0.836298	0.970488	1.29006	0.0131173	0.725286	1.40552	0.919744	1.98601	1.10631	0.547763	0.339253	0.370574	0.558884	2.24798	0.576185	0.951929	1.18842	1.05676	0.671922	1.6302	1.16861	0	0	0.0207288	1.39133	0.933947	0.886702	2.09204	3.56327	1.42783	3.09335	2.37519	1.58984	0.61124	2.43942	0.741643	0	0	0.783852	1.58082	2.20924	1.20321	0.59172	0.0552272	1.11389	0.859375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	0.746814	1.46932	0.587722	0.292919	0.815944	0.995864	0.992922	0.666601	1.55784	0.764826	0.752624	0.140354	0.562778	0.576388	0.84656	0.771619	0.857404	0.209195	0.91323	0.947658	0.63153	0.6104	0.799123	0.568339	0.103195	0.00737943	0.77073	0.765948	0.760896	0.790966	2.19303	0.893174	0.599487	2.13089	1.81239	0.911685	1.13016	3.28631	2.53353	1.9928	3.61564	2.63908	4.28858	5.62744	2.8594	2.48467	5.31024	6.36737	3.95986	5.02882	4.36688	3.21638	0.554593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.cbba33e3-8091-43f4-8be2-0ec669b6bf51.fc.signal	0	0.126826	0.368849	0.474159	0.213384	0.0174397	0.291866	0.284761	0.00825067	0	0	0	0	0.0419425	0.371598	0.845718	0.667032	0.446642	0.470067	0.367369	0.249208	0.262989	0.20926	0.376215	0.54667	0.295711	0.162389	0.33241	0.350444	0.0819474	0.0168342	0.0743691	0.089093	0.159471	0.239525	0.192227	0.277088	0.251926	0.352293	0.700067	0.453219	0.200496	0.706955	0.849296	0.839653	0.625311	0.641249	0.800178	0.930234	0.672234	0.298458	0.250265	0.548387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0.560319	0.317283	0.00712153	0	0	0	0.240962	0.118206	0	0	0	0.249207	0.0929985	0.222512	0.123217	0	0	0	0	0.0722889	0.670885	0.953234	0.557152	0.549356	0.468506	0.236525	0.271772	0.49085	0.129753	0.0018686	0.475155	1.04743	0.413625	0.0327712	0.376726	0.386291	0.797136	0.0450388	0	1.11209	1.9235	4.8541	12.6363	14.1474	2.44891	1.31556	7.56725	20.2532	8.8114	1.22628	0.718012	2.49539	0.557647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.fc509fae-cfc8-4cd1-b6e1-cb05b98526c1.fc.signal	0.182562	0.465254	0.879442	1.04043	0.166836	0.502539	0.0019626	0.957315	0.303163	0.325842	0.338951	1.20299	1.48999	0.651722	0.49272	0.77344	2.31841	0.384733	0.488793	0.553594	0.581083	0.342922	0.659207	0.0560973	0.0847303	0.386387	0.717354	1.28961	1.34838	1.4726	0.0471024	0.429884	0.818588	0.208045	0.659588	0.475069	0	0.141336	0.541812	0.859831	0.917432	2.29608	3.79345	2.64979	2.11425	2.341	3.76075	5.58701	3.90166	2.39825	2.34787	1.76062	0.687369
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.509343	0.353764	0.586707	1.16736	0.589865	0.109636	0.25578	0.667431	0.759901	2.21816	2.06035	1.3531	1.56058	1.0682	0.742467	0.40349	0.497529	0.578367	1.01121	1.83824	1.64087	3.29655	1.38206	0.897602	0.947032	0.719726	0.215013	0	0	0	0	0.232306	0.710132	0.549465	1.39989	1.84611	0.695579	0.321158	0.180722	0.701221	1.04737	2.90014	5.78323	4.84758	2.31681	1.59157	2.07845	6.39442	5.37007	3.6434	3.06275	3.51328	0.677904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.73d0436f-3c8c-4e5c-a1fe-dc4d41b2902f.fc.signal	0.503083	1.97026	0.615127	0.194196	0.312443	0.486668	0.280354	0.644061	0.574227	0.357267	0.706299	0.447574	0.472329	0.45413	0.321827	0.402011	0.468651	0.368164	1.0918	0.802334	0.553273	0.761181	1.42193	1.1219	0.542734	0	0	0.618994	0.619154	0	0.344422	0.76939	0.168547	0.29252	0.703456	0.186867	0.243871	0.348086	0	0.981838	0.30042	0.0369311	2.29691	5.35235	2.81358	1.50928	6.18646	12.2984	5.59855	5.6641	2.63265	0.264473	0.722222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.766462	0.165629	0.928762	0.789888	0.43537	0.401544	0.223476	0.430823	0.408959	0.770497	0.25659	0.0154312	0.401537	0.673975	1.74744	1.12211	0.145813	0.567753	0.486031	0.518183	0.975441	0.815386	0.418896	0.544611	0.396637	0.0231629	0.348048	0.225517	0.0964951	0.235238	0.299384	0.312392	0.220114	0.14757	0.420548	0.7568	0.415017	0.925596	1.15453	0.56745	0.39222	0.421972	1.05164	0.959019	0.660518	0.740667	0.878541	1.08755	0.791397	0.649034	0.936149	0.774625	0.549607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	0.454517	0.320742	0.145202	0.198664	1.10858	0.38448	0.841168	0.51709	0.526164	0.367436	1.90614	1.36721	0.0638603	0.0935792	0.361858	0.493734	0.931531	0.942504	0.513733	0.644331	0.877019	1.32368	1.13699	0.584082	0.25121	0.245791	1.07374	1.61819	0.379522	0.909493	1.45129	1.20199	0.873962	0.549312	0.449072	0.718644	0.679645	0.539328	1.34898	0.852299	0.745932	0.721556	0.793711	0.61555	0.171576	0	0	0	0	0	0.725299	0.415309	0.574366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	2.31197	0.57481	0.488296	0	0.202577	1.16548	0.450151	1.18743	1.42133	2.56725	1.47746	1.11475	0.573981	1.18919	0.510045	1.02626	2.27372	1.78377	0.983603	2.46569	2.13095	0.997683	0.594138	1.01931	0.523048	0.91574	1.70574	1.22869	1.4421	1.21456	0	1.18547	2.40637	1.05663	1.76909	1.08567	0	0.353856	0.841669	1.17771	2.2781	3.62726	8.44004	5.43428	3.30583	3.18598	5.84845	11.897	9.06546	7.77903	4.38166	2.93316	0.640538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.cdb41994-86e2-4949-bf91-2378fd47bfa2.fc.signal	0.845216	1.12079	0.77563	1.01473	0.798011	0.41525	1.1051	1.16547	1.28294	0.194327	0	0	0	0.332152	1.76619	0	0.559644	0.479938	0.239468	0.41303	1.76821	1.91011	0.435302	0.776054	0.781719	0.237008	1.10827	0.160723	0.0996433	1.14641	1.03053	1.87121	1.34225	0.967037	1.37205	0.939319	0.635255	1.66015	1.88525	1.40514	2.81374	4.58271	6.79677	9.46671	8.79911	5.86943	5.0157	8.49645	8.10244	4.55899	2.19308	3.77212	0.628978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	0.0944791	0.142545	0.464731	0.643525	0.819452	0.831849	0.309883	0.198926	0.329124	0.142978	0.294786	0.880048	0.628936	0.285753	0.943521	0.904223	0.513101	0.493007	0.42339	0.998414	1.04416	0.97238	0.45926	1.042	0.615459	0.442775	1.20194	0.68455	0.588075	0.536743	0.599496	1.26216	0.704985	0.28498	0.939643	1.01237	0.542636	0.602849	0.556749	1.15146	2.06045	2.6155	3.36971	2.88294	1.74413	1.52726	2.25734	3.32728	2.24472	1.79738	1.06778	0.478534	0.477573
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.f291fb29-a363-426c-a2c2-33a98c6182ef.fc.signal	0.782184	0.232876	0.476101	0.33488	0.510584	0.958777	0.581166	0.19159	0.307918	0.0393023	0.333322	0	0.163846	0.170363	0.122071	0.360738	0.899928	0.0275671	0.0656732	0.136038	0.237861	0.503631	0.0312207	0.127134	0.573288	0.446064	0.354594	0.300383	0.0726394	0.003336	0.289109	0.268792	0.0915299	0.0272656	0.200325	0.490649	0.669865	0.25714	0.552595	1.42127	1.74659	2.43295	2.62873	3.90945	2.12019	1.5789	2.63171	2.81347	1.06789	0.38219	0.0137496	0	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.3ac72c63-5790-4eab-ab70-1f2408156b61.fc.signal	0.453186	1.58075	0.880475	0.816909	1.17448	0.41834	0.21274	1.34327	0.815663	0.659697	0.845322	0.779282	0.845277	2.21845	1.18422	1.26761	1.76318	0.604882	0.572584	1.90423	0.74598	1.31136	1.64213	0.967405	1.26667	1.50504	0.82008	0.99637	1.80133	1.66688	0.559471	1.07781	1.54294	0.837564	1.0395	0.425377	0.304618	0.417953	1.38095	0.904656	1.49382	1.5354	2.61806	3.2303	2.64694	1.53946	2.56467	6.71535	3.24739	0.0680761	0	0.441195	0.636314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.9280a4bd-15d9-4bff-baed-11156e36abac.fc.signal	0	0	0.153711	0.483418	0.372912	0.813846	0.715445	0.156805	0.188266	0.814073	0.0674539	0.43939	0.408574	0.770374	1.35576	0.484251	0.937499	0.850971	0.662578	1.17563	1.2351	1.43552	0.865864	1.56118	0.248063	0.193946	0.593741	0.12096	0.868466	0.527939	0.360417	0.649011	0.767759	1.01684	2.68644	1.97405	0.871562	2.18825	2.02383	3.19717	2.45992	5.10632	9.40659	9.80326	8.06264	7.25738	8.46175	15.7165	19.421	12.86	12.1635	12.0182	0.574176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.0bd574cb-6c79-4f0e-a131-98ee1a6088f8.fc.signal	0	0.519239	0.187587	1.11382	2.27981	0.187254	0	0	0.929036	1.27313	2.48945	1.4982	1.31838	0.262174	0.544362	0.299639	1.06656	0.0503322	0.464231	0.935165	0.0357881	0.480837	0.911708	1.13617	0.642151	0	0.828953	0.82877	1.13838	0.424507	0	0	0	0.45019	0.52678	0.571163	0.51685	1.05283	1.57495	1.93215	2.15209	4.04505	3.40831	2.87644	3.47566	3.18668	2.29996	1.74012	1.11404	1.35667	1.51705	1.18425	0.649625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.a9a09927-f961-43dc-bcc9-a3c995bbca26.fc.signal	0	1.5467	0.478191	1.04041	0.375084	0.34596	3.51863	0.172505	0	0	0	0	0	0.708674	1.73035	1.41314	0.171393	0.217808	1.46977	0.0052974	0	0.130115	0.523068	0.233116	1.68656	0.778734	0.471487	0.875482	0.465407	0	0	0.46828	0.371629	1.22482	0.0904154	0.27381	0.168067	0	1.52197	2.60236	1.91492	1.92219	1.00213	0.944933	0	0	0.593202	1.53403	0.100698	0	0	1.15412	0.741224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.9d98dd69-4d9c-4c81-bc8f-9c0f23e13a7b.fc.signal	0.276808	0.366226	0	0	0	0	0.114498	0.46023	0.254627	0	0	0.211	0.372416	0.591021	0.176749	0	0.095191	0.504133	0.192786	0.167703	0.156049	0.0666922	0.27995	0.888923	1.20619	0.652758	0.64481	0.265268	0.446562	0.0538583	0	0	0	0	0	0	0	0.0835517	0.390181	0.748353	1.93294	3.60775	6.52411	7.72201	2.76956	1.63325	4.8545	15.052	9.20284	3.9101	3.31194	2.20276	0.430769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.3cd86255-36f1-4b55-a6a7-d6b5647cff3a.fc.signal	0.406129	0.443037	0.616123	0.645582	0.338126	0.927677	0.914667	0.583693	0.74936	0.479368	0.577356	0.942406	0.674099	0.773029	0.42526	1.03401	1.84278	0.606017	1.01297	1.50248	1.68019	1.44065	1.2335	1.23388	0.800275	0.695402	0.8015	0.900478	1.06128	1.74505	1.88499	0.86801	1.20092	0.885128	1.22792	0.985194	1.00032	0.964153	2.46778	3.3497	4.86801	6.37642	6.59977	4.81096	3.92523	3.6672	5.75704	8.45292	7.78451	5.52066	2.98317	3.49337	0.682561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.483aa0c8-5543-4e25-b16f-2f222c5a2d5b.fc.signal	0.859589	1.44655	0.49715	1.05408	0.545503	0.385957	1.68656	0.413692	0.146061	0.12695	0.754496	3.23777	0.991994	1.91421	1.57423	0.821303	0.349866	0	0.0451847	1.32659	0.222689	1.04867	4.08328	1.44353	0.324578	1.19441	0.897279	0.747368	0.358495	0.715063	0.692607	1.20502	1.55454	2.23556	4.78313	1.81998	0.48456	1.76981	2.19658	1.01066	0.18628	2.7056	5.89162	6.28051	4.70864	3.56285	5.20966	7.64747	5.34437	3.61724	2.05394	2.35216	0.672868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.0fc0f90b-b2ac-4c17-952e-d39560131bf4.fc.signal	0.942079	0.73645	0.751692	0.747766	1.17506	0.425309	0.473057	0.785353	0.826965	0.57873	0.7312	0.496666	1.0234	1.20907	0.896643	1.02784	0.839082	1.51286	1.40109	1.21572	1.28485	1.61939	1.22373	1.16284	0.640373	1.43253	1.4361	0.90374	1.08341	1.33493	0.834575	0.547759	0.227903	0.508563	0.59845	1.02658	1.00836	1.10195	1.30419	1.39165	2.26924	3.84211	5.08318	6.12648	5.30267	2.86389	2.63213	11.7368	12.4802	7.59343	2.9453	2.52011	0.646748
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.60fb688a-cd94-4204-878d-aedbff00484b.fc.signal	0.977399	0.587595	0.861398	0.668251	0.277005	0.133818	0.133728	0.238414	0.232925	0.923081	0.746734	0.0316089	0	0.174408	1.1634	1.68664	1.18293	0.706615	0.972547	1.33635	1.69819	1.69358	0.710021	0.0164961	0	0	0	0	0.200056	1.04214	1.25815	0.763674	0.622201	0.727957	0.633982	0.163782	0.360135	1.0199	1.48713	1.06938	0.523936	0.44246	1.11034	1.62381	1.79333	1.36169	1.2563	2.02646	1.97347	1.6532	1.04418	0.649531	0.808399
