	chr5:179835385-179835444	chr5:179835445-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836054	chr5:179836055-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839204	chr5:179839205-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0	0	0	0	0	0.170775	0.842683	2.34059	1.33021	1.08911	1.61885	1.77728	3.07706	2.42561	2.50835	1.69857	2.7763	5.01073	5.63864	2.55001	2.3105	0.720135	0.0669342	1.60646	2.58206	1.02715	0.592625	0	0.137458	1.3164	0.997484	1.24132	1.09341	1.51073	0.0127512	0.0223146	0.513224	0.64026	1.02312	2.5755	3.35962	2.38423	2.90697	2.50456	1.30138	1.48596	1.14715	0.865424	0.611524	0.116735	0	0	0	0.175329	0.962611	2.97711	2.52204	0.69589
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0	0.319121	1.23235	0.343681	0.5892	0.94162	3.50735	5.86801	7.97575	9.81548	12.4528	10.7779	7.19609	10.3898	5.77476	5.49957	5.71211	7.01847	4.0282	2.47048	2.47123	2.14499	3.59149	3.16069	3.59922	2.34927	0.459052	0.662828	1.4453	1.75962	1.93512	2.43797	3.58819	1.90875	1.29369	2.81828	3.53809	3.7718	1.59566	0.927953	1.73558	3.13976	3.07101	1.42182	2.11867	3.23802	1.93857	1.09417	2.57237	2.0575	0.510612	1.14155	3.49817	1.16852	0.336229	0.783847	1.18681	0.630522
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0.224866	0.24224	0.0414996	0.323803	0	0.409843	0.87651	1.76343	0.368417	1.00552	1.28353	0.569943	1.02922	0.20418	0.121288	0.53954	1.23023	0.82009	0.189675	0.438221	1.32561	0.36519	0.200036	0.923662	0.606701	0.489311	0.235102	0.294285	0.752114	0.164457	0.726075	0.921929	0.232242	0.294337	0.462264	0.413246	0.18883	0.584165	0.97159	1.19789	0.61343	0.484195	0.816769	0.5085	1.37326	0.390397	0.347572	0.693046	0.198338	0.111119	0	0	0.222222	0.403714	0.359631	0.319509	0.598985
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0	0	0	0	0	1.07428	2.37146	3.66143	8.69824	13.7258	14.2027	14.7549	8.07259	11.3269	5.66833	4.04902	4.78917	5.32085	6.61797	3.33928	4.49602	4.36643	1.79468	1.99071	4.47656	3.57306	0.984327	1.99147	2.21802	3.84181	4.40544	7.18601	4.27774	3.06539	0.649434	0.556344	3.86402	2.78635	0.940773	1.87399	2.6466	0.454657	0	1.21497	3.246	2.65379	1.08279	0	0.597623	0.372934	0	0	0	0	0.330535	1.18052	0.81249	0.284848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.272551	0.71112	0.175392	0.251199	0.104271	0.0457059	1.60874	2.14497	0.83909	0.835109	0.584186	2.11658	0.74298	3.69942	1.84262	1.91271	2.57874	1.61406	0.846186	1.09976	0.964014	0.195234	0.100823	0.490591	2.36728	1.42231	0.855669	0.954863	0.399926	2.12841	1.26567	1.55954	2.91767	1.54533	2.26586	1.04289	1.32356	0.853294	0.421858	0.775096	0.741924	1.01682	0.391093	0.601866	0.421091	1.62338	0.123255	0	0.023698	0.63999	0.047396	0	0.137469	0.969429	0.879376	0.146958	0	0.844828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0.651448	1.89628	1.69863	2.76839	1.08088	1.57275	3.14345	1.87109	2.76137	0.761004	0.75397	0	0.780505	0.664376	0	0	0.161722	2.75919	1.64804	0	0	3.41962	5.24355	3.5894	0.611573	0.121343	2.18938	0.730459	0	0	0.954144	1.83187	0.248715	0.943376	0.67384	0.386335	1.01723	0	0	0.907368	3.8093	1.75193	0	0	0	0	0	1.23088	0.512118	1.31352	0.736842
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0	0	0.202356	1.45421	1.50027	0.257367	0.820461	2.25327	3.59114	3.66283	3.30089	4.07268	5.60183	4.66673	3.97673	3.37575	5.75231	4.81987	1.82621	2.47057	3.49921	4.12946	2.58237	2.73455	4.78018	5.00003	2.40506	1.59687	4.69763	10.2881	8.73086	5.2804	8.57132	10.3081	4.37938	6.41403	9.39701	4.82888	4.9302	7.10436	5.28156	4.61271	5.11938	4.93526	3.32209	2.78223	3.26464	2.33445	2.5499	1.34651	1.3295	1.28973	1.52169	1.59897	1.14049	1.3088	2.24209	0.313853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0	0.055946	0.161927	0.0848139	0	0.0315184	0.505597	0.660941	0.886426	1.49915	1.71528	1.05135	0.760442	1.56792	1.05848	1.33913	1.32474	0.670059	0.898922	1.09143	1.27013	1.17147	0.922792	0.927771	1.26336	1.11237	0.519212	0.464364	0.606868	0.717395	0.585211	0.882828	1.48146	1.11966	0.932741	0.507067	0.510904	1.04398	1.11219	0.84795	0.756718	0.836046	0.695955	0.627508	1.14443	1.05031	0.66079	0.441327	0.756584	1.24994	1.13506	0.598152	0.454792	0.432389	0.371492	0.151321	0.0659387	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0.0464007	0.149505	0.131671	0.0104824	0.0676606	0.57281	1.27244	1.07158	0.769001	0.86579	0.689794	0.813278	0.81233	0.7033	1.09946	1.19574	1.41843	2.17705	1.35536	0.599232	0.919798	0.962813	1.1184	0.922034	0.756118	0.345928	0.412465	0.497057	0.436938	0.613573	0.881108	0.647678	0.528031	0.878341	0.912164	0.715903	0.592951	0.754793	0.894772	0.945465	0.57116	0.497632	0.752552	0.831539	0.826206	0.578431	0.583476	0.873128	1.06333	0.882692	0.348847	0.480866	0.411762	0.342889	0.375353	0.427249	0.106383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0	0	1.14564	4.78584	4.70228	6.14206	3.6285	0.22267	2.53509	2.00976	0.271301	0	0	0.281577	1.20676	0.0402253	0	0	0	0	0	0	0	0	0.432193	3.06328	1.7055	0.893002	0	0	0	0	0	0.627515	0.901048	0	0	1.056	0.36849	0	0	0.278573	1.01698	0.0241352	0	0.530974	0.997588	0	0.466614	2.22287	0.77268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0	0.0902864	1.95848	0.904235	0.062506	0.955449	1.50794	3.57935	8.36713	4.68589	3.20027	6.61677	5.03607	8.26032	5.80379	5.06328	6.63787	4.95864	7.17572	3.92863	4.45887	3.03542	2.73346	5.31279	3.521	2.45431	1.21678	0.535766	2.31261	1.82247	1.57491	2.90295	3.22169	1.5027	1.93036	1.56781	2.58762	3.27933	1.5793	3.08763	3.14597	1.94177	2.60429	2.4039	3.74187	5.27014	3.17517	1.90093	2.19628	1.22828	0.262525	0.0193248	0.895985	0.920921	0.433375	1.30025	1.16853	0.146739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0.00936444	0.2542	0.261306	0.0284624	0	0.191164	0.952669	1.30335	1.66328	1.33835	0.747379	0.710973	0.955906	0.431506	0.550954	0.698301	1.08015	1.26228	1.22498	1.0746	0.672349	1.20412	2.21659	1.6413	0.922844	0.615208	0.498855	0.437397	0.932578	1.28744	0.916894	0.717979	0.654309	0.782989	0.665159	0.408493	0.901067	0.771094	0.791341	0.735504	0.596536	0.61143	0.82052	1.18864	1.37574	0.708681	0.377757	0.422037	0.383439	0.255985	0.377966	0.824373	0.505523	0.0044958	0.0572624	0.154627	0.8475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	0	0	0.435862	0.185463	0	0	0.07507	0.938168	0.891786	4.09035	3.58476	7.07537	4.20265	2.25879	3.14248	1.13747	1.07982	0.514591	1.32977	0.896431	1.93466	1.59991	2.03011	0.0200187	0.741072	1.08514	0	0.407139	0.709222	0.798017	1.13751	0.994212	2.34961	0.556331	0.220389	0.62787	0.743901	1.03759	1.36097	0.892281	2.26377	2.18231	1.59366	2.35105	3.39344	2.09749	0.812747	1.71377	0.956284	1.28696	0.383044	0.410809	0.60056	0.112105	1.41383	1.39285	1.11978	0.773585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0	0	0	0	0	0	0	0.221806	0.510162	0.684078	0.52797	0.508694	0.311796	1.91074	2.445	2.78396	2.15202	2.88863	1.41731	1.21163	0.653807	0.931407	1.81745	2.44033	1.47037	1.20965	1.08864	0.728505	0.451444	0.937471	1.91688	1.41764	1.02474	1.83767	2.95697	1.59059	2.48459	0	0.910819	0.511568	0.949269	0.722482	0.931291	1.39526	1.33451	0.848613	1.67332	1.30234	1.19821	0.832645	1.10484	0.317563	1.08078	0.434981	0.771223	0	0	0.958869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0	0.0364367	0.699591	0.699591	0.021862	0.135857	0.881319	1.62436	1.62655	0.658052	2.63008	6.85397	2.00241	1.2524	2.01465	4.15211	2.71485	1.26992	0.389984	1.20335	1.01003	0.841696	0.585909	0.113683	0	0	0	0.0468471	0.582084	1.1587	2.31448	4.01017	4.25451	1.02753	0.638378	1.34059	1.70013	1.62809	0.20089	0.211902	1.24664	2.08872	1.56761	0.919928	1.14777	1.04064	0.430686	1.07428	0.836474	1.01374	0.330679	0.354076	0.419304	0.581534	1.49319	0.887943	0.787974	0.503268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0	0.557211	0.0927312	0	0.57129	0.829482	1.09881	3.21562	4.02903	2.78413	3.56141	2.90528	4.22185	1.40023	3.747	6.42629	3.43228	3.53698	2.90898	1.40452	1.6827	1.23939	0.70577	1.06529	2.69047	1.29254	0.546415	1.9559	4.3349	5.50719	6.07396	5.2969	4.1517	4.39908	2.5351	3.33811	2.61724	1.30195	1.66921	2.78681	2.15586	0.75726	3.95243	3.1724	3.8133	3.09239	3.29339	2.87061	0.791989	0.394058	1.81584	0.780436	0.672277	0.264308	0.320166	0.716805	0.327345
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	0	0	0	0	0	0	0.0328982	0.218692	0.354669	0.271247	0.13331	0.252499	0.794709	0.955198	0.420635	0.485417	0.562354	0.313998	0.21037	0.216194	0.280224	0.366045	0.249579	0.198103	0.210798	0.251784	0.516397	0.600591	0.580446	0.346872	0.283464	0.32102	0.44886	0.588463	0.285678	0.206311	0.340197	0.17366	0.123374	0.173162	0.212974	0.473991	0.562531	0.531994	0.31818	0.0940953	0.285378	0.325707	0.278604	0.228475	0.175906	0.198395	0.246881	0.405585	0.444476	0.341218	0.488803	0.911642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0	0	0.585441	1.60272	1.34287	0.666585	1.2996	2.82559	5.57615	5.08659	6.67423	4.93502	4.36373	10.8868	5.73358	5.17687	5.58054	4.26444	4.70271	1.97281	0.92288	0.838778	1.40235	1.2644	0.797696	1.48768	1.08441	0.00240286	0.275473	1.31449	1.4257	2.25814	1.1746	1.34651	1.47166	1.37551	1.56148	1.26153	1.24044	0.877086	1.76532	2.06701	2.45607	1.81229	0.681153	0.270817	0.765528	0.291656	0.383648	0.493737	0.478566	0.182777	0.55182	0.515936	0.250057	1.20127	1.54401	0.359124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.148314	0.209249	0.340775	0.763063	1.63652	4.20766	7.46172	10.5299	13.6253	13.1283	7.85008	10.2298	10.6348	13.4029	12.6765	12.1726	12.9208	9.64724	6.24734	7.01201	6.99543	4.77123	4.22079	1.69565	1.95268	2.61037	1.24876	0.860437	2.8305	3.1257	2.32158	3.9198	3.86781	3.1337	2.14484	1.96354	1.61814	2.59447	2.75925	3.37344	3.11282	2.70646	2.78905	2.29308	1.68108	2.02354	2.8744	1.60682	1.80018	1.48476	1.22534	1.31919	0.765819	1.13977	0.66095	1.65725	2.29858	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0	0	0	0.336021	0.254556	0.750627	1.58465	1.29773	1.28484	1.10587	1.96343	3.43468	2.29883	3.36954	1.96805	1.2434	0.909545	1.72088	1.59664	2.15277	2.20838	1.03458	0.477771	0.812319	1.18546	1.72806	0.232114	0.440733	0.584209	3.2337	3.51037	1.4845	0.994935	1.24652	1.43768	0.666053	0.392948	0.354438	0.360349	0.735154	0.100676	0.273931	0.504274	0.958875	1.00916	0.972985	0.382645	0.677891	1.82981	1.33504	0.227095	0.652048	0.567495	0.69974	0.393036	0.676838	0.60363	0.219512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	0	0.0381973	0.26548	0.35238	0.276937	0.151426	0.420775	1.69975	2.3881	1.82429	2.83341	3.79293	2.1023	1.66928	1.61709	1.48308	1.3999	1.64378	1.75584	1.53631	1.73486	1.06448	0.785969	1.94038	2.95066	2.14659	0.955907	0.675288	1.64967	2.02921	2.61922	3.25068	4.97221	2.89909	2.12464	0.847042	1.15382	1.14128	0.601927	0.677293	1.83734	1.78902	1.65391	1.38426	0.987214	1.3056	1.30985	0.926638	1.00878	0.700369	0.522359	0.32755	0.510899	0.392487	0.563802	0.420747	0.357958	0.486068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.0aa4929d-9f0e-4abf-945b-21dad34e75e4.fc.signal	0	0.207464	0.217666	0.135254	0.46564	0.361883	0.683154	1.74934	1.11671	1.53636	1.6623	1.87383	1.26351	1.03737	1.37133	1.98585	2.03612	0.700202	0.806406	0.830086	0.568791	0.721104	0.884512	0.602623	0.622847	1.57311	0.577574	0.0895847	0.52438	0.520239	0.403602	0.407833	0.464064	1.38686	0.548472	0.332106	1.0397	0.773713	0.707458	0.776209	0.872778	0.562814	0.706651	0.798799	0.841294	1.37555	0.854	0.589649	1.03654	0.23036	0.109588	0.257834	0.285244	1.38701	1.38371	0.359888	0.113682	0.934783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0	0.120282	0.403888	0.420766	0.548225	0.513333	0.932954	0.918316	3.2248	3.18028	1.94102	2.16831	2.12682	3.03498	3.88816	1.9395	3.94322	2.25256	1.80926	1.74179	1.09184	1.0104	1.55559	2.68579	1.11181	0.852277	0.417674	0.259899	0.760155	1.86271	1.1118	1.36893	0.709933	0.875305	1.18857	1.16861	1.11948	1.14795	0.709412	0.42044	1.48836	1.39434	1.19778	1.4742	2.01999	1.08514	0.374652	0.366984	0.831193	0.722358	0.566614	0.320968	0	0	0.396185	1.99172	0.76378	0.669847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.0131267	0.267797	1.31268	0.57083	0.195873	0.781956	2.10336	1.37853	2.49076	1.94619	2.13778	3.80553	1.62313	2.35198	0.441842	1.9758	1.99091	2.28601	1.90207	0.974866	1.19019	1.84666	1.67733	1.27661	0.908769	0.729064	0.253433	0.144622	0.36146	0.633655	1.77188	2.44924	1.76692	1.07483	0.525257	0.450837	0.600483	0.51051	0.308106	0.634105	0.585139	1.16725	0.293304	0.109649	0.0401597	0.826975	0.237719	0.276327	1.24207	0.292525	0	0	0.285969	1.58313	0.95812	0.372896	0.19176	0.57277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.b1e4c4c4-c6d4-40c1-a695-e34b416693ed.fc.signal	0	0	0	0	0	0	1.19812	2.03586	3.23962	3.2768	5.56508	2.9243	0.497848	3.46998	4.74802	2.56978	0.846246	0.549858	2.05475	1.26674	0	1.26312	1.49346	1.11459	1.19632	0.282363	0	0.222918	1.11459	0.639032	2.46683	2.25136	0.817366	2.22161	0.267497	0	0	0	0.698476	1.04737	0.491093	2.40285	1.12035	0	0	0	1.88789	2.40739	1.38736	1.37988	1.35229	0	0.282363	1.05515	0	1.93486	1.34921	0.848861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	0	0	0	0.321692	0.367648	0	0.534204	1.99202	1.03807	1.52159	1.53306	1.68816	1.10686	0.965008	2.34128	2.09631	1.41995	1.17726	1.3571	1.18541	0.99653	1.89793	0.900743	2.04039	1.65995	0.421064	0	0.0831999	0.651048	2.16365	1.23149	2.04116	0.712184	0.153939	1.91149	0.687007	0	0.737512	1.50141	1.19205	0.893772	2.20799	1.20161	0.842589	1.76634	0.706595	1.98253	1.44705	0.564198	0.180625	0.0137868	0.643384	0.602024	0.119486	0.533027	2.02483	1.38904	0.395455
