	chr7:6821955-6822104	chr7:6822105-6822254	chr7:6822255-6822404	chr7:6822405-6822554	chr7:6822555-6822704	chr7:6822705-6822854	chr7:6822855-6823004	chr7:6823005-6823154	chr7:6823155-6823304	chr7:6823305-6823454	chr7:6823455-6823604	chr7:6823605-6823754	chr7:6823755-6823904	chr7:6823905-6823984	chr7:6823985-6824054	chr7:6824055-6824114	chr7:6824115-6824204	chr7:6824205-6824354	chr7:6824355-6824504	chr7:6824505-6824654	chr7:6824655-6824804	chr7:6824805-6824864	chr7:6824865-6824954	chr7:6824955-6825104	chr7:6825105-6825254	chr7:6825255-6825404	chr7:6825405-6825554	chr7:6825555-6825704	chr7:6825705-6825804	chr7:6825805-6825854	chr7:6825855-6826004	chr7:6826005-6826104	chr7:6826105-6826154	chr7:6826155-6826204	chr7:6826205-6826254	chr7:6826255-6826304	chr7:6826305-6826344	chr7:6826345-6826454	chr7:6826455-6826534	chr7:6826535-6826604	chr7:6826605-6826644	chr7:6826645-6826754	chr7:6826755-6826904	chr7:6826905-6827048	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0	0	0	0.430353	0.127512	0	0	0.235897	0.669374	0.210395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541926	0.47817	0.0255024	0	0	0	0	0	0	0	0	0	0	0.346621	1.43435	0.992099	0	0	0	0	0	0.530612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0.324019	0.271404	0	0	0	0	0.896036	0.819952	0.0515528	0.522873	0.780656	0.463981	0	0	0	0	0	0	0	0	0.036814	1.01259	1.35171	0.976998	0.919695	0.872482	1.14889	0.962253	1.52074	0	0	0	0	0	0.13253	1.60544	8.56908	22.4926	17.0819	10.3301	4.59364	0.187457	0	0.452628	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.165833	1.22144	0.0797133	0	0	0.541814	0.755388	0.137107	0.513467	0.848335	0.16581	0.560662	0.98786	0.530481	0	0	0	0	0.197689	0.468714	0.0669592	0	0.0850276	0.618646	0.21682	0.331607	0.248706	2.19406	0.937568	0.344362	0	0	0	0	0.181785	1.06202	2.49946	5.44913	3.89266	3.7175	2.34391	0	0	0.518267	0.564067
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71912	1.4633	0	0	0	0	0	0.654822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452448	1.74866	0	0	0	0	0	0	0	0	0	0	0.183418	1.83426	1.51326	0	0	0	0	0	0.558511
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0	0.144558	0.509585	1.07369	0.405312	0.0260678	0.638828	0.0237502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0770185	0.35547	0.421858	0.0450262	0	0	0	0	0	0	0	0	0	0	1.42921	3.64409	6.93268	3.72407	1.64551	1.21767	0.850076	0.43134	0	0.860766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57227	3.67453	0.233587	0	0	0	0	0	0	0	0	0	0	0	0	3.78562	3.89129	0	0	0	0	0	0.0520446
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0	0	0.143138	0.161236	0.291212	0.539585	0.0822633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376766	0.231983	0.143138	0.417898	0.0477127	0	0	0	0	0	0	0.133267	1.01169	2.00487	2.40029	1.30779	0.500627	0.166583	0	0	0	0.432489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.763121	0.645568	0	0	0.769255	1.97452	0.849746	0.0340936	0.4486	1.09708	1.35272	1.43952	0.261854	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437834	0.495254	0	0	0	0.242244	1.18974	2.32677	2.79914	3.77464	5.31767	4.69271	4.21759	1.91966	0.401893	0.0430074	0.858634	1.49606	0.979439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.195039	0.327436	0	0	0	0	0	0.300387	0.471222	1.06331	0.476897	0.17938	0.122435	0.21355	0.161688	0.24914	0.593184	0.229205	0	0	0.00711833	0.28473	0.536269	0.75534	0.829895	1.32384	0.963695	0.0911147	0	0	0	0	0	0	0.025626	0.593624	2.41817	5.95546	7.53483	4.56642	1.59611	0.223243	0	0.201683	0.014652
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0	0	0.0296158	0.610193	0.86406	0.511053	0.107998	0.360877	0.665623	0.784658	1.1081	0.728888	0.103994	0	0	0	0	0	0	0	0	0	0	0.476865	1.18574	1.12612	1.22025	1.23014	1.19378	0.238163	0	0.0302968	0.458786	1.05122	4.7774	7.21398	8.33909	8.15659	3.2214	0.868594	0.0299307	0	0	0.728246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03781	0.490749	0	0	0	0.120676	1.1904	0.249397	0	1.19871	0.691876	1.20676	1.08608	0	0	0	0	0	0	2.53407	7.08671	5.97323	0.24135	0	0	0	0	0.927798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0.375036	0.108344	0.620893	0	0.0333365	0.97415	0.786953	0.245857	0.31253	1.01488	0.697668	0.0125012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117761	0.874245	0.945403	0	0	0	0	0	0.945687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0	0.637757	0.895825	0.161913	0	0.107617	0.394954	0.249029	0	0	0	0	0	0	0	0	0	0	0	0	0.106984	0.31088	0.652677	0.456476	0	0	0	0.0690284	0.557155	0.977519	1.15582	3.0008	4.6698	7.78934	7.78235	3.46953	1.47502	0.314196	0.610688	0.910404	0.515235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	0	0	0	0	0	0	0.540662	0.153939	0	0	0	0	0	0	0	0.253435	0.56319	0.642017	0.307877	0	0	0	0	0	0	0	0	0.244049	0.56319	0.225276	0	0	0	0.382924	1.12624	1.12624	1.75978	3.27132	2.92131	0.539045	0	0	0	0	0.711246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	0	0	0	0.0582864	0.72858	0.136002	0	0.990962	0.854947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208879	1.69045	1.62732	1.62244	0.388611	0	0	0	0	0	0.37889	1.4573	1.4573	1.73051	1.21876	0.591971	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	0	0	0	0	0	0	0	0.728759	0.592614	0	0	0	0	0	0	0	0	0.472441	0.188175	0	0	0	0	0	0.132123	0.528493	0.588549	0.0720672	0	0	0	0	0	0	0.288269	0.60056	1.1712	3.25978	1.80938	0	0	0	0	0	0.873874
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0	0.0853952	0.555069	0.646221	0.312226	0	0	0	0.394952	1.13685	0.0693836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912655	1.4511	4.98571	2.82714	0.80058	0.660479	0	0.376273	0.572636	0.264339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0	0	0	0.135546	0.58591	0	0	0	0.113682	0.929144	0.795786	1.0472	0	0	0	0	0	0	0	0	0	0	0	0.107124	0.568419	0.0459102	0	0	0	0	0	0	0.288578	0.32793	1.01003	2.22994	3.08261	5.2143	3.06627	0.599651	0.32793	0.00298118	0.207689	0.230006	0.0394963
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.146824	0	0	0	0	0	0	0	0.367061	0.84224	0.104323	0	0	0	0	0	0	0.421154	0.235692	0	0	0	0	0	0.204781	0.452065	0	0	0	0	0	0	0	0	0.150682	2.54997	3.68002	4.43609	1.45605	0	0	0	0	0.096595	0.351682
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.2e1ab747-5c43-4469-97d5-a2e674bc3ee6.fc.signal	0	0	0	0	0	0	0	1.00942	0.558636	0.0803505	0.622212	0	0	0	0	0	0	0.597857	0.186218	0	0	0	0	0	0.166616	0.617459	0	0	0	0	0	0	0	0	0	0	0	1.34301	1.09329	0	0	0	0	0	0.481013
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	1.65261	0.757268	0.147015	0.0191691	1.09459	1.38339	0.801014	0.317826	0.346123	0.724341	1.19752	1.30261	0.408941	0.110549	0	0	0	0	0	0	0	0	0	0	0.438456	0.780766	0.512814	0.701258	0.609571	0.757688	0.218957	0.0746929	0.171607	0.406605	0.721596	0.978325	1.76223	2.51492	2.59988	2.78972	1.5428	1.22209	0.556145	0.287125	0.100511
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.0796147	0.494594	0.188384	0	0	0	0	0	0.745827	0.625825	0.391398	0.475558	0.0493387	0	0	0	0	0	0	0	0	0	0.23432	0.389676	1.82362	1.39299	0.443004	0	0	0	0	0	0	0	0.269176	2.04909	6.18257	11.8038	8.75654	2.68695	0.492095	0.0703382	0.322944	0.0934444	0.158774
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.049668	0	0	0.147623	0.338012	0.024834	0.300794	0.649936	0.391869	0.605802	0.75618	0.220764	0.62099	0.0517369	0	0.0655342	0.367903	0.263511	0.0648443	0.296624	0.149004	0.062085	0.469168	0.654073	0.190394	0.448417	0.614049	0.887257	0.300073	0.053807	0.187633	0.645791	0.902435	1.44056	3.45659	5.12487	7.30647	8.61609	5.56521	1.70316	0.610559	0.560754	0.240056	0.0919759	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0	0	0.42971	0.584504	0.276938	0.185276	0.250428	0.659841	0.56617	0.207711	0.382862	0	0.307496	0.462015	0.0785314	0	0	0	0	0	0.280968	0.285088	0.998183	0.703923	0.379378	0.268786	0.755505	0.018324	0	0	0	0	0	0	0.012216	1.08138	2.98613	9.3951	6.93068	2.74501	1.82528	0.0944154	0	0.341545	0.0887097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	0	0	0.115549	0.50517	0.105046	0	0	0	0	0.0630262	0.270255	0.120324	0.26357	0.0161145	0	0.190991	0.28649	0.428775	0.332324	0.0792595	0	0	0.146427	0.882675	0.526178	0.26166	0.0544312	0	0	0	0.0296029	0.312269	0.827943	1.02848	2.04251	3.8502	5.99801	8.06418	4.96493	1.36488	0.576552	0.342484	0.263569	0.353136	0.0367762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.0aa4929d-9f0e-4abf-945b-21dad34e75e4.fc.signal	0.523383	0.0673507	0	0	0.200115	0.338653	0.0654432	0.900612	0.111609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410517	0.994936	0.44648	0.302171	0	0	0	0	0	0	0.253998	2.78842	6.58864	9.99075	5.77239	4.13608	2.86495	0.396274	0.400281	0.485086	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0.214919	0.101319	0	0.660268	0.668709	0.0905969	0.385458	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00767567	0.395426	1.02629	1.28836	0.715514	0.0491243	0	0.276385	0.290187	0.0184216	0	0	0	0	0	0.423848	2.1134	4.64245	3.73155	1.16816	0.0748377	0	0	0	0.0571992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0	0	0	0	0	0	0	0	0	0.751427	0.226333	0.242794	0.194756	0	0	0	0	0	0	0.383861	0.278843	0.615627	1.2793	0.646103	0.148513	0.899901	0.688053	0.579413	0.23086	0	0	0.152096	0.2716	0.157528	0.165004	2.20563	5.46547	9.50772	8.38975	7.19499	3.68697	0.293822	0.213659	0	0.576891
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.dfea9345-a570-4c36-afd3-060bffee6f21.fc.signal	0	0	0	0	0	0	0	0	0.359302	0.748615	0.189631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	0.0597428	0	0.643509	0.646643	0.496978	0.132968	0	0.300992	1.4452	1.01096	0	0	0	0	0	0.149357	0.448071	0.415902	0.537685	0.0965076	0	0	0.137868	0.500252	0.105699	0.32399	0.776588	0.278034	0	0	0	0	0	0.34467	0.77202	2.52275	5.28152	7.71045	4.45442	2.08752	1.02524	0.401071	0.765124	0.634272	0.248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.656fbaec-dfab-4967-84ac-8cd7cc42a743.fc.signal	0	0.91406	2.01684	1.84177	1.43477	0.861765	1.06641	0.238701	0.53889	0.468395	0.168245	0.0841244	1.11643	0.136392	0	0.147758	0.564642	0.238718	0	0	0.0500104	0.443334	1.15584	0.352423	0.71171	1.04597	0.761694	2.68756	0.784458	0	0	0	0	0.0477372	0.375094	2.66711	4.91133	11.1559	11.1443	4.76028	1.44104	0.0402976	0	0.0355187	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	0.0951388	0.41973	0.0027982	0	0	0.338582	0.461703	0.235049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923406	0.41973	0.0055964	0	0.204269	0.41973	0.100735	0	0	0	0.495284	2.48467	2.51824	3.25277	4.10559	2.85931	0.0239846	0	0	0	0	0.824442
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000160.3.56b2af9a-69f7-4eb1-8688-9440739bee08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357443	2.14466	0.357443	0	0	0	0	0	0	0	0	0	0	0	0.243002	1.75356	1.98381	0	0	0	0	0	0.0952381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.43c6f7a4-d039-46a2-872e-bb5eb8075426.fc.signal	0	0	0	0	0	0	0	0	0	0.0712117	1.82913	0.636411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280388	1.33509	1.33509	2.31973	4.46041	3.51295	0.0381491	0	0	0	0	0.978583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673683	0	0	0	0	0	0	0	0	0.727578	0.970062	1.10231	0.0707368	0	0	0	0	0	0.0489731
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0	0	0.0026034	0.39051	0.179635	0.39051	0.026034	0	0	0.013017	0.39051	0.091119	0	0	0	0	0	0	0	0	0	0	0	0.0676884	0.437371	0.846095	1.32255	0.294181	0	0	0	0	0	0	0	0	0.165967	0.39051	0.307527	0	0	0	0	0	0.037889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.4632c7b2-2ae2-40a1-bd27-50236900252a.fc.signal	0	0	0	0.0806766	1.34461	0.277886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537847	4.00707	4.03396	5.345	6.97998	4.72306	0	0	0	0	0	0.738739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0.223579	0.625704	0.410166	0.485764	0.275049	0.231619	0	0.247706	0.202668	0	0.0916826	0.358694	0	0	0	0.00402117	0.407485	0.667523	0.432685	0.0048254	0	0.321698	0.651439	0.599967	1.48785	0.929704	0.846063	0.543672	0.0410167	0	0	0	0	0	0.284702	1.26427	3.43796	4.92363	2.9735	1.60616	0.808264	0.0811556	0	0.0653447	0.48
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0.50132	1.19679	0.552121	0.961535	0.92116	0	0	0	0.6787	0.129287	0	0	0	0	0	0	0	0	0	0.6087	0.199334	0.107752	0.668842	1.2201	0.757783	0	0	0	0	0	0	0	0	0	0	0.339419	0.636368	3.48925	2.94933	0.727216	0.353561	0	0	0	0.136167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001249.1.1fccbf88-8984-430d-91d0-4fb767fb9d0a.fc.signal	0	0	0	0	0	0	0	0	0	0	0.704043	0.285108	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802958	0.186193	0	0	0	0	0	0	0	0	0	0.916352	5.19652	3.52353	0	0	0	0	0	0.513342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0.0970263	0.253112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191942	0.419739	0	0	0	0	0	0	0	0	0	0	0.0126554	1.58181	6.88221	4.50416	1.92978	0.957032	0.195587	0	0	0.583639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0	0	0	0	0	0	0	0	0.337563	0.289958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64916	0.284008	0	0	0	0	0	0.0475207
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.55f7971e-ddc8-4e1e-a2b7-5640ae93b614.fc.signal	0	0	0.109975	0.42298	0.445539	0.149453	0	0	0	0	0.290844	0.245328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881208	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.433bc629-750b-4674-bbb1-9759454f2728.fc.signal	0	0	0	0	0	0	0	0	1.25264	1.01277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63285	1.05475	1.05475	5.1775	2.76852	0	0	0	0	0	0.100946
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.c36bbd63-78f2-464a-952f-d221dd832d3f.fc.signal	0.178114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126439	0.484865	0.534359	0.577247	0.0098952	0	0	0	0	0	0	0	0	0	0.482449	3.37382	2.48031	0	0	0	0	0	0.425532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	0.305739	0.135684	0.11697	0.123206	0.284652	0.327554	0.435226	0.25428	0.184027	0.199622	0.0062384	0	0	0	0	0	0.015596	0.11697	0.0686224	0	0.0616042	0.208589	0.279461	0.80332	1.25021	0.781473	1.12539	1.18467	0.93585	0.884384	0.0577075	0	1.03884	3.28499	4.32855	4.36364	6.0365	6.84902	4.67945	3.21044	0.181329	0	0	0.0211193	1
