	chr3:56000599-56000698	chr3:56000699-56000748	chr3:56000749-56000868	chr3:56000869-56000898	chr3:56000899-56001048	chr3:56001049-56001158	chr3:56001159-56001198	chr3:56001199-56001278	chr3:56001279-56001348	chr3:56001349-56001498	chr3:56001499-56001648	chr3:56001649-56001798	chr3:56001799-56001948	chr3:56001949-56002098	chr3:56002099-56002168	chr3:56002169-56002248	chr3:56002249-56002398	chr3:56002399-56002548	chr3:56002549-56002698	chr3:56002699-56002848	chr3:56002849-56002928	chr3:56002929-56002998	chr3:56002999-56003148	chr3:56003149-56003298	chr3:56003299-56003378	chr3:56003379-56003448	chr3:56003449-56003598	chr3:56003599-56003748	chr3:56003749-56003898	chr3:56003899-56004008	chr3:56004009-56004048	chr3:56004049-56004198	chr3:56004199-56004278	chr3:56004279-56004348	chr3:56004349-56004408	chr3:56004409-56004498	chr3:56004499-56004648	chr3:56004649-56004738	chr3:56004739-56004798	chr3:56004799-56004948	chr3:56004949-56005068	chr3:56005069-56005098	chr3:56005099-56005148	chr3:56005149-56005248	chr3:56005249-56005318	chr3:56005319-56005398	chr3:56005399-56005438	chr3:56005439-56005548	chr3:56005549-56005634	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.a9a09927-f961-43dc-bcc9-a3c995bbca26.fc.signal	10.3275	2.26371	3.85387	1.40397	1.05806	0.00931382	5.90738	8.34006	3.60817	3.4619	11.9152	15.3278	3.93588	3.74922	3.5737	8.49688	9.60131	4.45534	5.36646	5.73974	2.64533	5.47155	5.46967	7.02217	6.38084	2.19494	2.27282	1.75939	3.58619	3.6709	2.40479	2.35823	2.3001	1.37578	0.292614	0	1.71987	3.55259	0.595558	1.43192	1.17545	0	0.283683	1.88491	3.19629	6.60125	6.42961	2.04012	2.46998	0.366197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.483aa0c8-5543-4e25-b16f-2f222c5a2d5b.fc.signal	0	0	0	0	0.468683	0.387378	0.69855	0.349275	0.179627	1.19233	0.679961	1.03859	2.5895	1.40858	0.799616	1.14399	1.49037	0.041913	0	0.438471	0.0237219	0	0.253464	0.299435	0.27163	0.403844	0.142422	0.504064	0.765804	0	0	0	0	0	0.256135	1.41476	0.641941	0	0	0.40954	0	0	0	0.249192	0.896424	0.609299	0.199264	0.0571541	0.594596	0.322225
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.0fc0f90b-b2ac-4c17-952e-d39560131bf4.fc.signal	0.19772	0.136427	0.0436658	0.0681073	0.0705211	0.0340491	0.325386	0.282066	0.112262	0.0899975	0.263559	0.220512	0.12599	0.083517	0.26543	0.145832	0.267854	0.358362	0.177777	0.146453	0.0321328	0.0510183	0.0964926	0.181278	0.254654	0.389679	0.361905	0.153758	0.108436	0.134851	0.070854	0.350749	0.393898	0.0122279	0	0	0	0	0	0.443634	0.5028	0.135413	0	0.211607	0.619554	0.744648	0.69224	0.464884	0.185806	0.356537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.1ff1e0cf-fe7a-4485-b51f-e180baac3300.fc.signal	0.435245	0.68007	0.283362	0.68007	0.779843	0.828493	0.68007	0.340035	0	0	0	0.516853	0.3219	0.476049	0	0	0.185125	0.251892	0.0148537	0.309567	0.534619	1.49865	1.35194	1.29137	0.867144	0	0.317659	0.385373	0.394441	0	0	0	0	0	0	0	0.0135035	0.340403	0.678219	0.457914	0	0	0	0	0.18459	0.68007	0.68007	0.0370947	0.801546	0.378287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.e49570a0-926e-4a06-8cdb-e56c6d55c91c.fc.signal	0.384743	0	0	0	0	0	0	0	0	0	0	0	1.76297	0.464583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.cf6e92c8-e3ec-4439-b44a-88a19fe6bafe.fc.signal	2.38973	3.14638	3.62205	0.348363	0.0161667	0.692237	0.699092	1.179	0.332534	0.0348363	1.04351	1.26088	0.664032	0.066138	0.561921	0.300026	1.53925	1.21412	0.926054	1.04007	0.853923	1.27697	1.17286	1.59964	1.07661	0.537367	0.605734	1.04051	1.48845	1.59343	0.10716	0.327531	0.846471	3.6026	3.13067	1.01609	0.69738	1.59218	1.32262	0.958986	2.82261	0.898861	0.557446	1.54697	2.75106	4.93108	5.24899	4.27589	1.69202	0.904635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.6e43a1d4-827b-4226-ab35-bcd9e4427ba9.fc.signal	0	0	0.42207	0.42207	0.624659	0.42207	0.295449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042207	0.795895	0.84413	0.196964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.61dbfaab-48a0-49aa-b249-2516c02981de.fc.signal	0.38817	0.86076	0.659773	0.43032	0.420073	0	0.446766	0.415058	0.402819	0.638077	0.552619	0.373214	0.604089	2.02976	2.9484	2.3956	1.48187	0.0353772	0	0.597508	0.987715	0.58962	0.0157232	0	0	0	0	0	0.356364	0.466233	0.0893767	0.455718	0.112959	0	0	0	0.287601	0.519468	0.363779	0.237545	0	0	0	0	0	0	0	0	0	0.409954
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.651f7635-fa04-4a73-ad9d-b88c234511f0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170674	0.611412	1.3123	1.0389	0	0	0.0793618	0.226895	0.00810343	0.276097	0.0877752	0	0	0	0.446287	0.285326	0	0	0	0	0	0	0	0.470681	0.434906	0.24385	0.634076	0	0	0	0	0	0	0	0	0.0784863	0.587719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8f250bd6-ace7-4938-8056-c658c54331a9.fc.signal	0	0	0	0	0	0	0	0	0	0	0.178372	1.00965	0.393764	0	0	0.422795	0.636083	1.05677	1.10389	0.141352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403864	0.995227	1.47031	1.07275	0.927043	0.57527	0.497159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.986e393c-de82-4afc-818b-4cc2a632dc28.fc.signal	0.77791	0.211764	0.3987	0.703854	0.221842	0	0.302031	0.541436	0.54947	0.666724	1.24196	0.161186	0.151988	0.256327	0.396652	0.334128	0.0645656	0	0	0.381458	0.54157	0.54499	0.942344	1.0507	0.592875	0.503656	0.215852	0.0760682	0.401976	0.366772	0.390802	0.967695	1.2657	0.144975	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776084	1.6007	0.31509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.486b8afb-6747-4d4a-93ee-788cf88097fc.fc.signal	0	0	0	0	0	0	0	0	0	0	0.472697	0.601298	0.000869533	0.497783	0.791638	0.242989	0.291388	0.58116	0.279017	0.511159	0.470686	0.638737	0.135228	0.041462	0.575868	1.06205	1.18297	0.409206	0	0.44171	0.605764	0.329876	0.503768	0.0212086	0	0	0	0	0	0	0.298921	0.583251	0.580401	0.32442	1.12842	0.827914	0.072815	0.120793	0.543057	0.520295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.d770a09a-2cad-4524-8aaf-69b927e47c59.fc.signal	1.22418	0.695063	1.05001	1.0035	0.171206	0.0217687	0.475774	1.33125	1.04132	1.15312	1.3348	1.07365	0.874547	0.515653	0.947961	1.18088	1.62655	0.601696	0.436453	0.330019	1.38222	1.50959	1.45942	1.44687	0.406248	0.686349	0.383447	0.194573	0.194573	0.318938	0.44901	0.106267	0.813836	1.04556	0.538815	0.24696	0.790503	0.964982	0.444873	0.0179608	0	0	0	0	0.307554	1.08822	1.098	0.637493	1.11539	0.348214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.b81732b7-0852-42a0-916a-8784920a02a3.fc.signal	0.305169	0.779759	1.29212	0.688592	0.137579	0.345716	0.335829	0.146904	0	0	0	0	0	0.334593	0.863541	0.88757	0.334709	0.216993	0.607721	0.797195	2.1786	1.49573	0.616438	0.603755	0.329608	0.628537	0.313265	0	0	0	0.181377	0.578033	0.163987	0	0	0.0498311	0.988537	0.995792	0.293757	0.0475333	0.475983	0.62285	0.620366	0.410646	0.624042	0.344732	0	0	0	0.346484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000099.3.e8d8915f-2a7b-434d-ae6f-f1c573d41250.fc.signal	0	0	0	0	0	0	0	0.671982	0.49261	0.0862784	0	0	0	0	0.126811	1.05153	0.802164	0.0821304	1.80661	0.550305	0.331844	0.690349	0.392017	0	0.2774	0.679623	0.410907	0.996033	1.16684	0.637509	0.941856	0.312485	0	0.741069	1.19425	1.39801	1.22403	0.259031	0	0	0	0	1.21746	2.28987	1.9222	1.02197	0.969673	0.85787	0	0.278788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000231.3.9f5b0463-4f76-4b11-9c3e-298af7f4a26f.fc.signal	0.609981	0.753096	0.76243	0.62243	0.280092	0	0	0	0	0	0	0	0.373456	0.609981	0.204509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.383178
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.da9e495d-70d1-4135-9b7b-7d3c249e647d.fc.signal	0.0157664	0.189425	0.264065	0.295715	0.384019	0.366108	0.0441442	0.130532	0.606097	0.674979	0.207733	0.12544	0	0.178247	0.818217	1.17599	0.647109	0.291811	0.103696	0.530977	0.308016	0.180187	0	0	0	0	0.216864	0.803066	0.800416	0.743795	0	0	0.377094	0.554832	0.417343	0.501649	0.254993	0	0	0	0	0	0	0.135985	0.243982	0.181823	0.121788	0.0139902	0.0137498	0.507692
