	chr11:62796075-62796224	chr11:62796225-62796374	chr11:62796375-62796524	chr11:62796525-62796674	chr11:62796675-62796824	chr11:62796825-62796974	chr11:62796975-62797124	chr11:62797125-62797274	chr11:62797275-62797424	chr11:62797425-62797574	chr11:62797575-62797724	chr11:62797725-62797874	chr11:62797875-62798024	chr11:62798025-62798174	chr11:62798175-62798324	chr11:62798325-62798474	chr11:62798475-62798624	chr11:62798625-62798774	chr11:62798775-62798924	chr11:62798925-62799074	chr11:62799075-62799224	chr11:62799225-62799374	chr11:62799375-62799524	chr11:62799525-62799674	chr11:62799675-62799824	chr11:62799825-62799974	chr11:62799975-62800124	chr11:62800125-62800274	chr11:62800275-62800424	chr11:62800425-62800574	chr11:62800575-62800724	chr11:62800725-62800874	chr11:62800875-62801024	chr11:62801025-62801174	chr11:62801175-62801324	chr11:62801325-62801474	chr11:62801475-62801624	chr11:62801625-62801774	chr11:62801775-62801924	chr11:62801925-62802074	chr11:62802075-62802224	chr11:62802225-62802374	chr11:62802375-62802524	chr11:62802525-62802674	chr11:62802675-62802824	chr11:62802825-62802877	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.86527	2.69663	2.02407	0.379348	0.48453	0.965743	0.723576	2.21212	2.15375	1.39229	0.917939	2.11334	0.889332	0.822337	0.047817	0.239069	1.1853	2.38443	2.6568	1.87207	2.64139	2.76433	2.81339	2.27785	1.70864	1.1429	1.59896	1.35887	1.36911	1.12108	1.14727	0.701378	0.647506	1.01144	0.39022	1.91762	2.44717	1.53059	0.717954	1.39372	2.00954	0.708554	1.9013	3.21967	2.40438	0.416896	0.420792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	4.42362	2.108	3.36954	2.46019	2.09892	5.11833	3.01209	3.09554	5.07416	3.48341	3.01949	3.83446	2.95569	2.10629	2.92126	0.891073	1.64092	3.20477	3.81824	1.32674	1.20818	4.22567	2.17698	2.43862	2.1267	3.50492	2.02533	0.957987	0.824467	1.33184	3.01409	3.52171	3.95417	0.984707	4.86879	3.20558	2.75568	1.71687	3.82969	1.38816	3.15374	1.6851	2.30291	3.38768	2.45176	2.51938	0.569061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.937263	1.19839	0.934675	0.807101	0.901181	1.44787	0.856205	0.406076	0.0996553	0.260493	1.48722	0.395022	0.715125	0.176006	0	0	0.397857	1.73452	0.909625	1.25544	0.0697889	0.574932	0.854527	0.566447	1.11808	0.581311	1.00972	1.29738	1.50542	0.736233	0.223096	0.393591	1.88396	0.849972	1.16612	1.40262	1.00851	1.0691	1.37624	0.545279	0.856736	0.892128	0.726124	0.241914	0.217187	1.48136	0.356674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0.564307	3.93324	1.59694	1.04457	0.996542	0	1.06912	0.444242	0	0	0	0	0	0.324176	1.81299	4.75476	1.27272	0.999895	2.13809	4.66317	2.55066	0	1.05053	2.15425	1.7198	0.697353	1.26606	1.0905	0.34989	1.87632	1.98344	1.18661	2.86933	1.85296	2.2895	0.0089238	0.767439	3.19646	1.71738	0.860661	2.06709	0	2.24511	7.49661	0.302392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	2.73371	4.77521	3.42801	0.774917	0.360706	1.11272	0.923165	1.91747	2.74005	2.16135	1.01537	0.182328	0.80084	0	0	2.28665	3.13648	3.35657	3.05088	2.04828	1.17207	1.28912	0.966166	0.714361	1.07355	2.58671	4.3409	6.21792	2.29884	5.66239	2.22421	1.02179	1.24835	1.72872	1.07606	0	0.679759	2.57545	1.26255	6.95802	2.9617	3.86711	6.24844	4.55884	3.27285	1.26317	0.442553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.35334	0.898095	2.67831	1.31784	0.924398	0.651766	0.331772	0.12086	0.504865	1.61639	1.57137	1.83211	1.29647	0.804732	1.09975	0.516691	0.244107	1.03342	1.22063	1.05945	2.6961	1.54297	1.60907	1.5023	1.13804	0.558746	1.57325	2.30575	1.396	1.11397	0.251199	0.635229	1.26092	1.17496	1.16826	1.92331	2.28008	1.93874	1.63065	2.43652	3.12625	2.65933	1.66855	2.50287	2.55028	3.19306	0.381403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.653981	0.46631	1.04004	1.04221	0.494136	0.305474	1.78725	2.42839	1.86071	0.57641	0.651324	0	0	0	0	0	1.30276	1.37463	1.6082	0.566026	0	0	1.34768	0.269536	0	0.47618	1.14104	1.33866	1.89567	0	0	0	0	0	0	0.531551	3.4785	1.85845	0.440242	0	0.583994	1.97959	0.571497	1.37328	1.87317	2.57165	0.260487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	1.61153	2.08818	2.59202	1.27416	2.47347	1.81184	0.823772	0.910058	1.80878	1.49265	2.27839	1.58105	1.83989	1.18444	0.957395	1.38447	1.91165	2.48827	2.51732	1.4489	0.706023	0.932185	1.74807	2.13692	2.53294	3.45331	1.31805	0.854638	1.83854	2.09652	1.03083	1.20496	1.84456	2.27664	2.51017	3.29742	2.67686	2.02496	0.764943	1.4835	2.6296	1.98481	1.83138	1.52079	1.95258	2.40906	0.470889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	1.17569	0.819748	1.44368	1.23834	0.782679	1.19192	1.37778	1.02862	0.905547	0.942564	1.21977	1.51691	1.09965	0.496428	0.680571	0.674844	0.744603	1.19862	0.873754	0.394796	0.504854	0.933618	0.663545	0.595378	0.750569	0.787553	0.453417	0.353022	1.13492	1.14181	0.897083	0.785792	0.609807	0.582838	1.04808	1.00185	1.18258	1.10657	0.461757	0.766033	1.40278	1.12893	1.36504	1.72042	0.950307	0.700787	0.226556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.878781	0.994263	0.772516	0.348608	0.509382	0.388148	0.153183	0.455533	1.53356	1.34032	0.996158	0.888952	1.61228	1.32013	0.339577	0.403008	0.462833	0.77886	0.41384	0.783715	0.735149	0.698371	0.68477	1.286	1.71349	1.53651	0.946674	0.419872	0.552821	0.521637	0.348304	0.214494	0.496307	0.684226	1.86217	2.42374	1.04987	1.06344	0.927059	0.867682	0.34124	0.295535	0.83158	0.0869983	0.152741	0.669833	0.227273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.575751	0.568145	0.629996	0.547516	0.63019	0.42473	0.380045	0.335446	0.274409	0.662182	0.803955	0.844653	0.495186	0.222727	0.118745	0.219851	0.397557	0.41726	0.376559	0.447883	0.456087	0.290845	0.442559	0.578013	0.497764	0.527282	0.470267	0.217	0.367611	0.341442	0.350417	0.533134	0.855933	1.20793	0.77877	0.643915	0.540203	0.575182	1.11613	1.20651	1.02942	0.78872	0.66069	0.877148	1.03675	1.11389	0.318225
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0.90686	0.474659	0	0	0	0.529061	0.704137	1.06918	0.119419	1.79941	2.40539	0.265487	0.933228	0.595335	0	0	1.22281	2.31686	1.35156	1.20676	0.0160901	0.160901	1.20676	1.17458	0.413208	0	0.80554	0.46619	0.424426	1.7363	0.799202	0	0.26417	1.64442	2.07683	2.64869	0.248713	0.634151	5.49443	2.54846	0.141442	0	0.608955	1.48106	0.463828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	1.96282	3.30716	2.93006	3.2051	0.643473	0.15329	1.11898	3.24156	2.79029	1.32865	3.88772	4.26339	2.2437	2.0375	0.236567	0.729828	6.1074	5.44428	2.94193	3.34104	2.76359	2.53968	5.7603	6.31755	5.20279	5.67496	3.80488	4.02775	3.85407	3.53357	2.12856	1.08563	1.22578	1.23579	2.7442	3.08573	4.72944	6.00055	3.39658	6.51544	5.87252	3.43221	2.68786	4.15472	2.94697	2.30841	0.305804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.8033	0.901896	0.860701	0.760713	0.849472	0.448269	0.175735	0.114474	0.440988	0.640045	0.42351	0.308466	0.289762	0.405945	0.290543	0.313606	0.368424	0.702676	1.14055	0.714081	0.241268	0.991947	0.880291	0.49164	0.632943	0.877319	0.764932	0.719281	0.615348	0.307034	0.608852	0.788289	0.867685	0.431777	1.20333	1.01792	1.27464	1.02978	0.720367	0.917639	0.858637	0.604393	0.693262	1.32837	1.03257	0.765419	0.466508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	1.55817	2.69331	2.1375	1.95596	0.365879	0.437156	0.172703	1.85543	1.72568	1.23512	1.65849	0.900221	1.73447	0.934801	1.16003	0.95358	0.538931	1.90562	2.25628	3.40514	0.97988	2.14362	1.34026	1.79451	1.73447	0.807176	1.15253	2.05671	3.31464	3.00338	1.79825	1.15255	1.80955	1.38154	3.17236	3.24744	1.76028	1.30146	0.910604	1.82409	2.07415	1.51879	1.92169	0.588813	1.58519	1.96564	0.452787
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	1.97337	1.34015	4.22948	2.59395	1.09779	1.69527	0.811225	2.36243	1.4758	0.179136	0.0618045	2.01434	2.56044	0.0048572	0.113051	0.582984	0.0680008	2.39964	4.14763	3.20508	5.17638	4.054	3.33003	5.20025	4.41781	4.20184	1.83225	2.33619	1.98298	0.0222787	0.84178	1.69561	2.56766	2.42853	2.00784	3.71175	5.31039	5.15394	2.28792	1.90903	3.56829	1.95481	0.498911	0.990919	0.437148	0.85485	0.48602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	2.65203	1.77865	1.86899	2.80222	0.528531	0	0.835965	1.23053	1.95944	1.24125	1.84311	1.98391	1.26932	1.52958	0.672663	1.66575	1.18296	1.3869	1.99936	2.35447	3.05521	2.63077	5.22143	2.16404	1.48204	0.62385	1.5101	0.680713	0.252754	1.94358	0.204195	0.78491	0.996342	0.333354	0.678002	1.09469	1.45856	0.549086	1.03197	1.72269	0.95947	0.900372	2.88224	2.33501	0.144141	1.20128	0.589404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	1.61993	2.55953	4.06872	3.30934	1.2543	1.04033	0.653487	1.90551	0.864661	0.320232	0	1.36988	1.32637	0.680493	0.224162	0	0.49371	1.10756	0.701842	1.42243	1.0728	0.837995	0.928715	2.10833	1.65197	1.28633	0.699059	0.51504	0.676084	0	0	0.805913	1.0381	0.891309	0.480347	0.383198	0.315065	1.60551	1.04082	0.568448	0.891375	1.35306	1.50519	1.18491	1.22493	1.28398	0.437419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	1.27585	0.777449	1.31635	0.507441	1.39778	0.786698	0.467244	0.955379	0.781405	1.27457	1.48882	2.92963	0.840011	0.662426	1.33578	0.083076	0.0639175	0.455116	0.241454	0.561911	0.273683	1.24391	1.14308	1.73895	1.25073	0.561417	0.0127511	0.421632	0.813618	0.722126	0.437497	0.0373626	0.143672	0.782658	1.03792	1.57264	1.48096	0.636803	1.07207	1.14143	1.44199	1.69005	0.565256	0.447593	0.620232	0.348501	0.419484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.54082	2.10514	1.19602	1.37393	1.20536	1.5145	1.75981	2.45724	3.02516	3.64945	1.48585	1.98769	2.86029	1.15905	1.80811	0.940829	3.54847	0.82745	1.50055	1.72697	1.10871	3.64069	5.63691	5.55578	2.00385	1.77321	1.97811	3.7708	1.63038	2.15274	1.21809	0.636628	2.03957	1.05857	1.07117	2.00517	2.87834	4.52471	2.23717	2.10146	2.08849	2.0087	2.65729	3.3611	1.51833	2.4572	0.447712
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.2e1ab747-5c43-4469-97d5-a2e674bc3ee6.fc.signal	0.709458	0.727731	0	0	0.122512	0.635337	0.151914	0.730497	0.628375	0	0	0	0	0	0	0.52435	1.06821	1.66108	1.95383	1.24183	0.372338	0.513542	0.509411	0.649692	1.27077	0.410422	0	0.490005	1.06098	1.23178	1.69307	1.20147	1.19099	1.53235	1.71578	1.86767	0.0111772	1.47068	1.70198	0.510205	0.355028	1.1614	0.862322	0.73992	0.338132	0.73507	0.483755
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	0.827555	0.55768	0.22768	0.175173	0.0830238	0.0589945	0.397133	0.469058	0.375821	0.518894	0.503107	0.801954	0.80297	0.208671	0.162066	0.439773	0.433447	0.229299	0.242545	0.278483	0.241955	0.408827	0.457802	0.417426	0.368224	0.378244	0.343963	0.310568	0.598942	0.496484	0.18568	0.281985	0.57481	0.570515	0.411505	0.316622	0.560487	0.888267	0.860561	0.328832	0.518347	0.774659	0.738095	0.617684	0.337918	0.146648	0.547193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	1.09299	1.37503	1.52081	0.526023	0.37867	0.514835	0.283807	0.384058	0.775488	0.459049	0.0555246	0.215272	0.307207	0.663695	0.392401	0.586179	0.412669	0.417868	0.735952	0.337514	1.19133	0.897139	0.75411	0.240104	0.784201	1.13786	0.644492	1.0164	0.674119	1.02289	0.536543	0.483333	0.908658	0.676745	1.24628	1.56798	1.12418	0.741077	1.65055	1.39053	2.09101	3.00213	2.60234	1.37643	1.14747	1.56215	0.452731
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	1.39028	0.960401	1.21578	1.90606	1.71335	1.23348	2.21469	2.90798	1.76565	1.7864	2.12668	2.70228	1.90646	0.409776	0.538001	0.835808	1.18686	2.99807	2.52813	1.14501	2.42657	3.44743	4.20953	3.92588	3.61003	2.48962	2.27202	5.29344	5.91544	4.25663	2.55137	1.8017	3.04137	2.92674	2.76133	2.02209	1.49885	1.15237	1.459	3.35483	4.61362	2.13024	2.15499	2.49344	4.47311	3.14279	0.487035
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.746022	0.31564	0.274838	0.862433	0.785645	0.248437	0.206709	0.178984	0.182901	0	0.202442	0.418123	0.755246	0.421678	0.203451	0.547758	0.356271	0.892873	0.408318	0.61405	0.936825	0.440543	0.817745	0.174011	0	1.16776	1.56584	0.17923	0.488722	0.805919	1.26181	0.513642	1.11155	0.944186	1.62109	1.26067	0.459921	0.639945	1.48021	0.945214	1.39057	1.73675	2.18038	2.26499	2.2462	3.30141	0.315509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	0.640418	0.44116	1.43173	1.59478	1.11262	1.09707	1.03401	1.1971	0.445107	0.591865	1.19573	0.789254	0.437379	0.370446	0.22747	0.307839	0.369745	0.186166	0.499127	0.463638	0.799173	1.14668	0.803496	1.17023	0.665257	0.813356	0.829384	0.335151	0.482198	0.648706	0.518177	0.81471	0.539053	0.899344	1.79525	1.17976	1.30996	1.34263	0.903002	1.86197	2.11869	1.09711	1.33449	1.337	0.83269	0.549702	0.510204
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003688.3.0aa4929d-9f0e-4abf-945b-21dad34e75e4.fc.signal	0.940415	0.554077	0.336503	0.452315	0.0383559	0	0	0.842086	1.83283	0.671328	0.798265	0.72457	0.732427	0.214361	0.275564	0.103316	0.825233	0.926661	2.07074	3.00452	0.99147	1.05754	1.0289	0.825473	0.816013	1.03168	1.24882	0.568281	1.04246	0.141067	0.260576	0.241321	1.78325	0.369219	1.02548	0.955581	1.50066	0.410331	0.858975	1.95193	2.4098	0.625964	0.249305	0.590094	0.550482	0.908571	0.401077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	5.11935	6.99716	2.91907	3.14759	3.45931	2.82041	3.1833	5.60191	4.55924	2.36639	3.27306	2.77209	1.29224	1.90572	1.29453	2.89157	1.17253	1.55959	1.90728	1.94243	2.4482	3.06253	2.34398	2.62389	3.87846	3.00213	1.92425	2.78926	4.6564	4.81322	8.15541	13.2829	12.2687	5.05217	3.96958	6.93601	16.3861	10.6034	9.42181	7.33078	8.35186	6.34845	3.36571	2.53259	1.13962	1.1991	0.534414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.339075	0.432221	0.57118	0.903735	1.28994	1.07558	0.291536	0.262942	0.260714	0.871943	0.710058	0.441811	0.494378	0.702497	0.413463	0.0347405	0.473958	0.125801	0.0947573	0.674738	0.513555	0.829334	0.501272	0.972155	0.846824	1.1102	1.5019	1.02141	2.10026	0.611745	0.0498675	0.154456	0.304996	0.19081	0.832955	0.443903	0.654188	1.1392	0.807509	0.74453	1.39907	0.539526	0.465032	0.704866	0.396172	1.0743	0.217391
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000022.3.dfea9345-a570-4c36-afd3-060bffee6f21.fc.signal	1.75117	1.66242	1.78713	0.73437	0.0632105	0	0.840295	1.60446	2.01725	1.69352	1.39789	0.500268	0.0734954	0	0.345994	0.559735	0.407575	0.876255	0.585083	0.552558	1.31425	0.831793	2.47941	1.42923	1.62032	1.68788	1.74072	2.1901	2.18622	1.08924	0.235649	1.01717	1.93533	1.81548	2.73493	1.00335	1.0281	1.77298	0.817893	0.0726079	0.538561	1.46355	1.12932	1.60557	0.420114	0.427061	0.489177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.b1e4c4c4-c6d4-40c1-a695-e34b416693ed.fc.signal	1.6941	1.6689	0.452511	0.0668754	1.61238	0.988389	0.0960362	0.728058	0.0521288	0.906486	6.05322	2.52707	0.0590992	0.197692	1.36193	2.38379	1.20826	0.868175	0.439988	0.896989	1.56653	1.5264	1.40272	2.25974	3.57011	3.5812	3.20481	3.24216	0.980783	0.670039	1.06666	0.345713	0.458233	1.0143	0.196955	0.360175	1.48177	1.39102	1.37249	1.47843	1.53265	0.249182	1.98421	2.61866	1.822	0.930688	0.53258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	2.12067	2.37384	1.0704	0.797029	0.790439	2.08478	1.53479	2.11381	1.56603	0.537469	1.28621	0.709622	0.909809	1.11429	0.797281	0.814676	0.558456	0.594018	0.513801	0.955384	0.482775	1.29132	2.39865	0.454922	0.266505	0.544009	1.25257	1.83807	1.73237	3.00419	3.10422	2.00784	2.89895	3.36931	0.61117	2.80763	2.7194	3.31132	3.22663	3.14739	2.44726	2.08062	0.837675	1.4864	1.42352	2.02332	0.301994
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.656fbaec-dfab-4967-84ac-8cd7cc42a743.fc.signal	2.01827	1.28651	1.33008	2.59687	0.538828	1.06454	2.26464	2.40852	0.736633	0.218267	2.51706	1.81675	0.833302	1.39381	0.584338	2.65857	0.815845	0.53876	1.02587	3.35609	3.06957	2.22117	0.551499	0.62527	0	0.159317	1.2564	0.396039	1.96019	1.56663	1.88726	3.60038	1.87136	1.59734	1.67072	1.61477	2.2279	1.05986	1.39147	0.987521	2.37376	2.67033	2.45254	2.06471	2.57027	1.9121	0.469682
