	chr7:76510584-76510733	chr7:76510734-76510833	chr7:76510834-76510883	chr7:76510884-76511033	chr7:76511034-76511123	chr7:76511124-76511183	chr7:76511184-76511233	chr7:76511234-76511333	chr7:76511334-76511483	chr7:76511484-76511633	chr7:76511634-76511783	chr7:76511784-76511833	chr7:76511834-76511933	chr7:76511934-76511983	chr7:76511984-76512013	chr7:76512014-76512083	chr7:76512084-76512133	chr7:76512134-76512163	chr7:76512164-76512193	chr7:76512194-76512233	chr7:76512234-76512293	chr7:76512294-76512383	chr7:76512384-76512433	chr7:76512434-76512523	chr7:76512524-76512533	chr7:76512534-76512583	chr7:76512584-76512683	chr7:76512684-76512753	chr7:76512754-76512803	chr7:76512804-76512833	chr7:76512834-76512983	chr7:76512984-76513133	chr7:76513134-76513283	chr7:76513284-76513433	chr7:76513434-76513583	chr7:76513584-76513733	chr7:76513734-76513883	chr7:76513884-76514033	chr7:76514034-76514183	chr7:76514184-76514333	chr7:76514334-76514483	chr7:76514484-76514633	chr7:76514634-76514783	chr7:76514784-76514933	chr7:76514934-76515083	chr7:76515084-76515163	chr7:76515164-76515233	chr7:76515234-76515383	chr7:76515384-76515533	chr7:76515534-76515663	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	1.87162	1.32857	0.59172	0.220909	0	0	0	0.508879	0.725843	0.534948	0.467601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524095	2.37885	3.55047	2.81673	1.17725	1.36393	4.83257	2.90353	0.38659	1.12434	0.942754	0.622233	2.43772	2.1386	2.60674	0.859966	0.544382	1.72001	1.86884	1.03438	1.14216	0.828408	0.259446	0.189189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.aaff33ab-ed7b-4de9-8003-f28b910ee10b.fc.signal	0.160444	0.208225	0.442408	0.159229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23416	0.593208	0.739952	0	0	0	0	0.402759	0.53389	0	0	0	0.377782	0.558868	0	0	0	0.210744	0.816222	0.443346	0	0	0.138798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.201bcc7c-a1bc-4b3d-b4a1-a8869234c0b1.fc.signal	1.04904	0.906623	0.778412	0.439975	0.145517	0.056492	0.282194	0.349515	0.307801	0.163265	0.177778	0.071036	0	0	0	0.0260271	0.0690364	0.1251	0.124897	0.125197	0.126087	0.119597	0.069944	0.110459	0.1284	0.17499	0.142178	0.225427	0.375493	0.408598	0.551579	0.477818	0.631055	0.888276	0.81931	0.646327	0.472724	0.965944	0.882337	0.741209	0.541934	0.345319	0.249192	0.252165	0.350837	0.501316	0.647315	0.74008	0.844582	0.615713	0.565217
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.f57dabc7-264e-43f4-83fd-08369e826dea.fc.signal	1.2361	1.12092	1.15704	0.834616	0.221562	0	0	0.0772224	0.729121	0.112562	0	0	0	0	0	0	0	0	0	0	0	1.31672	1.24147	0	0	0	0	0	0	0	0	0.629847	1.22949	1.18256	1.15536	0.858728	0.908462	0.948976	0.34633	0.782689	0.152804	0.242087	0.723673	0.820714	0.672555	2.12095	2.31042	1.85879	0.0978224	0	0.253807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.7b895a57-db9e-4407-9979-fc4adf5592cc.fc.signal	2.60309	4.33958	3.19142	1.21959	0	0	0.170535	0.34107	0.648067	1.52809	1.67134	1.12558	0.654845	0.177356	0	0	0	0	0	0	0	0	0	0	0.238749	0.34107	0.385408	0.672385	1.11875	3.01294	3.44471	3.30341	4.04875	2.86371	1.60096	2.09385	2.66634	1.77158	0.598382	1.17885	2.6793	2.11379	1.4048	1.78267	3.38298	5.46719	6.58621	3.00467	0.0386544	0	0.309123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000247.3.cbe182ef-6b41-4546-a41c-524edcebe7f8.fc.signal	0.838489	0.403596	0.234727	0.218634	0.152734	0.0959342	0.282735	0.389907	0.375407	0.241634	0.345159	0.271224	0.222625	0.150624	0.079006	0.0691891	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135967	0.530599	1.13853	0.707001	0.575186	0.519984	0.676652	0.41068	0.424528	0.595353	0.562654	0.608799	0.415828	0.297705	0.278639	0.133236	0.392681	0.674001	0.798206	0.678013	0.553969	0.528958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	1.01406	0.736331	0.362861	0.184212	0.241399	0.21093	0.21093	0.170863	0.714532	0.105465	0	0	0	0.0084372	0.21093	0.21093	0.21093	0.056248	0	0	0	0	0	0	0.084372	0.21093	0.402885	0.225997	0	0	0.282651	0.275618	0.369872	0.421943	0	0	0.0759364	0.374058	0.167338	0.215176	0.755286	0.21093	0.0014062	0.206716	0.3164	0.21093	0.20189	0.17015	0.042186	0.21093	0.339056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.5337f9d4-38ae-4c5a-8963-01aa95f9c5b5.fc.signal	0.42094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576838	1.41581	1.6387	0.657348	1.28412	0.57553	0.132414	0	0.0659628	0.774622	0.693094	0.255023	0.616208	0	0	0.054969	0.54969	1.21931	0.926435	0.287429	0.137255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.9e4848b7-a913-4011-92b1-1d083e775db4.fc.signal	0.456266	0.259428	0.342463	0.370428	0.246966	0.117355	0.252484	0.261581	0.272034	0.449686	0.346064	0.13391	0.109362	0.127966	0.067435	0.0673921	0.0633238	0	0	0	0	0	0	0.0143586	0.06802	0.0887004	0.137708	0.251601	0.221723	0.261703	0.772278	0.903209	0.23866	0.055148	0.0809571	0.17638	0.252966	0.39373	0.416402	0.562193	0.725461	0.428229	0.476946	0.585003	0.637945	0.421611	0.304969	0.215643	0.291203	0.118717	0.645669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.77ca98f2-545d-4aeb-bc0c-48db2083d121.fc.signal	0.382332	0.41132	0.451277	0.0861813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216237	0.47008	0.398001	0	0	0	0	0	0	0	0.145725	0.355798	0.0438192	0.125602	0.31182	0.125355	0	0	0	0	0.0908821	0.47008	0.505618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.4b42183d-fbd0-4b87-afb1-913c17cc15e7.fc.signal	0.574324	0.975912	0.390318	0.0807552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228806	0.560807	0.666248	0.614645	0.385832	0.298346	0.177215	0.540619	0.184692	0.150539	0.230401	0.260211	0.278157	0.688733	0.863756	0.578767	0.325268	0	0	0	0	0	0.144796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.96c109c2-5b12-4d08-bc59-f48ccc7c2f4a.fc.signal	0.167577	0	0	0	0	0	0	0	0.656248	0.133223	0	0	0	0	0	0.121591	0.37006	0.37006	0.37006	0.24979	0.302216	0.37006	0.155425	0	0	0	0	0	0	0	0	0	0.169456	0.318252	0.520555	1.40393	1.43206	0	0	0.499822	0.0753465	0	0	0	0	0	0	0.315785	0.24424	0.264735	0.38961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.fa3c8e36-edcb-4649-9a8e-5dec7e1c367c.fc.signal	0	0	0	0.134591	0.36703	0.0917915	0	0.011016	0.34135	0.188427	0.245913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047736	0.325453	0.01836	0	0	0	0	0	0.23988	0.231721	0.302164	0.412884	0.183578	0.170136	0.1224	0.126225	0.1836	0.157873	0.454335	0.704793	0.674157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.e48fa4c5-7778-4b0d-8c77-20b91a15213e.fc.signal	0.165275	0.0595196	0	0	0	0	0	0	0.115049	0.278652	0.334186	0.292628	0.151449	0.0800156	0	0.01116	0.14912	0.17334	0.173304	0.172962	0.172144	0.170049	0.17167	0.171995	0.172426	0.172728	0.109937	0	0.0365148	0.08682	0.249037	0.487772	0.281039	0.151257	0.369152	0.308863	0.291547	0.429764	0.438914	0.354779	0.221344	0.224668	0.328539	0.397292	0.54701	0.436952	0.241529	0.117406	0.14513	0.157934	0.566038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.245ee420-3705-4794-9ed7-05083df48af9.fc.signal	1.81007	0.345996	0	0	0	0	0	0.0569361	0.759045	0.2832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42331	0.977995	0.557663	0.975105	2.22464	0.580988	0.22187	1.33422	0.604344	0	0	0.359088	0.759043	0.43797	0.2949	0.309499	0.295607	1.00094	1.16487	0.370801	0	0.781513
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.058af969-8786-43c5-84e7-d3c325107d07.fc.signal	0.739665	0.530352	0.672188	0.166737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042282	0.427282	0.337639	0.157291	2.46163	3.82403	1.17365	1.49354	1.06125	0.631432	0.766166	0.198255	0.469479	0.867018	0.372409	0.395422	0.412659	0.102836	0.298648	0.244918	0.180879	0.502308	0.150235	0.352731	0.303798	0.882593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.a9a09927-f961-43dc-bcc9-a3c995bbca26.fc.signal	9.79821	7.67162	0.225626	0	0	0	0	0	0	0.827295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650329	3.0666	2.56256	2.68077	1.49188	3.36579	1.51728	0.777445	0	0.213409	1.84593	0.165732	0	0.714482	1.59017	5.42815	4.57	2.85268	0.1173	0	0.122568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.68af8a6c-0e3d-475b-8b36-e8635e2eb67e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475145	0.69839	0.794785	0.443868	0.775619	0	0	0	0	1.40185	1.17015	0	0.582012	1.66979	0.861799	0.956104	0.901122	0.368127	0.404089	0.518611	0.648447	0.62122	0.760684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.c154a44f-91a2-4062-881d-72e98844dc88.fc.signal	2.354	2.30056	1.11551	0.031566	0	0	0	0	1.30985	1.8832	0.27882	0	0	0	0.815439	1.57806	0.773314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12022	1.67887	1.49978	0.515717	0.889662	0.526679	0.475263	2.43973	1.65979	0.910102	1.0309	0	0	0.632312	3.88885	1.56252	0.842217	0	0.0415994	0.403226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.15c4be13-1cb6-4f0a-9012-ac7bfa4a2475.fc.signal	0.0462887	0	0	0	0	0	0	0.0820573	1.03098	0.176739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0504968	0.63121	0.414795	0	0	0.23986	0.39135	0.63121	0	0.290357	0.340853	0	0	0	0.97246	0.11476	0	0	0	0	0	0	0	0	0	0.525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.ec16fc35-ccb2-4f91-92dd-1cc5fac441b7.fc.signal	0.785862	0.140706	0	0	0	0	0	0	0.354365	0.479435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0812968	0.575323	0.62535	0.393973	0	0	0	0	0.33769	0.677464	0.254313	0.698309	0.60034	0.950537	0.920207	1.26113	1.94485	0.792117	0.852564	1.00057	0.558911	0.31268	0.0917195	0	0	0.113281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.1f43525d-0a83-4caf-ad11-becd1d0bf5b9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090783	0.20174	0.433656	0.403417	0.225022	0.496695	0.235641	0	0	0.528458	1.2263	0	0	0	0.240071	0.25621	0.102422	0.3
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.d7bae694-a963-49c0-91a4-12894b97ce77.fc.signal	1.28497	1.91631	0.961248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249656	0.62414	0.936246	1.0377	0.0759693	0.252958	1.37929	1.20431	1.00703	0.544788	0.424973	0	0	0.419319	0.297905	0.868364	1.01757	1.24841	1.21473	0.232148	1.0311	0.417694	0.159664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.e8a2a442-a331-474b-9c0f-ad5c0953942a.fc.signal	0.519071	0.820865	0.84649	0.148135	0	0	0.0465564	0.21162	0.402085	0.49379	0.569973	0.457109	0.42325	0.0507898	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238832	0.833749	1.05798	1.52638	1.63594	1.17038	0.907255	0.409208	0.730725	0.88163	1.67156	1.72196	1.02941	1.17158	0.910711	0.82855	0.885925	1.17795	1.14264	1.14565	0.98381	1.06143	0.836689	0.833068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.93a8f270-5d77-4704-ada1-4b6b1a7c8853.fc.signal	1.04362	0.907946	1.25234	0.229596	0	0	0	0	0.300562	1.50281	1.55708	1.1772	0.0062617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208723	1.08536	0.162804	0.601123	1.76997	0.133583	0	0	0.889161	0.62617	1.5696	1.69483	2.92256	1.99874	3.3187	0.868289	1.25234	0.885583	0.150281	0.475889	1.71474	0.381443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.61c30d06-38bd-4873-b3e9-1676bf3449d1.fc.signal	0.912086	0.984212	0.669919	0.195677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304811	0.37631	0.067735	0	0	0	0	0.003763	0.346204	0.0514281	0	0	0.0211338	0.175884	0.160144	0.0600771	0.152996	0.113123	0.259651	0.0705563	0	0.356536	0.0338677	0	0.169014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001915.1.f5573e79-d80d-470a-8d12-22719ef4a51e.fc.signal	0.26384	0.780038	0.12483	0	0	0	0	0	0.59293	0.43487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141759	1.23628	0.80641	1.24421	0.351367	0.214868	0.175985	0	0	0.104029	0.358142	0.0289624	0	0.0237351	0.796012	1.54573	0.595721	0.681393	0.119567	0.334928
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.c2c52d4b-c9da-43f3-925f-8359bbb97ee0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.2bef3df7-5fcc-4d31-9411-95e1295b79d5.fc.signal	0.207817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539233	0.39287	0.4622	0.408277	0.16177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227387	0.015545	0.160627	0.0251354	0.482919	0.0578004	0.260468	0.0231369	0.101876	0.229641	0.154691	0.16177	0	0	0.161512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000246.3.09da5152-42b4-4f12-8b13-d2635a0af815.fc.signal	0.657613	0.797611	0.686654	0.388325	0.123176	0	0	0	0	0	0	0	0	0	0	0.0349886	0.101962	0.186509	0.202686	0.20253	0.202783	0.0915763	0	0	0	0	0	0.099856	0.190357	0.172357	0.261229	0.266515	0.372205	0.313651	0.159189	0.0991981	0.0149938	0.0425653	0.0625965	0.0663751	0.23059	0.46051	0.322876	0.25548	0.0662842	0	0.0201791	0.0844346	0.325794	0.335816	0.689655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.1d2d8a11-2856-4a11-b3ab-c0927aa2c890.fc.signal	2.40822	0.32884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215956	0.91617	1.12885	1.40371	1.20738	1.22374	1.05687	0.41228	0.716578	0.903083	0.893108	0.283964	0.454817	0.234457	0.65441	0.415552	0.824554	1.14112	0.511844	0.49081	0.925988	1.24589	0.224551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.08293706-8e8b-4758-95ec-77deb87e4257.fc.signal	0.33539	0.430881	0.468902	0.275225	0.0847432	0	0.022581	0.0940873	0.168876	0.261584	0.0829202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215452	0.131284	0.162982	0.247716	0.241483	0.344462	0.237482	0.189682	0.257302	0.118899	0.314084	0.274187	0.283107	0.245341	0.212764	0.153623	0.145954	0.150236	0.0544555	0.193064	0.307166	0.24764	0.188667	0.0544388	0	0.170588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004703.3.ff0deec0-0a6b-4d27-8ce7-758715469921.fc.signal	1.96229	1.55426	1.11586	0.343471	0	0	0	0.258986	0.749575	0.781866	0.24099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426968	1.16713	1.51819	2.33615	2.58288	1.85033	2.19383	1.00578	1.37122	1.69091	0.796218	0.0752711	0.225851	0.617711	1.40186	1.12187	0.260979	0.503958	0.656602	0.573402	0.762868	0.483495	0.80794	0.544413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.c81f88e2-7199-4952-a0ac-fbf221a68e22.fc.signal	0.900186	0.819132	1.15485	1.04216	0.560535	0.362549	0.51496	0.538098	0.427267	0.189174	0.21036	0.10844	0.039844	0	0	0	0	0	0	0	0	0	0	0.119619	0.16465	0.166498	0.168323	0.248254	0.21903	0.250887	0.912357	1.60013	1.30575	0.836392	0.623161	0.538652	0.531376	0.489836	0.774864	0.848543	0.900209	1.18248	1.26013	0.824908	0.740228	1.34536	1.93155	1.36798	0.180209	0	0.115385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000953.7.d1230a6c-251f-4531-9280-d78355c8285e.fc.signal	3.12479	2.35198	0.330813	0	0	0	0	0	0.224168	1.1643	0.835578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635661	0.972341	0.977573	0.702236	1.92292	1.04562	0.575793	0.59141	0.683152	0.91441	0.53214	0.797919	0.453008	0	0	0	0	0	0	0	0	0	0.0920722	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.bdf8440d-f4c1-4471-9c29-b1cf45563873.fc.signal	0.213761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114515	0.484246	0.91631	0.534435	0.201546	0	0	0.345129	1.05678	0.470334	0.644415	0.232084	0.647481	0.455018	0.538485	0.518754	0.183224	0.406147	0.88576	0.206127	0.45806	0.406147	0.186278	0	0.142857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.c6a7774b-6eaf-490c-a1c8-9eecf570b062.fc.signal	2.1774	3.97845	2.67054	0.363258	0	0	0.145007	1.6037	2.62446	2.53632	2.25484	0.750622	0.42649	0.0938278	0	0	0	0	0	0	0	0	0	0	0.170596	0.85298	0.85298	0.584901	1.04067	2.99977	6.53523	6.15933	3.89708	2.08705	0.373834	0.525106	1.25937	1.53	0.800738	0.806009	0.566979	0.439992	0.644069	0.543578	0.0171836	0.312552	0.316407	0.393361	0.230305	0.620051	0.26175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.342e70ad-a023-4cf1-9866-19dd652b1429.fc.signal	0.822308	0.659564	0.368351	0.714343	0.244868	0	0	0.216212	0.890406	0.295025	0.927165	0.866833	0.299305	0.092033	0.330836	0.61976	0.616366	0.40636	0.185682	0.0130553	0	0	0.0249186	0.243619	0.363262	0.509153	0.51058	0.404623	0.201484	0	0.289802	1.02967	1.14981	1.05566	1.41703	0.76678	0.593102	0.32523	0.717951	0.37994	0.270677	0.544651	0.475773	0.359228	1.1955	1.61497	0.486455	1.16772	0.680314	0.750022	0.512397
