	chr2:73077151-73077300	chr2:73077301-73077450	chr2:73077451-73077600	chr2:73077601-73077750	chr2:73077751-73077900	chr2:73077901-73078050	chr2:73078051-73078200	chr2:73078201-73078350	chr2:73078351-73078500	chr2:73078501-73078650	chr2:73078651-73078800	chr2:73078801-73078950	chr2:73078951-73079100	chr2:73079101-73079250	chr2:73079251-73079400	chr2:73079401-73079550	chr2:73079551-73079700	chr2:73079701-73079850	chr2:73079851-73080000	chr2:73080001-73080150	chr2:73080151-73080300	chr2:73080301-73080450	chr2:73080451-73080600	chr2:73080601-73080750	chr2:73080751-73080900	chr2:73080901-73081050	chr2:73081051-73081200	chr2:73081201-73081350	chr2:73081351-73081500	chr2:73081501-73081650	chr2:73081651-73081800	chr2:73081801-73081950	chr2:73081951-73082100	chr2:73082101-73082250	chr2:73082251-73082400	chr2:73082401-73082550	chr2:73082551-73082700	chr2:73082701-73082850	chr2:73082851-73083000	chr2:73083001-73083150	chr2:73083151-73083300	chr2:73083301-73083450	chr2:73083451-73083600	chr2:73083601-73083750	chr2:73083751-73083900	chr2:73083901-73084050	chr2:73084051-73084163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.837042	0.782166	0.55309	0.358931	0.224299	0.405315	0.476022	0.36412	0.403628	0.506568	0.481148	0.782399	0.607699	0.488748	0.41342	0.200242	0.285712	0.571203	0.405722	0.416107	0.483619	0.418166	0.294064	0.359304	0.547457	0.359627	0.207217	0.191215	0.312362	0.744595	0.640865	0.112654	0.21489	0.666503	0.886999	0.628954	0.377514	0.394413	0.469616	0.404593	0.344466	0.38101	0.409496	0.565862	0.403447	0.427139	0.620064	0.390141
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	1.37404	1.30503	1.57904	1.15539	0.884472	0.791678	0.910251	1.83195	1.86221	2.57286	1.10437	2.60438	1.25673	1.02093	1.4293	1.15011	0.797334	2.61112	1.09001	2.29823	4.52925	1.57426	2.36387	2.54595	2.49182	2.7501	2.23037	1.26586	1.41447	1.6127	4.74484	2.47237	0.994586	1.62401	2.04179	0.992644	2.01315	3.08764	2.0668	3.32515	2.3816	1.74316	0.908557	2.81504	2.57354	0.916647	1.66402	0.620098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.618746	0.734844	0.32617	0.169188	0.38851	0.942234	0.741224	0.466163	0.649709	1.24152	1.3326	1.02942	0.971777	1.36217	1.41853	0.97444	0.67598	0.824667	1.26974	1.17285	0.852941	0.925067	1.38181	1.98305	1.79098	1.47214	1.97965	2.14747	1.43313	1.02218	1.19068	0.579091	0.209413	0.36392	0.688191	0.554266	0.640431	0.932266	0.984279	1.12275	1.16196	0.97189	0.486325	1.17383	1.36461	1.14725	1.47823	0.473934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.249991	0.98176	0.593361	0.885541	1.13362	1.32964	0.791319	1.15116	2.15373	2.19375	0.796169	0.499894	0.693836	0.421639	0.0853952	0.0960696	0.966037	1.34237	0.768557	1.00606	0.224162	0	0	0.344249	1.50518	0.701863	0.253517	0.397621	0.442988	0.735782	0.643132	0.812312	0.549732	0.309558	0.491022	0.165453	1.79612	1.80412	1.19553	0.557054	0.0160561	0	0.306378	1.05931	0.461586	0	0.456967	0.387555
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	2.9974	2.29122	0.44049	1.17291	1.26598	0.255789	0.881047	1.57205	1.47142	1.5472	1.39374	0.832175	0.637846	1.13501	1.31634	0.615564	1.75117	1.25926	1.35553	2.32838	3.40493	2.14497	2.67264	2.60058	1.87725	1.57539	1.18092	1.83398	1.77017	2.26436	1.05545	0	0	0	0.222811	0.443678	0.0826501	1.30393	0.670959	0.299089	0.145961	1.18487	0.359271	0.467415	0.345331	0.685826	1.13218	0.33526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.81584	1.62938	1.30642	2.22599	1.55057	0.880815	1.33138	0.644155	0.927215	1.01224	1.36383	2.28723	0.986921	0.545745	3.51434	4.14857	4.304	3.22992	0.602741	2.12882	4.30785	4.48172	3.36514	2.40701	3.93854	3.35278	3.96011	6.32848	2.71608	1.37926	0.850544	0.832522	2.11168	1.8622	0.914874	1.42949	0.494523	0.853809	0.853222	0.529346	1.46063	0.0672966	0.57794	0.343748	0.936018	0	0.854075	0.365055
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	2.62224	2.92355	2.79257	2.6324	3.48768	3.15103	3.07663	5.57745	5.48345	3.6858	2.44764	2.02305	2.69274	4.13057	3.22435	3.4163	5.00404	4.22548	2.4663	3.7617	2.89698	4.32301	5.79403	7.36524	9.34478	3.15607	2.24763	4.32584	6.35361	5.26571	8.93206	6.19099	5.09748	6.28342	7.42156	7.25308	9.34463	6.99746	7.43435	7.06079	12.7598	9.17466	7.79592	10.9655	13.2209	16.2603	13.4125	0.452489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.745947	1.24974	0.854162	0.949837	1.91387	1.36147	0.740566	1.20646	0.735635	0.447625	0.520986	0.619735	0.360318	0.491129	0.827645	1.08027	1.4466	1.04888	0.994436	1.01001	0.830375	0.426176	0.622253	0.249407	0.870808	0.555688	0.718554	0.834126	0.933458	1.4389	0.444331	0	0.121589	0.806973	1.28031	0.767671	0.516099	0.921968	0.93385	1.37143	1.13588	0.468198	0.743209	0.788799	0.866933	1.29642	0.905282	0.48951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	2.87789	1.93135	1.32513	0.541803	0.64971	1.2421	1.10659	0.807205	1.35742	1.98225	0.574509	0.218528	0.851389	2.11827	2.59227	3.55682	0.955497	2.5179	1.37307	0.424893	0.86805	1.8964	1.50573	1.94523	2.8369	2.62599	2.7583	1.46521	0.727174	1.2376	0.678205	0.683382	0.591662	1.07464	0.586435	0.639733	0.620932	0.14582	0.151405	0.808029	1.23354	0.661003	0.652579	0.808285	0.434738	0.412243	0.294748	0.250639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	0.793206	0.34779	0.0632615	0.0481394	0.416199	0.459035	0.457152	0.211595	0.117974	0.179234	0.585431	0.67764	0.25823	0.168367	0.661553	0.380916	0.602509	0.841118	0.674031	0.263976	0.0506688	0.303701	0.291671	0.152568	0.331585	0.424823	0.317295	0.10942	0.0280996	0.35	0.212018	0.268268	0.378521	0.47626	0.422007	0.698761	0.561804	0.260109	0.592344	0.66383	0.570984	0.284265	0	0	0.19703	0.897074	0.798752	0.122642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0.316227	0.537143	0.638899	0.561442	0.23646	0.399267	0.910636	1.05818	0.495935	0.856888	0.461571	0.965136	1.19623	0.924418	0.606547	0.141261	0.499098	0.551293	0.314785	0.406956	0.46989	0.54514	0.403117	0	0.374697	0.101337	0.248771	1.08108	0.555901	0.428462	0.1643	0.549758	0.66489	0.134832	0.55588	0.705087	0.854487	1.04316	0.720393	0.266716	1.1456	1.39522	0.924452	0.179638	0.190421	2.00395	1.57626	0.69906
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	1.04823	0.790846	0.704313	0.38772	0.53565	0.691452	0.20167	0.399617	0.398864	0.363838	0.449058	0.234105	0.133118	0.71004	0.868449	0.507099	0.849434	0.326668	0.435445	0.864509	1.23775	1.01842	0.528649	0.451585	0.413008	1.03311	0.55017	0.56628	0.589981	1.08679	0.259074	0.717202	0.204783	0.0461298	0.484383	0.37498	0.264219	0.106038	0.796227	0.712622	0.377876	1.19186	0.945053	0.66668	0.432926	0.942666	0.36973	0.335968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	0.974127	1.34864	0.335251	0.463391	0.127927	0.248976	1.03796	1.81965	0.203266	0.487504	0.871847	0.584926	0.233453	0.480103	0.204504	0	0.664038	0.537673	0.693923	0.172335	0.0640237	0.849436	0.526163	0.418187	0.904484	0.471193	0.0597428	0.466453	0.664026	1.10511	0.521601	0.456872	0.601512	0.245629	0.514935	0.355844	0.950135	0.221068	0	0.0469862	1.0974	0.319234	0.450369	0.557598	0.352937	0.449464	0	0.82684
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0.849656	2.11813	1.17462	0.505395	0.420811	0.829313	1.75972	1.19814	1.34538	1.14836	0.193211	0.81048	0.763705	1.15564	0.884206	0.800247	1.57575	1.49971	1.19408	0.421721	0.545401	1.12016	0.621585	0.570281	1.23661	0.398842	0.496021	0.595082	0.542812	0.0395763	0.468578	0.111064	0.495443	0.36126	0.130798	1.03612	0.89195	1.23044	1.34055	1.05368	0.917669	0.925091	2.26949	0.920188	0.786698	1.07926	1.2187	0.880952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0.682758	0.440682	0.605551	0.865443	0.596366	0.230307	0.961261	0.573278	0	0	0	0	0	0	0.536397	0.929937	0.854174	0.287312	0.349863	1.0869	1.20026	0.397099	0.554563	0.183323	0.29737	0.302512	0.320929	0.263095	1.33017	0.486362	0.33496	1.66894	0.705304	0.641556	0.53671	0.326366	0.430761	1.00681	1.65964	0.794529	1.54531	0.437764	0.00439533	0	0.210187	0.628755	1.03626	0.602978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0.286387	0.503777	0.552044	0.551269	0.0709489	0.191702	0.140802	0.587735	0.804622	0.996528	1.34332	0.496892	0.272222	0.549519	0.730772	0.594768	1.15502	1.16937	0.632325	0.164814	0.200756	0.540538	0.262257	0.6958	0.514178	0.164089	0.706885	0.63454	0.857868	1.08086	0.251667	0.140088	0.247864	0.879773	0.880975	0.532647	1.07067	0.565832	0.611822	0.302268	0.59436	1.14631	1.23767	1.98311	0.74856	1.53276	1.36133	0.294766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0.616695	0.980668	0.754556	0.55268	0.45312	0.0780429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101095	0.181321	0.281294	0.0019596	0	0.0369164	0.171277	0.270556	0.0929703	0.181508	0.230339	0.0405795	0	0	0.249294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	1.02661	0.713072	0.790779	0.704778	0.462305	0.248106	1.12612	1.04052	0.115615	0.25269	1.32464	0.996826	0.401502	0.00196847	0.166504	0.285421	0.527632	0.309674	0.526306	0.434917	0.132842	0.146723	0.31071	1.34329	1.97271	1.30068	0.801758	0.34719	0.322144	0.320052	1.19522	0.75076	0.178597	0.331824	0.571911	0.944492	0.736522	1.0705	0.45999	0.428424	1.70128	1.20228	0.595377	0.734206	0.6703	0.745625	0.127574	0.698602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0.148134	0	0	0.334156	0.813538	1.59212	1.49837	0.749809	1.53412	1.08246	1.21432	0.0566836	0	0.373142	0.070776	0.661959	0.570955	1.59098	1.20339	1.22757	0.423171	0.323958	0.623208	0.6019	0	0.414137	0.416809	0.837373	1.16794	0.655055	0	0.386744	0.137121	0	0	0	0	0.535002	0.821974	0.634831	0	0	0.27752	1.4603	1.07573	1.36025	0.627128	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.c36bbd63-78f2-464a-952f-d221dd832d3f.fc.signal	0.243944	0.50117	0.191553	0.272138	0.582928	0.825453	0	0	0	0.376018	0.18471	0	0	0	0.228758	0.921275	0.76708	0.11076	0	0	0	0	0	0	0	0.136099	0.355301	0	0	0.0130813	0.871051	0.217711	0	0.18471	0.367221	0	0	0.574268	0.20229	0	0	0.408698	0.08246	0	0	0	0	0.279188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	1.88265	1.45174	1.56681	1.22367	0.736022	1.45042	1.52572	2.35881	2.36799	1.82461	2.01394	0.959081	0.633932	0.917331	1.22744	1.10577	0.987053	2.08235	1.90815	1.00909	1.63265	2.3444	3.30292	3.39598	2.3423	2.95517	3.95648	3.85977	2.68486	1.12054	1.467	1.25854	1.57384	1.86919	1.18526	1.49711	1.74864	1.05512	1.97582	2.23441	1.33314	1.33231	1.33959	1.287	2.08177	2.98461	3.61161	0.261625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.634817	0.649435	0.401559	0.498203	0.381801	0.434197	0.432655	0.693983	0.789946	0.667213	0.547835	0.283416	0.209302	0.251455	0.263025	0.239113	0.391071	0.422698	0.653329	0.293879	0.345561	0.227543	0.202089	0.102587	0.379501	0.332357	0.437457	0.634816	0.585949	0.702694	0.341996	0.429263	0.661666	0.923296	1.1963	1.04902	0.776743	0.715807	0.742032	1.20169	0.610905	0.690353	0.688811	0.781371	0.966468	1.24642	1.38623	0.360042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0.208251	0.273291	0.148531	0	0.216782	0.363799	0.209538	0.205812	0.0479457	0	0	0	0.115649	0.250382	0.290083	0.0201675	0.420995	0.19657	0	0.367565	0.414518	0.004881	0.0271019	0.127614	0	0	0	0	0.0140498	0.192519	0.0926123	0.0568216	0.233254	0.0111205	0.216384	0.252859	0.0266313	0	0.0273597	0.257673	0.123833	0.0396694	0.0777472	0	0.287749	0.266896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.598107	0.807965	0.314682	0.189155	0.306811	0.465576	0.524272	0.49787	0.653128	1.01002	0.806405	0.256477	0.201587	0.435609	0.558617	0.541818	0.492577	0.477998	0.37026	0.760848	0.728343	0.577034	0.532361	0.573067	0.666329	0.849525	1.08402	1.48572	1.48966	1.05255	0.446043	0.0341917	0.0974034	0.318012	0.435045	0.743024	0.698172	0.436521	1.30682	1.30474	0.550839	0.419931	0.385123	0.390038	0.464013	0.38005	0.257927	0.461538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.d83c61fb-c563-40ff-afb5-9fc097a52b75.fc.signal	1.54839	1.43935	1.21559	1.49417	1.01919	1.18784	0.699387	2.13811	1.77274	1.28614	0.938676	2.85431	2.52691	3.35157	1.15898	2.75019	2.9624	0.299453	0.139866	1.82836	1.99819	2.71416	5.31535	1.37381	0.700849	1.28389	1.34885	1.25891	0.834228	1.86339	0.314708	2.54276	2.35295	3.27215	2.73885	0.685545	0.789303	1.33886	1.76028	1.78905	0.787836	3.75425	1.50335	3.6723	4.74613	0.382685	1.86448	0.166337
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	2.34225	1.65138	1.27715	1.37931	0.29956	0.469546	1.34292	1.30905	1.1394	2.92718	2.41159	1.17414	1.77189	2.78654	1.29563	0.862042	1.67377	3.5541	2.39466	1.05868	1.34607	1.66368	2.39465	2.0569	0.521629	0.734766	1.63965	0.755192	1.07409	2.08505	0.905167	0.813342	0.450074	0	0	2.06693	4.96346	1.38757	3.7205	5.44965	3.45902	4.99094	2.97438	1.41168	1.34852	0.97801	1.12751	0.67402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.d793ab3e-d7c6-45e4-8372-b368878f1961.fc.signal	1.48898	1.25671	1.02514	0.602033	0.354632	0.826947	0.437244	0	0.345339	0.908574	0.213246	0.229795	0.378491	0.40475	1.21971	0.829907	2.34537	0.954747	0.0639032	0.213458	0.309	0.216931	0.38397	0.329932	0.681303	0.508117	1.55735	1.38998	0.256357	0	0.0480223	0.684419	0.437472	0.927224	0.281805	0.478479	0.5952	0.55575	1.01368	0.872352	0.527183	0.33481	0.0628873	0.269992	0.895546	0.558655	1.37979	0.235714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.65d6531d-7428-4454-855d-d39b585d5301.fc.signal	1.20918	0.792566	0.538935	1.48273	0.881053	0.735004	1.22413	1.08004	0.722602	0.672834	0.941106	0.718203	0.263369	0.795851	0.917022	0.857194	0.74464	0.881199	0.923741	0.821778	0.834791	0.721184	0.217547	0.141879	0.578947	1.18313	1.93725	1.69417	1.15535	1.18001	0.754158	1.02356	0.561657	0.461966	0.680343	0.823102	1.7073	1.56427	0.974993	1.3132	1.88991	1.94243	1.78318	1.77832	2.77766	3.0564	2.2214	0.425287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0.147969	0.685298	0.201972	0.24509	0.695074	0.277916	1.14207	0.322726	0.848618	0.934118	1.06196	0.783417	1.15534	0.469635	0.423054	1.10239	1.01534	1.70938	1.24735	0.729193	1.22934	1.94357	2.4089	1.50058	2.02819	1.6723	0.960587	1.70715	2.19989	1.29405	0.382044	0.315587	0	0	0.385583	0.585531	1.32636	0.632113	0.288669	1.11731	0.410641	0.444097	0.54829	1.03704	0.503767	0.0074662	0.175092	0.695312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.4655431f-8c56-4476-831c-eb227cec568c.fc.signal	1.40272	2.47959	0.772856	1.28623	1.20399	1.27078	2.46397	2.87823	2.76164	2.35457	3.28838	2.234	0.828644	1.45553	2.28775	3.39115	2.84918	2.62559	1.08824	2.78066	1.44256	1.67587	2.17057	2.59752	2.84361	2.32782	1.62754	2.6869	2.07955	3.66301	4.98533	3.22954	3.96698	2.59969	3.57934	7.98783	11.7022	7.50872	10.0991	11.286	14.6126	9.57806	10.5411	10.9081	13.2282	8.1555	10.4246	0.730924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.41bb4ab6-1e8d-4527-bfe1-5ddf65dcaa7f.fc.signal	0	0	0	0	0.262753	1.19539	0.124765	0	0	0	0.476148	0.543133	0.76687	1.03492	0.898239	0.959974	0.297768	0.593847	0	0.341715	0.487242	0.736504	0.651206	1.05235	0.165984	0.856342	0.240524	0	0	0	0.493153	1.18544	0.861367	0	0	0	0	0.238324	0.354305	0.194323	1.36261	0.333653	0	0.558903	0.574755	0	0	0.409502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.147537	0.151197	0.130816	0.457543	0.803539	0.788719	0.392747	0.51958	1.01474	0.66473	0.229265	0.273191	0.274176	0.119235	0.411038	0.630577	0.424448	0.36592	0.45372	0.46345	0.400063	0.880611	0.8484	0.921958	0.719155	0.518371	0.495184	0.912294	0.922048	0.375663	0.197542	0.286611	0.79202	0.686978	0.636158	0.425671	0.233419	0.372017	0.392744	0.442061	0.18107	0.284277	0.716277	1.13119	0.784251	0.577619	0.535903	0.283412
