	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506934	chr19:54506935-54506984	chr19:54506985-54507044	chr19:54507045-54507134	chr19:54507135-54507184	chr19:54507185-54507284	chr19:54507285-54507354	chr19:54507355-54507434	chr19:54507435-54507584	chr19:54507585-54507664	chr19:54507665-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508844	chr19:54508845-54508884	chr19:54508885-54508934	chr19:54508935-54509084	chr19:54509085-54509164	chr19:54509165-54509194	chr19:54509195-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509494	chr19:54509495-54509534	chr19:54509535-54509554	chr19:54509555-54509614	chr19:54509615-54509684	chr19:54509685-54509834	chr19:54509835-54509904	chr19:54509905-54509984	chr19:54509985-54510034	chr19:54510035-54510064	chr19:54510065-54510134	chr19:54510135-54510194	chr19:54510195-54510244	chr19:54510245-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510484	chr19:54510485-54510584	chr19:54510585-54510734	chr19:54510735-54510834	chr19:54510835-54510884	chr19:54510885-54510954	chr19:54510955-54511034	chr19:54511035-54511184	chr19:54511185-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.e9be263a-2a4a-4fbf-9846-1e223e21eceb.fc.signal	4.9093	2.39686	1.2948	0.25593	0.272984	0.872896	0.76768	1.2027	3.1073	5.14665	6.02544	4.97715	3.10729	1.39032	1.32131	1.0369	1.9158	1.5848	0.307051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511784	1.02361	0.706921	0.25593	0.076779	0	0	0	0	0	0.0219369	0.25593	0.345507	0.235678	0.045387	0	0	0	0.620968	0.479371	0.121373	0.25593	0.160377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.3cd86255-36f1-4b55-a6a7-d6b5647cff3a.fc.signal	11.1021	6.20124	3.64929	2.13822	1.70021	0.893251	0.814682	1.33907	1.75253	2.79969	4.7176	4.25702	3.1911	3.37894	4.03147	2.89113	2.80244	3.60489	5.28836	3.65667	0.479803	0.01195	0	0	0	0	0.116512	0.274706	0.539897	0.49738	0.361338	0.220947	0.402112	0.853228	2.07928	2.03583	0.900387	0.047788	0	0.078505	0.67487	1.15152	1.19454	0.948155	0.399283	0.680866	0.972377	1.84199	1.82798	1.04049	0.332349	0.610732	1.16173	2.55233	5.03963	6.59198	0.579742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.09e06815-2793-4e11-8820-4681b880b4c1.fc.signal	3.72686	4.94525	7.47585	4.18011	1.3189	0.052588	0	0	0	0.289234	1.26017	2.26751	1.2807	1.7467	2.28195	1.63524	0.23314	0.744911	1.74918	1.5669	0.013147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234893	0.52588	0.052588	0	0	0	0	0	0	0	0	0.0578432	0.970069	0.350536	0	0	0	0	0	0	0	0	0.711297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.68af8a6c-0e3d-475b-8b36-e8635e2eb67e.fc.signal	0.801552	0.554615	1.36222	1.82851	1.82851	0.822811	0	0	0.40486	0.9142	1.52374	0.9142	0.11754	0.316923	1.02643	0.873844	0.876918	0.681105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86849	0.9142	0.597277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9142	0.9142	0.9142	0.0571375	0	0.0155207	0.437682	0.347549	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.6ccbc7fb-c4ab-455f-9ca2-ab402f33bf16.fc.signal	4.98304	6.77458	6.54077	4.12392	0.859105	0	0	0	0	0	0.198416	0.797443	0.178766	2.25981	1.9239	1.11548	0	0.385873	1.72985	1.39318	1.16897	0.105647	0	0	0	0	0	0	0	0	0	0	0	0.006037	1.17177	0.380256	0	0	0	0	0	0	0	0	0	0	0	0	0.301124	0.590556	0.355475	0	0.0507108	0.625307	0	0	0.642202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.719bf6dc-a72b-46ff-9660-2f00ca7238e3.fc.signal	0.11994	0.104224	0.502705	0.578345	0.434352	0.151323	0.08404	0.269012	0.3363	0.35099	0.536884	0.516995	0.477976	0.372149	0.726275	0.634372	0.26676	0.143472	0.712815	0.438242	0.12606	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10312	0.513995	0.659864	0.383357	0.16808	0.0984469	0.193313	0.3363	0.3363	0.262704	0.050424	0	0	0.0960798	0.333875	0.300564	0.411172	0.628737	0.619808	0.30265	0.30769	0.23918	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.f408b983-67f5-4319-bdfc-18075038ed07.fc.signal	5.66912	9.36705	5.70594	3.27075	2.03237	1.77758	2.25398	4.69982	7.41491	11.1231	10.8571	8.05808	6.0642	3.59279	5.5555	3.02266	3.95872	5.86588	5.85166	4.28934	2.06792	0.195534	0	0	0	0	0	0.0391072	0.35552	0.35552	0.319968	0.35552	0.586602	1.33573	2.1805	1.83853	1.26653	0.455063	0	0	0	0	0.239976	0.568826	0.71103	0.853238	0.771468	0.255972	0.0675488	0.35552	0.35552	0.204424	0.0379221	0.976486	1.11853	0.925689	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000142.3.a0b17085-db21-404e-b32b-6ced8ad38877.fc.signal	4.26189	4.32006	2.65478	1.58023	1.55389	0.468213	0	1.28525	2.43806	3.0551	2.22636	2.85099	1.91132	1.00432	1.16482	2.13755	3.71177	4.06644	2.51431	0.0140464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161534	0.52674	0.52674	0.147487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667204	0.52674	0.213825	0.387097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.194197dc-d3ad-4faf-839a-1e28c390e1c7.fc.signal	0.51326	0.643422	0.600633	0.295422	0	0.307867	0.62265	0.61331	0.062266	0	0.348686	0.62265	0.320224	0	0	0	0.668275	0.950503	0.0415102	0	0	0	0	0	0	0	0	0	0	0	0.0544827	0.31133	0.747118	1.20959	0.74089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581145	1.16503	0.739347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.a169f921-cefd-41e3-aba6-62149b95f327.fc.signal	1.60624	0.156027	1.16354	1.22864	0.7974	0.70773	0.70773	0.32834	0.667322	1.51458	1.33432	0.858549	0.694815	0.99197	0.827374	0.662609	0.773448	0.997809	0.390882	1.48276	0.627497	0.0424575	0	0	0	0	0	0	0	0	0	0	0	0.149612	0.658827	0.239237	0	0	0	0	0	0.05661	0.28305	0.28305	0.0606536	0	0.067932	0.228327	0	0	0	0	0	0.254769	1.15485	2.18327	0.474252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.fe2297ab-7a22-4ba1-b2e8-9748d9ff6f48.fc.signal	5.87871	4.40057	1.85675	1.37006	1.41072	0.474213	0	0.243884	1.63954	5.45599	9.70431	10.0882	8.92167	7.89667	4.05462	4.23536	6.70991	8.32949	6.62753	5.70306	2.78966	0.313833	0	0	0.0134513	0.3587	0.609722	1.36648	1.57093	0.811796	0.654487	0.573818	0.980272	2.61304	6.83353	7.63418	2.59576	0.882232	0.71723	0.466254	0.418424	1.29115	2.05326	2.12052	0.947857	0.129132	0.308482	0.188915	0	0	0	0	0	0.461022	1.08699	1.23049	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.7d5e4bbb-c134-4315-817d-269727d9d89c.fc.signal	1.30893	2.07044	0.84031	0	0	0.0962733	1.50735	2.00114	0.606454	3.27978	6.08896	3.32668	2.28407	3.4732	1.75343	1.61683	4.66713	3.80723	3.79588	3.6937	0.649737	0	0	0	0	0	0	0	0	0	0	0.2816	0.43323	0.43323	1.24461	1.86873	0.12995	0	0	0	0	0.545786	0.86627	0.806727	0.049512	0	0	0	0	0	0	0	0	0.0961338	1.22252	0.291393	0.887324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.e3f14527-a39d-40b4-9738-20c86afa593c.fc.signal	8.36198	5.88102	3.79078	2.26972	1.38138	0.828978	1.34502	1.75089	1.44108	1.23306	3.69308	4.46518	3.45071	5.35485	5.80678	5.06219	3.85383	4.72541	6.80048	4.6831	1.48862	0.433451	0.0446726	0	0.0459865	0.13139	0.246234	0.405855	0.5517	0.638887	0.430162	0.361183	0.288923	0.429678	2.34942	2.94225	1.47767	0.801223	0.0437967	0.127636	0.376524	1.14535	1.29049	1.279	0.568564	0.604211	1.47244	1.83103	1.04556	0.675194	0.587366	0.681389	1.72768	3.0272	3.74788	4.08486	0.612133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.fedd976d-b28a-4be3-ac2b-5bf744440420.fc.signal	0.268955	0.260447	0.072912	0	0	0	0	0	0	0.0512662	0.228792	0.186046	0.08463	0.120475	0.35487	0.34415	0.208623	0.0373423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235851	0.301492	0.0341775	0	0	0	0.06076	0.458583	0.60731	0.60731	0.275522	0.161006	0.37345	0.388983	0.110682	0	0	0	0	0.0165009	0.298274	0.863042	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.99d1607d-4a89-46a3-95ed-97767dd51f51.fc.signal	6.9847	5.72897	3.88679	0.46451	0	0	0	0	0.0553003	1.83867	4.00847	3.14505	1.60367	4.27514	8.54166	3.802	7.3202	5.83205	3.73317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112905	1.29034	1.08389	0.490329	0	0.369048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.d5373538-03e5-4aea-a61c-f80d029c4d74.fc.signal	2.72222	2.48212	2.52528	1.83161	0.901893	0.200391	0.869537	1.53093	1.2884	1.19097	1.15628	1.31817	1.51307	2.27556	0.940832	0.954078	2.37809	4.87793	3.9375	0.542682	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158551	1.0237	1.2884	0.630187	0	0	0	0	0	0	0	0	0	0	0.319829	0.915798	0.258966	0.852299	1.84433	0.653671	0.681425	0.765404	1.93243	0.602679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.dcad099b-2714-4a20-92d0-2cd9bce288ab.fc.signal	8.29733	4.75359	2.36956	2.19242	1.18895	0.683086	0.57998	1.43255	3.33087	6.88747	15.9577	14.471	6.37171	6.37609	8.14018	7.80897	7.28866	5.53081	1.44608	2.66417	1.67232	0.449485	0	0	0	0	0	0	0	0	0	0	0.318989	1.95546	1.82121	0	0	0	0	0	0	0	0	0	0	0	0.307388	1.13675	0.133395	0	0	0	0	0	0.730769	1.03936	0.523379
