	chr3:55983477-55983566	chr3:55983567-55983626	chr3:55983627-55983666	chr3:55983667-55983776	chr3:55983777-55983926	chr3:55983927-55984076	chr3:55984077-55984226	chr3:55984227-55984276	chr3:55984277-55984376	chr3:55984377-55984446	chr3:55984447-55984526	chr3:55984527-55984566	chr3:55984567-55984676	chr3:55984677-55984826	chr3:55984827-55984976	chr3:55984977-55985126	chr3:55985127-55985276	chr3:55985277-55985426	chr3:55985427-55985576	chr3:55985577-55985676	chr3:55985677-55985726	chr3:55985727-55985876	chr3:55985877-55986026	chr3:55986027-55986176	chr3:55986177-55986326	chr3:55986327-55986376	chr3:55986377-55986476	chr3:55986477-55986536	chr3:55986537-55986626	chr3:55986627-55986696	chr3:55986697-55986776	chr3:55986777-55986926	chr3:55986927-55987076	chr3:55987077-55987226	chr3:55987227-55987376	chr3:55987377-55987526	chr3:55987527-55987676	chr3:55987677-55987826	chr3:55987827-55987976	chr3:55987977-55988126	chr3:55988127-55988276	chr3:55988277-55988316	chr3:55988317-55988426	chr3:55988427-55988488	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.6e43a1d4-827b-4226-ab35-bcd9e4427ba9.fc.signal	0	0	0	0	0	0	0	0	0.460052	0.84413	0.84413	0.812475	0.675306	0.84413	0.163199	0	0	0	0	0	0	0.377047	0.838503	0.219476	0	0	0.0464277	0.42207	0.806614	0.84413	0.548688	0.0647174	0	0.740024	1.67139	0.458646	0.19978	1.44347	1.20993	0.0168828	0.135062	0.654204	1.55781	1.65423	0.465649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.61dbfaab-48a0-49aa-b249-2516c02981de.fc.signal	0	0.126261	0.273046	0.271379	0.223614	0.176905	0.409539	0.0258192	0.170851	0.561266	0.800472	0.89822	1.03208	1.10034	0.112781	0.372474	0.15657	0	0.112503	1.09917	2.13654	1.46518	0.795304	1.69909	1.23373	1.02308	0.84316	0.236256	0.396121	0.438264	0.794055	0.894453	0.493131	0	0.682881	0.464538	0.301264	0.546178	0.932526	0.302301	0.0630152	0.474921	0.841059	0.778694	0.590046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.651f7635-fa04-4a73-ad9d-b88c234511f0.fc.signal	0.33089	0.331477	0	0	0.375563	0.356053	0.102418	0.73164	0.534279	0	0	0	0	0	0.252314	0.431713	0.0791503	0	0	0	0	0	0	0.573663	0.126788	0	0	0.292584	0.711312	0.378941	0	0.156046	0.504099	0.250901	0.615837	0.942344	0.129237	0	0	0.338299	0.191034	0	0	0	0.412281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8f250bd6-ace7-4938-8056-c658c54331a9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228856	0.93561	0.417325	0	0.0656279	0.50483	0.891859	0.477904	0	0	0	0	0	0	0	0	0	0	0	0.891858	0.689928	0	0	0	0	0.122835	0.375051	0.615316	1.06564	0.502841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.986e393c-de82-4afc-818b-4cc2a632dc28.fc.signal	0	0.119052	0.537314	0.526522	0.7251	0.34887	0	0	0.20629	0.410963	0.297864	0	0.38988	0.680533	0.358333	0.276953	0.665122	1.34759	0.437883	0.477871	0.652571	2.10145	2.53979	1.55123	0.575162	0	0.131873	1.05324	1.64857	1.10693	0.0343419	0	0.0349	0.360696	0.579168	0.249019	0.337185	0.434243	0.200974	0	0.248708	0.595313	0.465769	0.388498	0.68491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.486b8afb-6747-4d4a-93ee-788cf88097fc.fc.signal	0	0	0	0	0	0.306956	0.0693253	0	0.19674	0.291603	0.201233	0.164063	0.261272	0.385756	0.192254	0.164076	0.0380058	0	0	0	0	0.127173	1.05299	0.513296	0	0	0	0	0	0	0	0.400195	0.28275	0.402498	0.222859	0.450468	0.310232	0.502388	0.0599323	0	0	0	0.157354	0.474955	0.479705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.d770a09a-2cad-4524-8aaf-69b927e47c59.fc.signal	1.10613	1.71837	1.73574	0.703271	0.615207	0.446384	1.36114	0.982282	0.900346	0.93863	0.580773	0.42914	0.720541	1.25597	1.95045	1.09541	0.995488	0.371945	0.700152	1.30747	0.690036	0.684644	0.7649	0.221199	1.06176	0.445775	0.605777	0.819955	1.28308	0.744922	0.559094	0.709403	0.619213	0.691664	1.4447	1.22985	0.207115	0.179159	1.00047	0.406837	0.748155	0.605059	0.77389	0.946768	0.651786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.b81732b7-0852-42a0-916a-8784920a02a3.fc.signal	1.50899	1.41322	1.48292	0.57116	0.425275	0.376242	0	0	0	0	0.249833	0.643856	0.64234	0.258347	1.57957	0.468692	0	0.292809	0.340979	0.314577	0.63574	0.637739	1.22151	1.44491	1.63361	1.11025	2.06467	2.34163	2.19824	0.734234	0.527014	0.671944	0.855975	0.0936192	0.598138	0.0456312	0	0	0	0.0814303	0.762937	0.513868	0.185029	0.453865	0.653516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000099.3.e8d8915f-2a7b-434d-ae6f-f1c573d41250.fc.signal	0.967462	0.186059	0	0	0.0379253	0.69378	0.608413	2.13613	1.91629	0.76415	0.324063	0	0.399299	1.20445	0.602211	0	0.64269	0.58638	0.00813313	3.11926	3.63247	0.821955	0	0.328894	3.12254	0.46292	0	0	0.415036	0.859111	0.593859	0.339862	0.56212	0	0	1.55803	2.38771	0.499681	0.629771	0.625316	1.19783	0.427489	1.03965	1.28054	0.721212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000231.3.9f5b0463-4f76-4b11-9c3e-298af7f4a26f.fc.signal	0.318126	0.62243	0.62243	0.475308	0.0995872	0	0	0	0	0	0	0.163385	0.489454	0.578859	0.0975125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113254	0.409316	0.386204	0.113463	0	0.616822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.da9e495d-70d1-4135-9b7b-7d3c249e647d.fc.signal	0.252027	0.389351	0.377107	0.0929877	0.0656933	0.358841	0.451381	0.5437	0.14204	0	0.0800362	0.415953	0.457397	0.427039	0.159913	0.285373	0.209505	0.0202695	0.181336	0.0132958	0	0.29293	0.75384	0.155866	1.10934	0.72616	0.466061	0.572481	1.20606	0.786593	0.100333	0.380981	0.271411	0.5006	0.110097	0.0619759	0	0.18131	0.272555	0.409713	0.400102	0.443497	0.3234	0.515238	0.492308
