	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.743862	0.729053	1.01143	0.672145	1.30331	0.620953	0.458022	0.619901	0.494434	0.212631	0.149434	0.0230895	0.379258	0.353628	0.244066	0.330748	0.315837	0.193296	0.39912	0.449318	0.405212	0.482485	0.0698753	0.496568	0.245461	0.312075	0.189567	0.000649667	0.0614508	0.195342	0.205558	0.240926	0.235105	0.123219	0.416737	0.370459	0.364482	0.30889	0.882429	0.680181	0.570381	0.422699	0.328878	0.147113	0.142554	0.0751571	0.0701254	0.187431	0.758571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.160616	0.0371769	0	0	0.0361438	0.324504	0.13448	0	0.252736	0.251737	0	0	0.0801814	0.289946	0.36329	0.64718	0.147655	0.312629	0.393277	0.280007	0.210942	0.0101751	0	0.236569	0.2858	0	0	0	0.0378565	0.148194	0.05208	0.0867524	0.408054	0.386873	0.115251	0.527177	0.738343	0.614841	0.141973	0	0	0.240302	0.360769	0.729834	1.09809	0.380988	0.293187	0.751628	0.680796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	2.40367	2.90275	2.50393	1.21887	0.87293	1.49752	1.59531	0.925103	1.09345	0.939658	1.66556	0.511731	0.758408	1.12477	1.57728	1.48464	2.14189	0.936308	0.653352	2.10514	1.89614	2.11803	1.48119	1.27688	0.470455	0.878219	1.46868	0.947644	1.17227	2.53055	1.58395	2.74782	1.4643	1.96037	1.00387	1.13043	1.45667	1.00891	0.520739	0.50013	0.405555	0.545798	0.718207	0.631638	0.682386	0.933722	0.811333	0.765861	0.652993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.868302	1.00128	0.650731	0.532587	0.148819	0	0.216218	0.190651	0.389996	0.486162	1.38027	0.890331	0.0738144	0.262842	0.297304	0.417875	0.100809	0.588635	0.307998	0.382104	0.197392	0.246134	1.01371	0.404933	0.2676	0.0578994	0.573785	0.293601	0.0799475	0.400589	0.333353	0	0.144955	0.697788	0.309626	0.812877	0.341119	0.560079	0.435231	0.259985	0.229185	0.632022	0.612758	0.687823	1.08837	0.559972	0.731463	0.535736	0.682251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	0.5992	0.656489	1.78224	1.34514	0.941768	1.04116	0.334846	0.589262	0.499262	0.18571	1.11081	1.26858	1.0129	1.02779	0.677463	0.900504	1.20734	1.17636	0.311014	0.576651	0.853964	1.5359	0.0990073	0.305401	0.0879859	0.265966	0.107957	1.29384	0.630289	1.26628	1.34657	0.769005	0.663982	0.806035	1.29328	0.608932	0.717867	1.65999	1.22733	1.22517	2.34452	1.73531	1.77689	1.78283	1.30485	1.27197	1.4032	3.59354	0.741224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0	0	0.34559	0.176175	0.156933	0.34253	0.0217193	0	0	0.173806	0.6348	0.6012	0.467986	0.0389179	0.246265	0.209441	0.125298	0.0701191	0	0.0414677	0.226945	0.362723	0.27844	0.193334	0.0605493	0.123031	0.0560753	0.141856	0.00157867	0.0357788	0.251685	0.349286	0.0329245	0.559835	0.40082	0.0801636	0.385145	0.485788	0.531096	0.97845	1.00653	0.390829	0	0.133126	0.0815936	0	0	0	0.557647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.409dbfeb-ff68-4d68-8254-ea0d0437a94c.fc.signal	0.433204	0.398739	0.388726	0.377817	0.631426	0.0245581	0	0.0643276	0.153667	0.0332243	0.57564	0.600758	0.128568	0	0.193606	0.469071	0.00722267	0.220324	0.509561	0.502854	0.512401	0.252843	0.111849	0.0704413	0.119814	0.264528	0.684915	0.284849	0.551216	0.500661	0.271582	0.286052	0.445613	0.188453	0.239523	0.0731521	0.185866	0.474946	0.155866	0.173804	0.130735	0.286054	0.0310588	0.0671708	0.193572	0.312786	0.138679	0.536139	0.699857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.53d89d9f-5949-4fc0-a0f7-bbac9f0fea51.fc.signal	0.956861	1.79254	1.52262	1.34198	1.87441	1.57887	1.23893	1.03046	0.585897	1.30057	0.274745	0.495133	0.581601	0.422516	1.23727	1.05471	0.633526	0.613601	0.731003	0.632081	0.290776	0.107033	0.146565	0.245849	0.309753	0.694579	0.832255	0.376497	0.634154	0.575495	0.401607	1.23766	1.14095	1.20617	1.17091	0.925003	0.979934	0.310244	0.758196	0.308359	0.146936	0.54035	0.771669	0.959125	0.56837	0.558275	0.692779	0.56743	0.435897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.51e98f97-6119-4df6-b770-df4f0c759ed4.fc.signal	0.725221	0.966514	0.957507	1.28114	1.56429	1.06141	0.609571	0.906137	0.805654	0.984746	0.937338	0.767479	1.21942	1.23829	1.1875	0.968608	1.08734	0.955822	0.943266	1.27947	1.26753	0.99731	1.57587	1.65259	2.08763	1.90076	0.819782	0.705778	0.867243	1.3442	1.28829	1.17391	1.51199	1.45293	1.37247	1.01305	0.840219	1.19843	1.43133	1.27383	1.43276	1.18334	0.64228	0.8509	1.01616	0.684398	0.537305	1.17188	0.751825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	0.727846	1.39521	0.820301	0.527831	0.815343	0.575187	0.0343403	0.52283	0.695455	0.686201	0.354745	0.335338	0.28441	0.340971	0.0665316	0	0	0	0	0	0.247684	0.345228	0.538387	0.531794	0.283327	0.468549	0.462641	0.879207	1.42671	1.34729	0.106567	0.275345	0.391051	0.702639	0.42225	0.574191	0.55654	0.207642	0.312119	0	0.519882	1.16395	0.76841	0.897965	1.98182	0.986175	0.853857	0.711397	0.646214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.e6bec3c5-fcb0-48f1-bb2d-dd0add2596dc.fc.signal	2.20001	2.22107	2.03272	1.81492	1.25351	0.362354	0.91161	1.03031	0.765614	0.646995	1.23328	0.600296	0.694876	1.79658	1.77154	2.14833	1.42609	0.877549	0.500379	1.00449	1.19267	1.63339	1.01948	1.25306	1.03475	1.23465	1.27386	1.32177	1.70453	2.2902	1.60596	2.62576	2.64615	1.79599	2.80962	1.30899	1.55632	2.80617	1.84693	0.714005	0.928052	1.01052	0.829075	0.321074	0.291666	0.228511	0.388651	0.636369	0.649625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.902ae139-ccdf-4a1c-a16a-ec321c33c554.fc.signal	0.237463	2.02744	1.28075	0	0	0.0517015	0.662277	0.111967	0	0	0.562879	0.237822	0	0	0	1.0063	1.22996	0.554885	0	0	0	0.224912	0.636705	0.832647	0.785812	0	0.311022	0.319239	0	0	0	0	0	0	0.204897	0.719191	0	0	0	0	0.171595	0.536075	0.555151	0.0611382	0	0.766501	0.225526	0	0.814516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.c2e20b49-142e-4797-9eba-5be0eab06323.fc.signal	0.094079	0.762021	0.633936	0.587776	0.700736	0.790182	0.661329	0.468244	0.651163	0.280335	0.725166	0.02396	0.775671	0.246199	0.181878	0	0.451722	0.656701	0.0444838	0.00678173	0.291812	0.171145	0.167073	0.708138	0.775862	0.609236	1.14452	1.6987	0.348653	0.410579	0.842015	1.10657	1.45602	0.47155	0.567149	0.279159	0.201125	0.335864	0.815207	0.64008	0.222515	0.0889585	0.371238	1.40861	1.86434	0.251972	0	0.315952	0.589744
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.275284	0.16998	0.142913	0.23393	0.411079	0.580918	0.559162	0.535941	0.340283	0.257085	0.333712	0.650057	0.533601	0.473097	0.295691	0.284467	0.527883	0.138408	0	0	0.209276	0.168405	0.181206	0.160126	0.413702	0.510079	0.459245	0.350765	0.241639	0.281255	0.508316	0.179428	0.231045	0.416322	0.189389	0.310195	0.490749	0.25598	0.574098	0.31757	0.438071	0.432969	0.225837	0.0894687	0.248747	0.474582	0.639473	0.536082	0.538626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.423113	0.59656	0.192971	0.625009	0.740098	0.485464	0.309673	0.0424586	0.343132	0.453043	0.473148	0.44768	0.518719	0.156897	0.480927	0.635552	0.532416	0.138424	0.235904	0.36994	0.53089	0.845769	0.53867	0.278981	0.993978	0.569798	0.294202	0.148291	0.141944	0.740844	0.504819	0.187124	0.214455	0.356	0.414698	0.278794	0.473236	0.293122	0.449581	0.716959	0.344866	0.0758463	0.0802841	0.243467	0.71342	0.136716	0.337769	1.39013	0.677904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.795c5285-fcfe-49fc-86bb-822787a24420.fc.signal	0.259124	1.71427	2.42644	1.31017	1.03102	2.12752	1.8437	0.903624	0.769308	0.455074	0	0	1.30013	1.48137	1.73184	0.844269	1.32164	1.23239	0.527704	1.24449	2.20855	0.692651	0.974475	0.494712	1.09809	1.06784	0.682403	2.8203	1.50751	1.59673	1.33886	1.02643	1.87474	0.44435	1.08412	1.44585	1.44779	0.927747	1.54535	2.05975	1.21223	0.650461	0.345823	0.638894	1.32672	0.560408	1.14976	1.15913	0.688356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.7fa161be-cf7b-4429-a672-c1d72473e2c1.fc.signal	2.52787	2.2693	1.76559	1.72287	0.361425	0.350819	0.546391	0.20832	0	0.447712	0.942174	0.817161	0.455554	0.286609	0.797213	2.60397	3.61778	2.6175	1.81654	2.73219	3.31881	3.13738	1.40348	0.355925	0.437767	0.218457	0.033496	0.37727	2.58775	3.45873	1.55081	2.28564	4.06908	2.22697	0.503399	0.211478	0.420193	1.03941	1.05341	0.706329	0.588813	0.865435	1.1348	0.917814	0.991987	1.05476	1.78726	1.23572	0.61039
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	1.09457	0.534821	0.521004	0.30881	0.919428	0.174754	0.435938	0.311899	0.938194	0.840261	0.988374	0.442394	0.151693	0.366889	0.38662	0.739776	0.574434	1.24838	0.418251	0.239549	0.821346	0.354521	0.421272	0.290792	0.0728369	0.339016	0.240944	0.668929	0.453604	0.591391	0.76396	0.424756	0.298268	0.430401	0.882402	0.667983	0.723153	0.417946	0.787323	0	0.19145	0.225969	0.220933	1.13376	0.676914	0.84551	0.866626	0.317348	0.706478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.f20ced91-030b-432e-b792-c809b0185614.fc.signal	1.21805	0.788353	1.66421	1.27502	0.389445	0.261409	0.243927	0.392281	0.185794	0.32085	0.551809	0.194547	0.247023	0.401	1.14548	1.12758	0.551441	0.472511	0.681109	0.759596	0.554878	0.718858	0.686313	0.534317	0.556486	1.20143	1.17127	1.12606	1.06229	0.829663	1.59418	1.50092	1.17332	0.849982	1.01753	0.731002	0.924372	0.908551	0.997	0.780183	1.55995	0.934037	1.52366	2.11813	1.315	0.60237	2.3617	1.78701	0.574176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.269c7bdb-5224-43fa-a5d5-7860eaac019c.fc.signal	0.407944	1.41023	1.14626	1.25778	0.703518	1.84309	1.2735	0.485556	0.405536	0.188661	0.725587	0.667422	1.07155	1.22588	1.25832	1.14637	1.37055	1.09296	0.748253	1.10463	1.14401	0.82067	0.609875	0.97729	0.396147	0.822085	0.79946	0.800811	1.22548	0.844258	0.487272	0.502779	0.624189	0.953534	0.983627	0.886819	0.599209	0.874311	1.19095	0.878453	1.22997	0.749928	1.38749	1.1702	1.05917	0.759154	0.669336	1.31179	0.768884
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.0c69eda8-716f-44e4-bc94-dce057d4c5a3.fc.signal	0.0986968	0.0913176	0.424307	0.289636	0.487032	0.388335	0.178023	0.013836	0.0590336	0.478729	0.363854	0.200319	0.204773	0.176174	0.185612	0.186587	0.311136	0.013836	0	0	0	0.169006	0.204239	0.161321	0.195823	0.317669	0	0.120294	0.0746738	0.386523	0.77298	0.151274	0	0.332988	0.206619	0.594954	0.470429	0.0620313	0.411555	0.138334	0.124514	0.110688	0.0562664	0.149429	0.248126	0.547914	0.109766	0.257807	0.791444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.2f10d695-5b3b-470a-a2e2-55996404a85c.fc.signal	0.701795	0.754521	0.693469	0.868604	0.474734	0.0131733	0	0.255593	0.679149	0.649979	0.26545	0	0.0939677	0.418851	0.503953	0.596512	0.448363	0.257152	0.36922	0.334573	0.187997	0.461529	0.473206	0	0	0	0	0.0744993	0.558186	0.842732	0.399632	0.377479	0.718333	1.55018	0.628772	0.415712	1.03573	0.90162	0.23188	0	0.135683	0.265718	0.0973545	0.318359	0.515714	0.487824	0.651798	0.577387	0.548077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.db376d3b-ae63-4e49-80d2-dc3c632957a3.fc.signal	0.762842	0.347546	0.532312	0.130663	0	0.0595866	0.438641	0.134617	0.364711	0.794825	0.300795	0.449083	0.619448	0.440958	0.402744	1.42577	0.869129	0.312064	0	0.320084	1.23618	0.666952	0.288418	0.392514	0.354251	0.574397	0.837121	0.482802	0.736727	1.30438	1.78059	1.07251	1.57973	0.995457	0.762254	0.325896	0.626516	1.20857	1.45445	0.557702	1.52738	0.794379	0.488486	1.35837	0.540809	1.22181	1.57335	0.546969	0.648228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.0997810a-4867-4ba8-9534-ea6e95022077.fc.signal	0.605177	0.661489	0.167765	0.297524	0.350762	0.293302	0.343557	0.882085	0.406348	0.423606	0.689688	0.314924	0.70877	0.774006	0.748306	0.763931	0.362977	0.198073	0.307864	0.352813	0.338636	0.175547	0.353502	0.495142	0.452289	0.708429	0.38984	0.39322	0.0282999	0.0446493	0.190794	0.409816	0.12738	0.43714	0.275456	0.371464	0.102098	0.682225	0.423176	0.216051	0.46643	0.883337	0.177094	0.221296	0	0.271732	0.0132447	0.189457	0.430769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001936.1.73056630-65cd-44da-94ab-6886ae9d01cc.fc.signal	1.15656	1.33166	0.869492	0.755063	0.753357	1.35099	0.838726	0.392665	0.342892	0.138523	0.339782	0.374551	0.369922	1.28274	1.53888	0.840469	0.300085	0.347194	0.309836	0.344459	0.744249	0.199222	0.295622	0.148228	0.516981	0.538111	0.236674	0.333818	0.709205	1.06494	0.801391	1.87136	1.32087	0.367698	0.521615	0.418323	0.550236	0.685662	0.371912	0.319766	0.495716	0.430944	0.489678	0.542886	0.549484	0.498523	0.263584	0.19127	0.534413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.89a447bb-7116-45ed-914d-ea08ca13224b.fc.signal	0.709481	0.744333	1.32187	1.33691	1.03769	0.402994	1.02875	0.467987	0.211617	0.662087	0.957053	0.485845	0.88781	0.629721	0.296975	0.818964	0.797737	0.858474	0.630484	0.307598	0.56745	0.992549	0.215655	0	0	0	0.113654	0.217576	0.443994	0.517618	0.32867	0.635156	0.524038	0.250949	0.540404	0.140596	0.20825	0.213211	0.490616	0.693572	0.287997	0.179123	0.659631	1.0166	0.439411	0.71774	0.111793	0.636198	0.610108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.c8f6239b-cb62-4435-8e19-0a148079f3ba.fc.signal	0.691643	0.515716	0.412575	0.117971	0.290617	0.193246	0.773812	0.546181	0.266202	0.689513	0.505698	0.771755	0.779529	0.784206	0.392749	0.13155	0.155004	0.151633	0.0574736	0.341388	0.482496	0.599771	0.665041	0.932548	0.19034	0.150039	0.178768	0.51172	0.167287	0.161913	0.0772521	0.203249	0.218779	0.234649	0.301306	0.592938	0.0767403	0.0673286	0.735357	0.645257	0.792096	0.18173	0.524712	0.459253	0.265454	0.145772	0.0576072	0.261887	0.652583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.bc3c5401-2679-4e6a-8d23-b4052eee1a8e.fc.signal	0.96976	1.47739	1.08382	0.509683	0.438541	0.578905	0.695374	1.0468	0.758281	0.582996	0.710996	0.295362	0.178324	0.910177	1.44119	0.865538	0.193964	0.238063	0.370987	0.292598	0.309103	0.350696	0.352008	0.604988	0.590159	0.722697	0.505289	0.229556	0.889195	0.87533	0.759146	0.662488	0.191446	0.0020908	0.194507	0.512236	0.614375	0.668664	0.61454	0.33463	0.0356761	0.344487	0.356916	0.0148312	0.17254	0.434262	0.638017	0.446997	0.554945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.86df225b-3e1d-4a7a-bbec-4e5619ad713f.fc.signal	0.887192	0.361495	0.874529	0.579042	0.474825	0.11368	0.281285	1.12581	1.09845	0.475571	0.156674	0.15572	0.264993	0.187841	0.611589	0.513511	0.0998076	0	0.0927693	0.939573	0.449527	0.0039198	0.0495294	0.445174	1.0806	0.536931	0.207572	0	0	0	0.286239	0.905799	1.12062	0.675811	0.332381	0.515049	0.239653	0.183035	0.386003	0.0165515	0.554816	0.882779	0.266839	0.132185	1.04702	0.767983	1.61684	0.759776	0.681693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.227d235e-5d49-4e40-8c2e-3e1ec3df47e3.fc.signal	0.32482	0.302579	0.438189	0.114984	0.424997	0.1382	0.231277	1.10007	0.291526	0.304314	0.439567	0.468644	1.00677	0.739319	0.247955	0.354248	0.362405	0	0.15654	0.345689	0.034344	0.272747	0.209757	0.102148	0.317648	0.424736	0.325542	0.220345	0.301556	0.308365	0	0.0125615	0.129651	0.797804	0.309187	0.273006	0.281882	0.276785	0.206443	0.200212	0.216718	0.0714533	0.229857	0.0900143	0.0846544	0	0.114218	0.200321	0.536585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.8880c654-a0c9-41d0-997c-100c289384a4.fc.signal	0.699452	0.838876	0.957844	0.872114	0.887849	0.972084	0.932566	0.460797	0.140043	0.861404	0.665805	1.01789	0.53416	0.631547	0.224759	0.647369	1.13213	1.10318	0.841851	0.654741	0.674504	0.396213	0.525837	0.523529	0.613335	0.782319	0.773684	0.630743	1.259	0.984236	1.24087	1.34809	1.19539	0.620152	0.500599	0.499562	0.184815	0.30972	0.380906	0.718034	0.465072	0.230259	0.101471	0.178335	0.79331	0.536976	0.325455	0.566519	0.682561
