	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506904	chr19:54506905-54506984	chr19:54506985-54507024	chr19:54507025-54507134	chr19:54507135-54507284	chr19:54507285-54507354	chr19:54507355-54507434	chr19:54507435-54507584	chr19:54507585-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508744	chr19:54508745-54508784	chr19:54508785-54508834	chr19:54508835-54508854	chr19:54508855-54508934	chr19:54508935-54509084	chr19:54509085-54509204	chr19:54509205-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509534	chr19:54509535-54509574	chr19:54509575-54509634	chr19:54509635-54509684	chr19:54509685-54509744	chr19:54509745-54509834	chr19:54509835-54509914	chr19:54509915-54509984	chr19:54509985-54510034	chr19:54510035-54510134	chr19:54510135-54510184	chr19:54510185-54510234	chr19:54510235-54510284	chr19:54510285-54510364	chr19:54510365-54510434	chr19:54510435-54510504	chr19:54510505-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54511034	chr19:54511035-54511184	chr19:54511185-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000142.3.d68ef71a-6619-4be2-ab76-ac39a82d9179.fc.signal	0.341009	0.02359	0	0	0	0	0	0	0	0	0	0	0.285458	0.633625	0.496457	0.337493	0.200539	0	0	0	0	0	0	0	0	0	0	0	0	0.342384	0.36684	0.36684	0.220104	0	0	0	0	0	0	0	0	0	0	0.0229275	0.464664	0.525804	0.180974	0.723898	0.24456	0.173638	0.36684	0.387097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	2.62619	1.5384	1.16147	0.467694	0.1648	0.0689164	0.687783	0.868754	0.916725	1.92052	2.42939	1.80236	2.48601	1.76449	2.04357	2.00251	2.00388	1.29446	1.11856	0.810011	0.247206	0	0	0.0480672	0.49441	0.476282	0.0692178	0	0.01648	0.260937	0.985532	1.57114	1.94286	1.21749	0.30371	0.013184	0	0.118656	0.646035	1.46676	1.31844	0.313128	0.197762	0.953806	0.620163	0.0505387	0	0.116376	0.611972	2.56643	3.48789	0.551121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.1504c6d0-7de0-4849-abef-bd2552745dd1.fc.signal	2.57732	1.32338	2.26348	0.60764	0.371	0.151773	0.435412	0.498309	0	0.739681	0.893073	2.19174	0.22075	0.515481	0.631534	1.17055	0.984682	1.85534	0.42668	0.06678	0	0	0	0	0	0	0	0	0	0.111327	0.7422	0.7422	0.131944	0	0	0	0	0	0.12614	0.571448	0.68652	0.1484	0	0.265557	1.16621	0.209159	0	0.881598	3.3297	1.18244	1.73408	0.162162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.409dbfeb-ff68-4d68-8254-ea0d0437a94c.fc.signal	0.286338	0.708742	0.393205	0.0595891	0.016251	0.123115	0.217411	0.291039	0.371151	0.488189	0.41801	0.346293	0.190512	0.363615	0.275259	0.0887057	0.344363	0.0177284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572667	0.325075	0.329442	0.281728	0.275972	0.144457	0.111955	0.0180567	0.189867	0.612133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.49a99802-1bc6-41d8-8363-c1df0e713acd.fc.signal	1.97945	1.16923	0.304811	0.101246	0	0	0.139349	0.52256	0.29394	0.656785	1.45816	0.838864	1.54871	1.26651	1.432	0.864112	1.55223	1.33988	0.57485	0.078384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323987	0.52256	0.52256	0.156768	0	0.100787	1.88476	3.12531	1.22296	0.24387	1.25609	2.81528	2.655	1.93795	0.711297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.e6bec3c5-fcb0-48f1-bb2d-dd0add2596dc.fc.signal	2.14288	2.20423	1.68627	0.90466	0.64507	0.202883	0.445478	0.921449	1.73186	2.38483	2.09671	1.31238	2.562	2.36848	2.50609	2.22745	2.29969	0.976908	0.63304	0.338038	0.05158	0	0	0	0	0	0	0.0240707	0.138633	0.316088	0.490176	1.08576	2.6474	2.48813	0.73714	0.366375	0.134114	0.002579	0.113534	0.25806	0.25806	0.0479163	0.0663469	0.620814	0.970951	0.656591	0.70902	0.868604	1.3227	2.43557	3.35659	0.564945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.e8a2327e-2dc7-4105-9610-ec48244249e2.fc.signal	2.79237	0.755156	0.496248	0.043152	0	0.194184	0.174046	0.194184	0.43152	0.525016	0.391245	1.11763	2.50894	1.07683	1.72175	1.96628	0.814129	0.217721	0	0	0	0	0	0	0	0	0	0	0.172608	0.55738	0.77673	0.86303	0.714399	0.534006	0.43152	0.237336	0.0474672	0	0	0	0	0	0.197266	0.524263	0.498806	0.106886	0	0.050344	0.467479	0.778821	0.561828	0.160377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.f20ced91-030b-432e-b792-c809b0185614.fc.signal	5.33792	3.24652	3.49197	2.63585	1.47803	0.574763	1.36177	0.594774	1.63242	3.35478	2.66556	3.141	1.99952	2.58008	2.67674	2.42631	2.92995	5.6717	3.34489	2.06121	0.2684	0	0	0	0.0900293	0.254647	0.16939	0.0466903	0.222788	0.436077	0.876118	3.50918	6.21745	3.98121	1.22233	0.694263	0.204209	0	0	0	0	0.0686357	0.278485	1.9898	1.56912	0.288741	0	0.0513253	1.15988	1.95278	3.76528	0.569132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.37fbee98-9629-4bc8-bd64-c5ae6243c65d.fc.signal	1.3996	0.445394	0.17099	0.286764	0	0	0	0.0142491	0.680909	1.46231	0.270825	1.03335	0.815913	0.152592	0.322742	0.485342	1.12771	0.993102	0.271436	0	0	0	0	0	0.0775787	0.648089	0.0531968	0	0	0	0.113043	0.371239	0.498581	0.365702	0.313481	0.299232	0	0	0	0	0	0.30872	0.54605	0.967994	0.480832	0	0	0.38341	0.580276	1.30046	2.60536	0.887324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.42815287-0f19-4aa3-960b-90c95fa6839b.fc.signal	1.01744	0.735603	0.617757	0.274408	0.1676	0.0152364	0.126259	0.411726	0.49852	1.77839	1.44912	1.62171	0.596025	0.524724	0.745995	0.912548	1.0101	0.941591	0.589984	0.176022	0.05028	0	0	0	0	0	0	0.090504	0.3352	0.2933	0.509372	0.982983	1.3907	1.23363	0.617603	0.1676	0.026816	0	0.134068	0.73724	0.797995	0.268111	0.15084	0.314183	0.408821	0.020112	0	0.160877	0.82325	1.37108	1.7207	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.1b6389bb-64ae-4672-8698-f8e91138e723.fc.signal	0.262439	1.57451	1.66806	1.16248	0.2642	0.0312236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254293	0.150752	0.436358	0.464675	0.896003	0.373917	0	0	0.171271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.8880c654-a0c9-41d0-997c-100c289384a4.fc.signal	0.982679	0.763079	0.281642	0.418076	0.33735	0.0799853	0.0657029	0.23473	0.316828	0.668127	0.985819	0.996003	1.19409	0.777058	1.06447	1.00979	0.434471	0.578246	0.529034	0.474138	0.246458	0.23473	0.0633652	0	0	0	0	0.0289336	0.316826	0.387245	0.530446	0.320752	0.404214	0.53543	0.289995	0.0445664	0	0	0	0	0	0	0.00670171	0.161324	0.385092	0.299304	0.154152	0.248316	0.175982	0.997113	1.45057	0.579742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.67d0b7ff-4124-4e95-8c9b-1a369432b72d.fc.signal	1.86436	2.15511	2.09965	1.21164	0.45084	0.209026	0.321599	0.734231	0.570162	1.64192	1.55996	1.19303	1.66118	1.85662	1.98206	1.75523	1.53041	1.05333	0	0	0	0	0	0	0	0	0	0	0	0.33813	0.428535	0.879696	1.11308	1.07639	0.22542	0	0	0	0	0	0	0	0.43796	1.74139	1.62604	0.171319	0	0	0.577787	2.01794	2.98529	0.778261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.0999ab49-22be-4f40-a74d-5a4868d07690.fc.signal	0.269625	0.328125	0.228412	0.100598	0	0	0.0918153	0.197979	0.267683	0.266713	0.148256	0.206357	0.231218	0.183153	0.494598	0.675787	0.591969	0.345543	0.0788215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049782	0.133867	0.32977	0.513399	0.559519	0.523379
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.bfcf2e62-4c9d-48ec-abf1-b7cab2e2086a.fc.signal	1.18716	0.365788	0.0230897	0.0237299	0.221432	0.217283	0.40972	0.705435	0.563284	0.568873	0.548201	0.202739	0.41442	0.81275	0.95154	1.08662	1.37564	1.39713	1.24023	0.681169	0.269589	0.203172	0.0477847	0	0	0	0	0	0.0196	0.326622	0.393085	0.519057	0.682752	0.799629	0.759648	0.600115	0.39533	0.0177772	0.163829	0.196906	0.22371	0.374344	0.281957	0.200599	0.0643245	0	0	0.14995	0.870956	1.85558	1.46189	0.475836
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.e1cff7ed-c2ef-4b6d-8184-ab7441cefe26.fc.signal	1.96045	0.687363	0.345545	0.45638	0.45638	0.194999	0.211456	0.45638	0.596146	0.616114	0.579603	1.25353	2.39145	1.287	0.886904	1.61469	1.5441	0.485426	0	0	0	0	0	0	0	0	0	0	0.370809	0.851917	0.91277	1.15998	1.62269	1.74852	0.935585	0.0273828	0	0.100404	0.32403	0.45638	0.633227	0.371624	0.502019	0.68457	0.373574	0	0	0.143821	0.796635	1.89395	1.34881	0.521127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.22142533-566c-427b-ba85-c5bd39fb7b54.fc.signal	3.42666	2.13291	1.14901	0.335127	0	0	0	0.434134	1.6701	1.87576	0.436626	0.482894	2.47189	1.47406	1.61378	0.614772	1.43913	1.75287	0	0	0	0	0	0	0	0	0	0	0	0.03493	0.515374	0.964223	1.83438	1.43855	0.157185	0	0	0	0	0	0	0	0.112275	0.851423	1.39721	0.139721	0	0	0.151034	0.0877977	0	0.395062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003830.4.503c1ba4-200d-41eb-8eb4-ce5fab1bd87d.fc.signal	1.66851	1.62174	1.34997	0.493717	0.36915	0.0218095	0.423273	0.751403	1.44655	0.88169	0.573926	1.52401	0.419888	0.385373	1.01501	1.46078	2.57787	1.72321	0.429109	0	0	0	0	0	0	0	0	0.018449	0.350671	0.612116	1.30875	1.2727	1.09777	0.444607	0	0	0	0.0775198	0.36915	1.39357	1.47235	0.556327	0.197685	1.29194	1.30677	1.79651	0.360527	0.108276	1.08563	1.1645	0.424714	0.7
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.3393cdeb-e872-46c4-bde0-73b65c9b81ab.fc.signal	2.56908	1.99856	2.85924	2.09603	0.993784	0.135709	0.268488	0	0	0.663103	1.31095	1.70903	1.70574	1.40603	0.565849	1.15351	0.664049	0.779469	0.355861	0	0	0	0	0	0	0	0	0	0	0	0	0.219839	0.821604	0.570656	0.17351	0.17351	0.0260265	0.034702	0.30897	1.24988	1.26722	0.401734	0.314925	0.857046	0.804267	0.872591	0.50917	0.84828	1.58495	0.591961	0.243028	0.684932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000024.3.13c90682-d32d-4cb5-b4ac-4f8124df0fa8.fc.signal	0.443647	0.343766	0.800814	0.44839	0.336293	0	0	0	0	0	0	0.445401	0.69659	0.427524	0	0.943378	0.596866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204978	0.44839	0.201091	1.23439	0.158455	0	0.301674	0.311725	0.44839	0.429967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2011f077-50b7-4adb-842b-523c5e6e134c.fc.signal	1.07848	0.928429	0.639966	0.132089	0	0	0.299613	0.224416	0.349131	1.36122	1.1315	0.542506	0.444851	0.6978	0.757106	0.596545	1.03829	1.41025	0.636703	0.206281	0	0	0	0	0.247682	0.31261	0.0094854	0.0460702	0.156943	0.30431	0.801948	0.852462	1.23395	1.04413	0.115206	0	0	0	0	0.170703	0.459861	0.174207	0.0687551	0.653523	0.675925	0.0646565	0	0	0.779029	0.664968	1.07261	0.626781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.802aebed-eb83-4be2-ad4b-531b9669219c.fc.signal	1.86602	1.2956	0.284489	0	0.0109395	0.443611	0.703194	0.497076	1.35144	2.1812	1.61219	1.08696	0.765979	1.157	2.40153	1.26052	1.58597	0.636619	0.21879	0.157529	0	0	0	0	0	0	0	0	0	0.244403	0.43774	0.43774	0.248017	0.21879	0.259452	0.21879	0.214414	0	0.0525096	0.21879	0.363844	0.434612	0.706544	1.3186	1.83979	0.214465	0	0.215947	0.507753	0.723021	0.602367	0.549072
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.873de0f3-acac-48e1-806f-dd40d10b1225.fc.signal	2.07715	0.761225	0.450827	0.57378	0.57378	0.438159	0	0	0	0	0.076504	0.898916	1.43782	0.600004	0.734922	0.612373	0.455199	0	0	0	0	0	0	0	0	0	0	0	0.129101	0.57378	0.57378	0.57378	0.637532	0.57378	0.57378	0.355744	0	0	0	0	0	0.245904	1.14755	1.14755	0.497272	0	0.126232	1.08635	0.561005	0.80122	1.84021	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.e6a2cf05-4442-4900-8653-30cc3d2324ab.fc.signal	0.243202	0.402583	0.66604	0.688199	0.66599	0.377382	0.198275	0	0.227546	1.52739	1.73016	0.7563	0.997543	0.736799	1.02122	0.805148	0	0	0	0	0	0	0	0.403327	0.451438	0.703789	0.44404	0.153931	0	0	0	0	0.365067	0.740945	0.796077	0.359646	0.117633	0	0	0	0	0	0	0	0	0	0.227898	1.16775	1.6088	1.31723	0.529768	0.745098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.24603684-f63d-4625-bec9-0424e8b7f4ba.fc.signal	0.404448	0.374517	0.0838107	0	0	0	0.011355	0.18925	0.281626	0.298777	0.10744	0.431559	0.7854	1.45252	0.512435	0.76072	1.38444	0.332082	0	0	0	0	0	0	0	0	0	0	0.0141938	0.192408	0.367371	0.463879	0.509112	0.702831	0.14872	0.18925	0.187358	0.185465	0	0	0.149043	0.3246	0.129771	0.215305	0.267573	0.111027	0.319306	0.595748	1.26852	0.739652	0.742342	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000882.3.7d91e7f5-bc7a-413d-aa5d-46bcf4bd507f.fc.signal	1.79234	2.64503	0.832764	0	0	0	0	0	0.467636	0.87002	0.168204	0.87002	0.278406	0	0.49882	2.08817	1.06726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261006	0.82388	0.155222	0.0406009	0.87002	0.307407	0.301607	0.87002	0.369048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.833a4d12-f55a-4d20-8f65-69bf9d8fbcf1.fc.signal	1.99378	1.40912	1.09222	0.354869	0.232324	0.42198	0.940359	1.37085	1.82953	2.68694	2.31244	1.8953	2.03679	1.95774	1.92548	2.79513	2.6859	2.04835	1.40432	0.892511	0.366682	0	0	0	0	0	0	0.15609	0.0819473	0.15609	0.608569	1.77881	3.06177	2.48095	0.954043	0.365084	0.371328	0.365127	0.574208	0.801973	0.994755	0.621946	0.543917	1.18977	1.94315	0.896698	0.0603484	0	0.336026	1.70911	1.72102	0.739347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.c3a38275-231b-4ef8-a328-2e48c1bb2ffe.fc.signal	0.685524	0.414545	1.89681	1.69807	0.138102	0	0	0	0.301383	0.639587	0.606103	0	0.160722	1.23143	0	0.703221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24397	1.11014	2.14962	1.37679	0.91882	0.14125	0.50219	0.305825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.01ad782d-8f43-4114-af5f-5d6c1d4f4606.fc.signal	1.33452	0.953263	0.951353	0.773254	0.552378	0.0925206	0.116204	0.372985	0.6287	1.56189	1.04042	1.44348	2.4711	2.29884	2.85295	2.92685	1.99965	2.71357	1.88028	1.11796	0.417375	0.112287	0	0	0	0	0	0.0277751	0.317179	0.632876	0.826575	1.31352	1.55601	1.44544	0.662871	0.278294	0.0669141	0	0	0.055658	0.181306	0.318051	0.571711	0.662825	0.321082	0.164387	0.303731	0.506926	1.14026	2.17488	2.0305	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.f1bbfa0c-b731-40d3-bbd9-e1d76ee29506.fc.signal	2.95758	2.01528	1.06097	0.409993	0.193209	0.0969	0.261833	0.762522	0.757297	1.53968	2.21307	1.81961	2.88574	2.69598	2.7228	4.34257	3.00694	1.8517	1.26657	0.687314	0.20884	0.0352668	0	0	0.0383167	0.1045	0.20884	0.173364	0.1045	0.20541	0.371854	1.03587	2.04734	1.67652	0.447638	0.1045	0.026125	0.198425	0.378124	0.51188	0.621498	0.567047	0.983364	1.20127	0.728818	0.0437191	0.222719	0.618366	1.85513	4.57206	3.63747	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.4164b172-b072-474a-8b05-6452f6b50d11.fc.signal	0.513148	0.932219	0.749002	0.118526	0	0.294097	0.490838	0	0	0.275167	0.431342	1.33859	2.1454	1.71779	1.96692	0.951911	1.21588	0.755519	0	0	0	0	0	0	0	0	0	0	0	0.31607	0.55777	0.55777	0.285082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.4a1d8421-a3b2-4222-98f9-a6a8de88d6d4.fc.signal	1.59871	1.13865	0.628038	0.811761	0.655073	0	0.974718	1.97578	1.67013	2.61435	0.77714	0.335576	0.342666	0.722075	3.78702	4.30565	2.18877	0.610696	0	0	0	0	0	0	0	0	0	0	0	0	1.16571	2.96367	3.10416	1.02357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619352	0.959055	3.06618	0.785714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.0906ba9e-a21c-4f9c-ad41-4d1d8cef3196.fc.signal	2.90168	1.92762	1.06474	0.731435	0.81516	0.239755	0.201394	0.47951	0.37162	0.294096	1.09647	1.39701	1.62378	0.873348	2.28136	0.98139	1.3043	1.21184	0	0	0	0	0	0	0	0	0	0	0	0.375616	0.47951	0.607377	0.927043	0.95901	0.53431	0	0	0	0	0	0	0	0	0	0	0	0	0.46033	0.163033	0.46992	0.702644	0.253425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.628e8f03-244a-44fd-bd70-84ed6d6eff82.fc.signal	1.67588	2.34885	0.772226	0.333989	0	0	0	0	0.0271915	0.623368	0.826388	2.19554	0.840974	0.470191	0	0	0.668447	0.961468	0.15538	0	0	0	0	0	0	0	0	0	0	0	0.192671	0.86992	1.75713	0.978705	0	0	0	0	0	0	0	0	0	0	0.514481	0.532751	0.803887	0.550956	1.43952	3.56675	2.44859	0.506579
