	chr8:12426133-12426152	chr8:12426153-12426282	chr8:12426283-12426432	chr8:12426433-12426502	chr8:12426503-12426582	chr8:12426583-12426732	chr8:12426733-12426882	chr8:12426883-12427032	chr8:12427033-12427182	chr8:12427183-12427302	chr8:12427303-12427332	chr8:12427333-12427442	chr8:12427443-12427482	chr8:12427483-12427542	chr8:12427543-12427632	chr8:12427633-12427682	chr8:12427683-12427782	chr8:12427783-12427932	chr8:12427933-12428082	chr8:12428083-12428172	chr8:12428173-12428232	chr8:12428233-12428272	chr8:12428273-12428382	chr8:12428383-12428482	chr8:12428483-12428532	chr8:12428533-12428642	chr8:12428643-12428682	chr8:12428683-12428782	chr8:12428783-12428832	chr8:12428833-12428862	chr8:12428863-12428982	chr8:12428983-12429132	chr8:12429133-12429222	chr8:12429223-12429242	chr8:12429243-12429282	chr8:12429283-12429432	chr8:12429433-12429582	chr8:12429583-12429672	chr8:12429673-12429712	chr8:12429713-12429732	chr8:12429733-12429882	chr8:12429883-12430032	chr8:12430033-12430182	chr8:12430183-12430332	chr8:12430333-12430482	chr8:12430483-12430632	chr8:12430633-12430782	chr8:12430783-12430932	chr8:12430933-12431082	chr8:12431083-12431232	chr8:12431233-12431382	chr8:12431383-12431398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.f20ced91-030b-432e-b792-c809b0185614.fc.signal	0.35313	0.101891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.2ce6c7a2-1501-4bf0-9209-c55a1327303d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19716	0.3816	0.3816	0.31482	0.17172	0.374662	0.3816	0.358704	0.091584	0	0	0	0	0.02862	0.39114	0.760557	0.504933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.0997810a-4867-4ba8-9534-ea6e95022077.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.59a9b7d0-5484-46d1-b8f0-117dbd401378.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00938167	0.50661	0.5629	0.5629	0.283326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.fb569507-616e-4ddb-bce1-2cdd793c15be.fc.signal	0.54171	0.33859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293323	0.13538	0.247533	0.0487368	0.0514444	0.13538	0.054152	0.117781	0.13538	0.0361013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.e718e383-8624-4fbc-ae80-8a013cf8e0a0.fc.signal	0	0.481124	0.493248	0.0108986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113022	0.35598	0.5085	0.5085	0.38648	0.091548	0.353669	0.5085	0.5085	0.264468	0.2543	0.0148342	0	0	0	0	0.040688	0.494943	0.5085	0.279715	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.d84b63c8-b66b-45e3-807a-f78312228ee9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.2decf229-d57c-4c34-87d3-51ccee560986.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345654	0.42153	0.0689775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.f70f08d5-c239-488a-9fd2-9ee11b8ea04b.fc.signal	0	0.027744	0.121226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112086	0.299235	0.0270504	0	0	0	0	0	0	0	0	0	0	0	0.246584	0.0734762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.77d0951a-133c-4686-8405-aa8093c5992e.fc.signal	0	0.332401	0.657027	0.471658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313976	0.26866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.7866bc38-19c8-460a-b9f2-0b2f5c3d0dca.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.bdb135f7-e7e7-45ee-919a-f8d9bc37c43a.fc.signal	0.14777	0.131856	0.139889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258856
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.7f811740-bea6-414e-8ffe-06e6eae70d47.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
