	chr4:186283915-186283984	chr4:186283985-186284024	chr4:186284025-186284064	chr4:186284065-186284104	chr4:186284105-186284214	chr4:186284215-186284274	chr4:186284275-186284364	chr4:186284365-186284514	chr4:186284515-186284564	chr4:186284565-186284664	chr4:186284665-186284814	chr4:186284815-186284864	chr4:186284865-186284924	chr4:186284925-186284964	chr4:186284965-186284994	chr4:186284995-186285114	chr4:186285115-186285264	chr4:186285265-186285344	chr4:186285345-186285414	chr4:186285415-186285464	chr4:186285465-186285564	chr4:186285565-186285684	chr4:186285685-186285714	chr4:186285715-186285824	chr4:186285825-186285864	chr4:186285865-186285914	chr4:186285915-186286014	chr4:186286015-186286054	chr4:186286055-186286124	chr4:186286125-186286164	chr4:186286165-186286274	chr4:186286275-186286314	chr4:186286315-186286464	chr4:186286465-186286554	chr4:186286555-186286614	chr4:186286615-186286764	chr4:186286765-186286914	chr4:186286915-186287064	chr4:186287065-186287214	chr4:186287215-186287364	chr4:186287365-186287514	chr4:186287515-186287664	chr4:186287665-186287814	chr4:186287815-186287964	chr4:186287965-186288014	chr4:186288015-186288114	chr4:186288115-186288264	chr4:186288265-186288414	chr4:186288415-186288544	chr4:186288545-186288564	chr4:186288565-186288714	chr4:186288715-186288864	chr4:186288865-186289010	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.04518067-abab-4a89-bf47-1227c4f45354.fc.signal	0.801132	1.38162	1.3016	1.26669	0.513981	0.399898	0.463672	0.332982	0.332918	0.285628	0.252809	0.355854	0.466327	0.331969	0.240175	0.189961	0.433644	0.25364	0.303718	0.395134	0.2918	0.0761595	0.240592	0.56818	0.63442	0.538055	0.40846	0.325366	0.198994	0.321645	0.304826	0.281388	0.379803	0.249347	0.437248	0.477396	0.176728	0.182798	0.20341	0	0	0	0.292983	0.492423	0.324799	0.0951432	0.0174976	0.282149	0.282156	0.489765	0.780512	0.862713	0.532342	0.630111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.fbd8e9ac-18c2-44af-965b-f56cc82f5aa5.fc.signal	0.55799	0.816503	1.02267	1.02358	0.146734	0.185542	0.60436	0.662693	0.16123	0	2.28324	1.93888	0.601165	0.513296	0.596191	0.799741	1.76227	1.60525	2.34682	1.4902	0.362695	0.398005	0	0.187693	0.798343	1.4931	3.79079	2.38096	0.84593	1.88272	1.59428	0.746048	0.49966	0.825215	0.969172	0.412997	0.400955	0	0.375288	1.13192	0	0	0.840967	0.208327	0.594225	0.335431	0.0505792	1.39429	2.09999	0.604591	1.17335	2.20132	0	0.492188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.37b1756b-c2c1-491f-92a9-59d886eac908.fc.signal	0.442392	0.388329	0.656808	0.718834	0.673606	0.626758	0.413228	0.298483	0.361773	0.199256	0.117752	0.131622	0.0766552	0.116949	0.266365	0.280665	0.0873473	0.186439	0.0525611	0.173026	0.215222	0.177651	0.192225	0.310335	0.497121	0.412707	0.26148	0.235058	0.243761	0.242361	0.267217	0.222911	0.154924	0.061497	0.0821467	0.295835	0.371453	0.146083	0.0581724	0.122145	0.0260201	0.0999372	0.204844	0.161168	0	0	0	0.0451843	0.221572	0.189248	0.249579	0.261373	0.51024	0.595815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.abfd608c-8f4d-4e8d-82cd-a4e3ac1a7eaa.fc.signal	0	0	0	0	0	0	0	0.152625	0.336475	0.549154	0.375225	0.146003	0.124749	0.129861	0.012724	0	0	0	0.0889354	0.1551	0.568791	0.463494	0.292984	0.310922	0.388622	0.432824	0.540397	0.589073	0.44715	0.280423	0.0111805	0	0.138499	0.11976	0	0	0.0563919	0.0525249	0	0.0929575	0.164794	0	0	0	0	0	0	0	0.0820243	0.322576	0.132772	0	0.099715	0.594243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.281d6dd1-44ba-4f4d-ae43-b97e5c37ba9e.fc.signal	0.289835	0.234636	0.142223	0.157032	0.167476	0.214411	0.300119	0.388057	0.32551	0.338309	0.264453	0.238024	0.0434747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260988	0.305478	0.284571	0.107233	0	0	0	0	0	0	0.0445615	0.170638	0.0673857	0	0	0	0	0.0858625	0.192755	0.0464008	0.16303	0.207884	0.00543433	0	0.662997
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.51849de7-98ef-4359-93cc-7eaf0ea4d31d.fc.signal	0.893106	0.702006	0.439369	0.12609	0.179075	0.38525	0.172818	0.255052	0.264191	0	0	0	0	0	0	0	0.0172611	0.855259	1.08985	0.337753	0	0.370963	0.642092	0.588688	0.794183	0.739776	0.127147	0	0	0	0.116838	0.206102	0.096076	0.575546	1.09245	0.2553	0.749545	0	0	0	0	0	1.73978	0.269197	0	0	0.460603	0.0284552	0	0	0.321583	0.219771	0.144531	0.806468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.4164b172-b072-474a-8b05-6452f6b50d11.fc.signal	0.437635	0.543824	0.262992	0	0	0	0	0	0	0	0	0	0	0	0	0.148739	0.962931	1.7429	1.83252	1.34973	0.88126	0.41181	0	0	0	0.490838	1.08206	1.10111	0.454217	0	0	0	0	0	0	0	0.222467	0.47635	0	0	0	0.152457	0.554052	0.327225	0.55777	0.29004	0.130146	0.521332	0.02022	0	0.368689	0.705242	0.260388	0.835877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.54011ce0-e2f9-4c5b-a8cb-91d5a4005b09.fc.signal	0	0	0	0	0	0.040135	0.242352	0.372427	0.286481	0.49864	0.597988	0.394497	0.140383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298498	0.100685	0.120969	0.0465001	0.16599	0.051141	0	0	0	0	0	0.283083	0.34107	0.289865	0.320598	0.297846	0.320073	0.110805	0	0	0.174036	0.597053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.d2d5e859-5f7e-4ba2-9ab4-45b7bd789552.fc.signal	0.788514	1.68364	1.34791	1.35082	1.96495	1.49286	0.891271	0.869264	0.973504	1.91554	3.10045	1.62354	0.474888	0.395546	0.43697	0.64424	0.37534	0.673203	1.21275	1.0491	0.668381	1.30683	0.7861	0.348471	0.29113	0.333828	0.75253	0.515843	0.43162	0.131872	0.402286	0.305686	1.01399	1.87461	1.08696	1.22186	0.428645	0.685332	0.99301	1.18913	1.48952	1.02262	1.72503	1.45294	0.657633	0.460497	1.08957	1.5084	1.25338	0.58223	0.632619	1.13132	1.46966	0.441501
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.2d7fdd0a-6f8f-476a-bfea-126f0762ae2f.fc.signal	0.115472	0.189247	0.186316	0.184855	0.120838	0.099936	0.138538	0.162538	0.111102	0.121932	0.116527	0.124856	0.126389	0.181054	0.158674	0.124264	0.0885304	0.186629	0.209822	0.17805	0.0761678	0.165228	0.32856	0.345484	0.246361	0.12167	0.0895635	0.114461	0.104648	0.060201	0.0129589	0	0.00225868	0.0410985	0.0451627	0.021141	0.035815	0.0300251	0	0	0	0	0	0	0	0.0400302	0.146884	0.118911	0.146402	0.238535	0.199463	0.0133526	0	0.650972
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.74873598-9018-4803-a8ce-54f43ecccce7.fc.signal	0	0.131601	1.08584	1.1167	2.00336	1.79964	0.339098	0	0	0.102392	1.85028	1.34535	0.98521	0.0246303	0.850749	2.82923	1.94026	1.30411	2.77223	2.88396	1.10861	1.06967	0.0380247	0.0105087	1.09817	1.66703	0.942824	0.510347	0.547406	0.710949	0.0236455	0	0.0988641	0.899107	1.08051	0.725026	1.08739	2.07371	0.271315	0	0	0.135658	1.06478	0.722293	0.988832	0	0	0.331176	1.86857	0.953709	0.353902	1.83381	2.14065	0.268015
