	chr3:149473323-149473402	chr3:149473403-149473472	chr3:149473473-149473522	chr3:149473523-149473622	chr3:149473623-149473662	chr3:149473663-149473772	chr3:149473773-149473922	chr3:149473923-149474072	chr3:149474073-149474222	chr3:149474223-149474372	chr3:149474373-149474432	chr3:149474433-149474522	chr3:149474523-149474562	chr3:149474563-149474672	chr3:149474673-149474822	chr3:149474823-149474972	chr3:149474973-149475122	chr3:149475123-149475272	chr3:149475273-149475422	chr3:149475423-149475572	chr3:149475573-149475722	chr3:149475723-149475872	chr3:149475873-149476022	chr3:149476023-149476172	chr3:149476173-149476322	chr3:149476323-149476472	chr3:149476473-149476592	chr3:149476593-149476622	chr3:149476623-149476772	chr3:149476773-149476832	chr3:149476833-149476922	chr3:149476923-149477072	chr3:149477073-149477102	chr3:149477103-149477222	chr3:149477223-149477372	chr3:149477373-149477522	chr3:149477523-149477672	chr3:149477673-149477822	chr3:149477823-149477922	chr3:149477923-149477972	chr3:149477973-149478082	chr3:149478083-149478122	chr3:149478123-149478202	chr3:149478203-149478272	chr3:149478273-149478412	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.6f34fcaf-f939-42d9-9208-522a5ad9c032.fc.signal	0.457281	0.404132	0.551781	0.28241	0.218072	0.39663	0.417164	0.341704	0.355317	0.241776	0.120181	0.0728307	0.122791	0.137241	0.161083	0.145094	0.0922076	0.0952961	0.0301465	0.0571798	0.217695	0.310623	0.24103	0.263665	0.239896	0.168306	0.711598	0.655515	0.435447	0.160162	0.555244	0.627073	0.256118	0.455365	0.421964	0.229417	0.393641	0.315013	0.277876	0.235827	0.373622	0.332007	0.0423009	0.0164083	0.193973	0.466134
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.f20ced91-030b-432e-b792-c809b0185614.fc.signal	0.37459	0.139804	0.101699	0.374065	0.325571	0.269129	0.48779	0.519537	0.0609949	0	0	0.448735	0.927053	0.83065	0.338439	0.697338	0.233766	0.132031	0.465078	0.627047	0.511288	0.440684	0.83158	0.461378	1.40926	0.877632	0.868373	0.490263	0.719085	0.429691	0.343327	0.574564	1.13613	0.627482	0.457838	0.281853	0	0	0.153703	0.134269	0.207614	0.532373	0.976977	0.727419	0.220902	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.34e1eb06-bd04-44e7-b752-6e248f54239d.fc.signal	0.0636999	0	0	0	0	0.0197565	0.0845366	0.0835887	0.014381	0.000569667	0.127921	0.272181	0.341128	0.233424	0.191664	0.144112	0.0900712	0	0	0.0616691	0.140435	0.117535	0.068862	0.0691937	0.282689	0.33611	0.285544	0.287852	0.216421	0.229132	0.271127	0.143081	0	0.125758	0.251866	0.0778788	0.0976978	0.0914224	0.0297213	0.0566888	0.14411	0.17143	0.256524	0.195622	0.417746	0.46133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.37fbee98-9629-4bc8-bd64-c5ae6243c65d.fc.signal	1.43156	0.381344	0.447754	0.318449	0.127992	0	0.122444	0.889701	0.575059	0.452513	0.365497	0.37419	0.395846	1.09033	0.535546	0.272531	0.15573	0.389357	0.1042	0.461513	0.844731	1.50167	0.504215	0.115467	1.25318	1.05067	0.93111	0.304986	0.114009	0	0.749479	1.1454	1.47206	0.881938	0.219856	0.317527	0.417327	0	0	0	0.17978	0.592665	0.623907	1.05713	1.39045	0.797125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.7cf8ca14-d3f1-48ac-b2ef-eee0ebdb6853.fc.signal	0.0138253	0	0.0318028	0.16061	0.223813	0.301823	0.155038	0.057052	0.0667911	0.13121	0.0932427	0.109323	0.163172	0.135889	0.237691	0.0274687	0	0	0.0529522	0.187214	0.186133	0.108045	0.0884451	0.0263561	0.352459	0.150888	0.0559936	0	0	0	0.0202718	0.107199	0.0979963	0.100086	0.075264	0.17512	0.407571	0.358747	0.32011	0.190818	0.0953636	0.12898	0.163251	0.0533366	0.148187	0.432029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.6122ce53-36ab-4726-899c-4019d21224b2.fc.signal	0	0	0.0351078	0.14832	0.147736	0.117322	0.103772	0.397497	0.259357	0.196607	0.239674	0.135233	0.0715228	0.15072	0.169671	0.0091164	0	0.120695	0.166897	0	0	0	0	0.0169161	0.171184	0.113115	0	0	0.145311	0.288052	0.355962	0.133833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660728
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.42815287-0f19-4aa3-960b-90c95fa6839b.fc.signal	0.482066	0.464699	0.503293	0.688784	0.487743	0.408728	0.69928	0.55099	0.301627	0.0983121	0.304728	0.304592	0.137892	0.237794	0.772121	0.333722	0.247361	0.024576	0.415241	0.597821	1.10659	0.808722	0.429294	0.0870363	0.334542	0.432129	0.266029	0.448605	0.285156	0.143875	0.471318	0.680094	0.954271	0.355571	0.0358121	0.247965	0	0	0	0.11679	0.162901	0.293479	0.362021	0.696693	0.626654	0.94098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.227d235e-5d49-4e40-8c2e-3e1ec3df47e3.fc.signal	0.830945	0.24222	0.0782438	0	0	0	0	0	0.098831	0.414681	0.453826	0.467448	0.07743	0.403635	0.472385	0.413834	0.702202	0.111843	0.211073	0.490093	0.579066	0.207972	0.275307	0.351027	0.45513	0.474113	0.431796	0.335975	0.0301117	0	0.120447	0.394066	0.489677	0.430778	0.366104	0.103923	0.18489	0.122846	0.245721	0.387762	0.600279	0.727336	0.664584	0.481084	0.263998	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001025.7.e0707b51-da3d-4db9-b667-fa81699b438f.fc.signal	0.957432	0.202647	0.0922944	2.07445	2.02582	0.569274	2.32448	1.75239	0.162518	0.198943	0.202139	2.02856	2.30418	0.857946	1.11012	1.23304	0.467915	1.13178	1.04469	0.587888	1.19377	1.32849	0.899207	0.320214	2.10774	1.94638	2.20125	0.922412	0.316342	0.00670383	1.17951	1.47968	0.6663	0.41704	0.0912037	0	0	0	0	0	0	0	0	0	0	0.275362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.04518067-abab-4a89-bf47-1227c4f45354.fc.signal	0.297044	0.173473	0	0	0	0	0.0826019	0.147782	0.255953	0.430107	0.335202	0.0769454	0	0.113074	0.342326	0.485197	0.151336	0.3421	0.164653	0.0616716	0.302497	0.354984	0.170308	0.377376	0.286675	0.1225	0.00919108	0	0.00840927	0.0800895	0.155858	0.261603	0.156615	0.232694	0.393411	0.289686	0.376334	0.479833	0.82158	0.683011	0.657602	0.873123	0.356387	0.15396	0.131118	0.652226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.82ebcb5f-2b06-40e6-9298-a18d7df57bef.fc.signal	0	0	0	0.238338	0.274362	0.116838	0.134544	0.161244	0.0785764	0.216239	0	0	0	0.391218	0.690271	0.513673	0.280118	0.0982788	0.409495	0.153019	0.260292	0.936627	0.868988	1.95352	2.30896	2.02214	0.907193	0.203213	0.171947	0.30696	0.271407	0.276569	0	0.338398	0.904821	0.841995	0.521689	0.288183	0	0	0.392052	0.559615	0.686112	0.605275	0.696656	0.0472441
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2011f077-50b7-4adb-842b-523c5e6e134c.fc.signal	0.347923	0.110967	0	0.206647	0.672428	0.390231	0.371115	0.53353	0.432935	0.100693	0.0935003	0.76459	0.841273	0.55305	0.753559	0.861918	1.01573	0.66585	1.10702	0.450319	0.243515	0.268167	0.832487	0.159926	0.269383	0.216033	0.0799597	0	0	0	0.290087	0.477514	0.273306	0.0161828	0.00719233	0.352417	0	0	0	0	0	0	0.0673961	0.290734	0.649196	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.fbd8e9ac-18c2-44af-965b-f56cc82f5aa5.fc.signal	0.258141	0.0658034	0.421078	2.16095	1.21868	0.214243	0.82719	1.93473	0.0642213	0	0.0680307	0.617763	0.527752	0.522676	0.826995	0.536759	0.285659	0	0	0.840915	0.547845	0.982566	1.52141	0.351828	1.04974	1.46298	0.902798	1.16434	0.198971	0	0.366559	0.251678	0	0	0	0.383703	0	0	0	0	0	0.108929	0.623951	0.33925	0	0.398184
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.37b1756b-c2c1-491f-92a9-59d886eac908.fc.signal	0.0775022	0.0169806	0	0.0369458	0.124668	0.142202	0.179581	0.16741	0.195097	0.198364	0.343121	0.263603	0.250176	0.171044	0.102259	0.222187	0.381385	0.12294	0.211215	0.0835203	0.138341	0.121356	0.0775999	0.206628	0.157611	0.188254	0.378928	0.50517	0.24776	0.0731767	0.0746621	0.0427993	0.287536	0.346611	0.149765	0.215131	0.245838	0.548519	0.708244	0.270355	0.392167	0.533873	0.447954	0.292361	0.159728	0.290294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.abfd608c-8f4d-4e8d-82cd-a4e3ac1a7eaa.fc.signal	0	0	0.0545752	0.34642	0.246663	0.124917	0.24181	0.196427	0.248579	0.190895	0.0720167	0.233035	0.204973	0.0477179	0.172203	0	0.23804	0.0765061	0	0.0516955	0.125112	0.0206887	0	0.119936	0.15696	0.117315	0.170628	0.273256	0.0246222	0.00451733	0.135348	0.0252729	0	0	0.0382739	0.153555	0	0.103495	0.131221	0.110182	0.0722046	0.103769	0.144729	0.066995	0.0381749	0.327625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.281d6dd1-44ba-4f4d-ae43-b97e5c37ba9e.fc.signal	0	0	0	0	0	0	0.176276	0.0534063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0866935	0.0736317	0.114121	0	0.12372	0.0678119	0.154804	0.0696603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202187	0.485316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.51849de7-98ef-4359-93cc-7eaf0ea4d31d.fc.signal	0	0.809965	0.887414	0.2138	0	0	0.122843	0.236362	0.474052	0.489853	0.321471	0	0	0.445489	0.34209	0.250344	0.089776	0.602577	0.271824	0.668205	0.0297847	0.394879	0	0	0.17475	1.29789	0.637685	0.7706	0.442116	0.52003	0.19586	0	0	0	0.162239	0.172047	0	0	0.256958	0.483516	0.167774	0	0	0	0	0.746143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.8acf33db-7deb-4ee2-849a-9a31ff1a6d2b.fc.signal	0.354891	0.321028	0.189124	0.186253	0.588996	0.735913	0.246834	0.295531	0.140153	0.324159	0.415479	0.1453	0.136812	0.278832	0.636847	0.601114	0.421952	0.242388	0.520454	0.704525	0.043472	0.543962	0.524102	0.0961379	0.559834	0.496391	0.208755	0.206773	0.0984248	0	0.269945	0.525711	0.86132	0.784166	0.0552139	0	0	0.0569664	0.225912	0.0993886	0	0	0	0	0.165101	0.69656
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.54011ce0-e2f9-4c5b-a8cb-91d5a4005b09.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.2d7fdd0a-6f8f-476a-bfea-126f0762ae2f.fc.signal	0	0	0.004824	0.126174	0.205933	0.193287	0.0596235	0.00992864	0.114547	0.0847865	0.05899	0.10015	0.0871275	0.0329537	0.0084498	0.082588	0.105148	0.115965	0.0212916	0	0	0	0	0	0	0.0276299	0.108818	0.0831823	0.0930857	0.0615778	0.0383517	0.0617456	0.0328227	0.0345131	0.241296	0.139065	0.00063574	0	0.000535255	0.0365494	0.0629381	0.063096	0.0283907	0	0	0.453914
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.74873598-9018-4803-a8ce-54f43ecccce7.fc.signal	0.542002	0.469298	1.14702	1.091	0	0	0.49172	0.744568	0	0	0	0.553924	0.684994	0.283655	0.618337	0.322676	0.587906	0.211187	0.525972	0	0	0.376663	0.147127	0.769532	0.67374	0.029727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110339	0.930468	0.919057	0.350622	0	1
