	chr6:31718453-31718602	chr6:31718603-31718752	chr6:31718753-31718902	chr6:31718903-31719052	chr6:31719053-31719202	chr6:31719203-31719352	chr6:31719353-31719412	chr6:31719413-31719502	chr6:31719503-31719652	chr6:31719653-31719802	chr6:31719803-31719892	chr6:31719893-31719952	chr6:31719953-31720042	chr6:31720043-31720102	chr6:31720103-31720162	chr6:31720163-31720252	chr6:31720253-31720402	chr6:31720403-31720552	chr6:31720553-31720702	chr6:31720703-31720852	chr6:31720853-31720982	chr6:31720983-31721002	chr6:31721003-31721102	chr6:31721103-31721152	chr6:31721153-31721302	chr6:31721303-31721452	chr6:31721453-31721602	chr6:31721603-31721752	chr6:31721753-31721832	chr6:31721833-31721902	chr6:31721903-31721942	chr6:31721943-31722052	chr6:31722053-31722202	chr6:31722203-31722352	chr6:31722353-31722502	chr6:31722503-31722572	chr6:31722573-31722652	chr6:31722653-31722742	chr6:31722743-31722802	chr6:31722803-31722922	chr6:31722923-31722952	chr6:31722953-31723102	chr6:31723103-31723252	chr6:31723253-31723322	chr6:31723323-31723402	chr6:31723403-31723552	chr6:31723553-31723563	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.89a447bb-7116-45ed-914d-ea08ca13224b.fc.signal	0.472518	0.0283373	0.25377	0.844	0.675443	0.385045	0.669115	0.311905	0.342359	0.228256	0.387213	0.217406	0.0920733	0.422411	0.677945	0.294277	0.716432	0.631055	0.723974	0.44061	0.684515	1.15311	1.26588	1.88112	1.84477	0.755991	1.41141	1.26472	0.284146	0.637138	1.41104	1.12903	0.968357	0.575414	1.33498	1.05873	0.556638	0.294954	0.259781	0.11283	0.188734	0.402009	0.0619616	0	0.592515	0.69015	0.713883	0.573944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.227d235e-5d49-4e40-8c2e-3e1ec3df47e3.fc.signal	0.277079	0.28263	0.290861	0.132104	0.164528	0.21771	0.101479	0	0	0.146534	0.607563	0.495369	0.213778	0.109662	0.259543	0.240993	0.34932	0.580273	0.0991343	0.0354363	0.456873	0.297217	0.0007753	0	0.124489	0.523436	0.389654	0.185832	0.164429	0.257153	0.154717	0	0	0	0	0.00745086	0.20256	0.368417	0.38715	0.165614	0.12905	0.240436	0.0765697	0	0	0	0	0.85782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.ac3d233b-983d-44f1-b32e-ea45048d4db5.fc.signal	0.69733	0.388163	0.319508	0.53212	0.856712	0.352981	0.28695	0.412106	0.726999	0.506962	0.650307	0.388351	0.478038	0.680845	0.93365	0.711033	0.464811	0.531627	0.258268	0.537578	0.913343	0.612042	0.471188	0.462699	0.687758	1.19954	1.41764	0.61877	0.473579	0.336708	0.428148	0.417422	0.627475	0.871851	0.747082	0.409984	0.419677	0.35553	0.337213	0.133971	0	0.0552957	0.238331	0.225489	0.222415	0.234366	0.14354	0.439673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.8880c654-a0c9-41d0-997c-100c289384a4.fc.signal	0.216504	0.223436	0.219952	0.38714	0.344788	0.701053	1.02267	1.03267	0.83947	0.737978	0.697819	0.293164	0.396587	0.489812	0.417252	0.479119	0.391136	0.0896464	0.171772	0.257138	0.61412	0.578119	0.647605	0.877315	1.7913	1.06826	1.39676	1.36742	1.00303	1.37983	1.68411	1.81271	1.49746	2.24788	3.14298	1.97861	1.57411	1.29034	0.861903	0.497793	0.285529	0.645463	1.10006	1.32954	1.49343	1.72208	2.06985	0.189744
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.67d0b7ff-4124-4e95-8c9b-1a369432b72d.fc.signal	0.669428	0.567169	0.338635	0.555615	1.38935	1.17866	0.292287	0	0.577996	0.703974	0.448769	0.520095	1.09115	1.34908	0.874685	1.16365	1.34491	0.962417	0.285907	0.272512	0.350641	0.590344	0.344463	0.33103	0.0360127	0.346563	0.0846285	0.50471	1.22756	1.31128	1.09729	0.813418	0.348131	0.0521415	0	0	0	0	0	0.0960931	0.511405	0.657638	0.5803	0.766451	0.795119	0.450011	0.554899	0.782031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.4f8cce6d-4994-48d9-b94c-e0d12d1ce300.fc.signal	0.207688	0.191776	0.130085	0	0	0.139909	0.131739	0.104019	0.621393	0.641237	0.132813	0.196042	0.114982	0.337815	0.341401	0.137245	0.117155	0.175206	0.019016	0	0.153208	0.299527	0.216975	0.270901	0.21642	0.151915	0	0.316245	0.28341	0.0171499	0.192143	0.411251	0.349196	0.452541	0.24369	0.280978	0.155609	0.260345	0.202858	0.0660801	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.22142533-566c-427b-ba85-c5bd39fb7b54.fc.signal	0.514112	0.187604	0.139121	0.187029	0.621936	1.17104	0.457708	0.0103076	0	0.234017	0.83937	1.84307	1.52673	0.65588	0.487336	0.789272	0.733101	0.348061	1.21975	1.05488	0.984431	1.07006	1.35805	0.754918	0.721567	0.570848	0.660719	0.901944	2.10895	2.12669	1.27634	1.54796	1.40927	1.24	1.72438	1.86146	1.36679	0.985688	2.42538	2.92268	2.39877	1.41419	1.62557	1.31785	1.43738	0.646081	0.62714	0.129568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.87bd77ec-3829-4467-a200-aa2df0091de8.fc.signal	0.0540565	0.120955	0.159479	0.108756	0.104092	0.0891709	0.0906718	0.141714	0.250862	0.212979	0.214846	0.323425	0.314939	0.274074	0.257207	0.325188	0.341156	0.100821	0.148276	0.235652	0.229318	0.37147	0.505981	0.720706	0.811494	0.439164	0.344369	0.438934	0.561638	0.491291	0.510915	0.40554	0.349557	0.466075	0.386285	0.20896	0.156816	0.117072	0.127605	0.0972428	0.131776	0.0931692	0.170757	0.304284	0.34971	0.296937	0.201965	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.3393cdeb-e872-46c4-bde0-73b65c9b81ab.fc.signal	0.379163	0.337573	0.176399	0.0384941	0.366397	0.179946	0	0	0	0.157382	0.187633	0.121883	0.20055	0.132301	0.231621	0.212403	0.00506773	0.0489745	0.42832	0.14937	0.382212	0.270654	0.0214828	0.289006	0.372247	0.480985	0.54503	0.258055	0	0.244479	0.598739	0.456089	0.28611	0.478975	0.621817	0.126139	0	0	0	0	0	0.0947901	0.208566	0.0295687	0	0	0	0.354839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.4195ed0b-af56-4a96-a3b0-ca28cc05743c.fc.signal	0.270498	0.305532	0.311922	0.357955	0.435552	0.318973	0.238257	0.0216653	0	0.290056	0.274086	0.0566993	0.199335	0.180993	0.375239	0.9201	0.474732	0.318793	0.0552623	0.101638	0.37415	0.326715	0.659919	0.927829	0.669182	0.871204	0.0034424	0.178177	0.243167	0.0594871	0.320974	0.42858	0.249347	0.340065	0.121324	0	0	0	0	0	0	0	0	0	0	0.148927	0.353942	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.0101c129-8d25-4833-adbc-872c2164040d.fc.signal	0.357931	0.765613	2.28636	1.00961	0	1.4595	1.17249	0.84842	1.20388	0	0.966276	3.63286	0.908548	1.91921	1.7731	0.279821	0	1.14035	1.2363	0.940816	0.444468	0	0	0.16066	0.570304	1.53619	0.381506	0.731153	1.24722	4.25067	2.69899	0.138148	0.693436	1.29464	0.73752	0.622016	0	0	0	0.356455	1.78364	0.776519	0.608884	0.372136	0	1.27841	0.322953	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.2decf229-d57c-4c34-87d3-51ccee560986.fc.signal	0.205922	0.0667858	0.159017	0.11116	0.203184	0.179285	0.516779	0.340805	0.38321	0.314108	0.0363498	0	0.0446187	0.257947	0.31288	0.0781366	0	0.528311	0.314739	0.0955445	0.740912	0.60877	0.133876	0.265565	0.154202	0.0689864	0.21391	0.494815	0.84305	0.499809	0	0.007664	0.236052	0.179849	0	0	0	0	0	0	0	0	0	0.0873169	0.742939	0.406069	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.2cc21aab-5f40-403e-8a83-d216d8e577c3.fc.signal	1.51107	1.53435	0.647563	0.0677215	0.458182	1.3624	1.99866	0.142852	0	0.506528	1.40252	1.15201	0.331213	1.9047	2.37461	1.10873	0	1.77772	1.28031	0.483686	0.725855	2.94132	2.85785	1.19723	1.10293	0.603522	1.22951	1.2734	0.327348	0	0	0.133688	2.42661	1.23862	0.42859	2.42716	0.689327	0	0	0	0	0.980376	0	0.647748	2.43585	0.359476	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001006.4.6c99108e-d358-47f5-ae9f-66cd74c47173.fc.signal	0.488909	0.445088	0.573752	0.912897	0.734022	0.12503	0.169294	0.180236	0.245143	0.118418	0.534328	0.688418	1.04308	1.8315	1.40294	1.0632	1.78846	0.906123	0.544457	0.266054	0.480927	0.319243	0.253908	0.496844	0.191939	0.586454	0.354774	0.0878839	0.352635	1.24177	1.43393	0.560256	0.72479	0.463067	0.793549	0.358399	0.31032	0.263202	0.554994	0.193641	0	0	0	0.0232251	0.4915	0.496542	0.406932	0.811475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.833a4d12-f55a-4d20-8f65-69bf9d8fbcf1.fc.signal	0.289902	0.147629	0	0.0843403	0.163238	0.0175809	0.205739	0.457413	0.450532	0.160402	0	0	0.0935409	0.31201	0.275629	0.141848	0.52186	0.0811453	0.100721	0.170622	0.122646	0.426973	0.453195	0.5201	0.715978	0.553457	0.366495	0.824991	0.620576	0.50696	0.545616	0.752763	0.990963	0.768544	0.615165	0.586093	0.53647	0.459541	0.721537	0.632643	0.356206	1.1562	1.03087	0.220701	0	0.292309	0.61001	0.603953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.01ad782d-8f43-4114-af5f-5d6c1d4f4606.fc.signal	0.0975347	0	0.0520622	0.123008	0.000798	0	0.0395612	0.157343	0.0926497	0	0	0	0	0	0	0	0	0.0289966	0.183667	0.235933	0.212754	0.057813	0.00644974	0	0.0791937	0.0580824	0	0	0	0	0	0	0	0	0	0	0.0103818	0.232189	0.319184	0.160154	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.f1bbfa0c-b731-40d3-bbd9-e1d76ee29506.fc.signal	0	0	0	0	0	0	0	0.125814	0.171193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00839033	0.0982901	0.095304	0.0076624	0	0	0	0	0	0.0341367	0.181712	0.0852771	0	0	0	0	0	0	0	0.0373214	0.184152	0.264088	0.20884	0.0387779
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.4a1d8421-a3b2-4222-98f9-a6a8de88d6d4.fc.signal	0	0	0.790118	2.12303	0.579374	0.406798	0.75257	0.175072	1.01757	0.905836	0.520197	0	0	0	0.264973	0.5414	0.102485	0	0.670664	0.475897	1.00761	0.82949	0.672986	0.22396	0.0191515	0.680211	0.555307	0	0	0.207366	0.33178	0.372128	0.331096	0.0783453	0.430841	0.641508	0	0.239825	0.682554	0.414438	0	0.112069	0.472522	0	0	0.426526	1.10598	0.411237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003825.5.da4bf662-fef1-4043-a7b2-c71c32b5538b.fc.signal	0.647357	0.711932	1.02327	0.490731	0.216052	0.238799	0.33164	0.362449	0.398782	0.167853	0	0.300018	0.439647	0.254835	0.197677	0.330079	0.791982	0.293052	0.372222	0.130375	0.6607	0.389808	0.175894	0.412869	0.549784	0.217136	0.597366	0.97799	0.607093	0.20867	0	0.250741	0.339899	0.399372	0.257317	0.310444	0.0569711	0	0	0	0	0.268862	0.0794764	0	0.2135	0.250228	0	0
