	chr5:179835385-179835444	chr5:179835445-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836034	chr5:179836035-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0	0	0	0	0.143766	0.975408	2.56751	0.979443	0	0	0.214059	1.39864	0.255242	0.515996	1.56809	1.15573	0	0.770766	1.17314	1.11985	0.360088	0	0.492978	0.36425	0	0.674478	1.19593	0.569653	0.277948	0	0	0	0	0	0.294705	0.640416	0	0	0	0.612117	1.21151	0.301109	0.929057	0.645871	1.48967	0.527083	0	0	0.759432	0.175689	0	0.119015	0.739963	0	0.987854
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0	0	0	0.310653	0.194631	0.331252	0.558594	0.945057	0.0879747	0	0	0	0.178805	0.231062	0	0.119934	0.324931	0.258198	0.502495	0.658729	0.351821	0	0	0	0	0	0	0	0.154222	0.719153	0.615708	0.011232	0.095472	0.340661	0.069264	0	0	0.187634	0.80269	0	0.158751	0.267069	0.074872	0.490315	0.445393	0	0	0	0	0	0	0	0	0	0	0	0.680258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0	0	0	0	0	0	0.235145	0.460789	0.121565	0.430084	0	0	0	0.375619	0.120747	0.490808	1.17315	0.679394	0	0	0.108952	0.495078	0	0.23132	0.382278	0	0	0	0.50065	0.703116	0	0	0	0	0	0.617552	0.350651	0.265935	0.167863	0.445923	0.584572	0.0180995	0.405	0.65679	0.256522	0.36103	0.482564	0.133011	0	0	0	0	0	0.128261	0.4885	0	0.816371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0	0	0	0	0	0	0	0.0729305	0.245383	0.339772	0.512153	0.376218	0.353993	0.473463	0.475437	0.206513	0.194564	0.204559	0.248956	0.332207	0.101282	0.0973867	0.0818048	0.112969	0.00973867	0.330245	0.345836	0.0983605	0.327237	0.407811	0.257651	0.0158953	0	0.235725	0.236463	0.104463	0.0896243	0.283517	0.212376	0.247452	0.213337	0.190918	0.548525	0.161716	0	0.174383	0.418893	0.183972	0.00194773	0	0	0	0	0	0	0	0.207154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.162487	0.00359244	0.308361	0.784908	0.325235	0.103841	0.209143	0.145214	0.847913	0.13803	0.401663	0.241701	0.156635	0.11631	0.167639	0.231404	0.360218	0.784241	0.503011	0.48187	0.140957	0.239473	0.113045	0.168143	0.0891219	0.403078	0	0	0.0845287	0.203141	0.679494	0.276893	0.0589348	0.236978	0.405348	0.323666	0.313536	0.598261	0.32302	0.631796	0.335281	0.642892	0.119689	0.297461	0.68262	0.599751	0.600158	0.485018	0.328341	0.248661	0.42655	0	0.203172	0.677565	0.780681	0.499894	0.38326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.6cb1979d-a688-443a-a34f-9028034c29a9.fc.signal	0	0	0	0	0	0	0	0.285586	0.333758	0	0	0.587033	0.744675	0	0	0	0	0	0.191171	0.595054	0.0614136	0	0	0.0894608	0.51612	0.0137632	0.08602	0.51612	0.017204	0.125384	0.414586	0.746659	0.492038	0	0.313038	0.24898	0.182167	0.18701	0.51612	0.0275264	0.278096	0.657947	0.22774	0.361719	0	0	0.317427	0.111313	0.165548	0.399202	0	0	0	0.175482	1.01505	0.190149	0.553254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0	0	0	0	0	0.013035	0.256799	0.0764747	0	0	0	0	0	0.21552	0.0364991	0	0	0.1347	0.117912	0.245936	0	0	0.0611207	0.208041	0.142517	0.085162	0.103413	0.165983	0.172064	0.394538	0.171742	0	0.127127	0.265315	0.359777	0	0	0	0.026939	0.370205	0.148602	0.279504	0.627178	0.900264	0.706091	0.581665	0.84055	0.848098	0.367598	0.924567	0.823744	0.05214	0	0.384977	0.406701	0.308732	0.364807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0	0.0454758	0.164804	0.0990376	0	0	0.041858	0.257823	0.261474	0.0621729	0.0400925	0.0301296	0.0649026	0.102614	0.160871	0.241415	0.102909	0.0114263	0.0246055	0.108794	0.162959	0.0742594	0.0528003	0.140747	0.14416	0.145301	0.194347	0.196352	0.299642	0.338279	0.133656	0.174658	0.285631	0.274203	0.204863	0.116926	0.0984805	0.0371032	0.0209609	0.0649343	0.0653573	0.193153	0.358645	0.207499	0.164783	0.2177	0.0400926	0.0252712	0.105409	0.16391	0.0747983	0.0933855	0.0760111	0	0	0.0537997	0.861177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0	0	0.0831132	0.0193242	0	0	0.358914	0.50094	0.983858	0.427758	0.480265	0.429038	0.531523	0.65919	0.199918	0.590257	0.215263	0.297271	0.614045	0.427997	0.206635	0.331646	0.288069	0.109671	0.475142	0.400427	0.0307861	0.0711429	1.0472	0.546223	0.82092	0.315892	0.184857	0.222831	0.396031	0.746419	0.496012	0.515368	0.601619	0.51567	0.831943	0.695801	0.669048	0.969404	1.18136	0.896215	0.458866	0.272938	0.195368	0	0.0032068	0.115604	0.0202992	0.583175	0.53478	0.886534	0.653846
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0	0	0	0	0	0	0	0	0	0.000962733	0.0681942	0.151186	0.0755632	0	0	0.00470147	0.100832	0.0463451	0.049683	0.0605888	0.0397965	0.0674133	0.003688	0	0	0	0	0	0.055041	0.108789	0.00983793	0	0	0.0709646	0.14327	0.0357141	0.0771005	0.0443676	0	0	0	0.00495413	0.0933171	0.0523785	0	0.0213534	0.0920113	0.1213	0.193652	0.0813919	0.346406	0.198052	0.0069936	0	0.0386588	0.179666	0.528455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.162118	0.0565571	0	0	0	0	0.0330709	0.184324	0	0	0.119268	0.0429207	0	0	0	0.099593	0.218257	0	0	0	0	0	0	0	0.0801034	0.729086	0.931096	0.0240842	0.158882	0.550859	0.114667	0	0.359979	0.127304	0.15583	0.418911	0.524247	0.20361	0.092907	0	0.199485	0.0665811	0.116134	0.275706	0.531985	0.382239
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.81f516cc-ec89-43f9-8fca-cec4ecf96cfc.fc.signal	0	0	0.340988	0.122856	0	0	0	0	0	0	0	0	0	0	0	0	0.0401163	0.37609	0.0476381	0	0	0	0	0	0	0	0	0	0.328748	0.132885	0	0	0	0.123415	0.319966	0	0.259523	0.191734	0.0598178	0.287227	0.239372	0.209614	0.321422	0.797814	0.089208	0.334898	0.0172069	0.14557	0.312869	0	0	0	0	0	0	0	0.610915
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0	0	0.0047688	0.306793	0.305203	0.0095376	0	0	0	0.0793811	0.47688	0.483815	0.688403	0.106571	0.0553802	0.272894	0.689583	0.299893	0.0790322	0	0	0.0683528	0.538863	0.799521	0.385509	0.047688	0	0.718414	0.957325	0.554085	0.10756	0.16614	0.343625	0.0127168	0.432367	0.68507	0.559383	0.297255	1.955	2.04084	1.04264	0.732573	0.221966	0	0	0	0.107093	0.823446	1.07013	0.435544	0.802667	0.650101	0.135116	0.513435	0.765615	0.677482	0.682741
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.31a4c841-3d2e-437c-b7e3-cec67ef766c3.fc.signal	0	0	0	0	0	0	0	0	0.32946	0.790631	0.401766	0.0165797	0.089901	0.64215	0.059934	0.507747	0.790543	0.166273	0	0	0.316151	0.32469	0.0472043	0	0	0	0	0	0	0	0	0	0	0.505158	0.286827	0.95032	1.72941	0.803846	0.44527	0	0	0.305899	0.256036	0.383404	0.35898	0	0	0	0	0	0	0.563822	0.203301	0.426383	1.67807	1.68649	0.806034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0	0	0	0	0	0	0	0.123046	0.516152	0.117277	0.0232351	0.209321	0.137201	0.423064	0.411331	0.660849	0.812605	0.245369	0.51458	0.12693	0	0.267582	0.504288	0.0686107	0.51458	0.188679	0	0	0	0	0	0	0	0	0	0.305317	0.466553	0.116638	0.552316	0.655232	0.421956	0.51458	0.0960549	0.464592	0.567829	0.612527	0.205832	0	0	0	0.0274443	0.51458	0.6286	0.335088	0	0.173141	0.559184
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0.0238359	0.196189	0.193849	0.43366	0.588608	0.68269	0.299832	0.0711738	0	0	0	0	0.0841601	0.566619	0.554385	0.297065	0.0596972	0	0.266723	0.289194	0.170952	0.390104	0.0242784	0.17043	0.294841	0.195032	0.429354	0.277234	0.150062	0.932598	0.506236	0.109182	0.401325	0.290063	0	0.0145315	0.222036	0.126477	0	0.104527	0.510169	0.317542	0	0	0	0	0	0	0	0	0	0	0.518072
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.517f2632-e6c4-42fa-8f96-3f8b0c26dc19.fc.signal	0	0	0.170019	0.455962	0.044954	0	0	0	0	0.136692	0.67598	0.00283493	0.652387	0	0	0	0	0	0	0.729681	0.105457	0	0	0.0450927	0.822074	0	0	0	0	0	0	0	0.482145	0.385022	0	0	0	0	0	0	0	0	0	0	0	0	0.270556	0.596611	0	0	0	0	0	0	0	0	0.973171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.165f7781-9b32-4127-9b7e-a3c22e1d8bc5.fc.signal	0	0	0	0	0	0	0.00424358	0.0712651	0.0121245	0.212829	0.254674	0.296333	0.296433	0.0480988	0.00063434	0.0740415	0.0197915	0.125697	0.117464	0.0840042	0.2063	0.0241982	0	0	0	0	0	0.00143087	0.132449	0.28768	0.182496	0.0647546	0.13092	0.00282905	0.115436	0.0571777	0	0	0.00912875	0.26727	0.22161	0.389059	0.27145	0.0564028	0.0822502	0.368782	0.16237	0.148922	0	0	0.0232636	0.212479	0.3458	0.176839	0.0521479	0.0537455	0.486068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0	0.0717969	0.21721	0.118906	0	0.0541844	0.214863	0.370963	0.390373	0.396029	0.46045	0.590638	0.374963	0.0757971	0	0.145912	0.427157	0.470195	0.416306	0.279519	0.17937	0.499529	0.948244	0.856253	0.699513	0.690798	0.281403	0.508572	0.547938	0.315041	0.629032	1.08904	0.715256	0.441108	0.610847	0.712979	0.527326	0.437653	0.59075	0.580254	0.776705	0.835175	0.800662	0.822006	0.752335	0.559082	0.642762	0.575173	0.251786	0.434849	0.309809	0.257436	0.415704	0.386853	0.157015	0.164716	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0	0	0	0	0	0	0	0	0.192052	0.0606049	0	0	0	0	0	0	0.328741	0.0819485	0	0	0	0	0	0.122444	0.0871883	0.344647	0.0612439	0.0755457	0.322049	0	0.0280584	0.358039	0.0365867	0.665414	0.0471137	0	0	0	0	0	0	0	0	0.129185	0.114371	0	0.262991	0.0767229	0	0	0.119861	0.22861	0	0	0	0	0.134078
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	0	0	0	0	0	0	0	0	0	0.344774	0.633788	0	0.640584	0.423717	0	0	0	0	0.0788187	1.04038	1.23768	0.689169	0	0	0.412582	0.838976	0.00545493	0	0	0.632744	1.37002	0.309137	0	0.916848	1.22245	1.30649	0.973196	0.0636459	0	1.13071	1.92967	0	0	0	0.544458	0.774147	0	0	0.57303	0.993252	0	0	0	0.464132	0.894871	0	0.47619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.92277bf1-d852-4798-9042-40cf7998125a.fc.signal	0.0751577	0.11867	0.147942	0.0672463	0	0	0	0.0497773	0.266166	0.174672	0.0878991	0.162282	0.0862597	0.0463945	0.186779	0.2146	0.406362	0.114907	0.210703	0.178435	0.0957271	0.17484	0.279326	0.0879181	0	0	0	0	0.109055	0.174266	0.232031	0.197971	0.142288	0.25051	0.292736	0.21205	0.183543	0	0.125812	0.44554	0.184351	0.402946	0.0766632	0	0.00158227	0.208068	0.106803	0	0	0	0	0	0	0.0403478	0.441576	0.627842	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.a6c1b511-073a-4c3f-aaa3-66dd1c788117.fc.signal	0	0	0	0	0	0	0	0	0.113932	0.124621	0.142341	0.154288	0.143292	0.522214	0.0669904	0	0.0842977	0.164422	0.0777033	0.128196	0	0	0	0	0	0	0	0.219855	0.505725	0.0539604	0.0049708	0.230123	0.0489602	0	0.223836	0.165048	0.469763	0.203427	0	0.0953052	0.192324	0	0.59166	0.789531	0.547692	0.409786	0	0.24582	0.143894	0	0	0	0	0	0.0219839	0.29978	0.885434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.02447	0.16741	0.301993	0.109594	0	0	0.185882	0.306561	0.157191	0.308518	0.147378	0.0424147	0.173978	0.0422813	0	0	0.0849385	0.225349	0.200168	0.116108	0.347018	0.0587055	0	0	0.0952257	0.362679	0.0906796	0.185203	0.167611	0.134373	0.149216	0.116529	0.0241437	0.375705	0.65217	0.446143	0.163501	0.304912	0.376718	0.944395	0.845255	0.926116	0.618946	0.425215	0.477037	0.468319	0.4604	0.736191	0.361652	0.181799	0	0.166971	0.708302	0.570681	0.566782	0.762034	0.669847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.4a84d1a8-94ea-4ca8-9f07-6c2b2d20f0f2.fc.signal	0	0	0	0	0	0	0	0.300682	1.1317	1.52618	0.493933	2.96542	1.59188	0.24763	0.626771	0.74241	1.37125	1.53907	0.188075	0	0	0.36383	0.411395	0.932723	0.859925	1.04109	0.62588	0.545948	0.143961	0	0.543321	0.35508	0.413815	0	0.801061	1.75629	0.969714	0.348569	0.302787	0.5929	0.373292	1.54429	1.08122	0.986419	1.31176	1.25582	0.570547	1.8659	0.967777	0	0	0	0.067515	0.657647	0.0720567	0	0.801527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.bed78e40-f7b3-4ebb-ad62-e7d9c6963ec8.fc.signal	0.21952	0.152444	0.136834	0.124395	0.333594	0.392811	0.369794	0.259707	0.463789	0.509289	0.40377	0.246906	0.315288	0.16025	0.189564	0.0436762	0.224691	0.424352	0.243692	0.366285	0.344967	0.308321	0.134186	0.463143	1.02191	0.722784	0.341651	0.0139029	0.439666	0.737522	0.544736	1.20304	0.653809	0.351744	0.387498	0.365039	0.232892	0.278716	0.31308	0.203391	0.570532	0.970861	0.783464	0.286983	0.462558	0.491721	0.562904	0.248398	0.0652835	0.204877	0.346719	0.168989	0.345283	0.250175	0.305031	0.21952	0.967283
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240125	0.100828	0.38306	0.305777	0	0.146623	0.518944	0.350649	0	0	0	0	0	0.151771	0.0935233	0	0.0736699	0.166499	0	0.162897	0.169456	0	0.228462	0.072342	0	0.0789819	0.372615	0.304635	0.225183	0.036168	0.207034	0.0761223	0.150451	0.0719782	0.25207	0.0672187	0	0	0	0.115952	0.182576	0	0.203655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0	0	0	0	0	0	0	0.163044	0.89993	0.939014	0.744317	0.398151	0	0	0.0768889	0.172234	0.137339	0.00347707	0	0.180909	0.190858	0.0223187	0.234294	0.200838	0	0.0580285	0.226489	0.170735	0.00223187	0	0.134309	0.278122	0.26093	0.0234765	0	0	0	0.100687	0.269621	0.501974	0.663939	0.421888	0.214304	0.216685	0.374766	0.573517	0.465793	0.561431	0.65328	0.0546496	0.162968	0.224268	0.0535648	0	0	0	0.731223
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.0285007	0.0936377	0.200751	0.115501	0.0737701	0.034887	0.0878937	0.216588	0.22308	0.130424	0.0813237	0.172209	0.133142	0.0355862	0.120336	0.0773421	0.109232	0.0380721	0.0755109	0.0895062	0.0370282	0.0899833	0.13077	0.144429	0.105696	0.124607	0.137739	0.06257	0.337422	0.247142	0.0837485	0.0194161	0.0908938	0.0558562	0.0658227	0.0664329	0.0814363	0.045646	0.0932481	0.132633	0.126652	0.0891215	0.109444	0.118984	0.0914001	0.0195851	0.0252549	0.0345149	0.0666621	0.0382387	0.000887	0.201353	0.46591	0.201351	0.0692958	0.105274	0.385584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	0	0	0	0	0	0	0	0	0	0.227496	0.202393	0.222948	0.223772	0.0427737	0.0493783	0.150953	0.324655	0.0514337	0	0.247205	0.245055	0.119724	0.036113	0	0.195779	0.132345	0	0	0	0	0	0	0	0	0	0.0218867	0.284387	0.0218867	0.0437733	0.228641	0.055811	0	0	0.009849	0.358772	0.28548	0.277829	0.052528	0	0.006566	0.157584	0.115999	0.0481507	0.147681	0.708329	0.161991	0.743088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.1917ab06-c482-4280-95d3-df299df1fb8d.fc.signal	0	0	0	0	0	0	0	0	0	0.926514	1.00134	0.0603057	0.115129	0.82235	0.131576	0	0.491904	0.485725	0.0952267	0.410968	0.279599	1.20063	0.685292	0	0	0	0	0	0.42214	0.646915	0	0	0	0	0	0	0	0	0	0.279251	0.627734	0	0.255918	0.584666	0	0.613775	0.389246	0	0.445371	0.430075	0	0	0	0	0	0.0751789	0.848861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.d6566dd7-3419-47c8-a71d-319e525a8fea.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254907	0.191463	0.115848	0.345459	0	0.272333	0.244595	0	0	0.191642	0.325286	0	0.0176947	0.354053	0.413582	0	0	0	0	0	0	0	0	0	0	0.25216	0.264768	0.14121	0.375718	0	0	0	0	0	0	0	0	0	0	0	0	0.78671
