	chr7:6821955-6822104	chr7:6822105-6822254	chr7:6822255-6822404	chr7:6822405-6822554	chr7:6822555-6822704	chr7:6822705-6822854	chr7:6822855-6823004	chr7:6823005-6823154	chr7:6823155-6823304	chr7:6823305-6823454	chr7:6823455-6823604	chr7:6823605-6823754	chr7:6823755-6823904	chr7:6823905-6823954	chr7:6823955-6824054	chr7:6824055-6824104	chr7:6824105-6824204	chr7:6824205-6824354	chr7:6824355-6824434	chr7:6824435-6824504	chr7:6824505-6824554	chr7:6824555-6824654	chr7:6824655-6824684	chr7:6824685-6824744	chr7:6824745-6824804	chr7:6824805-6824854	chr7:6824855-6824954	chr7:6824955-6825104	chr7:6825105-6825254	chr7:6825255-6825404	chr7:6825405-6825554	chr7:6825555-6825704	chr7:6825705-6825804	chr7:6825805-6825854	chr7:6825855-6826004	chr7:6826005-6826094	chr7:6826095-6826154	chr7:6826155-6826224	chr7:6826225-6826304	chr7:6826305-6826454	chr7:6826455-6826604	chr7:6826605-6826644	chr7:6826645-6826754	chr7:6826755-6826784	chr7:6826785-6826904	chr7:6826905-6826964	chr7:6826965-6827048	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561073	0.374048	0	0	0	0	0	0	0.185075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000155.3.65fa8cc1-284a-4261-8b82-5bca18ab1a7b.fc.signal	0	0	0	0	0	0	0	0	0	1.46122	0.460108	0	0	0	0	0	0.690162	0.500557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.162807	0.666221	0.181545	0.056156	0.603088	0.308808	0	0.456607	0.048656	0.241408	0.263864	0	0.287645	0.238097	0	0	0.042106	0.477191	0	0	0	0	0	0	0	0.494056	0.478575	0.0681269	0.780347	0.145984	0	0	0	0	0	0	0	0	0	0	0	0	0.00510545	0.495927	0.502928	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0.190016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0	0	0	0	0	0.0233728	0.14608	0.0253205	0.0233728	0.14608	0.106173	0.391645	0.35267	0.198716	0.124168	0.0409024	0.14608	0.0837525	0	0.271405	0.29229	0.248441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102279	0.411102	0.118843	0	0.128816	0.14608	0.137559	0.14608	0.793342	0.175049
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.133519	0.015408	0.597305	0.402201	0.054784	0.267041	0.736513	0.489502	0	0	0.210576	0.268766	0.544249	0.138647	0	0	0.074472	0.164352	0	0	0	0	0	0	0	0.236197	0.495429	0.018832	0.350849	0.504868	0	0	0	0	0	0	0	0.0293486	0.420376	0.805119	0.225893	0	0	0.256723	1.14236	0.530514	0.932066	0.332697
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.6cb1979d-a688-443a-a34f-9028034c29a9.fc.signal	0	0	0	0	0.395531	0.182362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137632	0.481712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0	0.120794	0.131223	0	0	0	0	0	0.110364	0.253755	0.139914	0	0	0	0	0	0.132961	0.306764	0.13035	0.0837964	0	0.086031	0.13035	0.173803	0.13035	0.13035	0.308938	0.460584	0.0915029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11297	0.225947	0.167596	0.0319361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.250168	0.0422716	0	0.117052	0.837061	0.866643	0.318967	0.245571	0.0028934	0	0.281476	0.512427	0.0937143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0536834	0.348133	1.79681	0.851735
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.0111141	0	0	0	0	0	0	0	0.282028	0.0958597	0.2334	0	0	0	0	0	0	0.148652	0.00781462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0	0	0.0796553	0.324877	0.179592	0	0	0	0	0.0148529	0.206994	0.342537	0.315657	0.25696	0	0	0	0	0	0	0	0	0	0	0	0	0.143145	0.38688	0.124817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153315	0.229748	0.20215	0.164274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0.220378	0	0.298779	0.019071	0	0	0.269113	0.048737	0	0	0.461949	0.17376	0	0	0	0	0	0.216138	0.19071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.81f516cc-ec89-43f9-8fca-cec4ecf96cfc.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.0667632	0.314741	0.23844	0	0	0	0	0.3974	0.222544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369582	0.405042	0.893735	0.297221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162934	0.47688	0.692602	0.053838
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.31a4c841-3d2e-437c-b7e3-cec67ef766c3.fc.signal	0	0	0	0.0994768	0.629898	0.047091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252579	0.539406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0	0	0	0	0	0	0	0.439108	0.332762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796374	0.475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0	0.0205688	0.88617	1.29638	1.20552	0.829919	0.0786726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108259	1.21005	1.15067	0.050517	0	0	0	0.139483	0.565286	0.465114	1.00386	1.48749	1.30869	0.0981693	0	0.869027	1.65692	3.90712	0.113508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000177.3.83b0b921-e0bc-4aa4-a2f0-7efee9bf544b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661597
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.517f2632-e6c4-42fa-8f96-3f8b0c26dc19.fc.signal	0	0	0	0	0.336461	0.530706	0.031218	1.43257	0.752701	0.379305	0	0	0	0	0	0	0	0.867167	0	0	0	0	0	0	0	0.176902	1.16191	0.709974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.165f7781-9b32-4127-9b7e-a3c22e1d8bc5.fc.signal	0	0	0.0280437	0.205242	0.111867	0	0	0	0	0.0232838	0.135695	0.0135794	0	0	0	0	0.00129328	0.0691905	0.0303112	0.0357961	0.08083	0.0638557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138092	0.0345203	0	0	0	0	0	0.100169	0.0367762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0.283906	0.00227307	0	0	0.209151	0.4625	0.406291	0.157691	0	0.194314	1.06106	0.609524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133828	0.743638	0.385071	0	0	0	0	0	0	0	0.0928557	0.453555	0.580467	0.04472	0	0	0.321786	0.465855	0.589821	0.979439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0	0	0	0	0	0	0	0	0	0	0.315485	0.0954408	0	0	0	0	0.0039767	0.39767	0.0198835	0	0	0	0	0	0	0.341996	0.532817	0.785605	0.135197	0	0	0	0	0	0	0	0	0	0.0745631	1.50817	0.0954321	0	0	0	0	0	0	0.0860656
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	0	0	0	0	0	0	0	0	0.0076404	0.988427	0.294566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06584	0.855725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.d5bec9f7-e2d1-494c-bb1b-19e47c2e4764.fc.signal	0	0	0	0	0	0	0	0	0	0	0.64377	0.128754	0	0	0	0	0	0.420596	0.64377	0.0183934	0	0	0	0	0	0	0	0	0.154505	0.618019	0	0	0	0	0	0	0	0.202328	0.64377	0.33476	0	0	0	0	0	0	0	0.654822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.92277bf1-d852-4798-9042-40cf7998125a.fc.signal	0	0	0	0	0.176454	0.416259	0.0403478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152293	0.249221	0.35615	0.346614	0.122626	0.0759488	0.234175	0.00632907	0	0	0	0	0	0	0	0	0	0.0775311	0.11867	0.0668867	0	0	0	0	0.291743
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.a6c1b511-073a-4c3f-aaa3-66dd1c788117.fc.signal	0	0	0	0	0.251764	0.1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329758	0.29978	0.0679501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.20553	0.375348	0.0253067	0	0.00776427	0.469159	0.530615	0.319833	0.341982	0.0374289	0	0.155805	0.32882	0.0637728	0	0	0	0.237752	0.140452	0.143163	0	0.144248	0.15184	0	0	0	0.135075	0.380434	0.292412	0.133561	0.115398	0	0	0	0	0	0	0	0.036062	0.26792	0.602858	0.084192	0	0	0	0	0.2674	0.195652
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.160471	0.357465	0.0815164	0.177157	0.00454733	0.318937	0.449375	0.244586	0.0261013	0.00717787	0.162395	0.0913209	0	0	0	0	0.0323004	0.175428	0.127205	0.339653	0.39139	0.338545	0.0163133	0	0	0	0.157493	0.242612	0.225549	0.34767	0.119345	0	0	0	0	0	0	0.0573297	0.158974	0.222958	0.184552	0.009788	0	0	0	0	0.123469	0.0571992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.d70df12a-56c6-409a-9efd-6ac48fef39f8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.4a84d1a8-94ea-4ca8-9f07-6c2b2d20f0f2.fc.signal	0	0.108024	0.67515	0.072016	0	0	0.603134	0.252056	0	0.63014	0.22505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322841
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.bed78e40-f7b3-4ebb-ad62-e7d9c6963ec8.fc.signal	0.268508	0.337234	0.133907	0.0468309	0.0995157	0	0.337238	0.277278	0.216547	0.193169	0.0504896	0.0958571	0	0	0	0.0021952	0.178909	0.258245	0.10976	0.13328	0.21952	0.205251	0.10976	0.00182933	0.171957	0.392821	0.602452	0.484277	0.539157	0.54428	0.0951253	0.076832	0	0	0	0	0	0	0	0.0190251	0.231897	0.285298	0.152666	0	0.302648	0.32915	0.385337	0.0612648
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.0773015	0.25207	0.0924257	0.258789	0.267187	0.0857038	0	0	0	0.220141	0.359569	0.10923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446911	0.299078	0.25207	0.159644	0.220141	0	0	0	0	0	0	0.00945263	0.443552	0.240265	0	0	0	0	0	0	0.0658436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0	0	0	0	0.0781153	0.296738	0.0825791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474272	0.16739	0.20586	0.209763	0.0424055	0.294508	0.156188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0836671	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.0459557	0.283132	0.0644843	0.0997956	0.0838121	0.24969	0.552616	0.11604	0.220434	0.285496	0.0483301	0.133586	0.0965389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329256	0.396112	0.301852	0.545069	0.698696	0.0933315	0	0	0	0	0	0.140626	0.203622	0.0254215	0	0	0	0.104366	0.412163	0.687032	0.151458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	0	0	0	0	0	0.306239	0.0218765	0	0.112701	0.215509	0	0	0	0	0	0	0.091924	0.263619	0.00615562	0	0.0787882	0.32811	0.311714	0.0519808	0	0.124708	0.32811	0.553549	0.170672	0	0	0	0	0	0	0	0	0	0	0.0667189	0.533634	0.172324	0	0	0.0683958	0.341872	0.707153	0.654987
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.d6566dd7-3419-47c8-a71d-319e525a8fea.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	0	0	0.0249288	0.428334	0.0364344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14382	0.655829	0.93484	0.373938	0.644323	0.076704	0	0	0	0	0	0	0	0	0	0.41229	0.0862928	0	0	0	0	0	0	0.06
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0	0	0	0	0	0.0310768	0.77691	0.533481	0.836476	1.16537	0.458379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0.217025	0.446107	0	0	0	0	0	0.663132	0.200449	0.131121	0	0.253198	0.0783709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426503	0.51242	0.0557639	0	0	0	0	0	0	0	0	0	0.331569	0	0	0	0	0	0	0.118418	0.188931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.9cf12c10-316c-45d2-adec-5ea53e80f354.fc.signal	0	0	0	0	0	0	0	0	0	0	0.722752	0.22512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450239	0.497633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0594059
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.ba9a9ae4-301c-4765-b993-8cd1b73402f2.fc.signal	0.110659	0.69162	0.0276648	0	1.16203	0.498006	0.484134	0.34581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000121.3.4a5cfc14-4daf-4d77-9a82-2b790575203a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235036
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.45140bd1-90fe-4a64-8e67-977bea385e45.fc.signal	0	0	0	0.227473	0.139707	0	0.392123	0.368214	0.434468	0.951723	0.237343	0.293772	0.251654	0.145077	0.0322392	0.0429856	0.177319	0.427296	0.297252	0.034542	0	0	0	0	0.313502	0.53747	0.584485	0.295956	0.391598	0.62613	0.045679	0	0	0	0	0	0	0	0	0.0815103	0.491794	0.382934	0.080598	0	0	0	0.255895	0.256098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	0	0	0	0	0	0	0	0	0.00549333	0.274673	0.663613	0.330708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014832	0.241342	0.306536	0.390035	0.006592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109867	0.248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000241.3.952d10ed-db3c-403d-b33a-97f5002e56ff.fc.signal	0	0	0	0	0	0	0	0	0	0.0286865	0.286181	0.426037	0.120516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0468665	0.0953466	0.0925718	0.0438113	0.0770987	0.290449	0.307881	0.375993	0.269203	0.19124	0.188107	0.439232
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.a56d68df-e588-4449-af36-5380d7fb10c8.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574926	0.52266	0.069688	0.519176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873874
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.aa79dbf5-f75e-4ba3-9aec-59cbc9a2028b.fc.signal	0	0	0	0	0	0	0	0	0	0	0.52556	0.13139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01877	0.65695	0.297817	0	0	0	0	0	0	0	0.824442
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.dd1317db-7d1b-41c7-a204-2df8f91c596d.fc.signal	0	0	0	0	0	0	0	0	0	0.316677	1.12798	0.0989617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43939	0.0752109	0	0	0	0	0	0	0	0	1.34324	1.34182	0	0	0	0	0	0	0	0.147687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0	0	0	0	0	0.252095	0.129517	0	0.522685	0.240528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052038	0.34692	0.0069384	0	0	0	0	0	0	0.146789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000953.7.b00cf993-6f93-4003-a85a-97af1e0480be.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234074	1.03268	0.0413072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000267.2.376a8941-f774-4c13-97b2-15c3b703053f.fc.signal	0	0	0	0	0	0	0	0.285283	0.218157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103085	0.3596	0.0407547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261141	1
