	chr11:40931135-40931284	chr11:40931285-40931434	chr11:40931435-40931474	chr11:40931475-40931584	chr11:40931585-40931734	chr11:40931735-40931884	chr11:40931885-40931924	chr11:40931925-40932034	chr11:40932035-40932184	chr11:40932185-40932334	chr11:40932335-40932484	chr11:40932485-40932554	chr11:40932555-40932634	chr11:40932635-40932714	chr11:40932715-40932784	chr11:40932785-40932934	chr11:40932935-40933084	chr11:40933085-40933234	chr11:40933235-40933384	chr11:40933385-40933534	chr11:40933535-40933684	chr11:40933685-40933834	chr11:40933835-40933984	chr11:40933985-40934044	chr11:40934045-40934134	chr11:40934135-40934214	chr11:40934215-40934284	chr11:40934285-40934434	chr11:40934435-40934584	chr11:40934585-40934734	chr11:40934735-40934884	chr11:40934885-40935034	chr11:40935035-40935184	chr11:40935185-40935254	chr11:40935255-40935334	chr11:40935335-40935484	chr11:40935485-40935524	chr11:40935525-40935634	chr11:40935635-40935784	chr11:40935785-40935934	chr11:40935935-40935994	chr11:40935995-40936014	chr11:40936015-40936054	chr11:40936055-40936084	chr11:40936085-40936223	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.667468	0.597144	0.443712	0.282834	0.985329	1.21727	0.754627	0.0839483	0.201925	1.30063	1.22402	0.458883	0.571026	0.353377	0.358823	0.884283	1.16317	0.847586	0.686183	0.64949	0.37322	0.372495	0.393556	0.423067	0.289014	0.262687	0	0.129155	1.04078	0.747302	0.821961	0.40147	0.624529	0.303403	0.419189	0.442184	0.181873	0.323951	0.428504	0.373662	0.171214	0	0.055476	0.408017	0.546822	0.902913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.424365	1.11008	0.117795	0	0.0875437	0.316432	0.266195	0.418357	0.488764	0.715513	1.01811	0.678888	0.117269	0.215134	0.352156	0.328889	0.441899	0.789397	0.274947	0.16771	0.571418	0.182399	0.272999	0.284594	0.559235	0.625162	0.428052	0.540877	0.650006	0.00801787	0.0801787	0.559988	0.509226	0.28108	0.193051	0.0244174	0.152604	0.285965	0.436045	1.11594	0.600043	0.268659	0	0	0.477532	0.472362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0.768951	0	0.271919	1.00292	1.72992	1.21716	0.543837	0.77691	0.0725116	0.714757	0.703625	0.0191426	0	0.345465	0.610125	0.276401	0.43891	0.916768	0.291637	0.459732	0.64296	0.392192	0.8841	0.426777	0	0	0.490234	1.03112	0	0.628425	1.02297	1.24888	0.312836	0.029706	0.691175	0.285188	0	0.411168	0.74821	0	0	0	0	0	0	0.427746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0.4057	0.616085	0.62022	1.00372	0.343188	0.942812	0.883877	0.34691	0	0	0	0	0	0.540535	1.20335	0.735306	0	0	0	0	0.500311	0.243953	0.475502	0.889047	0.654685	0.382095	0	0	0.250915	0.466197	1.84531	0.206758	0.537524	0.443014	0	0	0	0	0.19847	0.97542	0.62022	0.124044	0	0	0	0.331754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.cb3f1a65-14b1-4058-aef5-bc7db4396fc3.fc.signal	0.641923	0.137936	0	0	0	0.14169	0.263392	0.396144	0.254995	0.355356	0.260768	0.390793	0.732342	0.711727	0.545637	0.381183	0.958785	0.193435	0.382614	0.0984599	0.196687	0.00717767	0.000778867	0.231766	0.253132	0.0615071	0.227206	0.250543	0.0513409	0.049001	0.147559	0.203655	0.372978	0.00977829	0.10878	0.11061	0	0.107883	0.685856	0.394943	0.366868	0.322267	0.055314	0	0	0.672727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.7d48c8fd-5c5b-4bd0-8645-6d9ecb6d3b35.fc.signal	0	0	0	0	0	0.289751	0.70964	0.127458	0	0	0.241451	0.651486	0.237176	0	0	0	0	0	0.654836	0.312306	0.544018	0.443274	0.169772	0	0	0	0.744786	0.521387	0.372538	0	0	0.402976	0.352604	0.151116	1.33157	0.730327	0	0	0	0	0	0	0	0	0	0.492063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.d30ba9b4-7d2d-48aa-b02d-99eb8d60aa7d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506666	1.25891	0.943719	0.215912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477827	0.0858342	0.448276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.0ab311fb-65be-4049-8c99-b5e3d0b121fe.fc.signal	0	0	0.374271	0.48293	0.399222	0	0	0	0	0	0.127174	0.3622	0.48293	0.350127	0.24147	0	0	0	0.144882	0.426022	0.238765	0	0	0	0	0.120734	0.48293	0.48293	0.0804892	0	0	0	0.246297	0.48293	0.464821	0.297811	0.48293	0.843027	0.689042	0.106246	0	0	0	0	0.119688	0.503937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8143faf4-bd87-4c0f-98f7-a0083493be0c.fc.signal	0	0	0	0	0	0	0	0	0	0	0.231806	0.753858	0.81814	0.562471	0.268817	0.430887	0.81814	0.196354	0.234533	0.809959	0.400889	0	0.100904	0.81814	0.81814	0.81814	0.210379	0.40907	0.561789	0.40907	1.29274	1.51091	0.144538	0.397382	0.81814	0.766324	0.214762	0	0	0	0	0	0	0	0	0.671233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	0.427285	0.632408	0.54214	0.23264	0	0	0	0.101481	0.578729	0.899217	1.50813	0.888069	0.533759	0.375863	0.199166	1.13832	1.43526	0.102583	1.09988	0.155388	0	0.450273	0.268268	0.17541	0	0.206506	0.861549	0.843891	0.157103	0.446871	0.929564	0.355741	0.731193	0.475892	0.513863	0.199038	0.0914235	0.52242	0.227416	0	0	0	0	0	0.21016	0.536723
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	0.546175	1.30874	0.861403	0.302998	0.48577	1.59528	2.11227	0.464448	0.186967	0.415977	0.239964	0.308291	0.501376	0.106372	0	0	0.11897	0.675409	0.266457	0	0	0	0.008736	0.405348	0.39799	0.184985	0.144809	0	0.383976	0.985181	1.43735	0.868168	0.565041	0.510474	0.555206	1.36877	1.09742	0.594623	0.380638	0.465267	0.150241	0	0	0	0.0864699	0.761538
