	chr8:12426133-12426182	chr8:12426183-12426222	chr8:12426223-12426282	chr8:12426283-12426382	chr8:12426383-12426432	chr8:12426433-12426502	chr8:12426503-12426582	chr8:12426583-12426612	chr8:12426613-12426662	chr8:12426663-12426732	chr8:12426733-12426882	chr8:12426883-12427032	chr8:12427033-12427182	chr8:12427183-12427332	chr8:12427333-12427482	chr8:12427483-12427632	chr8:12427633-12427782	chr8:12427783-12427932	chr8:12427933-12428052	chr8:12428053-12428082	chr8:12428083-12428232	chr8:12428233-12428352	chr8:12428353-12428382	chr8:12428383-12428532	chr8:12428533-12428582	chr8:12428583-12428682	chr8:12428683-12428722	chr8:12428723-12428832	chr8:12428833-12428982	chr8:12428983-12429132	chr8:12429133-12429282	chr8:12429283-12429312	chr8:12429313-12429432	chr8:12429433-12429512	chr8:12429513-12429582	chr8:12429583-12429622	chr8:12429623-12429642	chr8:12429643-12429732	chr8:12429733-12429882	chr8:12429883-12429912	chr8:12429913-12430032	chr8:12430033-12430182	chr8:12430183-12430332	chr8:12430333-12430482	chr8:12430483-12430502	chr8:12430503-12430632	chr8:12430633-12430782	chr8:12430783-12430932	chr8:12430933-12431082	chr8:12431083-12431232	chr8:12431233-12431382	chr8:12431383-12431398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.3a6ae66a-e132-4cd3-9cf1-43065af659e9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.e64e21a4-069f-4200-928f-507f2bd71d2a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.d16ca01b-df2f-4c07-a1a8-144b866b6330.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.58df05be-1225-4fa7-a2b4-32d2d5f1b802.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29736	0.594564	0.076464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033984	0.586073	0.3186	0.0196062	0	0	0	0	0	0	0.279188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.819459d2-9d3b-4d27-8783-172661f9c0c5.fc.signal	0.171512	0.214361	0.36475	0.211623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041095	0.176433	0.136708	0	0	0	0	0.15205	0.155699	0.0936628	0	0.082107	0.18246	0.0808037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.59d957d1-1698-4164-ba42-8458fa8d6784.fc.signal	0	0	0	0.341065	0.40603	0.684451	0.411105	0.40603	0.381668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189481	0.40603	0.332945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.fa965d5e-3212-42b6-831c-bef0d8c34b17.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0569982	0.40234	0.425139	0.623618	0.595434	0.40234	0.362106	0.0536453	0	0.0509631	0.295049	0.40234	0.40234	0.278764	0.0553217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0	0	0	0.270609	0.50113	0.50113	0.50113	0.325731	0.0150336	0	0	0	0	0	0	0	0	0	0	0	0.148667	0.50113	0.50113	0.268939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	0	0	0.283789	0.507581	0.434088	0.558167	0.271269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387373	0.61448	0.113516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.cd4534e8-8eb1-43de-b06d-b173d359a20b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886836	1.11086	0.0027764	0	0	0	0	0	0	0.41425	0.739366	0.305419	0.27764	0.013882	0	0.246174	0.27764	0.0161957	0	0	0	0	0	0	0	0	0	0	0	0.578431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.0683852	0.322238	0.52621	0.413038	0.0052604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26302	0.245485	0.0736456	0.26302	0.26302	0.0382575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258856
