	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998123	chr22:41998124-41998213	chr22:41998214-41998283	chr22:41998284-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998753	chr22:41998754-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.345648	0.324486	0.308496	0.176819	0.235757	0.792603	0.326384	1.44504	1.05633	1.11236	0.322303	0	0.641661	0.769767	0.695191	0	0	0.484752	1.10172	0.528687	0	0	0	0.0996175	0.400554	0.420031	0.345451	0.200619	1.1107	1.16683	0.039985	0.799301	0.364053	0.641242	0.10435	0.446605	0.343922	0.494503	1.83102	1.97482	1.20854	0.742998	2.92252	10.5093	15.1104	13.9567	21.9787	48.51	45.5677	22.5578	5.2246	0.648228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0	0	0	0.106638	0.36045	0.758605	0.260373	0	0.00728373	0.451033	0.960839	0.220026	0.529014	0.0448317	0.215276	0.284832	0.199081	0.245054	0.145431	0.583577	0.325931	0.110736	0	0.108836	0.192194	0.17309	0.218981	0.150489	0.155275	0.333033	0.162464	0	0.199842	1.15003	0.624143	1.28446	1.23063	0.574844	0.337527	0.529745	1.65137	2.4164	4.97497	9.94309	10.3631	4.92219	7.91916	11.8191	3.09214	3.56104	6.08499	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	1.61139	0.619803	0.863158	0.749055	0.42273	0.0959212	0.290277	0	0	0.22601	0.413822	0	0.592648	1.492	0.827867	0.737848	1.06892	1.73922	1.05774	1.80757	1.03441	0.145516	0.931634	0.550087	0.877299	1.63017	2.61082	0.491945	0	0	0.0494331	0.429265	0.660811	0.413081	0	0.453991	1.32082	2.16921	4.04401	4.55145	5.56507	9.37966	13.6495	17.4266	19.9831	3.53877	5.87856	28.6126	9.63189	1.48631	8.37257	0.646748
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.793fc11e-e9ef-4476-a0d2-85f945a7ed27.fc.signal	0.264189	0.32285	0.298897	0.363635	0.933428	1.23549	0.933952	1.1043	0.572493	0.549534	0.770546	0.119432	0	0.0824049	0.381518	0.237532	0	0	0.208954	0.291657	0.229256	0.591435	0.397851	0.0526629	0	0	0	0	0.51078	1.06089	1.00451	0.82077	0.837728	1.24768	0.811243	0.368112	0.408638	0.514326	0.455157	0.519833	1.59327	3.95807	7.68067	10.6992	7.70995	5.04242	6.88443	11.81	11.4697	7.01631	3.79635	0.548077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.541201	0.161834	0	0.219051	0.821798	0.617452	0.41801	0.362488	0.198473	0.415128	0.13039	0.187687	0.167529	0.643036	0.471648	0.521454	0.725188	0.564109	0.170285	0.298554	0.870576	1.41574	0.351066	0.392731	0.181629	0	0.120279	0.352893	0.274525	0.449022	0.209031	0.224321	0.279541	0.433296	0.505718	0.82857	0.268116	0.158084	0.248169	0.206182	0.670719	0.694677	0.311799	0.184	0.199485	0.269552	0.405129	0.56328	0.351147	0.178214	0.206249	0.758571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.e3d2eec5-07d0-478e-b8e6-55da7b174fe0.fc.signal	0.00385907	1.29657	0.459774	0.451623	0.649744	0.926054	1.11121	0	0.357347	0.483586	1.04586	0.129203	0	0.490472	0	0	0.284372	0.378749	0.658059	0.0940844	0.918281	0.997147	1.18926	0.160149	0.0991299	0.125254	0.95854	0.164659	0	0.512404	0.195043	0	0.419088	0.234124	0.144282	0.473538	0.185081	0.28398	0.612139	0.160632	1.03421	1.44313	0.158929	0.0830661	0.443321	0.734039	1.01418	1.5701	0.45079	0.488431	0.281373	0.741224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.29b88f8a-5864-41d5-9d2e-8cf436621ef7.fc.signal	0.184447	0.0142019	0.175844	0.251939	0.0219238	0	0	0	0.0527264	0.263807	0.323942	0.178703	0.0188331	0.116167	0.357421	0.356195	0.594403	0.772954	0.617461	0.299284	0.337375	0.253436	0.0677683	0.0805617	0.218534	0.0948906	0	0.0663338	0.273006	0.185853	0.0979063	0.0701563	0.0657088	0.0883507	0.143451	0.128087	0.110808	0.541108	1.08254	0.906925	0.805753	0.751073	1.98326	4.62062	4.39988	3.59767	4.34835	7.41711	5.67753	2.61909	1.31641	0.808399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.c621361d-dad0-4fef-8483-b87bec22a86a.fc.signal	0.53393	0.299373	0.217251	0.486939	0.608082	0.352792	0.0716947	0.275259	0.40836	0.671897	0.510843	0.0315564	0.0141539	0.15185	0.202143	0.100908	0.156197	0.271575	0.225306	0.223179	0.194951	0.26147	0.213749	0.00589553	0	0	0	0.0712362	0.427485	0.37855	0.241685	0.326156	0.534981	0.325337	0.182457	0.192348	0.288444	0.840857	1.07964	1.11052	1.37268	3.19737	5.85466	10.6605	14.2536	10.5592	12.2171	22.2312	18.442	10.6527	7.64959	0.78673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.b39bd01e-3692-461c-860c-2c0569187cd6.fc.signal	0.057838	0.28919	0.0352905	0.187663	0.038015	0.236371	0.104458	0	0	0	0	0	0	0	0	0	0.0104809	0.413134	0.185403	0.550813	0.499192	0.52303	0.519716	0.259409	0.611494	0.567513	0.237495	1.12684	0.43615	0.407062	0.343191	0.906678	0.86814	0.201549	0	0.205888	0.570414	0.420675	0.826201	1.12363	1.5926	2.21479	5.05046	14.5284	20.3094	17.2603	21.4448	37.4868	40.4159	35.0359	26.1858	0.311594
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.a52cd623-a184-4ce6-8066-ac70ff355274.fc.signal	0.289369	0.270332	0	0.25763	0.376706	0	0	0	0.418882	0.204746	0	0	0.287631	0.276124	0	0	0	0	0.0687387	0.266958	0.336567	1.08973	0.235104	0.243503	0.445442	1.38453	0.598616	0	0	0	0	0	0	0	0	0.207288	0.169163	0.106415	1.01143	1.52384	1.50391	2.06154	3.88277	8.04946	8.86643	11.0556	16.6575	37.8152	44.7187	25.6905	15.7111	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.3324a0e7-9091-4952-b04e-d0a7fa0902ef.fc.signal	0.671947	0.681375	0.505248	0.270175	0.308362	0.433516	0.0662906	0	0	0	0	0	0	0.181299	0.384003	0.141416	0	0	0	0.0692557	0.562861	0.631277	0.139927	0.4234	1.11727	0.615914	0	0	0	0.0045806	0.170239	0.235799	0.180694	0.14184	0.831883	1.1339	0.521686	0.396984	0.764704	0.77113	0.420991	0.39931	1.36556	3.32489	4.41634	4.57041	5.5945	6.74708	5.26617	2.1202	1.0872	0.548387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.270273	0.109001	0.320132	0.42818	0.0572417	0.263964	0.471455	1.09512	0.553759	0.415285	0.422633	0.674192	0.702983	1.04226	0.857667	1.2181	1.07391	0.25131	0.468413	0.608016	0.737026	0.643137	0.528776	0.681909	0.531409	1.29418	0.488988	0.33282	0.304696	0.0465857	0.0909144	1.01921	0.840941	0.181855	0.708709	0.822059	0.585292	0.743741	0.902709	1.05817	1.72103	3.06618	3.89083	4.39795	3.27294	2.08347	3.24399	4.51479	2.66958	1.99621	2.36109	0.538626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.17436	0.181279	0.205259	0.484094	0.287352	0.335423	0.267894	0.231761	0.0499284	0.5875	0.834166	0.403565	0.152394	0.257174	0.96687	0.715772	0.647339	0.516228	0.666657	0.731358	0.0383839	0.153564	0.0942978	0.489749	0.501039	0.629189	0.143285	0.287085	0.0685412	0.304834	0.0924883	0.0314631	0.44417	0.517954	0.0489431	0.300787	0.15678	1.14538	2.08616	1.29283	1.39446	2.3257	2.53723	4.41828	3.1443	1.67497	3.12529	7.45218	3.64251	1.27034	1.78426	0.477573
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.904392	0.82118	0.168169	0.382136	0.863109	0.368738	0.396606	0.426683	1.01208	0.456979	0	0	0.264564	1.81535	1.52023	0.422861	0.766961	0.401791	0.765598	1.65944	0.570942	0.336735	0.936267	1.06884	0.608552	0.335658	0.875228	0.567595	1.44283	1.05592	0.338193	0.901432	0.971976	1.45262	1.13561	1.33674	0.695416	0.678637	2.17409	1.64885	0.78356	0.985971	2.69408	8.13032	8.92714	6.81399	10.8681	19.4415	13.3655	6.9102	5.55386	0.677904
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.02700347-df20-47c4-9f0c-4c735f739be2.fc.signal	0.454233	0.568278	0.147038	0.728478	0.48495	0.289632	0.774524	0.620921	0.291838	1.09056	0.36707	0.433087	0.60389	1.51837	0.765064	0.439371	1.21156	1.41749	0.572718	0.318209	0.312748	0.127994	0.602723	0.665041	0.606279	1.12715	0.525826	1.29328	0.608439	1.109	0.177757	0	0.441005	0.333523	0.774524	1.03132	0.541966	1.11505	1.17821	0.806526	1.85955	3.69803	2.48457	6.69723	10.2272	3.98613	3.49428	9.18055	3.46903	2.62428	3.80988	0.791444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0.217191	0.44443	0.434377	0.386109	0.865815	0.725007	0.861173	0.623189	1.26522	0.94681	0.237282	0.409804	1.33111	2.69847	1.37772	0.60081	0.585272	0.916754	0	0	0.433842	0.181279	0	0	0	1.49324	0.579023	0.273486	0.370387	0.47253	0.556571	0.86015	2.18571	2.37216	1.46372	0	0	0.68563	1.24824	1.55382	1.29447	2.48535	5.59357	9.37451	14.6315	9.05512	11.9513	25.3837	29.3873	11.8761	9.93195	0.672868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0.51178	1.2637	0	0.0692525	0.519665	0.193548	1.1498	0.316016	0.0112872	0.37186	0.29326	0.200627	0.180632	0.689292	1.08623	0.923193	3.31042	1.00046	0.17049	1.1465	0.417899	1.0569	0.393971	0.434898	0.153679	0	0	0.28237	1.07118	0.046428	0.42484	0.198893	0.280791	1.52805	0.328848	1.285	0.558574	0.476208	1.0529	2.43139	4.10365	4.10525	6.28073	16.7815	23.071	14.4662	21.9991	42.6295	17.4711	5.79751	8.77795	0.636314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	0	0.624241	0.166791	0	0	0.0996592	0.674922	0.501562	0.572473	0	0	0	0	0.464185	0.249957	0.610955	0.119466	0	0.825493	0.701543	0.201997	0.523949	0	0	0.321639	0.73607	0	0	0	0.391844	0.858191	0.0631557	0.380882	0.0129555	0	0.559775	0.791222	0.254293	0.355304	0.568833	0.877166	1.80923	4.51882	10.7174	12.6442	12.5147	26.9873	43.1264	31.0603	12.3931	6.76237	0.814815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.ccd0be12-ccb0-4c4e-b1e2-a054444b344c.fc.signal	0	0	0.0204157	0.244722	0.218842	0	0.168541	0.0695739	0.278825	0.0177597	0.100153	0.391774	0.286653	1.02683	0.287309	0.152692	0	0.107673	0.482563	0.508147	0.234981	0.547516	0.580571	0.887135	0.639113	0.399232	0.0815448	0.112506	0.444533	0.625515	0.385804	0.410311	0.0295219	0.463212	0.542886	0.351538	0.255872	1.18784	1.87231	1.80349	3.25426	7.61725	15.8861	24.4556	20.7982	3.58009	10.7452	30.7562	12.3633	8.50561	11.0482	0.536585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.68f6c400-c106-443e-8636-56b5afbcfe6d.fc.signal	0.338193	0.42409	0.578071	0.883777	1.26062	1.32465	0.702073	0.465055	0.930854	0.780174	0.466201	0.64003	0.531337	1.15203	1.91999	0.845075	1.38418	1.32167	1.18206	1.75045	1.59023	1.33835	2.72485	2.1009	0.952045	1.34543	0.951251	0.740272	0.614282	1.00705	0.695461	0.417773	1.0507	0.772965	0.700908	0.864376	0.899009	0.900051	1.69187	2.76195	2.12222	2.05973	2.30123	2.36146	2.11285	2.60445	4.09868	6.22521	5.81918	4.58291	3.1437	0.814516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.5f1e2b9f-7ef0-4e6e-89e2-0b9c11816f3d.fc.signal	0	0	0	0.135187	0.126337	0.368038	0.453741	0.117694	0.12826	0.245973	0.2463	0.53294	0.542329	0.327146	0.798394	0.65891	0.180972	0.269789	0.369474	0.129326	0.0479995	0.152293	0.0114591	0.144147	0.523733	0.323374	0.578601	0.544691	0.385812	0.272526	0.0733585	0.235256	0.365316	0.608789	1.05201	0.778735	0.631174	0.264636	1.46149	2.0269	1.64888	1.01464	0.803502	0.7235	0.368992	0.707588	0.99197	0.637502	0.28699	0.133415	0.541473	0.859375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.a1786588-e489-4c70-a7da-27b695059d11.fc.signal	0.299853	0.259417	0	0	0.0875822	0.4243	0.30228	0	0.0423674	0.375486	0.0751701	0	0	0.158925	0.144073	0.340951	0.155079	0.203403	0.0987923	0	0.0171963	0.217667	0.140487	0.333873	0.215123	0.321157	0.404891	0.189668	0.276552	0.0825995	0.0075456	0.615602	0.645341	0.521103	0.204646	0.908364	0.251076	0.0934082	1.51824	4.58999	8.66111	13.7044	19.33	34.9737	34.776	12.5201	22.2177	52.1527	17.7829	5.61084	6.31027	0.430769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.55c580e9-33d1-47be-8555-14db2907a656.fc.signal	0.381949	1.66379	1.95215	0.1102	0.277779	0.813231	0.547227	0.269129	0.829974	0.994107	0.561815	0.601757	0.470185	0	0.266351	1.9391	1.935	0.120321	0.897743	1.59733	0.275824	1.07535	0	0	0	0	0.0479451	0.518538	0.0074808	0.162462	1.22144	0.747429	0.584444	1.00237	0.359643	0.0348119	0.571312	0.441358	0.993025	0.16624	0.488656	0.831528	1.19991	4.13338	5.57283	4.51081	4.72327	6.28405	5.80672	4.46417	2.47523	0.628978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aac7e4a9-da4f-4f24-8b37-ec261c55025e.fc.signal	0.633494	0.761469	0.0876937	0.169068	0.664382	0.66919	0.585609	0.0878701	0.210995	0.501805	0.0154044	0.476454	0.561553	0.781701	0.363208	0.887465	0.874555	0.332783	0.324466	0.0668493	0.578677	0.751274	0.630733	0.639537	1.49673	1.44372	0.852559	0.736921	1.58427	0.74403	1.04045	0.418835	0.552276	0.874312	0.985589	0.0358087	0.0857791	0.292318	0.341318	0.973646	2.03069	2.3032	3.65607	5.38091	4.46351	5.05903	8.21863	9.53741	6.82058	6.53097	7.64743	0.60396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.cb3f1a65-14b1-4058-aef5-bc7db4396fc3.fc.signal	0.279786	0.526173	0.444214	0.496076	0.714828	0.355919	1.36207	1.168	0.378064	0.185566	0.220709	0	0.140605	0.258602	0.168601	0.728902	0.769774	0.649377	0.205235	0.386433	0.140453	0.597681	0.898481	0.985599	0.631131	0.629068	0.200143	0.320434	0.492274	0.198858	0.0905351	0.0364802	0.623406	0.239735	0.178819	0.949091	0.932645	0.891713	0.409659	0.463015	0.191467	0.123103	0	0.494913	0.662667	0.532608	0.533564	0.856071	0.132568	0.352561	1.12053	0.62375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.43e52f53-9251-4460-b822-3522af489eae.fc.signal	0.364742	0.416123	0.584047	0.776805	0.671152	0.0719519	0	0.488163	0.634408	0.0783786	0.606723	0.149837	0.551592	1.03463	0.809154	0.0435992	0.0728092	0.976613	0.905325	0.0888292	0.376011	0.776819	0.356178	0.361323	0.332036	0.506967	0.465214	0.942246	0.413976	0.0842443	0.134922	0.605153	0.567943	0.628608	1.22467	0.352624	0.323226	0.177742	0.828922	1.60387	1.66022	1.74985	3.07073	10.5184	9.93009	7.70266	12.1547	19.6441	23.7092	22.9501	28.5543	0.574176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.d1151f44-0503-431c-bfe2-499fbc35c555.fc.signal	0.24198	0.919956	0.627985	0.0193241	0.215423	0.406695	0.311566	0.384823	0.691861	0.80883	0.657648	0.386552	0.311892	0.483051	1.06414	0.462775	0.505589	0.267931	0.207854	0.885805	1.00595	0.605803	0.509192	0.483229	0.0745798	0.565094	0.677431	0.390791	0.337189	0.205472	0.247774	0.672902	0.559991	0.47242	0.304992	0.0097278	0.0070794	0.622411	1.75655	3.45971	5.85869	10.3915	13.5312	18.6746	17.842	14.3186	18.611	27.7025	31.3813	25.0107	14.2288	0.584475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001936.1.6dfa680d-8376-4b60-8c1f-da208b5f4900.fc.signal	0.272025	0.296504	0.382882	0.29133	1.09262	1.36456	0.540972	0.115628	0.0973418	0.447512	0.67995	0.822692	0.920496	1.1697	1.31196	0.848399	0.494194	0.00526027	0.119397	0.565579	0.29813	0.401408	0.735533	0.601597	0.33444	0.270502	0.391483	0.707398	0.612893	0.74956	0.742232	0.376772	0.525591	0.442016	0.583814	0.299899	0.382739	0.451482	0.427612	0.469427	0.838574	1.41402	3.01078	5.92147	6.87996	6.70276	10.1721	14.2064	11.7383	8.73636	4.8569	0.534413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.403942ee-0111-4576-82c4-6577b9ba6ea1.fc.signal	0	0.812302	1.14769	1.25372	0.634663	0.620685	0.101299	0	0	0.349251	0.0666896	0	0.548283	0.24011	0.460314	0.553731	0.100032	0	1.30011	0.979307	0	0.365641	1.03846	0.564495	0.42113	0.763366	2.38994	0.607836	0	0	0	0	0	0	0	0.153663	0.595133	0.303898	0.455846	0.770336	1.05309	0.991539	1.84397	6.7481	9.31119	6.62384	15.8826	33.2616	18.8223	11.8785	5.21365	0.722222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.6c69236e-c3b7-44e9-b4df-92ecc399b775.fc.signal	1.46586	0.37434	0.132359	0.363806	0.568904	0.697581	0.372151	0.990041	0.168049	0	0	0	0.476539	0.800342	0.236578	0.42856	0.277843	0	0	0.0216285	0.403358	0.49178	0.314608	0	0	0	0	0.339601	0.617562	0.468794	0.500803	0.34772	0	0	0	0.00128893	0.624836	1.11876	1.02974	1.34404	2.56677	5.23354	9.97116	16.6591	16.9236	14.6005	23.3358	35.5057	31.858	22.7931	15.5081	0.682561
