	chr10:86704031-86704180	chr10:86704181-86704330	chr10:86704331-86704480	chr10:86704481-86704510	chr10:86704511-86704630	chr10:86704631-86704780	chr10:86704781-86704850	chr10:86704851-86704930	chr10:86704931-86705080	chr10:86705081-86705230	chr10:86705231-86705380	chr10:86705381-86705530	chr10:86705531-86705600	chr10:86705601-86705680	chr10:86705681-86705830	chr10:86705831-86705910	chr10:86705911-86705980	chr10:86705981-86706060	chr10:86706061-86706130	chr10:86706131-86706280	chr10:86706281-86706430	chr10:86706431-86706510	chr10:86706511-86706580	chr10:86706581-86706680	chr10:86706681-86706730	chr10:86706731-86706880	chr10:86706881-86706940	chr10:86706941-86707030	chr10:86707031-86707090	chr10:86707091-86707180	chr10:86707181-86707250	chr10:86707251-86707330	chr10:86707331-86707390	chr10:86707391-86707480	chr10:86707481-86707630	chr10:86707631-86707780	chr10:86707781-86707930	chr10:86707931-86708080	chr10:86708081-86708230	chr10:86708231-86708340	chr10:86708341-86708380	chr10:86708381-86708450	chr10:86708451-86708530	chr10:86708531-86708640	chr10:86708641-86708680	chr10:86708681-86708760	chr10:86708761-86708830	chr10:86708831-86708980	chr10:86708981-86709070	chr10:86709071-86709130	chr10:86709131-86709219	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	0.853862	0.765558	0.48332	0.73602	0.25454	0	0	0	0.228166	0.528688	0.184041	0.601903	0.662418	0.929313	1.42558	0.427812	0.0605619	0.741594	1.10419	0.944658	0.988833	1.10419	0.588878	0	0.0809622	0.69677	0.668576	0.666548	1.20233	2.10191	2.36595	1.84482	0.435489	0.044979	0	0	0	0	0.100589	0.712601	0.552015	0.772858	1.87702	2.55617	2.49344	2.29008	2.0612	3.47697	3.98206	2.20532	1.46975	0.609023
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.7d48c8fd-5c5b-4bd0-8645-6d9ecb6d3b35.fc.signal	0.694508	0.185778	0.987189	1.51098	0.528891	1.30954	0	0	0	0	0	0.254384	1.11496	1.37044	0.367261	0	0.215369	0.768059	0.917451	0.841192	0.130967	0.375021	0.75558	0.226674	0	0.483571	0.680022	0	0	0	0.304892	0.635879	0.218283	0.383068	0.732069	0.705837	0.0258692	0.853629	0.743002	0.451965	0.037779	0.064764	1.23715	1.11953	0	0	0	0	0.453348	0.75558	1.0163	0.445161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	0.267658	0.41562	0.16764	0.4608	0.393706	0.428573	0.0812536	0	0	0	0.0799238	0.255052	0.0934966	0.236674	0.334543	0.255349	0.326014	0.444953	0.618411	0.198408	0.664603	0.576114	0	0	0.0570622	0.35034	0.249805	0.0600231	0	0	0	0	0	0.252308	0.378055	0.060296	0.393374	0.289013	0	0.268315	0.813307	0.729086	0.572862	1.36729	1.88505	1.36658	1.04751	3.15801	6.79257	4.34169	2.23847	0.09375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.0ab311fb-65be-4049-8c99-b5e3d0b121fe.fc.signal	0.128673	0.0308644	0.0931867	0.367667	0.365703	0.284778	0.265397	0.388872	0.35473	0.18797	0.0177595	0.168817	0.264909	0.249292	0.155632	0.137461	0.210558	0.0992119	0.089379	0.169792	0.344071	0.341439	0.21732	0.228416	0.233198	0.264225	0.255947	0.22698	0.165039	0.132091	0.0602273	0.056233	0.0689867	0.0867913	0.0621134	0.0562487	0.0931266	0.205938	0.57942	0.548667	0.393363	0.245218	0.15491	0.114387	0.0849392	0.14642	0.182609	0.0892779	0.0551099	0.0930825	0.0930433	0.423375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	1.08089	1.24216	1.10631	0.63091	0.210303	0.828642	0.675986	1.11048	0.398671	1.15155	1.56724	2.81069	1.53801	1.28689	0.499188	0	0	0.318924	0.625659	0.281806	0	0	0	0.0956772	0.609049	0.904369	0.988511	1.19154	1.04991	0.933189	0.605358	0.26025	0	0	0	0.597295	1.43206	0.148832	0.239746	0.757122	0.914887	0.887445	0.883765	0.550655	0.883334	1.79824	1.70361	1.4849	0.441662	0	0.489132	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.aae17e68-77f6-4d45-a8c2-71b0865bfd19.fc.signal	0.553079	0.0556007	0.0626971	0.546855	0.59334	1.42988	1.39995	0.517601	0	0.395467	1.32787	0.94356	0.0462626	0.62211	0.951897	0.458028	0.534454	0.70473	1.96917	1.42723	0	0.277852	0.573106	1.19671	1.04298	1.45039	1.97816	2.63695	3.05172	2.56769	1.90393	1.29755	1.12482	0.59602	0.872328	0.971752	1.19243	0.83975	0.501852	1.51472	2.23517	1.63526	1.41603	0.943292	1.36977	0.939923	0.963108	0.895849	0.770718	0.409495	0	0.466321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.e4d29289-880a-4702-8b8e-f0c84a4fa7ab.fc.signal	0.0585964	0.254309	0.188902	0	0	0	0	0	0.172538	0.0743957	0.148376	0.156359	0.2038	0.250082	0.299651	0.178349	0.141755	0	0	0.0103668	0.153862	0.0422761	0.157041	0.241725	0.122569	0.128492	0.234449	0.791573	1.13733	0.950407	0.871544	0.725259	0.40482	0.408692	0.472388	0.501231	0.873668	0.633548	0.740601	0.359149	0.521382	0.491148	0.459771	0.354209	0.354784	0.558705	0.31538	0.233066	0.300215	0.314629	0.247578	0.0185056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.a2d61bfb-036d-437b-8ae2-e19cfaed58e3.fc.signal	0	0	0	0	0	0	0	0	0.00172553	0.64194	0.74042	0	0	0	0	0	0	0	0	0.626259	2.16487	3.32309	1.62236	0.945923	2.19774	1.21877	1.68828	1.8656	1.15331	0.821746	0.0169034	0	0.232947	0.368383	0.158018	1.40216	0.304289	0.118323	0.728564	0.00597591	0	0	0	0	0	0	0	0	0.189238	0.88307	0.871354	0.44246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	0.870956	0.529897	0.197751	0.310356	0.386516	0.286143	0.339587	0.510482	0.505206	0.177808	0.0510692	0.515545	0.894951	0.757284	0.465202	0.328009	0.44731	0.795816	1.00558	1.20042	0.957354	0.71979	0.499616	0.278019	0.255801	0.400719	0.361967	0.342996	0.405289	0.486051	0.586826	0.39509	0.309789	0.188133	0.278572	0.379097	0.391564	0.601947	0.496221	0.311978	0.50124	0.586314	0.487536	0.396119	0.230017	0.325654	0.445131	0.658419	0.897544	0.904469	0.626777	0.966346
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.62b0a8bc-bda1-41db-aa98-3c8af3513c34.fc.signal	0	0.205602	0.199829	0	0	0.141107	0.337389	0.198066	0	0.017488	0.328024	0.711559	2.62457	1.89512	0.383883	0.538955	0.659029	0.373463	0.451258	0.476194	0.12659	0	0	0	0.134872	0.450011	0.660958	0.850748	0.664878	1.16388	1.75493	1.58623	0.796609	0.122869	0.485871	0.777731	0.0684005	0.26252	0.0874453	0.263035	0.415525	0.340506	0.237847	0.275605	0.521589	0.393792	0.118885	0.280446	0.676679	0.759671	0.47772	0.376785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	0	0.411909	0.511999	1.22731	0.825613	0	0.285484	0.607473	1.12943	0.339968	1.29973	0.411795	0	0	0	0	0	0	0	0.0997085	0.515604	0.873185	0.776321	0.680307	0.474253	0.5907	1.1255	1.64459	1.12253	1.29081	1.22716	1.13128	1.10894	1.29052	1.25124	0.804569	0.583384	0.359679	0.384384	0.685987	0.617683	0.396255	0.12237	0.593062	0.491286	0.122596	0.36867	0.209078	0.633418	1.1091	1.12898	0.598361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.7eee63c3-1d39-4cd2-beb4-57ed344d2e60.fc.signal	1.18237	0.890719	1.84855	3.00694	3.22752	2.42086	2.4014	2.66911	2.18939	1.05576	1.40337	3.20952	2.54543	2.00089	1.97542	2.13204	2.31795	2.79486	3.57891	1.75456	1.31971	1.28186	0.491429	0.24339	3.87468	6.87531	4.57858	3.24041	2.89289	4.50845	4.60804	2.85977	2.62856	5.97098	4.6881	4.85901	3.3165	2.7259	3.39441	2.62267	2.59607	3.00407	4.00365	4.08673	4.63241	3.12341	2.89279	4.30083	2.61858	1.39742	1.54168	0.0184897
