	chr4:65374498-65374647	chr4:65374648-65374717	chr4:65374718-65374797	chr4:65374798-65374947	chr4:65374948-65375037	chr4:65375038-65375097	chr4:65375098-65375247	chr4:65375248-65375327	chr4:65375328-65375397	chr4:65375398-65375477	chr4:65375478-65375547	chr4:65375548-65375697	chr4:65375698-65375757	chr4:65375758-65375847	chr4:65375848-65375997	chr4:65375998-65376147	chr4:65376148-65376207	chr4:65376208-65376297	chr4:65376298-65376447	chr4:65376448-65376537	chr4:65376538-65376597	chr4:65376598-65376747	chr4:65376748-65376897	chr4:65376898-65377047	chr4:65377048-65377197	chr4:65377198-65377257	chr4:65377258-65377347	chr4:65377348-65377497	chr4:65377498-65377597	chr4:65377598-65377617	chr4:65377618-65377647	chr4:65377648-65377757	chr4:65377758-65377797	chr4:65377798-65377947	chr4:65377948-65378047	chr4:65378048-65378097	chr4:65378098-65378247	chr4:65378248-65378307	chr4:65378308-65378397	chr4:65378398-65378477	chr4:65378478-65378547	chr4:65378548-65378697	chr4:65378698-65378757	chr4:65378758-65378847	chr4:65378848-65378997	chr4:65378998-65379107	chr4:65379108-65379147	chr4:65379148-65379297	chr4:65379298-65379357	chr4:65379358-65379447	chr4:65379448-65379477	chr4:65379478-65379563	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8143faf4-bd87-4c0f-98f7-a0083493be0c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222718	1.51365	1.63637	0.515449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190899	0.81814	1.13525	2.10972	1.65819	1.13866	0.463613	0.81814	0.56526	0	0	0	0	0	0	0.621212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.411f7ec7-d6f4-4c6e-811f-d293f4c79591.fc.signal	0	0.652294	1.2522	0.464127	0	0	0	0	0	0	0	0	0	0.273678	0.457423	0.0062272	0.60541	1.1652	1.26739	2.07958	0.941538	0.62234	0.121435	0	0.893041	1.66738	0.788493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601927	1.30475	0.565908	0	0	0	0	0	0	0	0.213559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	0.543572	0.435085	0.473539	0.964409	0.716865	0.899272	0.695333	0.459621	0.65211	0.427134	0.312598	0.813931	1.04157	0.0826943	0.295007	0.535991	0.418683	0.143249	0.197933	0.587951	1.03456	1.54462	0.356305	0	0.325421	0.4897	0	1.27665	1.01379	0.261189	0.58042	0.585593	0.531387	0	0	0	0.377618	0.4789	0.161119	0.538246	0.768894	0.744631	0.84467	0.491786	0.299395	0.876077	0.70883	0.234095	0	0.06841	0.41046	0.705313	0.682342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163664	0.385098	0.731386	0.510362	0.202165	0.00681933	0	0	0	0	0	0	0	0	0	0	0	0	0.0230152	0.225039	0.40917	0.327334	0.109109	0	0	0	0	0	0	0	0	0.369176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.39dbcb01-8351-45c1-af73-f0bb67096675.fc.signal	0	0	0	0.583472	1.68449	1.07393	0.250286	0	0	0	0	0.470332	0.648018	0	0	0.170799	0.72845	0.673563	0.713505	0.166513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720069	1.5696	1.10752	1.44952	2.12039	1.20163	0.476649	0	0	0	0	0	0	0	0	0.324786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	1.13765	0.257557	0	1.0798	0.42671	0	0.320582	0.968438	0.749013	0.726357	0.66793	0.117983	0	0.103871	0.271548	0.215946	0.729142	2.00198	0.948374	0.334934	0.241538	0.676337	0.186719	0.525608	0.412924	0	0.147261	0.244664	0.302989	0.0166935	0	0	0	0	0	0	0	0	0.508349	1.532	1.17629	0.792574	0.946155	1.02523	0.356944	0.142654	0.33387	0.33387	0.33387	0.122419	0.345005	1.08725	0.307317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.e1ceff31-c51b-464e-83d1-4e387350aef8.fc.signal	0.93828	0.723816	0.93828	1.03838	0.648458	0	1.08849	1.85737	0.578407	1.82981	1.85796	1.00625	0.466923	0	0	0	0.460436	1.02998	0.743445	0	0	0	0.191572	0.991796	1.09731	0	0.611968	0.725603	0	0	0.844452	0.93828	1.79227	0.802368	0	0	0	0	0	0	0.44581	1.31228	0.673064	0.497974	1.0092	1.69615	0.148569	0	0	0	0	0	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.86d5f9c9-ab2c-496d-b775-8f24dfcd7fd7.fc.signal	1.8714	0.871907	0.832913	0.466145	0.00517667	0	0.112741	1.21776	2.04883	1.85539	0.730515	0.409992	0.526546	1.39771	1.25794	1.93506	2.32952	1.05087	0.512491	0.4659	0.23295	1.04984	1.11414	0.248304	0.441052	0.459602	0.0643574	0.447855	1.27192	1.39771	1.16476	0.389662	0.198008	2.00028	2.29691	0.475218	0.26401	0.13977	0.414545	0.807434	0.599716	0.507704	0.899054	0.755219	0.188793	0.879372	0.93181	0.434844	0.4659	0.4659	0.4659	0.178776	0.522124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.c871d95c-ddfd-4bb4-92b3-f51bf93d4a52.fc.signal	0.80161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162722	0.926856	0.668912	0.0490725	0	0	0	0	0	0	0	0	0	0	0.217573	0.442939	0.344417	0	0	0	0	0.532873	0.610266	0.402228	0	0	0	0.530713	0.827087	0.292469	0	0	0	0	0	0.2827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.137952	0	0.20358	0.877474	0.786984	0.401296	0.782836	0.517867	0.0478123	0.189572	0.345181	0.196435	0	0	0.345864	0.200408	0.444548	0.437507	0.172873	0.326114	0.216875	0.0981651	0.310628	0.0675887	0.383965	0.06293	0	0	0	0	0	0.20837	0.226091	0.680686	1.15562	0.864019	0.62605	0.695933	0.615946	0.741071	0.807083	0.634337	0.282186	0.235088	0.750021	0.696556	0.866125	0.62929	0.453796	0.277721	0.454602	0.584914	0.445
