	chr5:179835385-179835494	chr5:179835495-179835534	chr5:179835535-179835684	chr5:179835685-179835834	chr5:179835835-179835984	chr5:179835985-179836134	chr5:179836135-179836284	chr5:179836285-179836434	chr5:179836435-179836584	chr5:179836585-179836734	chr5:179836735-179836884	chr5:179836885-179837034	chr5:179837035-179837184	chr5:179837185-179837334	chr5:179837335-179837484	chr5:179837485-179837634	chr5:179837635-179837784	chr5:179837785-179837934	chr5:179837935-179838084	chr5:179838085-179838234	chr5:179838235-179838384	chr5:179838385-179838534	chr5:179838535-179838684	chr5:179838685-179838834	chr5:179838835-179838984	chr5:179838985-179839134	chr5:179839135-179839224	chr5:179839225-179839284	chr5:179839285-179839434	chr5:179839435-179839584	chr5:179839585-179839734	chr5:179839735-179839884	chr5:179839885-179840034	chr5:179840035-179840184	chr5:179840185-179840334	chr5:179840335-179840484	chr5:179840485-179840634	chr5:179840635-179840784	chr5:179840785-179840934	chr5:179840935-179841084	chr5:179841085-179841234	chr5:179841235-179841384	chr5:179841385-179841534	chr5:179841535-179841684	chr5:179841685-179841834	chr5:179841835-179841984	chr5:179841985-179842134	chr5:179842135-179842284	chr5:179842285-179842434	chr5:179842435-179842584	chr5:179842585-179842734	chr5:179842735-179842884	chr5:179842885-179843034	chr5:179843035-179843184	chr5:179843185-179843334	chr5:179843335-179843372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0	0	0	0	0	0.183903	1.04639	0.753842	1.46479	0.888782	0.626362	0.683256	0.311412	0.212405	0	0	0	0.449098	0.501615	0	1.2486	0.345708	0	0	0	0	0.579193	1.40333	1.89248	0.150723	0	0	0	0	0	0.697383	0.161834	0.443751	0.978358	3.7529	1.74816	0	0.282264	0.884947	0	0	0	0	0	0	0.769882	0.219202	0	0.347516	1.03716	0.80196	0.188525
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0	0	0	0	0	0	0.417346	0.651202	0.353277	0.309199	0.393244	0.115041	0	0	0.409766	0.514551	0.812169	1.97796	1.21962	0.591625	0.241747	0.555027	0.563632	0	0	0	0	0	0.589447	0.699487	0.343132	0.190411	0	0.174971	0.498181	0.472841	0.467692	0.875991	1.95224	1.03848	1.47141	1.84139	1.03657	0.767181	0.54085	0.994684	0.535268	0	0	1.00679	1.12296	0.666893	0.559329	0.347698	0.492017	0.602814	0.679287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0	0	0	0.238588	0.531858	0	0	0.176592	1.39139	0.822946	0.532382	0.498604	0.438969	0.5899	0.932168	0.708203	0.303293	0.721088	1.02705	1.14287	0.827513	0.295265	0.358464	1.22113	0.862056	0.277296	0.263993	0.166233	0.55793	0.331348	0	0	0.284819	0.408351	0.558323	0.130125	0	0.209187	0.791648	0.38829	0.51099	0.526936	0.444983	0.902287	1.05416	0.403697	0.697409	0.564496	0.949199	0.0917665	0	0	0	0.412494	0.215853	0	0.343387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0	0	0	0	0.266595	1.13805	1.08652	0.425255	1.16012	0.657149	0.811067	0.611396	0.10564	0	0.219634	1.847	1.74492	0.563013	0.449917	1.46069	1.17964	0.354639	0.608999	0.708033	0.589822	0.0832094	0.426178	0.810436	1.24423	1.48683	1.32646	1.16742	0.663411	0.598288	0.48611	0.964969	0.578993	0.208686	0.364332	0.183304	0.486128	0.856012	0.70949	0.279497	0.457239	0.394211	0.488954	1.25504	0.68841	0.48477	0.0771797	0	0.106113	0.497855	0.223316	0.0543289	0.354545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0	0.113838	0.808356	0.931063	0.16696	1.4358	3.60246	4.77629	3.74415	4.39189	4.72731	2.28724	2.77439	1.05755	1.22339	2.5992	1.50154	2.08601	1.28399	0.876678	1.48991	1.05764	2.99475	1.9521	0.619995	0.0562959	0	0.34783	0.433872	1.77169	1.58006	1.3241	1.45603	1.10941	0.951517	1.00512	1.2536	0.708424	0.130279	0.47817	0.907005	0.913627	0.60586	0.484008	1.28773	1.22974	1.11659	0.889792	0.5397	0.0810653	0	0.131544	0.456656	0.637598	0.19689	0.363986	0.359124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.159582	0.447445	0.767024	0.539898	0.241362	0.241782	1.48311	1.1104	0.619342	0.370371	0.804687	1.42448	1.91605	0.100992	0.0910719	0.413539	0.65682	0.942954	0.876239	0.329828	0.229113	0.946776	0.563173	0.319101	0.484594	0	0	0.300113	1.09304	0.343869	0.70105	1.0462	0.873706	0.275582	0.528091	1.12539	1.34046	0.410023	1.34139	1.89158	0.977679	1.29542	0.837288	0.895437	0.859462	0.695949	0.439703	1.28526	0.423421	0.25089	1.02661	0.493848	1.6131	0.874671	0.316977	0	0.598985
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.3053275a-04d9-4877-878d-0e1bc4a6f2cf.fc.signal	0.093898	0.937744	1.08724	0.224696	0	0	0	0.490784	0.674674	1.48582	1.6223	2.99493	2.28704	0.719593	0.0755602	0.0136147	0.335602	0.822678	1.45699	0.420399	0.64872	0.98214	0	0.308051	0.507379	0.152214	0.510576	0.372701	0.0673926	0.260938	0.54362	0.0108724	0	0	0	0	0	0	0.710918	0.81543	0.00724827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0451426	0.78671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.10de6d23-02d2-4d71-9c7c-c7a23a9dea76.fc.signal	0	0.034854	1.54273	0.306701	0	0.554527	3.01425	4.53835	2.46281	6.81229	4.1409	5.41146	3.42919	1.72922	1.43593	2.59603	1.99408	3.14438	4.52596	3.0119	2.84179	1.298	0.662292	1.16275	0.650615	0.278835	0.237526	1.77352	1.35277	0.993399	2.36931	0.576255	0.565871	0	1.52652	0.953478	0.413413	1.04965	0.777623	0.989721	0.0647224	0.498781	1.4498	0.833406	0.306717	0.628927	1.12628	1.43026	0.776347	0.12385	0.632012	1.94236	0.374876	1.22989	0.464364	0	0.804134
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0	0.171727	0.17613	0.0540132	0	0.191391	1.0163	1.66474	1.78374	1.35483	1.31794	0.823469	0.794503	0.736749	0.0644629	0.565945	1.13029	0.927086	0.888582	0.556173	0.308614	0.441054	0.561155	0.434179	0.591431	0.936992	0.82192	0.510764	0.955376	1.22395	1.29577	1.05646	0.754354	0.530504	0.276599	0.31143	0.686282	0.705762	0.325948	0.676975	0.57293	0.56386	0.773102	0.887602	0.622208	0.330903	0.308987	0.920045	1.08714	0.566087	0.219454	0.412134	0.437967	1.03797	1.18577	0.781988	0.577011
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.21044	0.180911	0.281807	0.111427	0.273618	0.675608	1.26222	1.06166	0.59183	1.12125	0.543539	0.3833	0.117058	0.34555	0.822369	0.201897	0.320987	0.897221	0.888267	0.422827	0.663321	1.41333	1.33744	0.181984	0	0.185057	0.193666	0.0289377	0.634652	1.61224	1.48827	0.87025	0.157505	0.717035	0.395789	0.197036	0.578856	0.595028	0.431118	0.163745	0.540085	0.378912	0.206523	0.279797	0.39026	0.296338	0.501294	0.469056	0.511969	0.598377	0.0767209	0.00513633	0.422155	0.219714	0	0	0.57277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0	0	0	0.137324	0.258329	0.396693	1.35012	1.7703	1.8937	1.59479	3.45967	1.42262	1.27712	0.941896	0.550111	0.679379	0.732383	0.474565	0.476039	0.717704	0.489196	0.52579	0.975309	0.986522	0.611236	0.0488352	0.0576527	0.167858	0.270528	0.0549396	0.233222	0.651007	0.741709	0.318035	0.21923	0.361149	0.333234	0.181107	0.181909	0.220279	0.166101	0.0190422	0.0425633	0.239911	0.0991917	0	0.0467063	0.202164	0.32928	0.0726471	0.188328	0.439196	0.198343	0.0839426	0.163356	0.15261	0.731223
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.00373618	0.41098	0.789082	0.0849359	0	0	0.663048	2.70439	1.97578	0.84033	2.04547	1.00834	0.788256	1.02286	1.20149	2.53711	1.64094	1.61546	1.3136	1.1051	1.32618	0.782125	1.31172	1.34057	1.06848	0.696963	0.421189	1.00805	2.54886	2.90165	0.632114	2.33017	2.16198	0.569249	0.735661	0.337631	0.315098	0.266244	0.425463	0.562706	0.724919	0.466578	1.02877	0.566639	0.345802	1.1433	0.523083	0.573154	0.608278	0.453129	0.364294	1.39969	1.39059	1.5941	1.68988	1.38384	0.29927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.fb1fbd8e-766e-4e8e-92ba-d9148c15ec81.fc.signal	0	0	0	0	0	0	0.507121	0.300683	0.408387	1.20721	0	0	0	0.108934	0.785036	0.129289	0.415035	0.641993	0.40762	0.0372068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462243	0.345561	0	0	0	0	0	0.984159	0.505964	0.52956	0.278244	0	0	0.63278	0.175024	0	0.0129282	0.596945	0.466321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0	1.19018	0.341298	0	0	0.0697449	0.422173	0.633502	1.33428	5.04818	1.88267	0.53392	0.732076	0.644007	1.61628	0.518618	1.07083	1.02625	0.219469	0.571372	0.490195	0.394406	1.08291	2.11078	0.489896	0.091004	1.22252	0.698902	0.461878	1.36014	0.537102	0.817307	0.475798	0.979807	2.26328	0.603192	0.205553	0.340024	2.67848	0.303969	0	0.004405	1.27671	0.710052	0.140002	0.577495	1.09095	0.378378	3.07412	0	0.166284	0.2107	0.267311	0.598237	0	0.251761
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0.0140856	0.154284	0.171821	0.114858	0	0	0.118934	0.676312	0.884089	0.804338	0.849066	0.570876	0.137677	0.0185635	0.128211	0.339936	0.539101	0.750861	0.706074	0.441623	0.270624	0.145734	0.295227	0.383972	0.186413	0.0214421	0.0118736	0.0630938	0.275491	0.384601	0.298846	0.387119	0.360306	0.232435	0.22894	0.393753	0.345949	0.133123	0.190498	0.126464	0.00504887	0.0468395	0.188156	0.318127	0.42794	0.332366	0.556124	0.562016	0.221057	0.21172	0.276177	0.396348	0.406307	0.371329	0.238699	0.164492	0.308872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.285e51c7-b00d-4bd1-94fb-890aaf69f0f5.fc.signal	0.165084	0.182951	0.226088	0.0979742	0	0.0182833	0.357869	0.375447	0.367206	0.699827	0.88811	0.326096	0.201974	0.0741641	0.397678	0.564896	0.352114	0.583238	0.305212	0.0839091	0.135109	0.263224	0.346268	0.222204	0.138462	0.280505	0.224392	0.0941772	0.0801154	0.46321	0.3406	0.140743	0.392252	0.357031	0.267333	0.117795	0	0.0542213	0.165225	0.462572	0.519779	0.231745	0.357986	0.620792	0.544727	0.294487	0.142042	0.163387	0.151606	0.239403	0.172509	0.182672	0.439591	0.366714	0.0378982	0	0.867703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0	0.179784	0.37741	0.526997	0.283453	0.328677	0.314642	0.207412	0.329084	0.272082	0.545492	0.784622	0.469052	0.33427	0.0482873	0.541972	0.158096	0.340725	0.0460891	0.210448	0.583394	0.787476	0.281408	0.0487283	0	0	0	0	0.0096518	0.554054	0.197407	0	0.164309	0.0275795	0	0	0	0.0260219	0.287115	0.0445216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165885	0.410722	0.17435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.73d1e6ec-7a5c-4a36-af2c-6b95660100b5.fc.signal	0	0	0	0	0.158688	1.1443	1.68307	0.18792	0.325752	0.816902	0.482033	0.531907	0.314804	0.508437	1.06097	0.569893	0.520675	1.42423	0.246118	0.0098344	0.33546	0.969995	1.29469	0.196272	0	0	0	0	0.217152	0.50085	0.549032	0.212976	0	0	0	0	0	0	0.509519	1.55368	0.3132	0	0.345285	0.582589	0.924721	0.45826	0.410342	0.281553	0	0.285618	0.492768	0.680751	1.67053	0.112754	1.86265	1.97347	0.553254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000261.2.aa73485b-a7d2-4bb9-8721-ffbe86f89aca.fc.signal	0	0	0	0	0.0987653	0.564702	0.907391	0.255893	0.334878	0.464194	0.481568	0.569643	0.126753	0.143134	0.990463	0.124467	0.577559	0.525849	0	0.129391	0.498015	0.0572507	1.19019	0.651537	0.243103	0.213294	0.629495	0.519582	0.591267	0	1.17251	0.758837	0.342426	0	0.525198	0.984847	0.28453	0.306873	0.468704	1.15811	1.03826	0.904479	0.396653	0.468436	0.271912	0.391297	0.749649	0.535504	0.388259	1.04441	0.351719	0.887806	1.35447	1.81028	0.0522721	0.536617	0.834783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	0.222029	0.63432	0.408092	0	0	1.03405	0.661863	0.497211	0.358028	0.438149	0.560332	0.0359527	0	0	0.158615	0.73518	0.94867	0.450227	0.467305	0.0747129	0.509183	0.468885	0.128469	0.203577	0.451214	0	0.198711	0.53503	0.594051	1.30051	1.35127	0.730324	0.0116269	0.53918	0.200876	0.209337	1.59231	0.931699	0.0843517	0	0.613227	1.3576	0.249504	0.38799	0.337335	0.383045	0.0206726	0.603269	0.695775	0.568828	0.83103	0.095169	0	0	0.414025	0.851372	0.395455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.cce25949-4874-486b-8e10-e945d4818d87.fc.signal	0	0	0	0	0	0	0.227907	0.864981	1.76953	5.22992	9.4639	3.76309	1.66813	1.38734	0.604222	1.68764	1.76309	0.347626	0.480054	0	0	0	0	0	0	0.368318	0.62076	0.217266	0.219335	1.3161	1.66135	0.513143	0.111115	0.499977	0.297374	0.432513	0.762529	1.08435	0.793177	0	0	0	0	0	0	0	0	0	0	0	0.49247	0.554546	0.608345	0	0	0	0.610915
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000666.1.0d3caa4b-28a0-4453-8e54-753c7ab24211.fc.signal	0	0	0	0	0.0282279	1.23872	1.59574	1.44	1.29192	1.86281	2.14924	1.49579	2.21393	1.07775	1.04176	1.22736	1.25339	0.586148	0.519729	0.049814	0.639285	0.373607	0.373607	0.649247	0.0398512	0	0	0	0.109591	0.777106	0.519727	0.513085	0.381908	1.04278	0.98771	0.917168	0.0348698	0	0.533016	0.951457	0.393611	0.107527	0.236966	0.159644	0.0619574	0.549981	0.322702	0.412679	0.456629	0.189293	0	0.775445	1.05607	0.637625	0.781596	0.904527	0.783333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	0	0	0	0	0	0.814377	1.03677	1.19197	0.220794	0.244792	0.33599	0.752006	0.281988	0.386761	0.153596	0	0.387534	0.805951	0.39679	0	0.0447986	1.73925	1.43362	0.046399	0	0	0.282658	0.47999	0.36479	0.40959	0.522314	0.43815	0.0607975	0.0927961	0.41119	0.39519	0.44515	0.988128	0.98806	0.759978	0.665579	0.33439	0.518387	0.180795	0.388693	0.137595	0	0	0.18578	0.345593	0	0	0	0	0.0095996	0.473674	0.669847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	0	0	0	0.213585	0.513475	0	1.25906	0.941043	2.83281	2.71721	4.80707	3.69109	4.37225	1.68715	0.479593	0.631218	0.0113623	0.283742	0.794693	0.106184	0.247858	0.0532788	0	0.229474	0.497558	0	0.295421	0.34087	0.424961	0.506818	0.470046	0.0150699	0.247463	0.193988	0.0995985	0	0	0	0.330005	0.696485	0.257502	0	0.0659015	0.297632	0.190887	0.172707	0	0	0	0	0	0	0	0.445013	1.00653	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	0.097299	0	0.294059	0.467039	0.722181	0.454066	0.932282	0.791581	1.95124	1.46595	1.73196	2.20331	3.28103	1.97195	1.25445	0.67894	0.352441	0.672452	1.15031	0.655156	0	0.0994622	1.41626	2.47142	1.31031	0.443257	0.645066	0.313521	1.623	1.3198	0.641414	0.20399	0.417218	0.41615	0.611911	0.524974	0.215753	0.498621	0.809517	1.13393	0.96174	1.05669	1.29353	0.929234	0.754529	0.182861	0.129769	0.312989	0.577602	0.848523	0	0.281086	0.307032	0.0605416	0	0	0.928783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.088d52ff-571b-447d-8cd1-62f5248229a2.fc.signal	0	0.00618125	0.854998	1.16642	0.597976	0.603151	1.29906	2.84758	3.97973	2.71106	2.73592	4.31929	3.47029	3.46721	1.87545	3.98015	1.59517	1.50573	0.0706253	1.75009	0.978892	0.924484	1.04051	1.47159	1.85554	0.32298	0.461369	0.436669	1.18318	0.54049	0.426756	0.370766	1.20792	1.9198	0.650963	0.751479	0.809106	1.42214	1.34633	0.713557	0.517453	1.54248	1.13532	1.17736	0.434329	0.942264	0.504888	0.694697	0.656536	0.798329	0.26697	0.27847	0.586628	0.588332	1.29852	1.10584	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.cc1ccc19-c2bd-4f77-8714-4fe6bab0d403.fc.signal	0	0	0	0	0	0.693051	1.08069	1.4242	5.9934	6.01568	4.48565	3.85423	6.53695	3.67836	1.45119	1.46687	1.19936	0.278379	0.44527	0.0769538	0.261939	0.554937	0	0.405196	0.0645964	0	0.073405	0.734163	1.0109	0.0375023	0.786881	0.359432	1.11337	0.317111	0	0	0	0	0	0	0	0	0	0	0	0.151449	0.613156	0.625997	0.390578	0.469857	0.855666	0.752553	0.64605	0	0.522339	0.704176	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0	0	0	0	0.163931	0.805421	1.60395	1.37342	0.205285	0.178199	0.631408	0.53768	0.522114	0.406571	0.235328	0.161257	0.266583	0.318787	0.0541627	0.193845	0.190995	0.161063	0.31218	0.437677	0.24378	0	0	0.0997733	0.2138	0.29223	0.4277	0.181046	0	0.0570133	0.2138	0.114027	0.218109	0.592446	0.289957	0	0	0	0	0.19242	0.189758	0.164952	0.465592	0.39736	0.0704077	0	0	0	0	0.0840947	0.2138	0.377039	0.653465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.af2fffce-696b-421a-8732-73b351c68c67.fc.signal	0	0	0.332531	0.0440683	0	0.547882	1.63165	1.61524	0.967127	1.45908	1.69216	0.510243	0.817598	0	0.942729	2.46364	1.7408	1.3269	2.48578	1.46774	1.75586	0.709568	0.626906	1.60423	0.738157	0.240187	0.173305	0.44446	1.27348	0.658116	2.10921	1.12762	0.79025	0.1652	0.995746	0.96414	2.00692	0.603045	1.31113	1.8231	0.379112	1.17327	0.111832	1.58872	1.00933	1.80232	0.492986	1.17381	0.546849	0	0.378029	0.00604107	0.853342	0.628025	0.622804	0.772024	0.85567
