	chr19:54506535-54506684	chr19:54506685-54506834	chr19:54506835-54506924	chr19:54506925-54506984	chr19:54506985-54507134	chr19:54507135-54507284	chr19:54507285-54507434	chr19:54507435-54507584	chr19:54507585-54507734	chr19:54507735-54507884	chr19:54507885-54508034	chr19:54508035-54508184	chr19:54508185-54508334	chr19:54508335-54508484	chr19:54508485-54508634	chr19:54508635-54508784	chr19:54508785-54508844	chr19:54508845-54508874	chr19:54508875-54508914	chr19:54508915-54508934	chr19:54508935-54509084	chr19:54509085-54509214	chr19:54509215-54509234	chr19:54509235-54509334	chr19:54509335-54509384	chr19:54509385-54509534	chr19:54509535-54509604	chr19:54509605-54509684	chr19:54509685-54509834	chr19:54509835-54509904	chr19:54509905-54509984	chr19:54509985-54510024	chr19:54510025-54510134	chr19:54510135-54510224	chr19:54510225-54510284	chr19:54510285-54510434	chr19:54510435-54510514	chr19:54510515-54510584	chr19:54510585-54510734	chr19:54510735-54510884	chr19:54510885-54511034	chr19:54511035-54511184	chr19:54511185-54511334	chr19:54511335-54511484	chr19:54511485-54511585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.55c580e9-33d1-47be-8555-14db2907a656.fc.signal	0.0093514	0	0	0	0	0	1.66344	2.92932	1.0915	1.09111	0.493971	1.62997	1.52962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278432	1.16519	1.83035	2.05607	0.501178	0	0	0	0	0	0	0	0	0	0	0	0.0914424	1.5803	0.785714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aac7e4a9-da4f-4f24-8b37-ec261c55025e.fc.signal	0.911464	1.32469	0.725702	0.33847	0.00225647	0	0.435437	1.35147	0.870152	0.238108	0.549514	0.28909	0.444079	0.747418	1.03292	1.29902	0.597912	0.33847	0.0930793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129747	0.586622	1.67095	2.2433	1.12357	0	0	0	0.481359	1.34586	2.06472	0.474252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000891.3.fb00a7e7-238b-4700-a7c5-74f53fcfa842.fc.signal	1.49829	1.7857	0.537793	0	0	0.50454	0	0.308769	1.44584	1.10124	0.723873	0.958606	0.502309	0.42176	0.989809	2.04483	1.49172	0.06579	0	0	0	0	0	0	0	0	0.291356	0.555235	1.08149	0	0	0	0	0	0	0	0	0.329043	0.628691	0.137306	0	0	0.070176	0.675652	1.00344	0.171271
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.43e52f53-9251-4460-b822-3522af489eae.fc.signal	1.07235	1.00405	0.695076	0.553225	0.658889	0.430201	0.0053904	0.0622307	0.344638	1.07357	1.10438	0.945308	1.82647	0.725827	0.238603	1.12494	0.518156	0	0	0	0	0	0	0	0	0	0	0.354876	1.85703	1.70445	0.454791	0	0	0	0	0.0493113	0.229489	0.315161	0.24416	0.0267546	0	0	0.00480633	0.194427	0.877703	0.569132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.d1151f44-0503-431c-bfe2-499fbc35c555.fc.signal	1.03455	0.794549	0.585558	0.205362	0.00756607	0	0	0.495116	0.456201	0.0140513	0.545932	0.391336	0.202152	0.778327	0.744821	0.177262	0	0	0	0	0	0	0	0	0	0	0	0	0.176178	0.32425	0.241164	0.0729585	0	0	0	0	0	0	0	0	0.0524565	0.230187	0.184827	0.00756607	0.234542	0.775385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.904617c9-5677-4e7c-8f0d-04de984b486a.fc.signal	0.354546	2.02266	2.13115	1.74367	0.877644	0.0116244	0.87183	0.424291	0	0	0.222007	0.651987	0.658636	0.0177605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389417	0.87183	0.87183	0.174366	0	0	0	0	0	0	0.488225	0.81952	0	0	0.0666031	1.19003	1.51148	0.556326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.0dede2f1-96bf-4b8c-be31-6e377ad3e4f5.fc.signal	0.475734	1.49281	3.78924	3.95351	2.56357	1.92397	2.70391	1.74163	1.11679	0.767445	1.13438	1.47406	0.256348	0.414	0.419747	0.115349	0	0	0	0	0	0	0	0	0	0	0	0.18624	0.221085	0	0	0	0	0	0	0	0	0	0	0	0.158607	0.509467	0.411738	0.201861	0.14639	0.575163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.6c69236e-c3b7-44e9-b4df-92ecc399b775.fc.signal	64.5433	40.8284	24.3868	13.8975	11.94	14.7569	18.9382	30.0129	26.7717	24.0696	24.7473	17.1276	16.3061	13.8019	14.9554	11.9049	2.80363	0.715473	0.018717	0	0	0	0	0	0	0	0.12478	0.49912	1.80199	2.39244	1.89683	0.730047	0.195111	0	0	0	0	0	0	0	0	0.126444	0.790305	2.39798	3.15261	0.579742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001379.1.7bb30dcc-e5cd-42c7-b3cc-00ab7aee3887.fc.signal	2.17358	1.858	1.79915	0.9814	1.55053	1.52761	7.67408	9.99986	6.13337	0.958424	0	0	0.680437	1.07297	1.33788	0.58884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404828	0.475922	0.200108	0	0	0	0	0.04907	0.976542	0.160377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.9c1223d8-1c7e-48a7-80b8-13425cae848a.fc.signal	12.3692	5.61886	6.25908	4.11914	1.02524	1.64575	2.57556	5.17402	2.16128	3.49633	4.3604	3.09486	2.62712	2.335	1.56174	1.86342	0.348417	0	0	0	0	0	0	0	0	0	0	0	0.126003	0.57274	0.443874	0	0	0	0	0	0.0250574	0.28637	0.757093	1.07875	0.453166	0.00381827	0.234823	0.817109	0.782556	0.556166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.5dfb9b40-6b47-44fd-9ffc-ba05e31611c9.fc.signal	0.306711	0.31629	0.379175	0.35072	0.123174	0.226761	0.0506775	0	0	0.0802719	0.609641	0.475797	0.378898	0.214145	0.506621	0.605596	0.251312	0.12861	0	0	0	0	0	0	0	0	0	0.109602	0.23377	0.0584676	0	0	0	0	0	0.0148137	0.263037	0.429779	0.267601	0.00545767	0	0	0.53374	0.657538	0.412664	0.690537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.50048c67-3126-4929-baee-51f09f7d6142.fc.signal	2.21076	0.794029	0.434711	0.470478	0.0693336	0.146921	0.325208	0.665268	1.06311	0.485335	0.326858	0.681773	1.53193	1.56329	0.506792	0.344883	0.49524	0.08254	0	0	0	0	0	0	0	0	0	0	0.346668	0.449253	0.00928575	0	0	0	0	0	0	0	0	0.267662	0.238589	0.828694	0.318602	0.430859	0.156908	0.564945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.0b97ffe8-f2d7-41ba-a8d3-3a4ddf5809f8.fc.signal	6.16305	6.68214	5.40005	2.89648	1.56362	2.21445	5.94812	8.83817	5.68126	3.18259	3.39199	2.4314	2.71642	4.07021	2.41996	1.97628	1.68247	1.01756	0.513849	0	0	0	0	0	0	0.135009	0.483619	1.28455	2.96798	2.37045	0.589416	0.249365	0.167617	0.30226	0.297222	0.0806027	0.4874	0.876564	0.725434	0.217627	0.179341	0.465486	0.465484	1.10814	0.463868	0.486772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.947636d1-63cf-466c-85ac-2bb2502bcda7.fc.signal	0.259131	0	0	0	0	0	0	0	0	0	0	0.139117	0.157332	0.232107	0.292785	0.0577147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043405	0.255441	0.335477	0.223608	0	0	0	0	0	0	0.475836
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.c0dc13ea-ece0-417c-9088-4e9c05767179.fc.signal	0.899013	0.459238	0.95022	0.514629	0.0253349	0.30723	1.0832	0.627091	0.0095006	0.319906	1.59942	0.107689	0.247016	1.8388	1.88199	0.861518	0.49087	0.0791717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348355	0.712625	0.266017	0	0	0.0855054	1.61337	0.522255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.d30507d4-6b66-4bed-946f-9975da413e99.fc.signal	0.0302507	1.21879	0.871579	0	0	0	0	0.514262	0.371652	1.12371	1.23604	2.33808	1.71143	1.30523	1.34844	0.682848	0	0	0	0	0	0	0	0	0	0	0	0.202572	0.64823	0.277813	0	0	0	0	0	0	0.615819	0.64823	0.25497	0	0	0	0	0	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.aae17e68-77f6-4d45-a8c2-71b0865bfd19.fc.signal	0.761789	0.673104	0.576976	0	0	0	0	0	0	0.244116	1.06561	0.532699	0	0.172725	0.579471	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512646	1.58859	1.39807	0.139806	0	0	0.399445	0.79889	0.249653	0.216842	0.82552	0.990626	0.734979	1.36345	0.296291	1.11506	2.10406	0.778261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.cbbfbda4-4a4e-451f-a5c3-2c1007efa9f8.fc.signal	0.23063	0.0501867	0	0	0	0.0943328	0.472333	0.78184	0.517732	0.416881	0.408898	0.439472	0.490313	0.184296	0.16915	0.0702256	0	0	0	0	0	0.00414423	0.10775	0.215464	0.216053	0.182662	0.233462	0.43243	0.465074	0.524856	0.444612	0.333407	0.133771	0.0771564	0.109675	0.152722	0.110415	0.109954	0.0278151	0	0	0.00916947	0.273907	0.554071	0.518098	0.46281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.1c0ae950-3455-41eb-9b58-0960e680afcb.fc.signal	1.10286	1.97445	2.01547	0.902447	0.414018	0.726376	1.22142	3.69724	1.85663	0.978625	2.08108	3.08209	3.06789	3.87831	4.72982	4.17989	1.8461	0.272576	0	0	0	0	0	0	0.185646	0.95475	1.53126	4.41447	9.97444	9.61347	5.51945	2.18235	0.78558	0.915954	1.17502	1.00779	0.657495	0.801941	0.521575	0.0088404	0	0.0530424	0.816254	1.51869	0.910305	0.5875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001909.1.5eba096f-f3d5-42c7-95d0-50ae3cf0e72c.fc.signal	1.16739	0.178157	0.74464	0.74464	0.0645355	0	0.362391	0.506355	0	1.10207	0.635426	0	0.377284	0.491462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055848	0.74464	0.685069	0.669495	0	0	0	0	0	0.745098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.50fc97e1-0220-4c83-aa32-85522d924312.fc.signal	1.62986	1.92804	1.04622	0.241008	0	0	0.0694999	0.448383	0.555828	0.0469566	0	0.0739831	0.90349	0.143484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294254	0.33629	0.569445	0.809328	0.130031	0.0493225	0.73983	0.331806	0	0.663636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.f1034742-d5fc-4185-a843-3344866e7886.fc.signal	1.52256	1.88437	1.68924	0.582493	0	0	0.498761	0.96236	2.60506	2.01406	0.3693	0.815985	2.48634	4.11755	3.03057	0.898876	0.0946552	0	0	0	0	0	0	0	0	0	0	0	1.15917	2.69626	1.50175	0.600696	0	0.203873	0.87374	0.515507	0.491479	1.21075	0.719379	0	0	0.291247	0.944008	0.417739	0	0.887324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.3df12257-2ff1-4988-bd44-5f814ae73907.fc.signal	0.248768	1.2076	1.25993	0.33844	0.0654317	0	0.0834821	0.6092	0.913927	2.05352	0.283923	0.679175	0.359025	0.70796	0.255259	0.751437	0.705112	0.225627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405041	1.73164	0.266415	0	0.188603	1.46679	0.0203064	0.479183	0.162162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66fe5255-69cf-4f9c-8c8f-14e690d2983b.fc.signal	3.5863	1.38022	0.699605	0.370765	0.358189	0	0.234975	1.25932	0.942223	1.21365	0.593132	0.695734	0.796126	0.78932	1.12091	1.86303	1.02088	0.0228173	0	0	0	0.0263277	0.530393	0.68432	0.130059	0	0	0	0.773396	0.884856	0	0	0	0.0418318	1.18631	0.686706	0	0.346647	0.361917	0	0	0.536111	0.821233	1.03573	0.833472	0.506579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.b9abc95f-c59c-4d46-808e-1317ac1e4406.fc.signal	0.409159	0.149481	0	0	0	0.093731	0.610104	0.639075	0.558978	0.306756	0.956056	0.956056	1.10943	0.359586	0.163603	0.51126	0.059647	0	0	0	0	0	0	0.0102252	0.25563	0.420937	0.547779	0.655052	0.719172	0.460134	0.0830797	0	0	0	0.17468	0.339136	0.434571	1.20511	1.37018	0.221546	0.124407	0.434571	0.608399	0.230067	0	0.739347
