	chr3:134640816-134640835	chr3:134640836-134640965	chr3:134640966-134641085	chr3:134641086-134641115	chr3:134641116-134641265	chr3:134641266-134641415	chr3:134641416-134641565	chr3:134641566-134641625	chr3:134641626-134641715	chr3:134641716-134641865	chr3:134641866-134642015	chr3:134642016-134642165	chr3:134642166-134642235	chr3:134642236-134642315	chr3:134642316-134642385	chr3:134642386-134642465	chr3:134642466-134642615	chr3:134642616-134642765	chr3:134642766-134642875	chr3:134642876-134642915	chr3:134642916-134643065	chr3:134643066-134643215	chr3:134643216-134643365	chr3:134643366-134643465	chr3:134643466-134643515	chr3:134643516-134643595	chr3:134643596-134643665	chr3:134643666-134643815	chr3:134643816-134643825	chr3:134643826-134643965	chr3:134643966-134643995	chr3:134643996-134644095	chr3:134644096-134644115	chr3:134644116-134644225	chr3:134644226-134644265	chr3:134644266-134644415	chr3:134644416-134644565	chr3:134644566-134644715	chr3:134644716-134644865	chr3:134644866-134644955	chr3:134644956-134645015	chr3:134645016-134645165	chr3:134645166-134645225	chr3:134645226-134645315	chr3:134645316-134645465	chr3:134645466-134645475	chr3:134645476-134645615	chr3:134645616-134645765	chr3:134645766-134645878	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.819459d2-9d3b-4d27-8783-172661f9c0c5.fc.signal	0.0660915	0	0.00166033	0.0989943	0.0846249	0.0791843	0.0547685	0	0	0	0.153559	0.1243	0	0.0861435	0.145639	0.152318	0.0924007	0	0	0	0.0212942	0.210017	0.0785043	0.0888455	0.23447	0.261605	0.141186	0.0022112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0953428	0.0258894	0.716724
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	0.14179	0.171428	0.317921	0.414354	0.836884	0.149139	0.234463	0.440949	0.355888	0.788822	0.502085	0	0	0	0	0	0	0.183883	0.290135	0	0	0.260362	0.180177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292241	0.145717	0.25486	0.319642	0.0572413	0	0	0	0	0	0	0	0.515672
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	0.955945	0.449921	0.219885	0.272349	0.376954	0.46715	0.168264	0.0150348	0.230223	0.663789	0.71177	0.284482	0.222277	0.337582	0.430892	0.337498	0.0790941	0.319864	0.402664	0.28818	0.191135	0.283841	0.373181	0.261815	0.30468	0.243614	0.281652	0.334843	0.283582	0.284105	0.174948	0.0127665	0	0	0	0.114111	0.709354	0.844965	0.512753	0.982024	1.48621	1.80094	1.3064	0.957386	0.614613	0.441565	0.58756	0.416561	0.114701	0.456621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0.356454	0.981895	1.2733	1.19897	0.383691	0.121231	0.418156	0.417638	0.0977919	0.102116	0.568717	0.572839	0.339757	0.451602	0.433268	0.43005	0.34137	0.3913	0.304079	0.116232	0.171669	0.161097	0.100377	0.171171	0.318651	0.256926	0.211663	0.182761	0.211207	0.294148	0.24051	0.147891	0.122915	0.142585	0.532754	0.745313	0.590319	0.204206	0.174346	0.151384	0.200922	0.535856	0.830485	0.662032	0.443885	0.23864	0.20583	0.0378959	0.06944	0.502433
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	0.646634	0.557244	0.615657	0.333246	0.426737	0.813154	1.0467	1.0586	0.17359	0.29019	0.265765	0.0554418	0.665847	0.575957	0.137537	0.2962	0.893975	0.654077	1.0134	1.47798	0.57224	0.830159	0.807927	1.11285	0.410078	0.128196	0.248985	0.744488	0.879621	0.345266	0.274249	0.467214	0.57822	0.578716	0.360019	0.115218	0.43413	0.971542	1.57671	1.85066	1.48919	0.946343	1.33654	1.97609	1.82583	1.84462	1.25325	2.18732	0.624292	0.563636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.e75868b0-dba5-45b3-881f-efc56fc44793.fc.signal	1.62824	1.41724	0.543827	0.332963	0.338884	0.36313	0.939615	1.501	0.159013	0.177591	1.05363	0.464953	0.361517	0.439281	0.745341	0.811358	0.923326	1.13913	0.65762	0.122891	0.481586	1.16799	1.04218	0.50606	0.170239	0.213048	0.625322	0.361535	0	0.26886	0.111035	0.242936	0.450159	1.01239	1.24401	0.560218	0.278103	0.262615	0.813848	1.21456	0.102349	0.65984	0.936402	0.38218	0.606588	0.444171	0.297167	0.280903	0.346643	0.534979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d952690d-5f0c-46d7-aa2b-a52bd090119f.fc.signal	2.39383	2.09245	3.12096	1.81843	1.45285	0.596793	1.55132	0.475024	0	0.670373	0.783738	1.01765	1.1809	1.26364	1.32804	0.309435	2.00655	0.374746	1.01757	1.34215	0.87983	1.16051	0.86322	0.559841	2.07585	2.7505	0.64295	0.355949	0.527672	0.742951	0.912877	0.115604	0.127963	0.894527	1.6257	2.13632	0.792049	1.27716	0.64049	1.6982	1.34314	2.13289	0.829892	2.29735	1.78405	1.00967	0.24393	0.590274	0.472508	0.603604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.86d5f9c9-ab2c-496d-b775-8f24dfcd7fd7.fc.signal	0.21407	0.0148202	0.41676	0.710556	0.888371	0.612429	0.5876	0.576647	0.573774	0.378207	0.669504	0.436838	0	0.189446	0.439138	1.13052	1.30442	0.977119	0.216728	0.30986	0.343047	0.37731	0.185836	0.751172	1.93971	1.71324	0.943402	0.273123	0.25687	0.377459	0.333822	0.303924	0	0	0	0.187374	0.677321	1.24562	1.13417	0.909776	1.01366	0.679654	0.67564	0.356905	0.0704199	0	0.233705	0.40043	0.62133	0.254167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.7eee63c3-1d39-4cd2-beb4-57ed344d2e60.fc.signal	2.07689	1.45328	0.886886	1.31968	1.0298	0.0605883	0.494823	1.81586	1.89385	1.90162	0.296398	0.0810769	0.41845	0.571295	0.317598	0.0284008	0.395903	1.39327	2.50759	1.81729	0.588479	0.625228	0.125488	0.418642	0.64902	1.06281	0.532423	0.465586	0.9736	1.13813	1.17908	1.09364	1.54147	1.98838	2.32028	1.91465	1.79133	1.70694	3.17372	2.07687	0.622021	0.506257	2.4717	3.88332	5.17487	5.25706	4.96039	5.38235	1.49876	0.589888
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.cd4534e8-8eb1-43de-b06d-b173d359a20b.fc.signal	0	0.03435	0.255966	0.32309	0.107722	0	0	0	0	0.119221	0.178644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171002	0.340342	0.524583	0.468391	0.260891	0.365076	0.226028	0.11606	0.436447	0.0701503	0.684896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.26302	0.662128	0.554526	0.200267	0.490899	0.252199	0.04666	0	0.112123	0.138994	0.182526	0.272098	0.315013	0.434206	0.424924	0.243824	0.21892	0.366401	0.2019	0.170831	0.0881149	0.334996	0.598858	0.273004	0.26302	0.358426	0.278059	0.124496	0	0	0	0	0.208578	0.258192	0.255511	0.045623	0.250112	0.340606	0.476119	0.558235	0.361808	0.915272	1.05197	0.223369	0.429507	0.714534	1.07054	0.882675	0.230248	0.605327
