	chr1:69713642-69713791	chr1:69713792-69713941	chr1:69713942-69714091	chr1:69714092-69714241	chr1:69714242-69714391	chr1:69714392-69714481	chr1:69714482-69714541	chr1:69714542-69714601	chr1:69714602-69714691	chr1:69714692-69714841	chr1:69714842-69714991	chr1:69714992-69715141	chr1:69715142-69715291	chr1:69715292-69715381	chr1:69715382-69715441	chr1:69715442-69715591	chr1:69715592-69715651	chr1:69715652-69715741	chr1:69715742-69715801	chr1:69715802-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716341	chr1:69716342-69716491	chr1:69716492-69716641	chr1:69716642-69716791	chr1:69716792-69716941	chr1:69716942-69716991	chr1:69716992-69717071	chr1:69717072-69717091	chr1:69717092-69717121	chr1:69717122-69717241	chr1:69717242-69717321	chr1:69717322-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717841	chr1:69717842-69717991	chr1:69717992-69718141	chr1:69718142-69718201	chr1:69718202-69718291	chr1:69718292-69718331	chr1:69718332-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0.549958	0.727654	0.646988	0.216851	0	0.33502	1.72423	2.02447	1.09674	1.02941	0.547219	0.732306	1.30708	1.21752	1.38503	1.15673	0.267587	0.351367	0.058292	0	0.655951	0.780975	0.609079	0.317973	0.173395	0.204704	0.17099	0	0	0	0	0	0.224055	0.607045	0.475663	1.25224	0.344315	0	0	0.0922957	0.483336	1.75953	2.24366	0.462069	0.330469	0.759386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0.0032558	0.554762	1.12424	0.865829	1.28449	1.66243	1.31871	0.963829	0.728256	0.580405	0.727144	0.983667	0.450717	0	0	0.0040876	0.608922	0.607628	0.29305	0	0.33777	1.1514	0.647472	0	0	0	0	0	0	0	0	0	0.0839816	0.55271	0.264381	0.328295	0.777564	1.55897	2.48113	1.04412	0.599233	0.62022	0.304472	0.44802	0.121064	0.794689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	0.517483	0	0.111731	1.0134	0.64739	0.526915	0.741869	0.69882	0.576483	0.952204	1.13039	0.831322	0	0	0	0.590281	0.754064	0.0249903	0	0.456864	0.69182	0.735981	0.43639	0.769223	0.310929	0	0	0	0	0	0	0	0	0.650188	0.622271	0	0	0	0	0	0	0	0.084359	0.909783	0.132833	0.597015
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.a1786588-e489-4c70-a7da-27b695059d11.fc.signal	0	0	0	0	0	0	0.446681	0.50095	0.314486	0.328957	0.238762	0	0	0	0	0	0	0	0	0	0	0	0.352336	0.21541	0	0	0	0	0	0	0	0	0.012524	0.475903	0.338977	0	0.308921	0.258826	0	0.050096	0.327222	0.37549	0.204635	0.336077	0.365027	0.419162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	0	0	0.306983	0.678177	0.429836	0.637601	0.262362	0.267803	0.22236	0.600924	0.822842	0.687583	0.351351	0	0	0	0	0	0	0.584736	1.08698	0.23062	0.390091	1.25627	0.856297	0	0	0	0	0	0	0	0	0	0.105496	0.512761	0.215899	0	0	0	0	0	0.03263	0.599601	0.721376	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.271e563a-c6d5-4ee3-a33b-ac24715ad186.fc.signal	0	0	0.486567	0.6951	0.0695073	0.602402	1.66241	1.7377	1.99647	0.711283	0.122783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660342	0.6951	0.6951	0.159871	0	0.287938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.7d48c8fd-5c5b-4bd0-8645-6d9ecb6d3b35.fc.signal	0.369987	0	0	0.0806945	0.532353	0	0	0.0546805	0.592866	0.832264	0.813283	0.850247	0.139702	0	0	0	0	0	0	0	0	0	0	0.250409	0.643725	0	0	0	0	0	0	0	0.502053	0.668821	0.0547294	0	0	0	0.644267	0.1748	0.530048	0.703169	0.269392	0	0	0.792391
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.58df05be-1225-4fa7-a2b4-32d2d5f1b802.fc.signal	0.357894	0.453864	0.294004	0.770997	0.887467	1.08323	0.402328	0.233625	0.81048	0.835658	0.482454	1.4503	1.77736	0.591046	0.504345	0.879751	0.69012	0.424736	0.16461	0.317021	0.283073	1.05722	0.428974	0	0	0.671056	0.488443	0.63702	0.736582	0.63702	0.403512	0.135405	0	0.204814	0.24426	0.28674	0.0531	0	0	0	0	0	0	0.153655	0.28763	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.99018b0c-bf73-45c8-8a67-210ecd9aefd7.fc.signal	0.0483143	0.73724	0.568811	0.372173	0.150224	0	0	0	0	0	0	0.290117	0.243071	0.0287503	0.431255	0.782526	0.23523	0	0	0	0.238366	0.321481	0.47046	0.443801	0.125456	0.0329322	0.429687	0.211707	0	0	0	0	0	0	0	0.246207	0.286981	0.398323	0.134865	0.039205	0.397277	0.431818	0.207157	0.497666	0.540681	0.334821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.0ab311fb-65be-4049-8c99-b5e3d0b121fe.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128782	0.779215	0.764711	0.0853194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269638	0.48293	0.48293	0.610283	0.933774	0.749189	0.209581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8143faf4-bd87-4c0f-98f7-a0083493be0c.fc.signal	0.27544	0	0	0	0	0.449977	0.81814	0.81814	0.81814	0.0299985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125448	0.81814	0.501793	0	0	0	0.429523	0.81814	0.730872	0	0.607784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	0.441392	0.729347	1.19497	0.394331	0.444754	0.527054	0.993288	1.22928	1.04445	0.229161	0.207421	0.417532	0.644526	0.494585	0.282902	0.0301206	0	0	0	0	0	0	0	0	0.570942	1.98499	1.04048	0.539186	0.503527	0	0	0	0	0	0.0672647	0.531047	0.0575456	0	0.22258	1.40575	2.06536	2.00237	2.74263	1.78684	0.318303	0.785102
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.fa965d5e-3212-42b6-831c-bef0d8c34b17.fc.signal	0	0.0791269	0.368812	0.316507	0.0268227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.b95e5419-47c1-4594-b280-863f31043d11.fc.signal	0.235005	0.0186762	0.175404	0.40479	0.134925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091053	0.20234	0.352153	0.214487	0.00539573	0	0.0229319	0.344055	0.40479	0.40479	0.277816	0	0	0.279279
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0.189319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.e75868b0-dba5-45b3-881f-efc56fc44793.fc.signal	0.98739	0.346073	1.74407	0.493719	0	0	0	0.144943	0.588234	0.228389	0	0.433701	0.212213	0	0	0	0	0	0	0	0	0	0	0	0	1.15121	0.140745	0	0	0	0	0	0	0	0	0	0	0	0	0.109567	0.661418	0.614297	0.522242	0.303791	0	0.504274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.86d5f9c9-ab2c-496d-b775-8f24dfcd7fd7.fc.signal	1.08022	0.632122	1.10327	2.18354	0.670899	0.848982	0.582378	1.31333	1.37695	1.51771	1.04623	1.37653	0.292549	0.687363	1.39771	1.01878	0.4659	0.37272	0	0	0	0.152194	0.4659	0.049696	0	0.267116	0.400674	0	0	0	0	0	0.163065	0.772069	0.862379	1.20769	2.02576	1.24426	0.671614	0.471653	0.537946	0.36696	0.737964	0.819087	0.805099	0.503916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.568276	0.875861	0.151612	0.601142	0.592839	0.277642	0.714702	0.78923	0.684024	0.696296	0.0683965	0	0	0	0	0.235755	0.513051	0.238493	0	0.0292244	0.596346	0.352493	0.827853	2.34678	2.12756	1.87496	1.49654	1.71855	1.5391	1.57862	1.61369	1.12475	1.22667	1.6064	1.13503	1.67502	0.734882	1.18919	0.740155	0.78923	0.467716	0.34039	0.609851	0.740731	0.190457	0.341693
